,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,commit_count,npm_url,npm_monthly_downloads,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
45,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-08-30 11:42:07.000000,2022-08-23 09:50:57,310.0,31.0,197.0,344.0,,,,41732.0,14.0,288.0,288.0,107.0,https://pypi.org/project/oauthenticator,41075.0,https://anaconda.org/conda-forge/oauthenticator,2022-06-09 13:33:38.024,26962.0,1.0,,,,,,,,,,,,,,,,,
46,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2022-07-20 12:23:11.000000,2021-03-29 11:25:59,33.0,31.0,20.0,213.0,,,,59385.0,8.0,572.0,572.0,9.0,https://pypi.org/project/ipywebrtc,54672.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,266071.0,2.0,jupyter-webrtc,209.0,https://www.npmjs.com/package/jupyter-webrtc,352.0,,,,,,,-1.0,,,,,,
47,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-07-21 01:25:53.000000,2022-05-20 15:19:36,55.0,59.0,99.0,200.0,2022-03-28 22:52:15,1.3.1,3.0,2275.0,19.0,78.0,78.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-04-05 02:28:16.580,68255.0,2.0,,709.0,,,cytoscape/ipycytoscape,,,,,,-1.0,,,,,,
48,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2022-03-31 15:56:58.000000,2021-06-27 18:55:19,151.0,57.0,80.0,179.0,2018-06-14 12:02:35,1.2.2,,7339.0,3.0,96.0,96.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,6830.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,25985.0,1.0,,167.0,,,,,,,,,,,,,,,
49,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-08-17 07:13:17.000000,2022-08-17 07:13:17,651.0,121.0,166.0,5166.0,2022-04-08 03:02:43,0.9.1,,295.0,31.0,,,68.0,https://pypi.org/project/knowledge-repo,295.0,,,,2.0,,1013.0,,,,,,,,,,,,,,,
50,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2022-08-19 14:33:20.000000,2022-07-17 11:19:32,766.0,320.0,452.0,4895.0,2019-01-02 12:23:07,0.5.1,,313851.0,1.0,,,130.0,https://pypi.org/project/jupyter_contrib_nbextensions,313851.0,,,,1.0,,2629.0,,,,,,,,,,,,,,,
51,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,21,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-08-30 06:50:54.000000,2022-08-30 06:50:53,495.0,78.0,469.0,4818.0,,,,5155.0,,4.0,4.0,72.0,https://pypi.org/project/perspective-python,3699.0,,,,1.0,@finos/perspective-jupyterlab,5337.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1456.0,,,,,,,,,,,,,
52,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2022-08-22 10:08:00.000000,2021-06-11 15:16:36,243.0,41.0,32.0,1811.0,,,,16950.0,,78.0,78.0,8.0,https://pypi.org/project/colabcode,16950.0,,,,3.0,,44.0,,,,,,,,,,,,,,,
53,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-08-29 05:05:41.612523,2022-06-24 09:09:04,286.0,57.0,510.0,1560.0,2022-01-03 22:04:04,1.3,,14042.0,17.0,,,41.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,83059.0,1.0,,589.0,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-08-29 05:05:41.612523,45.0,1350253.0,,,IRkernel,,,,
54,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,21,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-08-26 08:14:39.000000,2022-08-24 13:37:02,296.0,150.0,325.0,1376.0,2022-02-06 14:43:19,2022.02.0,,5051.0,11.0,162.0,162.0,112.0,https://pypi.org/project/jupyter-repo2docker,5051.0,,,,2.0,,,,,,,,,,,,,,,,,
55,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-08-27 07:56:55.000000,2022-08-27 07:56:55,275.0,17.0,239.0,432.0,,,,9151.0,4.0,131.0,131.0,65.0,https://pypi.org/project/dockerspawner,8861.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,13383.0,1.0,,,,,,,,,,,,,,,,,
56,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,21,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,,2016-09-21 19:18:45.000,2022-09-01 02:36:07.000000,2022-08-31 20:59:22,181.0,103.0,190.0,331.0,2022-07-05 20:25:48,1.18.1,425.0,1684698.0,65.0,,,479.0,https://pypi.org/project/jupyter_server,1641864.0,https://anaconda.org/conda-forge/jupyter_server,2022-07-06 11:43:59.420,2055472.0,3.0,,,,,,,,,,,,,,,,,
57,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,21,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2022-08-17 07:33:06.000000,2022-08-17 07:31:59,29.0,8.0,44.0,329.0,2022-08-14 22:25:58,1.2.0,,13046.0,21.0,137.0,137.0,4.0,https://pypi.org/project/itables,13046.0,,,,2.0,,,,,,,,,,,,,,,,,
58,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,21,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2022-08-26 15:13:34.000000,2022-08-26 15:13:25,74.0,31.0,27.0,328.0,2022-08-24 22:28:39,0.6.2,73.0,30190.0,6.0,,,24.0,https://pypi.org/project/jupyter-resource-usage,30187.0,https://anaconda.org/conda-forge/nbresuse,,,1.0,,219.0,,,,,,,,,,,,,,,
59,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,21,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2022-08-26 17:47:22.974000,2022-08-26 13:57:55,44.0,45.0,122.0,261.0,2022-02-07 15:18:40,1.8.2,,67709.0,29.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,65461.0,https://anaconda.org/conda-forge/ipyvuetify,2022-08-26 17:47:22.974,85456.0,2.0,,211.0,,,widgetti/ipyvuetify,,,,,,,,,,,,
60,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-06-21 19:01:41.000000,2022-06-21 19:01:37,30.0,60.0,1367.0,231.0,2019-05-21 01:06:30,0.9.11,,,51.0,2688.0,2688.0,36.0,,,,,,2.0,,7578.0,,,,,,,,,,,,,,,
61,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,21,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-06-25 19:35:21.000000,2022-06-25 19:26:22,50.0,41.0,83.0,154.0,2022-06-25 19:35:21,0.4.0,,122094.0,4.0,,,25.0,https://pypi.org/project/jupyter_sphinx,122094.0,,,,2.0,,372.0,,,,,,,,,,,,,,,
62,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,21,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2022-08-24 16:21:19.099000,2022-08-22 17:02:57,8.0,2.0,8.0,31.0,2022-08-24 15:07:24,4.3.2,,74043.0,8.0,573.0,573.0,5.0,https://pypi.org/project/ipydatawidgets,70707.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-08-24 16:21:19.099,170146.0,2.0,,297.0,,,,,,,,,,,,,,,
63,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,20,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-02-03 18:32:35.000000,2022-02-03 18:32:34,1029.0,187.0,199.0,9213.0,,,,33924.0,,,,43.0,https://pypi.org/project/jupyterthemes,33924.0,,,,1.0,,636.0,,,,,,,,,,,,,,,
64,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,20,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-08-29 08:55:11.000000,2022-08-22 09:36:29,290.0,197.0,613.0,1118.0,2022-08-22 09:39:37,0.8.0,34.0,5682.0,25.0,,,97.0,https://pypi.org/project/nbgrader,3932.0,https://anaconda.org/conda-forge/nbgrader,2022-06-23 17:56:54.463,119032.0,1.0,,,,,,,,,,,,,,,,,
65,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,20,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,37.0,17.0,245.0,541.0,2020-12-10 14:31:28,0.3.7,,213961.0,28.0,,,11.0,,,,,,1.0,@jupyterlab/debugger,1174.0,https://www.npmjs.com/package/@jupyterlab/debugger,213961.0,,,,,,,,,,,,,
66,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-08-31 15:37:54.000000,2022-08-25 15:19:22,61.0,88.0,111.0,459.0,2022-07-11 19:38:44,0.32.2,66.0,15922.0,21.0,,,4.0,https://pypi.org/project/itkwidgets,14560.0,,,,3.0,itkwidgets,897.0,https://www.npmjs.com/package/itkwidgets,1360.0,,,,,,,,,,,,,
67,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,20,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2022-08-29 10:42:30.000000,2022-08-29 10:41:41,249.0,50.0,242.0,427.0,,,,35305.0,,110.0,110.0,73.0,https://pypi.org/project/jupyterhub-kubespawner,35305.0,,,,2.0,,,,,,,,,,,,,,,,,
68,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06,63.0,4.0,49.0,402.0,2020-06-09 08:17:47,0.8.0,,5288.0,8.0,324.0,324.0,8.0,https://pypi.org/project/appmode,2286.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,174150.0,1.0,,96.0,,,,,,,,,,,,,,,
69,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,57.0,20.0,8.0,361.0,,,,13375.0,2.0,260.0,260.0,7.0,https://pypi.org/project/jupyterlab-dash,1161.0,,,,1.0,jupyterlab-dash,41.0,https://www.npmjs.com/package/jupyterlab-dash,12214.0,,,,,,,,,,,,,
70,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,20,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-08-09 16:57:34.000000,2022-08-09 16:57:34,78.0,28.0,114.0,289.0,2022-08-08 15:44:17,0.29.2,42.0,82921.0,51.0,,,31.0,https://pypi.org/project/metakernel,75056.0,https://anaconda.org/conda-forge/metakernel,2022-08-09 13:33:11.047,605351.0,1.0,,,,,,,,,,,,,,,,,
71,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,20,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-08-18 17:22:26.000000,2022-07-08 18:44:35,115.0,61.0,94.0,250.0,2018-12-10 14:39:58,0.8.8,,121555.0,15.0,4.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,102016.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-01-25 03:13:58.218,840214.0,1.0,,,,,,,,,,,,,,,,,
72,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,20,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2022-07-13 17:10:50.000000,2022-02-20 08:36:22,19.0,2.0,48.0,235.0,2022-02-12 12:24:45,0.1.0,,40977.0,16.0,197.0,197.0,4.0,https://pypi.org/project/ipytest,40977.0,,,,2.0,,,,,,,,,,,,,,,,,
73,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,20,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2022-06-27 14:03:15.000000,2022-06-22 08:23:11,61.0,52.0,80.0,168.0,,,,8926.0,11.0,511.0,511.0,25.0,https://pypi.org/project/nbgitpuller,7881.0,https://anaconda.org/conda-forge/nbgitpuller,2022-03-20 01:46:35.034,40771.0,1.0,,,,,,,,,,,,,,,,,
74,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2022-08-23 23:10:36.000000,2022-04-14 12:04:26,98.0,50.0,73.0,140.0,2021-04-07 15:14:35,1.1.0,,3291.0,9.0,21.0,21.0,40.0,https://pypi.org/project/batchspawner,3291.0,,,,2.0,,352.0,,,,,,,,,,,,,,,
75,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,19,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-09-01 13:30:42.000000,2022-09-01 13:30:42,271.0,23.0,88.0,2645.0,,,,,34.0,584.0,584.0,24.0,,,,,,3.0,,,,,,,,,,,,,,,,,
76,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2022-08-14 23:00:09.000000,2022-01-17 13:34:34,245.0,135.0,116.0,2330.0,,,,3470.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2022-03-08 22:30:52.790,156176.0,2.0,,472.0,,,,,,,,,,,,,,,
77,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-08-23 00:18:15.157031,2022-08-22 19:01:20,808.0,12.0,283.0,2173.0,2022-08-22 23:56:58,d2a6c2d532bec212663d8441ccf7fe2bf2d28996fceb3a0de8a7c8573462dece,,2172.0,81.0,,,146.0,,,,,,3.0,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-08-23 00:18:15.157031,164.0,193312.0,,,,,,,
78,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,19,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-08-23 18:48:22.000000,2022-08-22 11:27:39,496.0,163.0,404.0,2042.0,,,,22951.0,,7.0,7.0,91.0,,,,,,3.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-08-22 11:29:43.791515,29.0,2777146.0,,,,,,,
79,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,19,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,146.0,53.0,177.0,1895.0,2021-11-15 23:43:33,5.2.1,,2428.0,33.0,63.0,63.0,15.0,,,,,,2.0,ijavascript,331.0,https://www.npmjs.com/package/ijavascript,2428.0,,,,,,,,,,,,,
80,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-09-01 12:20:09.000000,2022-08-24 15:17:04,219.0,98.0,198.0,1461.0,2022-08-15 19:45:01,0.13.1,1288.0,188.0,39.0,,,36.0,,,,,,2.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-08-16 14:22:00.573334,6.0,14648.0,,,,,,,
81,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,19,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2022-08-01 14:06:03.000000,2022-08-01 14:06:03,84.0,44.0,115.0,933.0,2021-04-10 11:39:23,3.0.7,,5431.0,6.0,3.0,3.0,18.0,,,,,,1.0,@lckr/jupyterlab_variableinspector,166.0,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,5431.0,,,,,,,,,,,,,
82,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,19,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2022-07-17 11:55:06.000000,2022-07-09 09:08:49,108.0,50.0,32.0,907.0,2022-07-17 11:55:06,0.5.0,,334867.0,2.0,,,20.0,https://pypi.org/project/jupyter_nbextensions_configurator,334867.0,,,,2.0,,502.0,,,,,,,,,,,,,,,
83,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,19,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,105.0,64.0,51.0,724.0,2018-04-16 17:16:10,0.2.0,,221972.0,1.0,,,14.0,,,,,,1.0,@jupyterlab/toc,523.0,https://www.npmjs.com/package/@jupyterlab/toc,221972.0,,,,,,,,,,,,,
84,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,19,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2022-03-15 19:55:24.000000,2022-03-15 19:55:24,213.0,,,699.0,,,,12939.0,,,,103.0,https://pypi.org/project/toree,12939.0,,,,2.0,,1150.0,,,,,,,,,,,,,,,
85,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,19,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2022-07-20 03:28:34.000000,2021-06-29 12:29:51,63.0,40.0,25.0,543.0,,,,4015.0,,546.0,546.0,15.0,,,,,,2.0,jupyterlab-drawio,101.0,https://www.npmjs.com/package/jupyterlab-drawio,4015.0,,,,,,,,,,,,,
86,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,MIT,2017-07-10 13:46:31.000,2022-07-20 08:55:24.000000,2021-12-14 18:02:31,62.0,61.0,57.0,502.0,,,,57787.0,13.0,3.0,3.0,10.0,https://pypi.org/project/ipysheet,53194.0,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098,55692.0,3.0,ipysheet,295.0,https://www.npmjs.com/package/ipysheet,3328.0,,,,,,,,,,,,,
87,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,62.0,17.0,41.0,472.0,2018-01-15 18:11:51,0.9.0,,15072.0,8.0,259.0,259.0,3.0,https://pypi.org/project/pivottablejs,15072.0,,,,3.0,,32.0,,,,,,,,,,,,,,,
88,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,19,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2022-08-21 18:36:02.000000,2022-08-21 18:36:02,60.0,29.0,143.0,406.0,2022-03-31 08:36:27,0.34.2,50.0,12736.0,6.0,,,18.0,https://pypi.org/project/octave_kernel,12736.0,,,,2.0,,415.0,,,,,,,,,,,,,,,
89,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,19,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2022-08-04 11:15:43.000000,2022-08-04 11:15:04,21.0,3.0,10.0,283.0,,,,10286.0,,55.0,55.0,5.0,https://pypi.org/project/treon,10286.0,,,,2.0,,66.0,,,,,,,,,,,,,,,
90,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2022-08-29 16:37:25.000000,2022-02-15 08:27:46,29.0,22.0,20.0,246.0,2021-02-04 22:39:49,0.8.0,,3472.0,2.0,48.0,48.0,7.0,,,,,,1.0,jupyterlab-system-monitor,,https://www.npmjs.com/package/jupyterlab-system-monitor,3472.0,,,,,,,,,,,,,
91,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,19.0,34.0,39.0,185.0,2019-12-03 17:50:40,2.5.0,,31462.0,6.0,11.0,11.0,7.0,https://pypi.org/project/bookstore,31462.0,,,,3.0,,619.0,,,,,,,,,,,,,,,
92,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,19,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,,2015-04-09 01:07:29.000,2022-08-30 09:54:10.000000,2022-08-30 09:54:10,130.0,49.0,74.0,181.0,2022-08-17 09:11:11,5.5.0b1,,9403167.0,16.0,,,67.0,https://pypi.org/project/nbformat,9274353.0,https://anaconda.org/conda-forge/nbformat,2022-05-03 19:45:12.925,9918681.0,2.0,,,,,,,,,,,,,,,,,
93,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,19,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2022-07-20 12:04:32.000000,2022-07-20 12:02:54,22.0,7.0,16.0,151.0,,,,1312.0,,519.0,519.0,7.0,,,,,,1.0,@telamonian/theme-darcula,113.0,https://www.npmjs.com/package/@telamonian/theme-darcula,1312.0,,,,,,,,,,,,,
