,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,30,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2024-02-01 08:00:23.000000,2024-02-01 08:00:22,416.0,941.0,2214.0,3750.0,2024-01-24 17:32:42,1.3.8,,644234.0,64.0,9914.0,9914.0,158.0,https://pypi.org/project/panel,615399.0,https://anaconda.org/conda-forge/panel,2024-01-27 09:14:49.749,1268759.0,2.0,,,,,,,,,,,,,,,,,
11,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2024-01-13 18:58:26.560000,2024-01-13 17:13:08,373.0,114.0,533.0,6327.0,2024-01-13 17:14:35,1.16.1,,608485.0,100.0,6664.0,6664.0,85.0,https://pypi.org/project/jupytext,586002.0,https://anaconda.org/conda-forge/jupytext,2024-01-13 18:58:26.560,743538.0,1.0,,,,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,5585.0,,,,,,
12,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2024-02-01 08:14:10.000000,2024-01-30 19:25:58,374.0,60.0,2105.0,2514.0,2024-01-10 20:52:22,8.3.0,80.0,2732.0,79.0,501.0,501.0,237.0,https://pypi.org/project/nikola,2732.0,,,,1.0,,,,,,,,10404.0,,,,,,,,,
13,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2024-01-02 13:34:29.000000,2024-01-02 13:34:27,144.0,60.0,80.0,235.0,2023-07-31 10:35:35,5.9.2,223.0,17374361.0,26.0,262430.0,262430.0,79.0,https://pypi.org/project/nbformat,16886624.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,20972490.0,1.0,,,,,,10.0,,,,,,,,,,,
14,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2024-01-02 13:44:54.000000,2024-01-02 13:44:52,49.0,34.0,69.0,130.0,2023-11-07 18:01:22,0.9.0,413.0,13710095.0,32.0,145816.0,145816.0,37.0,https://pypi.org/project/nbclient,13431262.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,13383390.0,1.0,,,,,,,,,,,,,,,,,
15,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,28,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-31 21:54:07.762000,2024-01-31 21:05:41,362.0,56.0,507.0,4424.0,2024-01-31 21:31:51,3.10.0,,107139.0,141.0,1004.0,1004.0,30.0,https://pypi.org/project/dtale,101266.0,https://anaconda.org/conda-forge/dtale,2024-01-31 21:54:07.762,264302.0,1.0,,,,,,,,785.0,,,,,,,,,
16,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2024-02-01 03:06:42.000000,2023-04-21 20:49:35,271.0,108.0,43.0,1741.0,,,,130646.0,3.0,5841.0,5841.0,55.0,https://pypi.org/project/ipython-sql,127877.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,249257.0,1.0,,,,,,,,292.0,,,,,,,,,
17,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2024-01-30 00:13:25.000000,2024-01-25 03:50:11,396.0,132.0,253.0,5520.0,,,,1500260.0,18.0,5611.0,5611.0,115.0,https://pypi.org/project/papermill,1487891.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,544263.0,1.0,,,,,,,,,,,,,,,,,
18,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2024-01-30 15:36:10.000000,2023-10-04 07:40:23,446.0,224.0,368.0,3521.0,2023-08-04 08:28:46,0.12.41,,154225.0,63.0,53.0,53.0,64.0,https://pypi.org/project/bqplot,123198.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1254140.0,1.0,,,,,,,,3656.0,bqplot,https://www.npmjs.com/package/bqplot,3158.0,,,,,,
19,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2024-01-29 13:55:28.000000,2024-01-29 13:53:38,218.0,138.0,156.0,1498.0,2023-02-15 19:21:40,0.9.3,,224327.0,28.0,10067.0,10067.0,33.0,https://pypi.org/project/ipympl,212678.0,,,,1.0,,,,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,11649.0,,,,,,
20,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,875.0,78.0,81.0,7289.0,2019-07-01 16:35:20,1.0.0,,234559.0,4.0,213.0,213.0,31.0,https://pypi.org/project/facets-overview,234559.0,,,,2.0,,,,,,,,277.0,,,,,,,,,
21,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,26,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-01-30 20:39:50.000000,2024-01-22 01:39:06,920.0,83.0,626.0,7118.0,2023-11-29 21:48:30,2.7.1,2033.0,7205.0,9.0,113.0,113.0,93.0,https://pypi.org/project/perspective-python,6413.0,,,,1.0,,,,,,,,5898.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,502.0,,,,,,
22,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-12-30 16:09:02.000000,2023-12-30 16:09:02,535.0,165.0,1522.0,6127.0,2021-01-26 05:18:38,0.28.0,1488113.0,16732.0,66.0,3.0,3.0,180.0,https://pypi.org/project/nteract_on_jupyter,731.0,,,,1.0,,,,,,,,10501.0,,,,,,,,,
23,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2024-01-31 15:38:02.000000,2024-01-11 08:22:54,474.0,282.0,424.0,5085.0,2023-10-31 09:04:25,0.5.5,1029.0,71294.0,70.0,10734.0,10734.0,68.0,https://pypi.org/project/voila,63234.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,316557.0,2.0,,,,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,305.0,,,,,,
24,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,26,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2024-01-30 16:37:43.000000,2023-12-19 12:53:50,905.0,673.0,1320.0,2987.0,2023-09-13 09:49:35,8.1.1,,11599707.0,52.0,3.0,3.0,212.0,https://pypi.org/project/ipywidgets,11224914.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,12639520.0,2.0,,,,,,-8.0,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,66513.0,,,,,,
25,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2024-01-29 17:24:08.000000,2024-01-01 19:50:50,411.0,130.0,300.0,1273.0,2023-09-13 15:49:53,0.21.0,,31641.0,23.0,330.0,330.0,64.0,https://pypi.org/project/sparkmagic,28900.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,112395.0,1.0,,,,,,,,1354.0,,,,,,,,,
26,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2024-01-28 00:35:23.000000,2023-08-11 17:18:48,235.0,46.0,29.0,942.0,2022-04-01 20:13:44,0.4.2,99.0,153332.0,11.0,3603.0,3603.0,10.0,https://pypi.org/project/jupyter-dash,153330.0,,,,2.0,,,,,,,,162.0,,,,,,,,,
27,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2024-02-01 09:20:37.000000,2024-02-01 09:20:36,1895.0,167.0,2186.0,7822.0,,,,303403.0,38.0,2697.0,2697.0,354.0,https://pypi.org/project/jupyterhub,235472.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,1043606.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2024-01-30 13:37:39.325558,331.0,5064800.0,,,,,,,,,,,,
28,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,25,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2024-01-25 19:32:31.000000,2023-11-21 09:21:22,148.0,70.0,263.0,2563.0,2023-11-21 09:21:51,4.0.1,74.0,278575.0,25.0,136.0,136.0,50.0,https://pypi.org/project/nbdime,224567.0,https://anaconda.org/conda-forge/nbdime,2023-11-21 14:11:17.594,965719.0,2.0,,,,,,,,2132.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,29859.0,,,,,,
29,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,25,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2024-01-26 11:42:00.000000,2023-12-04 18:34:04,293.0,251.0,644.0,1243.0,2023-09-05 12:35:02,0.9.1,308.0,12340.0,34.0,518.0,518.0,105.0,https://pypi.org/project/nbgrader,7907.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,155055.0,1.0,,,,,,,,,,,,,,,,,
30,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,160.0,164.0,261.0,1035.0,2019-12-04 15:06:08,1.1.18,,13150.0,19.0,262.0,262.0,33.0,https://pypi.org/project/pixiedust,12192.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48868.0,1.0,,,,,,,,2157.0,,,,,,,,,
31,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-12-21 19:51:14.000000,2023-11-23 16:32:50,53.0,67.0,136.0,324.0,2022-02-07 15:18:40,1.8.2,,87844.0,31.0,1053.0,1053.0,12.0,https://pypi.org/project/ipyvuetify,84981.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,157492.0,2.0,,,,,,,widgetti/ipyvuetify,267.0,,,,,,,,,
32,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2024-02-01 12:41:07.000000,2024-01-31 00:00:13,2802.0,8.0,862.0,8100.0,,,,876163.0,,21.0,21.0,240.0,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,439.0,90244880.0,,,,,,,,,,,,
33,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,24,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2024-01-03 13:58:38.000000,2022-12-21 19:56:24,784.0,344.0,462.0,5140.0,2022-11-15 17:24:23,0.7.0,,393927.0,2.0,20.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,393927.0,,,,1.0,,,,,,,,2660.0,,,,,,,,,
34,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-12-29 22:24:56.000000,2023-11-13 05:45:49,458.0,132.0,713.0,4670.0,2023-10-19 04:39:52,2.3.13,,48701.0,25.0,,,46.0,https://pypi.org/project/nbdev,48701.0,,,,2.0,,,,,,,,1679.0,,,,,,,,,
35,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,24,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2024-01-12 07:28:07.000000,2020-04-07 18:56:49,406.0,158.0,127.0,3011.0,2020-04-07 16:34:17,1.3.1,,47493.0,21.0,12.0,12.0,30.0,https://pypi.org/project/qgrid,41412.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,399256.0,2.0,,,,,,,,405.0,qgrid,https://www.npmjs.com/package/qgrid,536.0,,,,,,
36,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,24,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2024-01-03 14:09:47.000000,2023-09-29 00:14:07,119.0,64.0,35.0,960.0,2023-05-05 07:10:14,0.6.3,,474902.0,6.0,554.0,554.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,474902.0,,,,1.0,,,,,,,,527.0,,,,,,,,,
37,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2024-01-31 15:28:47.000000,2024-01-16 14:58:01,250.0,148.0,277.0,433.0,2024-01-16 14:58:23,2.12.5,2667.0,21339316.0,107.0,,,518.0,https://pypi.org/project/jupyter_server,21098470.0,https://anaconda.org/conda-forge/jupyter_server,2024-01-16 15:28:38.695,9871773.0,3.0,,,,,,,,,,,,,,,,,
38,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,23,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,401.0,155.0,294.0,3633.0,,,,12010.0,9.0,2732.0,2732.0,44.0,https://pypi.org/project/RISE,8023.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,287091.0,2.0,,,,,,,,770.0,,,,,,,,,
39,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-12-04 02:04:59.000000,2021-01-21 14:02:57,379.0,351.0,4176.0,2793.0,2018-12-04 18:27:21,1.3.0,35.0,17356.0,39.0,,,44.0,https://pypi.org/project/beakerx,7077.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,620450.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249454.0,,,1689.0,beakerx,https://www.npmjs.com/package/beakerx,178.0,,,,,,
40,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2024-02-01 09:29:50.000000,2024-02-01 09:29:49,334.0,160.0,363.0,1558.0,2022-10-18 19:01:00,2022.10.0,,4454.0,12.0,201.0,201.0,123.0,https://pypi.org/project/jupyter-repo2docker,4454.0,,,,2.0,,,,,,,,,,,,,,,,,
41,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,23,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2024-01-23 18:45:18.000000,2023-12-06 16:15:46,279.0,86.0,495.0,1350.0,2023-11-21 14:39:09,0.50.0,165.0,161728.0,56.0,3.0,3.0,94.0,https://pypi.org/project/jupyterlab-git,149961.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-11-22 14:00:51.490,517641.0,1.0,,,,,,-4.0,,,,,,,,,,,
42,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,23,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2024-01-29 02:14:59.000000,2023-12-10 12:14:36,43.0,27.0,79.0,563.0,2023-12-10 12:15:58,1.6.3,,142204.0,43.0,403.0,403.0,6.0,https://pypi.org/project/itables,142204.0,,,,2.0,,,,,,,,,,,,,,,,,
43,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2024-01-31 15:32:30.000000,2024-01-02 13:33:54,263.0,171.0,197.0,346.0,2023-11-06 12:55:30,8.6.0,1480.0,21254008.0,51.0,,,131.0,https://pypi.org/project/jupyter-client,21253959.0,,,,2.0,,,,,,,,,,,,,,,,,
44,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,23,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2023-12-23 06:19:23.000000,2023-12-23 06:19:23,40.0,66.0,1382.0,261.0,2019-05-21 01:06:30,0.9.11,,,51.0,5300.0,5300.0,36.0,,,,,,2.0,,,,,,,,7596.0,,,,,,,,,
