,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,npm_id,license,npm_url,npm_monthly_downloads,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
10,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,30,panel,holoviz/panel,conda-forge/panel,,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-07-08 14:04:28.000000,2021-07-08 13:50:33.000000,186.0,330.0,938.0,1249.0,1499.0,2021-04-15 09:58:42.000000,0.11.3,,157653.0,30.0,1702.0,1702.0,70.0,https://pypi.org/project/panel,150012.0,https://anaconda.org/conda-forge/panel,2021-04-15 10:16:04.506000,252159.0,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
11,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,30,nbconvert,jupyter/nbconvert,conda-forge/nbconvert,,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000000,2021-07-07 07:38:28.000000,2021-06-22 23:50:37.000000,426.0,368.0,529.0,1146.0,,2019-05-11 04:19:05.000000,5.5.0,,11033073.0,20.0,108611.0,108611.0,223.0,https://pypi.org/project/nbconvert,10966365.0,https://anaconda.org/conda-forge/nbconvert,2021-06-23 20:03:15.806000,4202655.0,,,,,1.0,,,,,,,,,,,,
12,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,nikola,getnikola/nikola,,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-06-13 15:11:26.000000,2021-06-13 15:10:24.000000,330.0,30.0,2027.0,2143.0,10222.0,2021-02-13 17:21:54.000000,8.1.3,,2306.0,73.0,377.0,377.0,220.0,https://pypi.org/project/nikola,2306.0,,,,,,,,1.0,,,MIT,,,,,,,,,
13,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,nbformat,jupyter/nbformat,conda-forge/nbformat,,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-06-10 23:11:54.000000,2021-06-10 23:11:53.000000,111.0,38.0,63.0,144.0,752.0,2021-04-02 04:40:43.000000,5.1.3,,11421467.0,13.0,113881.0,113881.0,58.0,https://pypi.org/project/nbformat,11335973.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,5386126.0,,,,,1.0,,,,,,,,,,,,
14,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,28,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-06-17 16:32:56.948000,2021-06-17 15:55:14.000000,279.0,164.0,264.0,1147.0,943.0,2021-01-05 16:34:46.000000,0.13.6,,80341.0,60.0,910.0,910.0,67.0,https://pypi.org/project/ipyleaflet,44512.0,https://anaconda.org/conda-forge/ipyleaflet,2021-06-17 16:32:56.948000,710094.0,,,,,1.0,-1.0,jupyter-leaflet,MIT,https://www.npmjs.com/package/jupyter-leaflet,24376.0,,,,,,,
15,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,ipympl,matplotlib/ipympl,,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-06-15 20:20:04.000000,2021-05-07 14:58:22.000000,150.0,101.0,97.0,1094.0,305.0,2021-03-22 22:29:34.000000,0.7.0,,106751.0,15.0,1630.0,1630.0,23.0,https://pypi.org/project/ipympl,57941.0,,,,,,,,1.0,1.0,jupyter-matplotlib,BSD-3-Clause,https://www.npmjs.com/package/jupyter-matplotlib,48810.0,,,,,,,
16,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot,bqplot/bqplot,conda-forge/bqplot,,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-06-30 03:26:51.000000,2021-06-28 15:39:49.000000,407.0,193.0,345.0,3107.0,3393.0,2021-06-08 14:43:56.000000,0.12.29,,86658.0,52.0,26.0,26.0,52.0,https://pypi.org/project/bqplot,62069.0,https://anaconda.org/conda-forge/bqplot,2021-06-08 14:57:52.705000,675631.0,,,,,2.0,,bqplot,Apache-2.0,https://www.npmjs.com/package/bqplot,13692.0,,,,,,,
17,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-07-07 18:46:22.000000,2021-06-29 17:43:55.000000,217.0,92.0,37.0,1402.0,253.0,,,,68492.0,3.0,1920.0,1920.0,44.0,https://pypi.org/project/ipython-sql,66542.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,115103.0,,,,,1.0,1.0,,MIT,,,,,,,,,
18,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,facets-overview,pair-code/facets,,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-05-06 12:01:08.000000,2021-05-06 12:01:05.000000,810.0,75.0,76.0,6614.0,264.0,2019-07-01 16:35:20.000000,1.0.0,,74345.0,4.0,57.0,57.0,28.0,https://pypi.org/project/facets-overview,74345.0,,,,,,,,2.0,,,Apache-2.0,,,,,,,,,
19,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-06-29 19:32:16.000000,2021-06-18 12:46:59.000000,202.0,156.0,123.0,1645.0,930.0,2018-06-11 13:56:17.000000,0.4.5,,29770.0,16.0,531.0,531.0,39.0,https://pypi.org/project/ipyvolume,20448.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,299810.0,,,,,2.0,,ipyvolume,MIT,https://www.npmjs.com/package/ipyvolume,3666.0,,,,,,,
20,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-07-08 11:56:05.000000,2021-07-08 11:56:05.000000,178.0,80.0,388.0,909.0,1654.0,2021-05-03 06:30:21.000000,0.30.1,,86838.0,27.0,13.0,13.0,62.0,https://pypi.org/project/jupyterlab-git,84356.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-05-03 09:08:47.801000,76955.0,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
21,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,25,jupyterthemes,dunovank/jupyter-themes,,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-04-26 15:30:49.000000,2021-04-26 15:30:49.000000,944.0,186.0,193.0,8570.0,595.0,,,,34770.0,,2293.0,2293.0,28.0,https://pypi.org/project/jupyterthemes,34770.0,,,,,,,,1.0,-1.0,,MIT,,,,,,,,,
22,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,jupyterhub/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-07-05 11:43:06.000000,2021-07-02 06:31:56.000000,1526.0,150.0,1811.0,6578.0,,,,,143204.0,20.0,1419.0,1419.0,248.0,https://pypi.org/project/jupyterhub,110093.0,https://anaconda.org/conda-forge/jupyterhub,2021-05-14 20:52:36.475000,410408.0,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-06-09 13:30:10.294586,291.0,2251903.0,2.0,,,,,,,,,,,,
23,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract_on_jupyter,nteract/nteract,,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-06-29 18:27:17.000000,2021-06-22 23:34:46.000000,504.0,141.0,1508.0,5571.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1211422.0,23243.0,66.0,,,169.0,https://pypi.org/project/nteract_on_jupyter,3704.0,,,,,,,,2.0,-1.0,,BSD-3-Clause,,,,,,,,,
24,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,25,papermill,nteract/papermill,conda-forge/papermill,,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-06-16 06:25:46.000000,2021-06-16 06:25:45.000000,310.0,92.0,222.0,4213.0,,,,,404915.0,16.0,1411.0,1411.0,91.0,https://pypi.org/project/papermill,400120.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,167855.0,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
25,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila,voila-dashboards/voila,conda-forge/voila,,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-07-06 12:16:03.000000,2021-07-01 06:06:55.000000,329.0,210.0,294.0,3358.0,903.0,,,,46873.0,46.0,4252.0,4252.0,50.0,https://pypi.org/project/voila,38829.0,https://anaconda.org/conda-forge/voila,2021-04-28 16:36:18.470000,128908.0,,,,,2.0,,@jupyter-voila/jupyterlab-preview,,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,4138.0,,,,,,,
26,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,25,jupyter-repo2docker,jupyterhub/repo2docker,,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-07-07 13:45:49.000000,2021-07-06 14:10:00.000000,253.0,135.0,293.0,1229.0,2114.0,2021-03-22 08:04:31.000000,2021.03.0,,3273.0,9.0,121.0,121.0,97.0,https://pypi.org/project/jupyter-repo2docker,3273.0,,,,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
27,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,158.0,163.0,260.0,1018.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,21463.0,19.0,208.0,208.0,33.0,https://pypi.org/project/pixiedust,19969.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,29883.0,,,,,1.0,,,Apache-2.0,,,,,,,,,
28,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-06-09 09:47:46.784000,2021-06-08 20:38:53.000000,341.0,120.0,250.0,1002.0,1135.0,2021-06-08 20:42:44.000000,0.19.0,,43688.0,14.0,194.0,194.0,53.0,https://pypi.org/project/sparkmagic,43009.0,https://anaconda.org/conda-forge/sparkmagic,2021-06-09 09:47:46.784000,31944.0,,,,,1.0,,,,,,,,,,,,
29,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,25,nbclient,jupyter/nbclient,conda-forge/nbclient,,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-06-02 09:01:24.000000,2021-06-02 09:01:23.000000,28.0,19.0,47.0,68.0,197.0,,,,10241658.0,11.0,21901.0,21901.0,20.0,https://pypi.org/project/nbclient,10158715.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,1410043.0,,,,,1.0,,,,,,,,,,,,
30,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,,jupyter/docker-stacks,,jupyter/scipy-notebook,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-07-08 14:06:19.000000,2021-07-08 14:06:16.000000,2313.0,54.0,598.0,6371.0,2130.0,,,,333831.0,,,,201.0,,,,,,https://hub.docker.com/r/jupyter/scipy-notebook,2021-07-03 03:37:01.966308,303.0,24035842.0,2.0,,,BSD-3-Clause,,,,,,,,,
31,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,perspective-python,finos/perspective,,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-07-08 06:46:31.000000,2021-07-08 04:58:02.000000,367.0,51.0,359.0,3425.0,4584.0,,,,4015.0,,195.0,195.0,64.0,https://pypi.org/project/perspective-python,2109.0,,,,,,,,1.0,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1906.0,,,,,,,
32,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,nbdev,fastai/nbdev,,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-06-11 10:10:54.000000,2021-05-25 03:40:04.000000,283.0,50.0,246.0,2842.0,1240.0,2021-02-23 21:48:06.000000,1.1.13,,41483.0,13.0,,,58.0,https://pypi.org/project/nbdev,41483.0,,,,,,,,2.0,,,Apache-2.0,,,,,,,,,
33,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,24,dtale,man-group/dtale,conda-forge/dtale,,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-07-08 02:39:15.000000,2021-07-05 03:14:25.000000,191.0,33.0,346.0,2481.0,451.0,2021-07-05 13:52:51.000000,1.51.0,,15470.0,100.0,187.0,187.0,15.0,https://pypi.org/project/dtale,11559.0,https://anaconda.org/conda-forge/dtale,2021-07-05 14:14:48.676000,66495.0,,,,,2.0,,,LGPL-2.1,,,,,,,,,
34,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,jupyter-book,executablebooks/jupyter-book,,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-07-08 03:33:25.000000,2021-07-05 15:03:15.000000,334.0,306.0,522.0,2316.0,1260.0,2021-06-05 22:24:06.000000,0.11.1,,16466.0,30.0,,,80.0,https://pypi.org/project/jupyter-book,16466.0,,,,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
35,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,watermark,rasbt/watermark,conda-forge/watermark,,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,63.0,14.0,26.0,538.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,164527.0,14.0,1033.0,1033.0,15.0,https://pypi.org/project/watermark,161542.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,170181.0,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
36,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,24,,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-06-17 06:53:47.000000,2021-03-31 14:20:34.000000,34.0,18.0,243.0,505.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,68538.0,28.0,84.0,84.0,11.0,,,,,,,,,,1.0,,@jupyterlab/debugger,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/debugger,68538.0,,,,,,,
37,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-06-29 18:31:20.000000,2021-05-28 11:09:20.000000,274.0,24.0,175.0,304.0,883.0,,,,38194.0,11.0,214.0,214.0,94.0,https://pypi.org/project/oauthenticator,37646.0,https://anaconda.org/conda-forge/oauthenticator,2021-04-09 17:37:22.688000,14811.0,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
38,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-07-08 13:17:33.000000,2021-07-08 13:17:33.000000,118.0,60.0,131.0,245.0,12093.0,2021-06-24 15:48:49.000000,1.9.0,67.0,933031.0,39.0,,,442.0,https://pypi.org/project/jupyter_server,916925.0,https://anaconda.org/conda-forge/jupyter_server,2021-06-24 18:21:37.002000,547532.0,,,,,3.0,,,,,,,,,,,,
39,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,23,RISE,damianavila/RISE,conda-forge/rise,,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,354.0,127.0,279.0,3048.0,737.0,,,,10592.0,9.0,1520.0,1520.0,39.0,https://pypi.org/project/RISE,6616.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,163049.0,,,,,2.0,,,,,,,,,,,,
40,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,nbdime,jupyter/nbdime,conda-forge/nbdime,,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-06-28 01:56:15.000000,2021-06-24 13:15:03.000000,114.0,53.0,215.0,2044.0,1934.0,,,,240515.0,20.0,49.0,49.0,32.0,https://pypi.org/project/nbdime,163288.0,https://anaconda.org/conda-forge/nbdime,2021-05-25 19:33:13.127000,336965.0,,,,,2.0,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,71101.0,,,,,,,
41,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-07-08 14:03:05.000000,2021-07-08 12:26:06.000000,766.0,56.0,220.0,1998.0,,,,,68310.0,15.0,1619.0,1619.0,101.0,https://pypi.org/project/ipyparallel,60857.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,469577.0,,,,,2.0,,,,,,,,,,,,
42,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-06-18 13:08:27.000000,2021-06-18 11:53:42.000000,36.0,31.0,59.0,451.0,352.0,2021-06-18 11:59:19.000000,0.9.0,,18239.0,25.0,106.0,106.0,13.0,https://pypi.org/project/ipycanvas,17128.0,https://anaconda.org/conda-forge/ipycanvas,2021-06-18 12:16:48.874000,24448.0,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
43,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,nbval,computationalmodelling/nbval,conda-forge/nbval,,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-05-19 21:33:58.000000,2021-01-27 08:24:41.000000,36.0,31.0,60.0,354.0,435.0,,,,75470.0,8.0,1071.0,1071.0,26.0,https://pypi.org/project/nbval,72671.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,142769.0,,,,,2.0,,,,,,,,,,,,
44,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,metakernel,Calysto/metakernel,conda-forge/metakernel,,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,71.0,24.0,113.0,248.0,1071.0,,,,35838.0,46.0,462.0,462.0,28.0,https://pypi.org/project/metakernel,28270.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,476789.0,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
