,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,pypi,gem_id,hex_id,bitbucket_id
10,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,30,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-05-02 20:29:12.000000,2021-05-02 18:06:58.000000,280.0,59.0,370.0,4472.0,2167.0,2021-05-02 18:07:59.000000,1.11.2,,130327.0,100.0,1455.0,1455.0,59.0,https://pypi.org/project/jupytext,111343.0,https://anaconda.org/conda-forge/jupytext,2021-05-02 19:53:40.929000,176751.0,1.0,,,,,,jupyterlab-jupytext,MIT,https://www.npmjs.com/package/jupyterlab-jupytext,13093.0,,,,,,,,
11,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-05-04 22:34:16.000000,2021-05-04 22:34:10.000000,330.0,30.0,2022.0,2117.0,10219.0,2021-02-13 17:21:54.000000,8.1.3,,1867.0,73.0,365.0,365.0,220.0,https://pypi.org/project/nikola,1867.0,,,,1.0,,,,,,,MIT,,,,,,,,,,
12,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-05-05 17:13:20.000000,2021-05-05 10:42:49.000000,156.0,386.0,781.0,1034.0,1366.0,2021-04-15 09:58:42.000000,0.11.3,,123903.0,30.0,1395.0,1395.0,67.0,https://pypi.org/project/panel,117153.0,https://anaconda.org/conda-forge/panel,2021-04-15 10:16:04.506000,209259.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
13,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-04-02 17:08:52.492000,2021-04-02 04:39:42.000000,108.0,32.0,63.0,140.0,750.0,2021-04-02 04:40:43.000000,5.1.3,,12420504.0,13.0,105647.0,105647.0,56.0,https://pypi.org/project/nbformat,12339930.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,4915024.0,1.0,,,,,,,,,,,,,,,,,
14,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,28,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-05-05 19:08:24.324037,2021-05-05 18:58:53.000000,1497.0,148.0,1792.0,6484.0,4676.0,,,,140596.0,19.0,1321.0,1321.0,242.0,https://pypi.org/project/jupyterhub,109167.0,https://anaconda.org/conda-forge/jupyterhub,2021-04-19 16:59:01.193000,376152.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-05-05 19:08:24.324037,285.0,2088314.0,,,,,,,,,,,,
15,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,28,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-04-20 02:45:10.000000,2021-04-12 10:46:55.000000,270.0,152.0,257.0,1115.0,912.0,2021-01-05 16:34:46.000000,0.13.6,,76164.0,59.0,834.0,834.0,64.0,https://pypi.org/project/ipyleaflet,42828.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,664461.0,1.0,,,,,,jupyter-leaflet,MIT,https://www.npmjs.com/package/jupyter-leaflet,22262.0,,,,,,,,
16,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-04-27 13:32:30.000000,2021-04-27 13:32:30.000000,404.0,194.0,333.0,3070.0,3333.0,2021-04-08 11:35:03.000000,0.12.25,,62735.0,49.0,25.0,25.0,51.0,https://pypi.org/project/bqplot,36341.0,https://anaconda.org/conda-forge/bqplot,2021-04-21 14:28:06.059000,597483.0,1.0,,,,,,bqplot,Apache-2.0,https://www.npmjs.com/package/bqplot,16436.0,,,,,,,,
17,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-04-16 21:37:14.000000,2021-04-16 21:35:38.000000,143.0,95.0,95.0,1047.0,301.0,2021-03-22 22:29:34.000000,0.7.0,,127452.0,15.0,1414.0,1414.0,23.0,https://pypi.org/project/ipympl,53244.0,,,,1.0,,,,,,jupyter-matplotlib,BSD-3-Clause,https://www.npmjs.com/package/jupyter-matplotlib,74208.0,,,,,,,,
18,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,26,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-04-26 15:30:49.000000,2021-04-26 15:30:49.000000,928.0,184.0,190.0,8412.0,595.0,,,,33881.0,,2078.0,2078.0,28.0,https://pypi.org/project/jupyterthemes,33881.0,,,,1.0,,,,,,,MIT,,,,,,,,,,
19,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-05-06 12:01:08.000000,2021-05-06 12:01:05.000000,802.0,75.0,76.0,6563.0,264.0,2019-07-01 16:35:20.000000,1.0.0,,80988.0,4.0,43.0,43.0,28.0,https://pypi.org/project/facets-overview,80988.0,,,,2.0,,,,,,,Apache-2.0,,,1.0,,,,,,,
20,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-05-04 03:20:11.000000,2021-05-04 00:37:55.000000,499.0,136.0,1497.0,5516.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1177170.0,23652.0,66.0,,,167.0,https://pypi.org/project/nteract_on_jupyter,4033.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
21,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-04-20 13:21:49.451000,2021-04-13 12:27:07.000000,202.0,152.0,123.0,1597.0,929.0,2018-06-11 13:56:17.000000,0.4.5,,26671.0,16.0,471.0,471.0,38.0,https://pypi.org/project/ipyvolume,15797.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,282580.0,2.0,,,,,,ipyvolume,MIT,https://www.npmjs.com/package/ipyvolume,5334.0,,,,,,,,
22,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-05-02 14:20:52.000000,2021-03-14 13:53:23.000000,215.0,92.0,37.0,1375.0,251.0,,,,33029.0,3.0,1672.0,1672.0,43.0,https://pypi.org/project/ipython-sql,31148.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,107217.0,1.0,,,,,,,MIT,,,,,,,,,,
23,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-05-03 09:08:47.801000,2021-05-03 06:29:08.000000,171.0,75.0,372.0,859.0,1637.0,2021-05-03 06:30:21.000000,0.30.1,,60227.0,27.0,13.0,13.0,59.0,https://pypi.org/project/jupyterlab-git,57975.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-05-03 09:08:47.801000,65329.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
24,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,25,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-04-27 07:07:42.000000,2021-04-27 07:07:42.000000,303.0,88.0,217.0,4093.0,,,,,356095.0,16.0,1241.0,1241.0,89.0,https://pypi.org/project/papermill,351560.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,149657.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
25,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,25,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-05-03 13:07:19.000000,2021-04-20 07:27:39.000000,242.0,155.0,269.0,1200.0,2074.0,2021-03-22 08:04:31.000000,2021.03.0,,3004.0,9.0,110.0,110.0,95.0,https://pypi.org/project/jupyter-repo2docker,3004.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
26,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,159.0,163.0,260.0,1009.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,12317.0,19.0,196.0,196.0,33.0,https://pypi.org/project/pixiedust,10869.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,26066.0,1.0,,,,,,,Apache-2.0,,,-1.0,,,,,,,
27,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,25,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-04-01 04:03:45.000000,2021-03-31 14:20:34.000000,34.0,18.0,243.0,493.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,82512.0,28.0,57.0,57.0,11.0,,,,,,1.0,,,,,,@jupyterlab/debugger,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/debugger,82512.0,,,,,,,,
28,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-05-06 11:47:26.000000,2021-05-06 05:36:45.000000,2261.0,49.0,573.0,6222.0,1826.0,,,,109463.0,,,,197.0,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-05-06 06:08:29.795541,297.0,7662441.0,,BSD-3-Clause,,,,,,,,,,
29,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,24,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-05-03 16:05:52.000000,2021-05-03 16:05:52.000000,315.0,196.0,282.0,3257.0,889.0,,,,43791.0,46.0,3731.0,3731.0,47.0,https://pypi.org/project/voila,37360.0,https://anaconda.org/conda-forge/voila,2021-04-28 16:36:18.470000,117585.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2638.0,,,,,,,,
30,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,351.0,126.0,279.0,3008.0,737.0,,,,10638.0,9.0,1463.0,1463.0,39.0,https://pypi.org/project/RISE,6818.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,149004.0,2.0,,,,,,,,,,,,,,,,,
31,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-04-21 19:16:12.000000,2021-04-21 19:16:11.000000,275.0,40.0,241.0,2756.0,1237.0,2021-02-23 21:48:06.000000,1.1.13,,39074.0,13.0,,,58.0,https://pypi.org/project/nbdev,39074.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
32,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,24,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-05-05 23:37:47.684000,2021-05-05 22:05:25.000000,170.0,20.0,310.0,2330.0,404.0,2021-05-05 23:14:20.000000,1.45.0,,15225.0,100.0,144.0,144.0,15.0,https://pypi.org/project/dtale,11616.0,https://anaconda.org/conda-forge/dtale,2021-05-05 23:37:47.684000,54145.0,2.0,,,,,,,LGPL-2.1,,,,,,,,,,
33,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-05-06 14:04:14.000000,2021-05-05 21:06:42.000000,316.0,281.0,503.0,2228.0,1240.0,2021-04-04 20:21:43.000000,0.10.2,,15645.0,29.0,,,77.0,https://pypi.org/project/jupyter-book,15645.0,,,,2.0,,,,,,,BSD-3-Clause,,,-5.0,,,,,,,
34,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,62.0,14.0,26.0,522.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,113273.0,14.0,975.0,975.0,15.0,https://pypi.org/project/watermark,110379.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,159216.0,1.0,,,,,,,BSD-3-Clause,,,-1.0,,,,,,,
35,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-05-06 09:33:37.000000,2021-05-06 09:33:36.000000,269.0,24.0,172.0,298.0,844.0,,,,38325.0,11.0,203.0,203.0,92.0,https://pypi.org/project/oauthenticator,37804.0,https://anaconda.org/conda-forge/oauthenticator,2021-04-09 17:37:22.688000,13047.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
36,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-05-05 10:52:29.000000,2021-05-05 10:52:26.000000,105.0,64.0,118.0,228.0,12046.0,2021-04-21 21:02:07.000000,1.6.4,35.0,732364.0,36.0,,,434.0,https://pypi.org/project/jupyter_server,720856.0,https://anaconda.org/conda-forge/jupyter_server,2021-04-22 01:26:42.241000,368222.0,3.0,,,,,,,,,,,,,,,,,
37,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,24,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-04-27 18:49:29.000000,2021-04-27 18:49:29.000000,28.0,18.0,46.0,64.0,195.0,,,,10908142.0,11.0,15938.0,15938.0,19.0,https://pypi.org/project/nbclient,10834338.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,1107065.0,2.0,,,,,,,,,,,,,,,,,
38,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,23,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-05-06 12:52:18.000000,2021-05-05 02:16:01.000000,359.0,58.0,343.0,3354.0,4439.0,,,,3899.0,,184.0,184.0,63.0,https://pypi.org/project/perspective-python,1764.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2135.0,,,,,,,,
39,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-03-07 23:26:08.000000,2020-04-07 18:56:49.000000,339.0,141.0,123.0,2648.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,67362.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,58020.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,296646.0,2.0,,,,,,qgrid,Apache-2.0,https://www.npmjs.com/package/qgrid,1736.0,,,,,,,,
40,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-05-05 16:17:02.000000,2021-04-20 11:27:09.000000,113.0,51.0,211.0,1971.0,1928.0,,,,312653.0,19.0,46.0,46.0,32.0,https://pypi.org/project/nbdime,132205.0,https://anaconda.org/conda-forge/nbdime,2021-04-15 00:58:33.048000,302851.0,2.0,,,,,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,174734.0,,,,,,,,
41,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-05-06 12:54:12.000000,2021-05-06 09:52:49.000000,753.0,147.0,108.0,1954.0,,,,,172437.0,15.0,1529.0,1529.0,98.0,https://pypi.org/project/ipyparallel,165358.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,431864.0,2.0,,,,,,,,,,,,,,,,,
42,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,23,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-03-19 18:11:30.000000,2021-02-04 03:22:19.000000,328.0,122.0,242.0,967.0,1081.0,2021-01-02 20:41:36.000000,0.18.0,,42738.0,13.0,181.0,181.0,49.0,https://pypi.org/project/sparkmagic,42093.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,29044.0,2.0,,,,,,,,,,,,,,,,,
43,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-04-19 05:03:57.000000,2021-04-19 05:00:36.000000,116.0,28.0,67.0,565.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,8382.0,14.0,101.0,101.0,21.0,https://pypi.org/project/mapboxgl,8382.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
44,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-04-26 15:55:11.000000,2021-01-22 17:01:16.000000,121.0,24.0,13.0,486.0,119.0,2021-01-22 17:07:52.000000,0.4.0,58.0,24513.0,9.0,362.0,362.0,3.0,https://pypi.org/project/jupyter-dash,24509.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
