,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,updated_github_id,license,npm_id,npm_url,npm_monthly_downloads,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
180,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,15,sudospawner,jupyterhub/sudospawner,,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,36.0,17.0,20.0,41.0,115.0,,,,1397.0,,36.0,36.0,14.0,https://pypi.org/project/sudospawner,1397.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
181,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,15,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000,2021-10-28 11:34:33.000000,2021-10-28 11:33:41,20.0,5.0,17.0,40.0,,2019-01-24 17:18:45,0.12,,4372.0,2.0,57.0,57.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,4372.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
182,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,14,,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000,2022-02-24 12:09:50.000000,2022-02-24 12:09:50,183.0,22.0,51.0,2160.0,,,,,,23.0,,,14.0,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
183,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,14,py_d3,ResidentMario/py_d3,,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,37.0,1.0,15.0,440.0,41.0,,,,347.0,,,,4.0,https://pypi.org/project/py_d3,347.0,,,,,,,,3.0,,MIT,,,,,,,,,,
184,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2022-02-12 09:57:23.000000,2020-02-14 15:11:45,27.0,10.0,16.0,429.0,343.0,,,,37.0,,,,12.0,,,,,,,,,,3.0,,MIT,nbgather,https://www.npmjs.com/package/nbgather,37.0,,,,,,,
185,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,14,matlab_kernel,calysto/matlab_kernel,,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000,2021-09-14 19:55:27.000000,2020-11-09 20:41:43,72.0,25.0,102.0,417.0,210.0,2017-10-17 21:39:32,0.15.0,,1321.0,1.0,,,17.0,https://pypi.org/project/matlab_kernel,1321.0,,,,,,,,3.0,,,,,,,,,,,,
186,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,jupyterlab_sql,pbugnion/jupyterlab-sql,,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2022-02-18 17:57:49.000000,2020-01-04 12:02:35,44.0,37.0,37.0,364.0,634.0,,,,1036.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,1036.0,,,,,,,,3.0,,MIT,,,,,,,,,,
187,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000,2022-02-23 08:01:51.000000,2022-02-23 08:01:51,109.0,6.0,40.0,313.0,215.0,2021-04-08 06:54:08,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
188,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-02-20 10:16:31.000000,2022-02-16 05:31:03,75.0,40.0,53.0,310.0,370.0,,,,,,,,26.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
189,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,14,nbopen,takluyver/nbopen,,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,51.0,36.0,26.0,268.0,57.0,,,,1612.0,,,,10.0,https://pypi.org/project/nbopen,1612.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
190,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11,20.0,12.0,19.0,204.0,71.0,2021-03-10 20:57:44,4.14.3,,1453.0,6.0,3.0,3.0,5.0,,,,,,,,,,3.0,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,1453.0,,,,,,,
191,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,14,,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2021-10-01 15:38:50.000000,2021-10-01 15:21:38,27.0,2.0,27.0,196.0,35.0,,,,2885.0,,,,10.0,,,,,,,,,,3.0,,BSD-3-Clause,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2885.0,,,,,,,
192,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,14,naas,jupyter-naas/naas,,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-02-23 14:48:43.000000,2022-02-23 14:48:40,13.0,74.0,51.0,169.0,,,,,19802.0,,3.0,3.0,15.0,https://pypi.org/project/naas,19802.0,,,,,,,,3.0,,AGPL-3.0,,,,,,,,,,
193,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,14,,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-02-12 10:37:17.000000,2021-05-22 01:41:35,7.0,8.0,22.0,162.0,98.0,,,,2075.0,,,,6.0,,,,,,,,,,3.0,,BSD-3-Clause,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2075.0,,,,,,,
194,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,14,,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000,2022-02-18 03:45:12.000000,2021-11-20 21:43:48,12.0,5.0,18.0,144.0,,2021-07-17 23:45:44,0.4.1,,4526.0,5.0,,,4.0,,,,,,,,,,3.0,,BSD-3-Clause,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,4526.0,,,,,,,
195,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,environment_kernels,Cadair/jupyter_environment_kernels,,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,16.0,7.0,22.0,143.0,77.0,2018-02-12 13:01:06,1.1.1,,3356.0,2.0,,,6.0,https://pypi.org/project/environment_kernels,3356.0,,,,,,,,3.0,,BSD-2-Clause,,,,,,,,,,
196,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,14,ipymaterialui,maartenbreddels/ipymaterialui,,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000,2022-02-11 13:07:18.000000,2019-10-29 13:53:37,14.0,7.0,3.0,77.0,74.0,2019-08-09 15:57:25,0.1.1,,217.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,100.0,,,,,,,,3.0,,MIT,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,117.0,,,,,,,
197,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,25.0,7.0,20.0,76.0,136.0,,,,1314.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,222.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,71030.0,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
198,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,14,,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000,2022-02-19 10:02:27.000000,2022-02-19 10:02:26,8.0,2.0,11.0,65.0,126.0,2021-09-02 09:10:11,3.0.6,,190.0,4.0,3.0,3.0,4.0,,,,,,,,,,3.0,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,190.0,,,,,,,
199,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,14.0,7.0,6.0,55.0,191.0,2019-09-05 11:54:07,0.4.0,,300.0,3.0,,,8.0,,,,,,,,,,3.0,,BSD-3-Clause,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,300.0,,,,,,,
200,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,14.0,5.0,2.0,28.0,7.0,,,,2483.0,,93.0,93.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,2483.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
201,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,110.0,23.0,53.0,2229.0,169.0,,,,,,,,9.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
202,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,bash_kernel,takluyver/bash_kernel,,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53,101.0,40.0,53.0,571.0,86.0,2016-04-07 16:41:34,0.4.1,2838.0,6532.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,6492.0,,,,,,,,3.0,,,,,,,,,,,,
203,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,13,,fsprojects/IfSharp,,fsprojects/ifsharp,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000,2022-02-14 17:06:52.000000,2022-02-14 17:06:51,67.0,13.0,127.0,434.0,,2020-03-08 20:03:38,3.0.4,5332.0,61.0,15.0,,,28.0,,,,,,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,661.0,3.0,,,,,,-3.0,,,,,,
204,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,13,,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32,25.0,35.0,45.0,283.0,,,,,,,77.0,77.0,14.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
205,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000,2022-02-17 20:58:25.000000,2019-08-14 17:21:34,31.0,40.0,20.0,268.0,87.0,,,,69.0,,,,6.0,,,,,,,,,,3.0,,BSD-3-Clause,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,69.0,,,,,,,
206,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10,6.0,,8.0,236.0,154.0,,,,,,17.0,17.0,8.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
207,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,,nbgallery/nbgallery,,nbgallery/nbgallery,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000,2022-02-03 19:32:51.000000,2022-02-03 13:31:52,22.0,87.0,270.0,142.0,,,,,2495.0,,,,18.0,,,,,,https://hub.docker.com/r/nbgallery/nbgallery,2021-11-12 15:25:19.912128,3.0,152236.0,3.0,,MIT,,,,,,,,,,
208,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,13,mkdocs-jupyter,danielfrg/mkdocs-jupyter,,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000,2022-02-14 05:23:44.000000,2022-02-14 05:23:42,14.0,3.0,35.0,104.0,,,,,36406.0,,,,12.0,https://pypi.org/project/mkdocs-jupyter,36406.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
209,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,13,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000,2022-02-21 09:56:17.000000,2022-02-21 08:59:58,17.0,9.0,33.0,82.0,337.0,,,,1052.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,700.0,,,,,,,,3.0,,BSD-3-Clause,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,352.0,,,,,,,
210,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,13,nbcelltests,jpmorganchase/nbcelltests,,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000,2022-01-22 08:16:46.000000,2022-01-22 08:16:45,16.0,30.0,83.0,61.0,,2020-10-05 14:23:28,0.2.3,,409.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,140.0,,,,,,,,3.0,,Apache-2.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,269.0,,,,,,,
211,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,13,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000,2022-02-19 17:02:45.000000,2022-02-19 17:02:44,6.0,5.0,24.0,54.0,,2021-01-01 04:15:38,0.3.0,,296.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,229.0,,,,,,,,3.0,,Apache-2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,67.0,,,,,,,
212,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,13,,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51,9.0,1.0,8.0,50.0,,2021-06-23 21:13:28,0.5.5,76.0,1103.0,5.0,,,4.0,,,,,,,,,,3.0,,BSD-3-Clause,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,1098.0,,,,,,,
213,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,sshkernel,NII-cloud-operation/sshkernel,,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21,10.0,2.0,6.0,49.0,398.0,,,,270.0,,6.0,6.0,4.0,https://pypi.org/project/sshkernel,270.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
214,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000,2022-01-06 19:30:52.000000,2021-07-07 15:51:44,46.0,15.0,13.0,48.0,31.0,2021-04-13 20:56:56,1.0.0,,,1.0,5.0,5.0,16.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
215,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,35.0,9.0,8.0,38.0,24.0,,,,238.0,,8.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,238.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
216,jupyterlab_commands,True,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,13,,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000,2022-02-09 19:03:15.000000,2022-02-09 19:03:14,6.0,1.0,22.0,36.0,,2021-11-30 04:16:09,0.3.2,,,11.0,3.0,3.0,,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
217,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,13,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000,2022-01-29 10:43:57.000000,2021-08-25 15:02:59,18.0,14.0,14.0,31.0,112.0,2020-07-13 15:56:30,samlauthenticator-0.0.9,13.0,406.0,3.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,406.0,,,,,,,,3.0,,MIT,,,,,,,,,,
218,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,nullauthenticator,jupyterhub/nullauthenticator,,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000,2021-09-23 19:47:08.000000,2021-02-09 00:11:20,9.0,1.0,,7.0,16.0,,,,2475.0,,74.0,74.0,5.0,https://pypi.org/project/nullauthenticator,2475.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
219,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22,11.0,5.0,19.0,175.0,42.0,2020-04-12 11:15:09,1.3,,,6.0,,,5.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
220,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,6.0,,24.0,154.0,731.0,2020-12-11 15:26:11,0.2.1,,,5.0,,,2.0,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
221,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,12,sqlcell,tmthyjames/SQLCell,,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24,9.0,60.0,24.0,144.0,310.0,,,,203.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,203.0,,,,,,,,3.0,,MIT,,,,,,,,,,
222,ipyexperiments,True,jupyter/ipython experiment containers for GPU and general..,https://github.com/stas00/ipyexperiments,,notebook-tools,12,ipyexperiments,stas00/ipyexperiments,,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,10.0,,5.0,144.0,203.0,,,,629.0,,5.0,5.0,3.0,https://pypi.org/project/ipyexperiments,629.0,,,,,,,,3.0,,,,,,,,,,,,
223,Material Darker Theme,True,The Material Darker theme for JupyterLab.,https://github.com/oriolmirosa/jupyterlab_materialdarker,,lab-themes,12,,oriolmirosa/jupyterlab_materialdarker,,,https://github.com/oriolmirosa/jupyterlab_materialdarker,2018-03-07 23:24:13.000,2022-02-19 07:52:12.000000,2021-08-31 15:09:09,14.0,2.0,14.0,128.0,49.0,,,,602.0,,4.0,4.0,2.0,,,,,,,,,,2.0,,BSD-3-Clause,@oriolmirosa/jupyterlab_materialdarker,https://www.npmjs.com/package/@oriolmirosa/jupyterlab_materialdarker,602.0,,,,,,,
224,jupyter-fs,True,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,12,jupyter-fs,jpmorganchase/jupyter-fs,,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000,2022-02-19 07:21:40.000000,2021-11-29 04:50:28,22.0,13.0,36.0,106.0,,,,,458.0,,,,8.0,https://pypi.org/project/jupyter-fs,458.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
225,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,12,,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,22.0,24.0,10.0,88.0,332.0,,,,103.0,,,,10.0,,,,,,,,,,3.0,,BSD-3-Clause,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,103.0,,,,,,,
226,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,12,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,itsjafer/sparkmonitor,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000,2021-11-15 17:51:03.000000,2021-08-04 16:49:43,18.0,7.0,8.0,72.0,269.0,,,,720.0,,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,636.0,,,,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,250.0,3.0,,Apache-2.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,74.0,,,,,,,
227,JupyterLab Email,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,jupyterlab_email,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2022-02-09 19:20:51.000000,2022-02-09 19:20:50,2.0,4.0,32.0,50.0,,2020-06-25 16:29:14,0.2.3,,243.0,12.0,,,,https://pypi.org/project/jupyterlab_email,102.0,,,,,,,,3.0,,Apache-2.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,141.0,,,,,,,
228,JupyterLab Flake8,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000,2022-02-09 19:20:51.000000,2022-02-09 19:20:50,2.0,4.0,32.0,50.0,,2020-06-25 16:29:14,0.2.3,,262.0,12.0,,,,,,,,,,,,,3.0,,Apache-2.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,262.0,,,,,,,
229,Jupyter Helpers,True,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,12,jupyter_helpers,krassowski/jupyter-helpers,,,https://github.com/krassowski/jupyter-helpers,2019-03-17 22:11:35.000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57,3.0,3.0,2.0,40.0,27.0,2021-02-10 16:36:22,0.2.3-2,,248.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,248.0,,,,,,,,3.0,,MIT,,,,,,,,,,
230,perfume,True,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,12,perfume-bench,leifwalsh/perfume,,,https://github.com/leifwalsh/perfume,2017-07-10 14:34:03.000,2022-02-21 17:52:34.000000,2020-10-31 19:46:42,4.0,2.0,4.0,33.0,196.0,2018-05-20 05:09:14,0.1.6,,154.0,1.0,,,3.0,https://pypi.org/project/perfume-bench,154.0,,,,,,,,3.0,,,,,,,,,,,,
231,ipysigma,True,A custom Jupyter widget library to display graphs using sigma.js.,https://github.com/Yomguithereal/ipysigma,,widgets,12,ipysigma,Yomguithereal/ipysigma,,,https://github.com/Yomguithereal/ipysigma,2018-06-25 20:03:21.000,2022-02-24 11:22:12.000000,2020-06-30 13:07:41,4.0,3.0,2.0,31.0,39.0,,,,167.0,,,,3.0,https://pypi.org/project/ipysigma,153.0,,,,,,,,3.0,,MIT,ipysigma,https://www.npmjs.com/package/ipysigma,14.0,,,,,,,
232,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,pick,nteract/pick,,,https://github.com/nteract/pick,2020-04-08 23:47:09.000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24,7.0,4.0,5.0,30.0,,,,,43261.0,,,,5.0,https://pypi.org/project/pick,43261.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
