,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,34,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2022-11-02 03:34:38.000000,2022-10-30 09:32:00,4219.0,1465.0,5530.0,15568.0,2021-01-30 02:36:56,7.18.1,319552.0,18074668.0,75.0,318213.0,318213.0,920.0,https://pypi.org/project/ipython,17881294.0,https://anaconda.org/conda-forge/ipython,2022-10-30 14:54:55.127,15049239.0,1.0,,,,,,,,,,,,,,,,,
2,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/ydataai/pandas-profiling,,widgets,34,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/pandas-profiling,MIT,2016-01-09 23:47:55.000,2022-11-02 11:25:06.000000,2022-10-20 19:10:48,1368.0,124.0,487.0,9780.0,2022-10-20 17:14:03,3.4.0,,1026346.0,34.0,9452.0,9452.0,101.0,https://pypi.org/project/pandas-profiling,1022322.0,https://anaconda.org/conda-forge/pandas-profiling,2022-10-21 13:45:24.192,301851.0,1.0,ydataai/pandas-profiling,1141.0,,,,,,,,,,,,,,,
3,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,34,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2022-11-01 16:59:18.000000,2022-11-01 16:59:11,840.0,582.0,1255.0,2622.0,2022-08-18 10:08:44,8.0.0,,8128633.0,41.0,5175.0,5175.0,198.0,https://pypi.org/project/ipywidgets,7971156.0,https://anaconda.org/conda-forge/ipywidgets,2022-09-06 16:41:24.351,6761869.0,1.0,,7650.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,71884.0,,,,,,,,,,,,
4,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,32,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2022-11-03 09:18:18.725000,2022-10-29 10:04:01,298.0,613.0,1440.0,2359.0,2022-11-01 09:58:10,0.14.1,,460650.0,42.0,4378.0,4378.0,106.0,https://pypi.org/project/panel,446491.0,https://anaconda.org/conda-forge/panel,2022-11-03 09:18:18.725,693821.0,1.0,,2417.0,,,,,,,,,,,,,,,
5,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,32,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2022-11-02 15:52:35.711000,2022-11-02 01:13:43,174.0,101.0,217.0,337.0,,,,3399269.0,35.0,113596.0,113596.0,118.0,https://pypi.org/project/qtconsole,3359071.0,https://anaconda.org/conda-forge/qtconsole,2022-11-02 15:52:35.711,3135460.0,1.0,,1909.0,,,,,,,,,,,,,,,
6,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,31,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,,2015-04-09 06:58:23.000,2022-11-03 00:57:19.000000,2022-11-03 00:57:19,491.0,448.0,597.0,1400.0,2022-10-27 19:43:52,7.2.3,48.0,14979962.0,40.0,171445.0,171445.0,252.0,https://pypi.org/project/nbconvert,14865726.0,https://anaconda.org/conda-forge/nbconvert,2022-10-28 01:12:27.435,9024629.0,1.0,,,,,,,,,,,,,,,,,
7,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,30,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2022-10-27 16:02:32.000000,2022-10-27 16:02:31,323.0,193.0,326.0,1308.0,2022-10-19 07:57:17,0.17.2,,204073.0,65.0,3065.0,3065.0,81.0,https://pypi.org/project/ipyleaflet,138910.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,911704.0,1.0,,1144.0,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,53475.0,,,,,,,,,,,,
8,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2022-09-20 09:05:33.000000,2022-09-03 20:41:19,347.0,45.0,2061.0,2342.0,2022-08-01 21:01:18,8.2.3,,1500.0,77.0,446.0,446.0,231.0,https://pypi.org/project/nikola,1500.0,,,,1.0,,10292.0,,,,,,,,,,,,,,,
9,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,28,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-11-03 11:44:08.000000,2022-11-03 11:44:04,3910.0,661.0,6371.0,16853.0,,,,3285555.0,45.0,165.0,165.0,622.0,https://pypi.org/project/bokeh,3150079.0,https://anaconda.org/conda-forge/bokeh,2022-08-15 18:06:05.668,9076920.0,1.0,,,,,,,,,,,,,,,,,
10,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-10-19 17:39:16.000000,2022-08-22 09:53:38,193.0,119.0,144.0,1355.0,2022-08-22 09:55:02,0.9.2,,251372.0,27.0,4324.0,4324.0,28.0,https://pypi.org/project/ipympl,225335.0,,,,1.0,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,26037.0,,,,,,,,,,,,
11,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,27,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,,2015-04-09 06:58:03.000,2022-11-02 01:22:02.000000,2022-10-25 07:55:28,3837.0,1994.0,2492.0,10472.0,2022-10-30 06:48:28,6.5.2,9432.0,11251784.0,44.0,11.0,11.0,618.0,https://pypi.org/project/notebook,10909425.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,2522144.0,1.0,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-11-01 13:14:58.403039,952.0,27863935.0,,,,,,,
12,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-10-31 07:55:34.000000,2022-10-31 07:52:59,348.0,77.0,467.0,5642.0,2022-07-29 10:56:48,1.14.1,,440571.0,100.0,3532.0,3532.0,72.0,https://pypi.org/project/jupytext,424310.0,https://anaconda.org/conda-forge/jupytext,2022-07-03 18:12:05.254,425998.0,1.0,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,7387.0,,,,,,,,,,,,
13,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-11-02 01:19:57.000000,2022-10-28 01:50:34,300.0,47.0,435.0,3695.0,2022-09-09 14:55:58,2.8.1,,104496.0,113.0,529.0,529.0,29.0,https://pypi.org/project/dtale,99451.0,https://anaconda.org/conda-forge/dtale,2022-09-09 15:21:16.023,166503.0,2.0,,627.0,,,,,,,,,,,,,,,
14,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-10-25 15:45:23.000000,2022-09-29 15:04:10,438.0,211.0,361.0,3368.0,2022-09-02 15:03:28,0.12.36,,135110.0,58.0,35.0,35.0,59.0,https://pypi.org/project/bqplot,115411.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1062087.0,2.0,,3545.0,bqplot,https://www.npmjs.com/package/bqplot,6083.0,,,,,,,,,,,,
15,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,27,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-08-19 08:14:48.000000,2022-07-26 13:21:25,225.0,172.0,128.0,1798.0,2018-06-11 13:56:17,0.4.5,,71537.0,16.0,883.0,883.0,41.0,https://pypi.org/project/ipyvolume,63597.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,390220.0,2.0,widgetti/ipyvolume,974.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,2285.0,,,,,,,,,,,,
16,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2022-10-29 13:12:23.000000,2021-05-06 12:01:05,857.0,78.0,76.0,7025.0,2019-07-01 16:35:20,1.0.0,,313356.0,4.0,146.0,146.0,28.0,https://pypi.org/project/facets-overview,313356.0,,,,2.0,,264.0,,,,,,,,,,,,,,,
17,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-10-29 20:02:25.000000,2022-10-18 22:34:20,362.0,112.0,242.0,4969.0,,,,814073.0,17.0,2522.0,2522.0,108.0,https://pypi.org/project/papermill,807575.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,331410.0,2.0,,,,,,,,,,,,,,,,,
18,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2022-11-02 16:27:40.000000,2022-10-28 10:12:21,433.0,251.0,376.0,4405.0,2022-10-26 15:12:41,0.4.0,420.0,83434.0,60.0,7603.0,7603.0,62.0,https://pypi.org/project/voila,77290.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,223533.0,2.0,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,1553.0,,,,,,,,,,,,
19,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-07-28 00:45:28.000000,2022-06-12 04:14:20,255.0,101.0,40.0,1585.0,,,,101821.0,3.0,3554.0,3554.0,53.0,https://pypi.org/project/ipython-sql,99398.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,181729.0,1.0,,285.0,,,,,,,,,,,,,,,
20,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-10-31 08:20:32.000000,2022-10-04 12:18:19,238.0,83.0,452.0,1175.0,2022-09-30 14:20:52,0.39.3.post1,,119457.0,46.0,16.0,16.0,79.0,https://pypi.org/project/jupyterlab-git,113255.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-09-30 19:45:23.615,291518.0,1.0,,1800.0,,,,,,,,,,,,,,,
21,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-10-21 14:50:31.000000,2022-10-21 14:50:27,213.0,44.0,23.0,828.0,2022-04-01 20:13:44,0.4.2,77.0,392861.0,11.0,1995.0,1995.0,10.0,https://pypi.org/project/jupyter-dash,392859.0,,,,2.0,,161.0,,,,,,,,,,,,,,,
22,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,26,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,,2020-01-13 17:29:49.000,2022-11-01 07:34:39.000000,2022-11-01 07:34:35,46.0,32.0,62.0,108.0,2022-10-06 16:32:36,0.7.0,112.0,9359589.0,28.0,74780.0,74780.0,33.0,https://pypi.org/project/nbclient,9171625.0,https://anaconda.org/conda-forge/nbclient,2022-10-07 06:52:51.888,6202613.0,1.0,,,,,,,,,,,,,,,,,
23,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2022-11-02 14:22:59.000000,2022-11-01 08:05:17,1769.0,129.0,2040.0,7294.0,,,,184944.0,33.0,1956.0,1956.0,313.0,https://pypi.org/project/jupyterhub,147861.0,https://anaconda.org/conda-forge/jupyterhub,2022-10-28 12:26:53.110,769028.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-11-01 08:25:03.003568,316.0,2749671.0,,,,,,,
24,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-10-26 19:54:44.000000,2022-10-26 19:51:28,527.0,159.0,1520.0,5901.0,2021-01-26 05:18:38,0.28.0,1385357.0,22169.0,66.0,,,176.0,https://pypi.org/project/nteract_on_jupyter,4409.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
25,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,25,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-11-02 02:59:35.000000,2022-11-02 02:57:49,383.0,74.0,653.0,3841.0,2022-11-02 02:07:51,2.3.8,,79828.0,22.0,,,26.0,https://pypi.org/project/nbdev,79828.0,,,,1.0,,1468.0,,,,,,,,,,,,,,,
26,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,25,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-10-31 16:19:02.000000,2022-09-21 04:28:58,521.0,490.0,673.0,3106.0,2022-08-16 07:13:52,0.13.1,,72527.0,38.0,,,111.0,https://pypi.org/project/jupyter-book,72527.0,,,,2.0,,1380.0,,,,,,,,,,,,,,,
27,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2022-10-31 16:26:37.000000,2022-10-31 16:26:37,389.0,128.0,283.0,1175.0,2022-05-02 22:17:21,0.20.0,,38183.0,17.0,255.0,255.0,58.0,https://pypi.org/project/sparkmagic,37277.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,57138.0,1.0,,1214.0,,,,,,,,,,,,,,,
28,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1024.0,2019-12-04 15:06:08,1.1.18,,10071.0,19.0,242.0,242.0,33.0,https://pypi.org/project/pixiedust,8937.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,40824.0,1.0,,2157.0,,,,,,,,,,,,,,,
29,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2022-11-03 14:17:57.000000,2022-11-03 14:02:18,388.0,144.0,286.0,3411.0,,,,10338.0,9.0,2041.0,2041.0,42.0,https://pypi.org/project/RISE,6254.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,232816.0,2.0,,760.0,,,,,,,,,,,,,,,
30,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2022-10-21 10:50:59.000000,2022-08-25 13:37:51,172.0,53.0,166.0,834.0,2022-08-31 09:02:38,2.4.1,,82325.0,17.0,21.0,21.0,30.0,https://pypi.org/project/pythreejs,71781.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,430989.0,2.0,,1715.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,5019.0,,,,,,,,,,,,
31,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2022-09-13 07:14:14.000000,2021-06-27 18:55:19,153.0,57.0,81.0,181.0,2018-06-14 12:02:35,1.2.2,,9673.0,3.0,101.0,101.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,9158.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,27345.0,1.0,,167.0,,,,,,,,,2.0,,,,,,
32,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-11-02 16:27:28.702000,2020-04-07 18:56:49,389.0,150.0,125.0,2898.0,2020-04-07 16:34:17,1.3.1,,85580.0,21.0,,,30.0,https://pypi.org/project/qgrid,78358.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,365697.0,2.0,,405.0,qgrid,https://www.npmjs.com/package/qgrid,807.0,,,,,,,,,,,,
33,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,374.0,348.0,4175.0,2695.0,2018-12-04 18:27:21,1.3.0,31.0,17549.0,39.0,,,43.0,https://pypi.org/project/beakerx,6067.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,550130.0,2.0,,1689.0,beakerx,https://www.npmjs.com/package/beakerx,283.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248892.0,,,,,,,
34,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2022-10-27 16:07:40.000000,2022-07-05 16:29:00,136.0,67.0,222.0,2319.0,,,,295489.0,21.0,85.0,85.0,40.0,https://pypi.org/project/nbdime,241415.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,681023.0,2.0,,1965.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,44483.0,,,,,,,,,,,,
35,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,23,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-11-03 10:02:58.000000,2022-11-03 10:02:52,284.0,57.0,511.0,1577.0,2022-11-03 10:05:23,1.3.1,,14991.0,18.0,,,42.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,94909.0,1.0,,592.0,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-11-01 13:14:21.752405,46.0,1464733.0,2.0,IRkernel,,,,,
36,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-11-03 08:54:06.000000,2022-11-03 08:54:06,299.0,152.0,332.0,1406.0,2022-10-18 19:01:00,2022.10.0,,5587.0,12.0,168.0,168.0,113.0,https://pypi.org/project/jupyter-repo2docker,5587.0,,,,2.0,,,,,,,,,,,2.0,,,,,,
37,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,23,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,248.0,224.0,667.0,978.0,2021-08-16 19:04:35,1.2.20210816,,94821.0,19.0,,,53.0,https://pypi.org/project/datalab,94821.0,,,,2.0,,2055.0,,,,,,,,,2.0,,,,,,
38,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,23,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,81.0,17.0,28.0,740.0,2022-05-27 13:54:28,2.3.1,,49161.0,16.0,1642.0,1642.0,17.0,https://pypi.org/project/watermark,46034.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,228343.0,2.0,,99.0,,,,,,,,,,,,,,,
39,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-11-03 04:35:07.000000,2022-09-13 10:25:31,37.0,65.0,497.0,655.0,2022-07-29 06:53:21,1.16.0,3144.0,567.0,100.0,17.0,17.0,34.0,,,,,,2.0,,9904.0,stencila,https://www.npmjs.com/package/stencila,241.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,
40,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2022-10-24 14:20:57.000000,2022-09-17 19:29:50,44.0,37.0,63.0,388.0,,,,105966.0,8.0,1747.0,1747.0,31.0,https://pypi.org/project/nbval,102215.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,251340.0,2.0,,457.0,,,,,,,,,,,,,,,
41,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-11-02 12:21:09.000000,2022-11-02 12:20:07,235.0,147.0,183.0,296.0,2022-10-25 12:28:08,7.4.4,419.0,13527322.0,27.0,,,120.0,https://pypi.org/project/jupyter-client,13527295.0,,,,2.0,,,,,,,,,,,,,,,,,
42,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-11-02 14:37:19.000000,2022-11-01 11:43:09,2629.0,23.0,763.0,7306.0,,,,991994.0,,,,223.0,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-11-01 13:13:52.668387,369.0,87295481.0,,,,,,,
43,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-11-02 23:59:29.000000,2022-10-31 22:03:57,261.0,229.0,1294.0,1469.0,2022-10-04 22:43:16,3.12.0,,3398.0,24.0,38.0,38.0,55.0,https://pypi.org/project/elyra,2590.0,https://anaconda.org/conda-forge/elyra,2022-10-06 17:22:57.096,21829.0,1.0,,,,,,,,,,,,,,,,,
44,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-10-24 07:20:42.000000,2022-10-24 07:11:22,55.0,44.0,71.0,638.0,2022-08-26 07:30:59,0.13.0,,15939.0,33.0,4.0,4.0,21.0,https://pypi.org/project/ipycanvas,13283.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,100961.0,2.0,,467.0,,,,,,,,,-2.0,,,,,,
45,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,132.0,33.0,67.0,620.0,2019-06-03 21:24:10,0.10.2,,17802.0,14.0,144.0,144.0,21.0,https://pypi.org/project/mapboxgl,17802.0,,,,2.0,,221.0,,,,,,,,,,,,,,,
