,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
45,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,22,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,81.0,17.0,28.0,745.0,2022-05-27 13:54:28,2.3.1,,26056.0,16.0,1670.0,1670.0,17.0,https://pypi.org/project/watermark,22906.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,233150.0,2.0,,99.0,,,,,,,,,,,,,,,
46,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-11-14 18:42:39.000000,2022-10-24 07:11:22,55.0,46.0,71.0,643.0,2022-11-07 16:48:10,0.13.1,,18267.0,33.0,4.0,4.0,21.0,https://pypi.org/project/ipycanvas,15472.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,109025.0,2.0,,467.0,,,,,,,,,,,,,,,
47,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,132.0,33.0,67.0,620.0,2019-06-03 21:24:10,0.10.2,,16928.0,14.0,146.0,146.0,21.0,https://pypi.org/project/mapboxgl,16928.0,,,,2.0,,221.0,,,,,,,,,,,,,,,
48,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,22,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,,2015-04-09 07:44:14.000,2022-11-29 23:26:38.000000,2022-11-29 23:26:35,314.0,219.0,212.0,527.0,2022-11-29 23:26:54,6.18.3,796.0,11794365.0,46.0,,,160.0,https://pypi.org/project/ipykernel,11788075.0,https://anaconda.org/anaconda/ipykernel,2022-09-06 16:04:23.662,531216.0,1.0,,,,,,,,,,,,,,,,,
49,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,22,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,,2016-09-21 19:18:45.000,2022-12-01 12:25:13.000000,2022-11-29 02:34:47,196.0,126.0,205.0,354.0,2022-11-21 16:54:55,1.23.3,691.0,10521827.0,82.0,,,485.0,https://pypi.org/project/jupyter_server,10463642.0,https://anaconda.org/conda-forge/jupyter_server,2022-11-22 06:02:42.383,2966495.0,3.0,,,,,,,,,,,,,,,,,
50,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-11-29 09:15:57.000000,2022-11-29 09:15:57,318.0,34.0,200.0,349.0,,,,22179.0,15.0,307.0,307.0,109.0,https://pypi.org/project/oauthenticator,21475.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,31006.0,1.0,,,,,,,,,,,,,,,,,
51,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-10-04 05:05:24.000000,2022-09-23 04:46:09,32.0,62.0,1368.0,234.0,2019-05-21 01:06:30,0.9.11,,,51.0,3156.0,3156.0,36.0,,,,,,2.0,,7579.0,,,,,,,,,,,,,,,
52,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-11-22 04:14:11.000000,2022-09-12 13:05:27,58.0,59.0,99.0,213.0,2022-03-28 22:52:15,1.3.1,3.0,6747.0,19.0,89.0,89.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-09-12 13:43:52.218,222670.0,2.0,cytoscape/ipycytoscape,715.0,,,,,,,,,,,,,,,
53,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,21,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,1039.0,190.0,200.0,9354.0,,,,35706.0,,,,43.0,https://pypi.org/project/jupyterthemes,35706.0,,,,1.0,,636.0,,,,,,,,,,,,,,,
54,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,21,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-11-30 15:14:23.000000,2022-11-30 15:14:21,534.0,87.0,485.0,5034.0,,,,2677.0,,6.0,6.0,72.0,https://pypi.org/project/perspective-python,1974.0,,,,1.0,,5372.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,703.0,,,,,,,,,,,,
55,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-11-29 01:55:06.000000,2022-11-01 08:56:24,282.0,18.0,239.0,438.0,,,,11256.0,4.0,137.0,137.0,66.0,https://pypi.org/project/dockerspawner,10952.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,14921.0,1.0,,,,,,,,,,,,,,,,,
56,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2022-11-08 07:42:07.789000,2021-04-26 19:20:06,66.0,4.0,50.0,404.0,2020-06-09 08:17:47,0.8.0,,4582.0,8.0,329.0,329.0,8.0,https://pypi.org/project/appmode,1521.0,https://anaconda.org/conda-forge/appmode,2022-11-08 07:42:07.789,186773.0,1.0,,96.0,,,,,,,,,,,,,,,
57,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,21,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2022-11-30 23:53:25.000000,2022-11-30 23:49:23,31.0,7.0,61.0,357.0,2022-11-12 12:35:06,1.3.5,,17530.0,27.0,178.0,178.0,5.0,https://pypi.org/project/itables,17530.0,,,,2.0,,,,,,,,,,,,,,,,,
58,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,21,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2022-11-30 07:18:42.000000,2022-11-30 07:18:38,79.0,32.0,29.0,343.0,2022-11-14 12:47:23,0.6.4,107.0,39044.0,8.0,,,26.0,https://pypi.org/project/jupyter-resource-usage,23463.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,514042.0,1.0,,250.0,,,,,,,,,,,,,,,
59,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,21,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2022-10-02 08:28:15.000000,2022-09-20 10:06:02,45.0,50.0,125.0,271.0,2022-02-07 15:18:40,1.8.2,,115131.0,30.0,4.0,4.0,11.0,https://pypi.org/project/ipyvuetify,112795.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,95785.0,2.0,widgetti/ipyvuetify,214.0,,,,,,,,,,,,,,,
60,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2022-11-14 11:52:26.000000,2022-11-08 20:23:07,63.0,55.0,81.0,171.0,,,,10012.0,12.0,547.0,547.0,25.0,https://pypi.org/project/nbgitpuller,8868.0,https://anaconda.org/conda-forge/nbgitpuller,2022-11-09 00:00:24.832,48072.0,1.0,,,,,,,,,,,,,,,,,
61,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,21,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-10-14 17:28:05.000000,2022-06-25 19:26:22,52.0,41.0,84.0,158.0,2022-06-25 19:35:21,0.4.0,,145989.0,4.0,,,25.0,https://pypi.org/project/jupyter_sphinx,145989.0,,,,2.0,,372.0,,,,,,,,,,,,,,,
62,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2022-11-29 01:55:03.000000,2022-10-05 04:39:11,100.0,48.0,75.0,140.0,2022-10-05 04:46:29,1.2.0,,4639.0,10.0,24.0,24.0,42.0,https://pypi.org/project/batchspawner,4639.0,,,,1.0,,358.0,,,,,,,,,,,,,,,
63,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,21,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2022-11-22 06:12:33.000000,2022-08-22 17:02:57,9.0,2.0,8.0,34.0,2022-08-24 15:07:24,4.3.2,,71653.0,8.0,629.0,629.0,5.0,https://pypi.org/project/ipydatawidgets,68065.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-08-24 16:21:19.099,193759.0,2.0,,297.0,,,,,,,,,,,,,,,
64,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,20,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-11-28 00:00:39.000000,2022-11-28 00:00:39,654.0,120.0,167.0,5225.0,2022-04-08 03:02:43,0.9.1,,328.0,31.0,,,69.0,https://pypi.org/project/knowledge-repo,328.0,,,,2.0,,1052.0,,,,,,,,,,,,,,,
65,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,20,nteract/hydrogen,,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2022-11-29 21:24:35.000000,2022-11-21 21:34:45,319.0,164.0,1100.0,3824.0,2022-11-21 21:35:39,2.16.4,,,91.0,,,89.0,,,,,,3.0,,2368.0,,,,,,,,,,,,,,,
66,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,20,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,224.0,51.0,125.0,3432.0,2022-05-31 17:34:28,0.7.5,40.0,1037.0,17.0,8.0,8.0,29.0,,,,,,1.0,,400.0,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,86122.0,,,github.com/gopherdata/gophernotes,,,,
67,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,20,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2022-08-22 10:08:00.000000,2021-06-11 15:16:36,248.0,41.0,33.0,1852.0,,,,10150.0,,86.0,86.0,8.0,https://pypi.org/project/colabcode,10150.0,,,,3.0,,44.0,,,,,,,,,,,,,,,
68,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,20,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-11-30 15:21:35.000000,2022-11-30 15:19:43,290.0,213.0,621.0,1147.0,2022-09-27 08:13:34,0.8.1,66.0,4282.0,26.0,,,98.0,https://pypi.org/project/nbgrader,2472.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,128515.0,2.0,,,,,,,,,,,,,,,,,
69,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,20,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2022-11-14 20:59:33.000000,2022-11-14 20:56:42,109.0,54.0,32.0,914.0,2022-11-14 20:59:33,0.6.1,,335076.0,4.0,,,22.0,https://pypi.org/project/jupyter_nbextensions_configurator,335076.0,,,,2.0,,510.0,,,,,,,,,,,,,,,
70,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,20,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2022-11-16 03:35:42.000000,2021-06-29 12:29:51,64.0,40.0,25.0,549.0,,,,3645.0,,899.0,899.0,15.0,,,,,,1.0,,101.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,3645.0,,,,,,,,,,,,
71,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,20,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,38.0,17.0,245.0,546.0,2020-12-10 14:31:28,0.3.7,,92241.0,28.0,,,11.0,,,,,,1.0,,1174.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,92241.0,,,,,,,,,,,,
72,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-11-30 16:47:51.000000,2022-11-24 02:39:23,63.0,94.0,128.0,480.0,2022-11-29 20:45:28,0.32.4,66.0,11103.0,35.0,,,5.0,https://pypi.org/project/itkwidgets,10003.0,,,,3.0,,906.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,1099.0,,,,,,,,,,,,
73,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,58.0,20.0,8.0,362.0,,,,12436.0,2.0,292.0,292.0,7.0,https://pypi.org/project/jupyterlab-dash,1204.0,,,,1.0,,41.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,11232.0,,,,,,,,,,,,
74,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,20,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-11-19 20:59:47.000000,2022-11-10 20:20:12,115.0,62.0,98.0,260.0,2018-12-10 14:39:58,0.8.8,,151121.0,16.0,4.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,126035.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-09-08 09:19:11.744,1153972.0,2.0,,,,,,,,,,,,,,,,,
75,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,20,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,,2015-04-09 01:07:29.000,2022-11-29 02:36:27.000000,2022-11-29 02:36:25,132.0,52.0,78.0,192.0,2022-10-10 13:12:14,5.7.0,,12139445.0,20.0,,,70.0,https://pypi.org/project/nbformat,11992531.0,https://anaconda.org/conda-forge/nbformat,2022-10-10 18:22:46.575,11753168.0,2.0,,,,,,,,,,,,,,,,,
76,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,19,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-11-21 21:03:50.000000,2021-11-22 20:42:15,348.0,2.0,87.0,2854.0,2021-07-13 22:12:59,0.13.2,,11888.0,4.0,,,11.0,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,26.0,511209.0,,,,,,,
77,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-11-30 03:13:19.000000,2022-11-23 15:27:32,822.0,15.0,284.0,2212.0,2022-10-19 13:41:37,7bc7dc4a89b73e0de1420b2f15f154152f1e0f36da029cda4676155fe10c1603,,2104.0,86.0,,,146.0,,,,,,3.0,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-10-19 12:52:23.818674,164.0,193613.0,,,,,,,
78,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,19,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-11-29 02:25:40.000000,2022-11-07 11:00:36,501.0,167.0,404.0,2061.0,,,,22407.0,,8.0,8.0,92.0,,,,,,2.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-08-22 11:29:43.791515,30.0,2778526.0,,,,,,,
79,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,19,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,146.0,53.0,179.0,1944.0,2021-11-15 23:43:33,5.2.1,,2024.0,33.0,65.0,65.0,15.0,,,,,,2.0,,331.0,ijavascript,https://www.npmjs.com/package/ijavascript,2024.0,,,,,,,,,,,,
80,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-11-28 10:03:24.000000,2022-11-28 10:03:24,221.0,100.0,198.0,1471.0,2022-11-16 14:06:16,0.13.2,1365.0,189.0,40.0,,,38.0,,,,,,2.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-11-17 09:03:24.805870,6.0,15175.0,,,,,,,
81,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,19,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2022-11-16 03:18:15.000000,2022-08-01 14:06:03,83.0,45.0,116.0,944.0,2021-04-10 11:39:23,3.0.7,,5116.0,6.0,3.0,3.0,18.0,,,,,,1.0,,166.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,5116.0,,,,,,,,,,,,
82,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,91.0,39.0,29.0,836.0,,,,4742.0,1.0,199.0,199.0,7.0,https://pypi.org/project/notedown,4104.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,34471.0,2.0,,264.0,,,,,,,,,,,,,,,
83,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-10-29 02:53:04.000000,2022-01-05 20:19:46,145.0,62.0,56.0,762.0,2021-10-12 17:36:36,1.8.1,,11724.0,3.0,,,20.0,https://pypi.org/project/witwidget,9888.0,,,,3.0,,328.0,wit-widget,https://www.npmjs.com/package/wit-widget,1836.0,,,,,,,,,,,,
84,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,19,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2022-03-15 19:55:24.000000,2022-03-15 19:55:24,215.0,,,704.0,,,,9759.0,,,,104.0,https://pypi.org/project/toree,9759.0,,,,2.0,,1150.0,,,,,,,,,,,,,,,
85,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,19,stencila/stencila,,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-12-01 10:49:33.000000,2022-12-01 03:08:43,37.0,65.0,497.0,658.0,2022-07-29 06:53:21,1.16.0,3159.0,504.0,100.0,18.0,18.0,34.0,,,,,,2.0,,,stencila,https://www.npmjs.com/package/stencila,190.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,-4.0,,,,,,
86,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,MIT,2017-07-10 13:46:31.000,2022-11-28 14:56:47.302000,2022-11-28 09:20:26,64.0,60.0,61.0,511.0,,,,51530.0,15.0,3.0,3.0,13.0,https://pypi.org/project/ipysheet,48361.0,https://anaconda.org/conda-forge/ipysheet,2022-11-28 14:56:47.302,64480.0,3.0,,307.0,ipysheet,https://www.npmjs.com/package/ipysheet,1798.0,,,,,,,,,,,,
87,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,62.0,18.0,41.0,505.0,2018-01-15 18:11:51,0.9.0,,22556.0,8.0,279.0,279.0,3.0,https://pypi.org/project/pivottablejs,22556.0,,,,3.0,,32.0,,,,,,,,,,,,,,,
88,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,19,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-10-29 16:32:26.594000,2020-11-30 15:55:07,57.0,36.0,99.0,490.0,2020-09-05 22:35:32,2.3.0,,11542.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-10-29 16:32:26.594,900300.0,2.0,,335.0,,,,,,,,,,,,,,,
89,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,19,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2022-11-23 02:37:09.000000,2022-11-20 15:22:31,54.0,6.0,76.0,318.0,2022-11-16 20:29:42,0.3.2,,9251.0,14.0,4.0,4.0,16.0,https://pypi.org/project/jupyterlab_templates,6118.0,,,,1.0,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3133.0,,,,,,,,,,,,
90,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,19,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-11-17 07:14:10.000000,2022-11-02 00:22:40,53.0,40.0,96.0,281.0,2022-11-02 00:31:35,6.0.0,,27013.0,18.0,,,21.0,https://pypi.org/project/dask-labextension,6520.0,https://anaconda.org/conda-forge/dask-labextension,2022-11-02 09:51:07.642,793703.0,1.0,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,1596.0,,,,,,,,,,,,
91,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2022-11-16 02:51:55.000000,2022-02-15 08:27:46,29.0,22.0,21.0,264.0,2021-02-04 22:39:49,0.8.0,,4015.0,2.0,71.0,71.0,7.0,,,,,,1.0,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,4015.0,,,,,,,,,,,,
92,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,19,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,,2015-04-09 06:58:55.000,2022-10-03 20:22:08.000000,2022-06-22 16:00:22,133.0,57.0,88.0,206.0,2022-06-22 16:01:33,6.4.4,70.0,3466236.0,4.0,,,59.0,https://pypi.org/project/jupyter-console,3466229.0,,,,3.0,,,,,,,,,,,,,,,,,
