,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
17,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-11-30 22:46:58.000000,2022-11-28 16:45:13,241.0,84.0,455.0,1187.0,2022-11-28 16:46:06,0.40.1,,111549.0,48.0,17.0,17.0,82.0,https://pypi.org/project/jupyterlab-git,105088.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-11-28 21:24:37.215,310141.0,1.0,,1809.0,,,,,,,,,,,,,,,
18,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2022-10-29 13:12:23.000000,2021-05-06 12:01:05,857.0,78.0,76.0,7036.0,2019-07-01 16:35:20,1.0.0,,375561.0,4.0,149.0,149.0,28.0,https://pypi.org/project/facets-overview,375561.0,,,,2.0,,264.0,,,,,,,,,,,,,,,
19,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-11-05 14:54:39.000000,2022-10-18 22:34:20,364.0,114.0,243.0,5017.0,,,,975323.0,17.0,2590.0,2590.0,108.0,https://pypi.org/project/papermill,968677.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,345636.0,2.0,,,,,,,,,,,,,,,,,
20,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2022-11-30 15:38:24.000000,2022-11-30 15:38:24,438.0,259.0,379.0,4464.0,2022-10-26 15:12:41,0.4.0,454.0,72994.0,60.0,7782.0,7782.0,63.0,https://pypi.org/project/voila,67470.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,231128.0,2.0,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,872.0,,,,,,,,,,,,
21,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-11-23 06:40:40.000000,2022-10-21 14:50:27,224.0,46.0,23.0,841.0,2022-04-01 20:13:44,0.4.2,77.0,409445.0,11.0,2093.0,2093.0,10.0,https://pypi.org/project/jupyter-dash,409443.0,,,,2.0,,161.0,,,,,,,,,,,,,,,
22,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2022-12-01 13:52:24.000000,2022-12-01 11:41:36,1783.0,137.0,2048.0,7321.0,,,,204127.0,33.0,1993.0,1993.0,318.0,https://pypi.org/project/jupyterhub,166795.0,https://anaconda.org/conda-forge/jupyterhub,2022-10-28 12:26:53.110,796157.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-12-01 11:58:03.750571,318.0,2780073.0,,,,,,,
23,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-11-28 16:11:34.000000,2022-10-26 19:51:28,528.0,158.0,1521.0,5918.0,2021-01-26 05:18:38,0.28.0,1394665.0,20975.0,66.0,,,176.0,https://pypi.org/project/nteract_on_jupyter,3322.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
24,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,25,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-11-28 16:46:30.000000,2022-11-23 09:52:14,531.0,492.0,678.0,3142.0,2022-08-16 07:13:52,0.13.1,,73342.0,38.0,,,118.0,https://pypi.org/project/jupyter-book,73342.0,,,,2.0,,1394.0,,,,,,,,,,,,,,,
25,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2022-10-31 16:26:37.000000,2022-10-31 16:26:37,389.0,129.0,285.0,1181.0,2022-05-02 22:17:21,0.20.0,,34270.0,17.0,265.0,265.0,58.0,https://pypi.org/project/sparkmagic,33339.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,59603.0,1.0,,1214.0,,,,,,,,,,,,,,,
26,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1024.0,2019-12-04 15:06:08,1.1.18,,13397.0,19.0,242.0,242.0,33.0,https://pypi.org/project/pixiedust,12267.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,41810.0,1.0,,2157.0,,,,,,,,,,,,,,,
27,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-11-29 21:32:01.000000,2022-11-17 02:50:02,393.0,69.0,675.0,3887.0,2022-11-08 23:17:29,2.3.9,,51146.0,23.0,,,30.0,https://pypi.org/project/nbdev,51146.0,,,,1.0,,1538.0,,,,,,,,,,,,,,,
28,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2022-11-03 18:17:00.705000,2022-11-03 14:02:18,387.0,145.0,288.0,3427.0,,,,10792.0,9.0,2087.0,2087.0,43.0,https://pypi.org/project/RISE,6665.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,239382.0,2.0,,760.0,,,,,,,,,,,,,,,
29,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2022-10-21 10:50:59.000000,2022-08-25 13:37:51,173.0,54.0,166.0,838.0,2022-08-31 09:02:38,2.4.1,,76013.0,17.0,21.0,21.0,30.0,https://pypi.org/project/pythreejs,65958.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,440435.0,2.0,,1715.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,4480.0,,,,,,,,,,,,
30,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,23,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2022-11-15 17:24:23.000000,2022-11-15 17:23:09,769.0,326.0,452.0,4934.0,2022-11-15 17:24:23,0.7.0,,312021.0,2.0,,,132.0,https://pypi.org/project/jupyter_contrib_nbextensions,312021.0,,,,1.0,,2640.0,,,,,,,,,2.0,,,,,,
31,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-11-08 16:27:23.000000,2020-04-07 18:56:49,393.0,151.0,125.0,2912.0,2020-04-07 16:34:17,1.3.1,,79341.0,21.0,,,30.0,https://pypi.org/project/qgrid,72345.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,369610.0,2.0,,405.0,qgrid,https://www.npmjs.com/package/qgrid,624.0,,,,,,,,,,,,
32,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,375.0,348.0,4175.0,2700.0,2018-12-04 18:27:21,1.3.0,31.0,16978.0,39.0,,,43.0,https://pypi.org/project/beakerx,5573.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,559108.0,1.0,,1689.0,beakerx,https://www.npmjs.com/package/beakerx,227.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248919.0,,,,,,,
33,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2022-11-30 17:16:05.000000,2022-11-24 14:42:18,136.0,69.0,222.0,2333.0,,,,288267.0,21.0,89.0,89.0,41.0,https://pypi.org/project/nbdime,232406.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,705119.0,2.0,,1967.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,46068.0,,,,,,,,,,,,
34,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,23,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-11-28 08:13:54.202532,2022-11-03 10:02:52,284.0,59.0,511.0,1580.0,2022-11-03 10:05:23,1.3.1,,15062.0,18.0,,,42.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,99727.0,1.0,,592.0,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-11-28 08:13:54.202532,48.0,1481849.0,2.0,IRkernel,,,,,
35,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-11-18 23:08:06.000000,2022-11-17 12:09:03,302.0,153.0,334.0,1420.0,2022-10-18 19:01:00,2022.10.0,,4809.0,12.0,169.0,169.0,114.0,https://pypi.org/project/jupyter-repo2docker,4809.0,,,,1.0,,,,,,,,,,,2.0,,,,,,
36,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2022-10-24 14:20:57.000000,2022-09-17 19:29:50,46.0,38.0,62.0,391.0,,,,99181.0,8.0,1781.0,1781.0,31.0,https://pypi.org/project/nbval,95297.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,264153.0,1.0,,457.0,,,,,,,,,,,,,,,
37,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-11-29 03:42:25.000000,2022-11-29 03:42:22,237.0,149.0,183.0,299.0,2022-11-16 15:49:07,7.4.7,513.0,14952697.0,34.0,,,121.0,https://pypi.org/project/jupyter-client,14952665.0,,,,1.0,,,,,,,,,,,,,,,,,
38,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-12-01 11:45:10.000000,2022-12-01 11:45:08,78.0,29.0,114.0,296.0,2022-12-01 11:45:25,0.29.3,52.0,42578.0,51.0,647.0,647.0,32.0,https://pypi.org/project/metakernel,34496.0,https://anaconda.org/conda-forge/metakernel,2022-08-09 13:33:11.047,646280.0,1.0,,,,,,,,,,,3.0,,,,,,
39,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2022-11-23 21:48:13.000000,2021-03-29 11:25:59,34.0,35.0,20.0,216.0,,,,62108.0,8.0,626.0,626.0,9.0,https://pypi.org/project/ipywebrtc,57197.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,283867.0,2.0,,209.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,476.0,,,,,,,,,,,,
40,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2022-09-13 07:14:14.000000,2021-06-27 18:55:19,153.0,56.0,82.0,183.0,2018-06-14 12:02:35,1.2.2,,8549.0,3.0,103.0,103.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,8032.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,27941.0,1.0,,167.0,,,,,,,,,,,,,,,
41,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-11-28 21:09:03.000000,2022-11-28 21:08:47,2640.0,23.0,770.0,7369.0,,,,991346.0,,,,224.0,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-11-28 08:14:37.530848,372.0,88229837.0,,,,,,,
42,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,22,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-11-30 15:50:57.000000,2022-11-30 15:50:57,313.0,54.0,105.0,2907.0,2022-11-23 09:21:41,0.2.0,,,39.0,1018.0,1018.0,30.0,,,,,,2.0,,,,,,,,,,,3.0,,,,,,
43,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-11-30 22:27:19.000000,2022-11-30 19:34:53,259.0,236.0,1303.0,1490.0,2022-11-14 19:45:15,3.13.0,,3426.0,25.0,38.0,38.0,56.0,https://pypi.org/project/elyra,2581.0,https://anaconda.org/conda-forge/elyra,2022-11-15 21:42:34.916,23668.0,1.0,,,,,,,,,,,,,,,,,
44,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,248.0,224.0,667.0,977.0,2021-08-16 19:04:35,1.2.20210816,,74526.0,19.0,,,53.0,https://pypi.org/project/datalab,74526.0,,,,2.0,,2055.0,,,,,,,,,,,,,,,
