,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,npm_id,license,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
172,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,15,ipylab,jtpio/ipylab,conda-forge/ipylab,,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2022-01-20 09:51:00.000000,2022-01-20 09:51:00.000000,5.0,9.0,17.0,90.0,,2021-11-13 10:58:20.000000,0.5.2,30.0,1564.0,11.0,,,6.0,https://pypi.org/project/ipylab,1242.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438000,8367.0,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
173,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,15,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34.000000,25.0,7.0,20.0,76.0,136.0,,,,1265.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,161.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958000,70674.0,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
174,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,nbzip,data-8/nbzip,,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,74.0,43.0,,,,532.0,,250.0,250.0,6.0,https://pypi.org/project/nbzip,532.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
175,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,15,jupyterlab-quickopen,parente/jupyterlab-quickopen,,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-12-12 18:36:27.000000,2021-12-12 18:25:55.000000,6.0,,,70.0,56.0,2021-12-12 18:28:02.000000,1.2.0,,348.0,3.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,297.0,,,,,,,,3.0,@parente/jupyterlab-quickopen,BSD-3-Clause,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,51.0,,,,,,,,
176,jupyterlab-theme-solarized-dark,True,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2022-01-15 07:37:31.000000,2022-01-15 07:37:29.000000,6.0,1.0,1.0,51.0,69.0,2021-09-26 00:52:38.000000,2.0.1,,3209.0,9.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,509.0,,,,,,,,1.0,jupyterlab-theme-solarized-dark,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,2700.0,,,,,,,,
177,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,15,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2021-10-28 11:34:33.000000,2021-10-28 11:33:41.000000,20.0,5.0,17.0,38.0,,2019-01-24 17:18:45.000000,0.12,,4000.0,2.0,57.0,57.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,4000.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
178,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,14,,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2022-01-20 08:00:42.000000,2022-01-19 13:29:16.000000,166.0,18.0,47.0,2074.0,,,,,,19.0,,,11.0,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
179,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2022-01-14 13:39:52.000000,2021-12-20 09:23:14.000000,71.0,46.0,42.0,308.0,344.0,,,,,,,,24.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
180,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000000,2021-11-22 09:07:18.000000,2021-11-22 09:07:17.000000,106.0,6.0,39.0,299.0,210.0,2021-04-08 06:54:08.000000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
181,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,14,nbopen,takluyver/nbopen,,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,50.0,35.0,26.0,265.0,57.0,,,,1226.0,,,,10.0,https://pypi.org/project/nbopen,1226.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
182,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11.000000,20.0,12.0,19.0,205.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,1554.0,6.0,3.0,3.0,5.0,,,,,,,,,,3.0,jupyterlab-chart-editor,,https://www.npmjs.com/package/jupyterlab-chart-editor,1554.0,,,,,,,,
183,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,14,jupyter-bokeh,bokeh/jupyter_bokeh,,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-09-30 18:18:05.000000,2021-09-30 18:17:17.000000,37.0,9.0,70.0,194.0,,,,,15267.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,,,,,,,,,3.0,@bokeh/jupyter_bokeh,BSD-3-Clause,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,15267.0,,,,,,,,
184,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,14,,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-10-01 15:38:50.000000,2021-10-01 15:21:38.000000,24.0,2.0,27.0,191.0,35.0,,,,2633.0,,,,10.0,,,,,,,,,,3.0,jupyterlab-execute-time,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-execute-time,2633.0,,,,,,,,
185,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,14,igv-jupyter,igvteam/igv-jupyter,,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2022-01-13 23:27:37.000000,2022-01-13 23:20:41.000000,14.0,,40.0,144.0,120.0,2021-11-22 19:09:03.000000,0.10.4,,,8.0,6.0,6.0,4.0,https://pypi.org/project/igv-jupyter,,,,,,,,,3.0,,MIT,,,,,,,,,,
186,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,environment_kernels,Cadair/jupyter_environment_kernels,,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,7.0,22.0,143.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,2962.0,2.0,,,6.0,https://pypi.org/project/environment_kernels,2962.0,,,,,,,,3.0,,BSD-2-Clause,,,,,,,,,,
187,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,14,,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-11-20 21:43:58.000000,2021-11-20 21:43:48.000000,9.0,5.0,18.0,140.0,,2021-07-17 23:45:44.000000,0.4.1,,4229.0,5.0,,,4.0,,,,,,,,,,3.0,jupyterlab-spreadsheet,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-spreadsheet,4229.0,,,,,,,,
188,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,14,niwidgets,nipy/niwidgets,,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2022-01-13 01:11:34.000000,2020-03-24 14:27:42.000000,33.0,17.0,17.0,70.0,242.0,,,,,,27.0,27.0,16.0,https://pypi.org/project/niwidgets,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
189,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,15.0,7.0,6.0,55.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,312.0,3.0,,,8.0,,,,,,,,,,3.0,@jupyterlab/shortcutui,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/shortcutui,312.0,,,,,,,,
190,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,14,sudospawner,jupyterhub/sudospawner,,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36.000000,36.0,17.0,20.0,41.0,115.0,,,,813.0,,36.0,36.0,14.0,https://pypi.org/project/sudospawner,813.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
191,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,14.0,5.0,2.0,28.0,7.0,,,,1898.0,,92.0,92.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,1898.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
192,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,110.0,23.0,53.0,2228.0,169.0,,,,,,,,9.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
193,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,bash_kernel,takluyver/bash_kernel,,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,100.0,37.0,53.0,566.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2838.0,5008.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,4967.0,,,,,,,,3.0,,,,,,,,,,,,
194,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,13,,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-09-21 17:26:54.000000,2020-02-14 15:11:45.000000,27.0,10.0,16.0,422.0,343.0,,,,65.0,,,,12.0,,,,,,,,,,3.0,nbgather,MIT,https://www.npmjs.com/package/nbgather,65.0,,,,,,,,
195,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,13,matlab_kernel,calysto/matlab_kernel,,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2021-09-14 19:55:27.000000,2020-11-09 20:41:43.000000,72.0,25.0,102.0,409.0,210.0,2017-10-17 21:39:32.000000,0.15.0,,753.0,1.0,,,17.0,https://pypi.org/project/matlab_kernel,753.0,,,,,,,,3.0,,,,,,,,,,,,
196,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,jupyterlab_sql,pbugnion/jupyterlab-sql,,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2021-10-06 09:31:32.000000,2020-01-04 12:02:35.000000,43.0,37.0,37.0,363.0,634.0,,,,453.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,453.0,,,,,,,,3.0,,MIT,,,,,,,,,,
197,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,13,,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32.000000,26.0,35.0,45.0,273.0,,,,,,,69.0,69.0,14.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
198,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,6.0,,8.0,234.0,154.0,,,,,,17.0,17.0,8.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
199,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-08-31 21:50:05.000000,2021-05-22 01:41:35.000000,7.0,8.0,22.0,160.0,98.0,,,,2090.0,,,,6.0,,,,,,,,,,3.0,@aquirdturtle/collapsible_headings,BSD-3-Clause,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2090.0,,,,,,,,
200,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,13,naas,jupyter-naas/naas,,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000000,2022-01-19 20:03:58.000000,2022-01-11 14:47:14.000000,11.0,79.0,38.0,154.0,,,,,5702.0,,3.0,3.0,13.0,https://pypi.org/project/naas,5702.0,,,,,,,,3.0,,AGPL-3.0,,,,,,,,,,
201,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,,nbgallery/nbgallery,,nbgallery/nbgallery,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-12-22 20:49:02.000000,2021-12-15 19:58:22.000000,21.0,89.0,263.0,141.0,,,,,2157.0,,,,18.0,,,,,,https://hub.docker.com/r/nbgallery/nbgallery,2021-11-12 15:25:19.912128,3.0,129440.0,3.0,,MIT,,,,,,,,,,
202,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,13,mkdocs-jupyter,danielfrg/mkdocs-jupyter,,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2022-01-18 03:50:31.000000,2022-01-18 03:50:31.000000,14.0,1.0,33.0,101.0,,,,,14709.0,,,,11.0,https://pypi.org/project/mkdocs-jupyter,14709.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
203,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,ipymaterialui,maartenbreddels/ipymaterialui,,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-08-10 20:43:17.000000,2019-10-29 13:53:37.000000,15.0,7.0,3.0,76.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,149.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,56.0,,,,,,,,3.0,jupyter-materialui,MIT,https://www.npmjs.com/package/jupyter-materialui,93.0,,,,,,,,
204,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,itsjafer/sparkmonitor,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-11-15 17:51:03.000000,2021-08-04 16:49:43.000000,15.0,7.0,8.0,69.0,269.0,,,,671.0,,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,270.0,,,,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,245.0,3.0,jupyterlab_sparkmonitor,Apache-2.0,https://www.npmjs.com/package/jupyterlab_sparkmonitor,390.0,,,,,,,,
205,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,13,nbcelltests,jpmorganchase/nbcelltests,,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-12-12 19:03:27.000000,2021-12-12 19:03:26.000000,16.0,30.0,83.0,61.0,,2020-10-05 14:23:28.000000,0.2.3,,185.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,49.0,,,,,,,,3.0,jupyterlab_celltests,Apache-2.0,https://www.npmjs.com/package/jupyterlab_celltests,136.0,,,,,,,,
206,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2022-01-06 19:30:52.000000,2021-07-07 15:51:44.000000,44.0,15.0,13.0,48.0,31.0,2021-04-13 20:56:56.000000,1.0.0,,,1.0,5.0,5.0,16.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
207,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,sshkernel,NII-cloud-operation/sshkernel,,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21.000000,10.0,2.0,6.0,47.0,398.0,,,,99.0,,6.0,6.0,4.0,https://pypi.org/project/sshkernel,99.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
208,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15.000000,36.0,9.0,8.0,38.0,24.0,,,,221.0,,8.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,221.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
209,jupyterlab_commands,True,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,13,,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-11-30 12:58:55.000000,2021-11-30 12:58:55.000000,6.0,1.0,22.0,36.0,,2021-11-30 04:16:09.000000,0.3.2,,,11.0,3.0,3.0,,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
210,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,nullauthenticator,jupyterhub/nullauthenticator,,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-09-23 19:47:08.000000,2021-02-09 00:11:20.000000,9.0,1.0,,7.0,16.0,,,,2663.0,,73.0,73.0,5.0,https://pypi.org/project/nullauthenticator,2663.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
211,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-08-10 22:48:31.000000,2019-08-14 17:21:34.000000,31.0,40.0,20.0,267.0,87.0,,,,54.0,,,,6.0,,,,,,,,,,3.0,jupyterlab_voyager,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab_voyager,54.0,,,,,,,,
212,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,12,nbinteract,SamLau95/nbinteract,,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2022-01-13 08:54:26.000000,2021-04-15 20:39:36.000000,20.0,29.0,41.0,208.0,590.0,,,,,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
213,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22.000000,11.0,6.0,18.0,166.0,42.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,5.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
214,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40.000000,6.0,,24.0,154.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,,,2.0,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
215,jupyter-fs,True,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,12,jupyter-fs,jpmorganchase/jupyter-fs,,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000000,2022-01-15 07:07:32.000000,2021-11-29 04:50:28.000000,22.0,13.0,36.0,105.0,,,,,194.0,,,,8.0,https://pypi.org/project/jupyter-fs,194.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
216,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,12,,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,22.0,24.0,10.0,86.0,332.0,,,,122.0,,,,10.0,,,,,,,,,,3.0,@jupyterlab/commenting-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/commenting-extension,122.0,,,,,,,,
217,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,12,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-10-25 07:48:27.000000,2021-10-22 09:21:12.000000,17.0,9.0,33.0,82.0,329.0,,,,459.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,,,,,,,,,3.0,@jupyterlab/hdf5,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/hdf5,459.0,,,,,,,,
218,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,12,,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-10-01 08:10:31.000000,2021-10-01 08:10:31.000000,8.0,2.0,11.0,63.0,120.0,2021-09-02 09:10:11.000000,3.0.6,,146.0,4.0,3.0,3.0,4.0,,,,,,,,,,3.0,jupyterlab-kernelspy,,https://www.npmjs.com/package/jupyterlab-kernelspy,146.0,,,,,,,,
219,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,12,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-12-12 18:59:53.000000,2021-12-12 18:59:52.000000,6.0,5.0,24.0,54.0,,2021-01-01 04:15:38.000000,0.3.0,,133.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,85.0,,,,,,,,3.0,jupyterlab_autoversion,Apache-2.0,https://www.npmjs.com/package/jupyterlab_autoversion,48.0,,,,,,,,
220,JupyterLab Email,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,jupyterlab_email,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-11-29 04:37:03.000000,2021-11-29 04:37:02.000000,2.0,6.0,30.0,50.0,,2020-06-25 16:29:14.000000,0.2.3,,253.0,12.0,,,,https://pypi.org/project/jupyterlab_email,129.0,,,,,,,,3.0,jupyterlab_email,Apache-2.0,https://www.npmjs.com/package/jupyterlab_email,124.0,,,,,,,,
221,JupyterLab Flake8,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-11-29 04:37:03.000000,2021-11-29 04:37:02.000000,2.0,6.0,30.0,50.0,,2020-06-25 16:29:14.000000,0.2.3,,238.0,12.0,,,,,,,,,,,,,3.0,jupyterlab-flake8,Apache-2.0,https://www.npmjs.com/package/jupyterlab-flake8,238.0,,,,,,,,
222,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,12,,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51.000000,9.0,1.0,8.0,49.0,,2021-06-23 21:13:28.000000,0.5.5,76.0,917.0,5.0,,,4.0,,,,,,,,,,3.0,jupyterlab-python-file,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-python-file,912.0,,,,,,,,
