,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,28,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2022-12-21 11:05:40.000000,2022-12-21 08:43:51,3920.0,676.0,6415.0,17022.0,,,,3696821.0,48.0,177.0,177.0,624.0,https://pypi.org/project/bokeh,3555857.0,https://anaconda.org/conda-forge/bokeh,2022-12-12 20:33:04.197,9585605.0,1.0,,,,,,,,,,,,,,,,,
11,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,28,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-12-13 22:38:14.000000,2022-12-11 17:41:57,353.0,85.0,472.0,5719.0,2022-12-11 17:42:21,1.14.4,,565015.0,100.0,3794.0,3794.0,74.0,https://pypi.org/project/jupytext,548325.0,https://anaconda.org/conda-forge/jupytext,2022-12-11 21:02:09.199,461001.0,1.0,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,7282.0,,,,,,,,,,,,
12,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,28,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-12-15 22:00:54.000000,2022-07-26 13:21:25,225.0,173.0,128.0,1812.0,2018-06-11 13:56:17,0.4.5,,72221.0,16.0,928.0,928.0,41.0,https://pypi.org/project/ipyvolume,64681.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,401394.0,1.0,widgetti/ipyvolume,974.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,1806.0,,,,,,,,,,,,
13,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-12-19 08:53:49.000000,2022-12-19 08:49:39,201.0,123.0,147.0,1363.0,2022-08-22 09:55:02,0.9.2,,175197.0,27.0,4781.0,4781.0,30.0,https://pypi.org/project/ipympl,149590.0,,,,1.0,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,25607.0,,,,,,,,,,,,
14,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,28,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,,2015-04-09 01:07:29.000,2022-12-21 13:04:36.000000,2022-12-21 13:04:36,132.0,54.0,78.0,193.0,2022-12-19 12:01:44,5.7.1,9.0,12156115.0,21.0,187065.0,187065.0,70.0,https://pypi.org/project/nbformat,12004119.0,https://anaconda.org/conda-forge/nbformat,2022-12-19 18:29:53.004,12159721.0,1.0,,,,,,9.0,,,,,,,,,,,
15,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,27,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,,2015-04-09 06:58:03.000,2022-12-21 06:17:30.000000,2022-12-19 13:37:55,3867.0,1991.0,2516.0,10608.0,2022-10-30 06:48:28,6.5.2,9945.0,10855217.0,46.0,13.0,13.0,622.0,https://pypi.org/project/notebook,10510662.0,https://anaconda.org/conda-forge/jupyter,2022-12-05 14:25:36.477,2700270.0,1.0,,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-12-19 04:22:12.987175,965.0,28187522.0,,,,,,
16,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-12-22 02:33:49.000000,2022-11-04 18:35:00,313.0,49.0,438.0,3773.0,2022-11-04 20:11:40,2.9.0,,273295.0,114.0,582.0,582.0,29.0,https://pypi.org/project/dtale,267979.0,https://anaconda.org/conda-forge/dtale,2022-11-04 20:50:39.708,180759.0,2.0,,631.0,,,,,,,,,,,,,,,
17,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-12-14 16:15:14.000000,2022-09-29 15:04:10,439.0,213.0,361.0,3383.0,2022-09-02 15:03:28,0.12.36,,160049.0,58.0,35.0,35.0,59.0,https://pypi.org/project/bqplot,142083.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1087370.0,2.0,,3545.0,bqplot,https://www.npmjs.com/package/bqplot,4202.0,,,,,,,,,,,,
18,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-12-21 00:17:19.000000,2022-11-16 00:09:35,256.0,106.0,40.0,1617.0,,,,109068.0,3.0,3769.0,3769.0,53.0,https://pypi.org/project/ipython-sql,106529.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,193005.0,1.0,,286.0,,,,,,,,,,,,,,,
19,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-12-16 08:18:31.363000,2022-12-15 13:23:49,243.0,84.0,457.0,1197.0,2022-12-15 13:25:32,0.41.0,,105157.0,49.0,17.0,17.0,83.0,https://pypi.org/project/jupyterlab-git,98437.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,322603.0,1.0,,1816.0,,,,,,,,,,,,,,,
20,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,27,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,,2020-01-13 17:29:49.000,2022-12-18 16:28:07.000000,2022-12-18 16:28:07,44.0,33.0,65.0,111.0,2022-11-29 17:22:16,0.7.2,163.0,9722819.0,29.0,82355.0,82355.0,33.0,https://pypi.org/project/nbclient,9522640.0,https://anaconda.org/conda-forge/nbclient,2022-11-30 08:00:35.235,6805758.0,1.0,,,,,,,,,,,,,,,,,
21,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2022-10-29 13:12:23.000000,2021-05-06 12:01:05,859.0,78.0,76.0,7052.0,2019-07-01 16:35:20,1.0.0,,438687.0,4.0,153.0,153.0,28.0,https://pypi.org/project/facets-overview,438687.0,,,,2.0,,264.0,,,,,,,,,,,,,,,
22,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-12-15 11:32:56.000000,2022-10-18 22:34:20,366.0,115.0,243.0,5046.0,,,,996119.0,17.0,2662.0,2662.0,108.0,https://pypi.org/project/papermill,989293.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,354988.0,2.0,,,,,,,,,,,,,,,,,
23,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2022-12-13 09:21:43.000000,2022-12-13 09:21:10,439.0,260.0,379.0,4495.0,2022-10-26 15:12:41,0.4.0,461.0,101952.0,60.0,7911.0,7911.0,63.0,https://pypi.org/project/voila,96171.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,236335.0,2.0,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,1025.0,,,,,,,,,,,,
24,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-12-07 19:48:38.000000,2022-10-21 14:50:27,228.0,46.0,23.0,853.0,2022-04-01 20:13:44,0.4.2,77.0,352043.0,11.0,2180.0,2180.0,10.0,https://pypi.org/project/jupyter-dash,352041.0,,,,2.0,,161.0,,,,,,,,,,,,,,,
25,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2022-12-21 14:50:47.826702,2022-12-21 14:36:44,1790.0,149.0,2054.0,7334.0,,,,197700.0,34.0,2026.0,2026.0,320.0,https://pypi.org/project/jupyterhub,159911.0,https://anaconda.org/conda-forge/jupyterhub,2022-12-05 14:39:56.585,810039.0,1.0,,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-12-21 14:50:47.826702,319.0,2808773.0,,,,,,
26,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-12-14 21:57:30.000000,2022-10-26 19:51:28,528.0,158.0,1521.0,5932.0,2021-01-26 05:18:38,0.28.0,1401650.0,20409.0,66.0,,,176.0,https://pypi.org/project/nteract_on_jupyter,2667.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
27,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,25,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-12-19 16:43:47.000000,2022-12-09 09:14:30,539.0,498.0,679.0,3164.0,2022-08-16 07:13:52,0.13.1,,81638.0,38.0,,,118.0,https://pypi.org/project/jupyter-book,81638.0,,,,2.0,,1395.0,,,,,,,,,,,,,,,
28,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2022-12-21 15:43:52.000000,2022-10-31 16:26:37,390.0,129.0,285.0,1188.0,2022-05-02 22:17:21,0.20.0,,33935.0,17.0,270.0,270.0,58.0,https://pypi.org/project/sparkmagic,32979.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,61219.0,1.0,,1214.0,,,,,,,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1025.0,2019-12-04 15:06:08,1.1.18,,20344.0,19.0,245.0,245.0,33.0,https://pypi.org/project/pixiedust,19199.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,42393.0,1.0,,2157.0,,,,,,,,,,,,,,,
30,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2022-12-21 13:59:43.000000,2022-11-17 02:50:02,400.0,81.0,676.0,3944.0,2022-11-08 23:17:29,2.3.9,,54766.0,23.0,,,30.0,https://pypi.org/project/nbdev,54766.0,,,,2.0,,1538.0,,,,,,,,,,,,,,,
31,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2022-11-03 18:17:00.705000,2022-11-03 14:02:18,388.0,145.0,288.0,3433.0,,,,11659.0,9.0,2125.0,2125.0,43.0,https://pypi.org/project/RISE,7469.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,243030.0,2.0,,760.0,,,,,,,,,,,,,,,
32,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2022-10-21 10:50:59.000000,2022-08-25 13:37:51,173.0,55.0,166.0,842.0,2022-08-31 09:02:38,2.4.1,,83151.0,17.0,21.0,21.0,30.0,https://pypi.org/project/pythreejs,73299.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,446582.0,2.0,,1715.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,4200.0,,,,,,,,,,,,
33,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,23,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2022-12-21 19:56:24.000000,2022-12-21 19:56:24,772.0,325.0,456.0,4937.0,2022-11-15 17:24:23,0.7.0,,299134.0,2.0,,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,299134.0,,,,1.0,,2660.0,,,,,,,,,,,,,,,
34,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-11-08 16:27:23.000000,2020-04-07 18:56:49,395.0,151.0,125.0,2921.0,2020-04-07 16:34:17,1.3.1,,77561.0,21.0,,,30.0,https://pypi.org/project/qgrid,70533.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,372255.0,2.0,,405.0,qgrid,https://www.npmjs.com/package/qgrid,610.0,,,,,,,,,,,,
35,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,375.0,348.0,4175.0,2704.0,2018-12-04 18:27:21,1.3.0,31.0,16096.0,39.0,,,43.0,https://pypi.org/project/beakerx,4605.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,564185.0,2.0,,1689.0,beakerx,https://www.npmjs.com/package/beakerx,231.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248943.0,,,,,,
36,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2022-12-16 23:18:21.000000,2022-11-24 14:42:18,140.0,71.0,222.0,2343.0,,,,271817.0,21.0,91.0,91.0,41.0,https://pypi.org/project/nbdime,216102.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,720622.0,2.0,,1967.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,45707.0,,,,,,,,,,,,
37,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,23,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-12-19 04:20:48.733613,2022-11-03 10:02:52,285.0,62.0,511.0,1584.0,2022-11-03 10:05:23,1.3.1,,15212.0,18.0,,,42.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,102830.0,1.0,,592.0,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-12-19 04:20:48.733613,48.0,1494110.0,IRkernel,,,,,
38,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-12-20 10:17:59.000000,2022-12-20 10:17:47,302.0,152.0,336.0,1425.0,2022-10-18 19:01:00,2022.10.0,,5420.0,12.0,170.0,170.0,114.0,https://pypi.org/project/jupyter-repo2docker,5420.0,,,,2.0,,,,,,,,,,,,,,,,,
39,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,23,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,82.0,17.0,28.0,750.0,2022-05-27 13:54:28,2.3.1,,85791.0,16.0,1686.0,1686.0,17.0,https://pypi.org/project/watermark,82595.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,236518.0,2.0,,99.0,,,,,,,,,,,,,,,
40,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2022-10-24 14:20:57.000000,2022-09-17 19:29:50,45.0,38.0,62.0,393.0,,,,96002.0,8.0,1809.0,1809.0,31.0,https://pypi.org/project/nbval,91992.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,272685.0,2.0,,457.0,,,,,,,,,,,,,,,
41,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-12-19 12:02:25.000000,2022-12-19 12:02:21,239.0,151.0,184.0,301.0,2022-12-05 11:28:56,7.4.8,615.0,15995584.0,39.0,,,122.0,https://pypi.org/project/jupyter-client,15995546.0,,,,2.0,,,,,,,,,,,,,,,,,
42,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-12-12 20:01:25.444000,2022-12-12 16:21:04,78.0,28.0,115.0,297.0,2022-12-12 16:21:25,0.29.4,60.0,29530.0,53.0,657.0,657.0,32.0,https://pypi.org/project/metakernel,21355.0,https://anaconda.org/conda-forge/metakernel,2022-12-12 20:01:25.444,653697.0,1.0,,,,,,3.0,,,,,,,,,,,
43,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2022-12-06 14:47:30.000000,2021-03-29 11:25:59,36.0,35.0,20.0,217.0,,,,69531.0,8.0,655.0,655.0,9.0,https://pypi.org/project/ipywebrtc,64655.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,287579.0,2.0,,209.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,383.0,,,,,,,,,,,,
44,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-12-20 05:17:02.000000,2022-12-20 05:17:02,2651.0,24.0,772.0,7393.0,,,,995999.0,,,,226.0,,,,,,2.0,,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-12-19 04:21:51.342843,374.0,88643955.0,,,,,,
