,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
45,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-05-31 19:28:38.000000,2021-05-30 07:42:18.000000,203.0,118.0,150.0,225.0,1931.0,,,,10748261.0,,,,101.0,https://pypi.org/project/jupyter-client,10748261.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
46,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-04-20 08:21:51.000000,2021-04-16 21:15:54.000000,135.0,49.0,76.0,150.0,164.0,2018-06-14 12:02:35.000000,1.2.2,,9901.0,3.0,72.0,72.0,29.0,https://pypi.org/project/jupyterhub-ldapauthenticator,9367.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,19235.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
47,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,22,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-05-04 23:10:36.000000,2021-03-12 23:00:14.000000,600.0,119.0,159.0,4780.0,574.0,2021-01-20 07:24:58.000000,0.9.0,,2770.0,30.0,,,57.0,https://pypi.org/project/knowledge-repo,2770.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
48,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-05-03 16:07:02.000000,2021-05-03 16:06:45.000000,201.0,40.0,119.0,2925.0,386.0,2021-03-18 17:47:36.000000,0.7.2,39.0,1275.0,14.0,,,28.0,,,,,,1.0,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,82877.0,,MIT,,,,github.com/gopherdata/gophernotes,,,,,,
49,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,22,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-03-07 23:26:08.000000,2020-04-07 18:56:49.000000,348.0,142.0,123.0,2673.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,73178.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,62690.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,301622.0,2.0,,,,,,qgrid,Apache-2.0,https://www.npmjs.com/package/qgrid,2948.0,-1.0,,,,,,,
50,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-01-21 14:03:03.000000,2021-01-21 14:02:57.000000,367.0,340.0,4173.0,2565.0,1689.0,2018-12-04 18:27:21.000000,1.3.0,31.0,24066.0,39.0,,,43.0,https://pypi.org/project/beakerx,10802.0,https://anaconda.org/conda-forge/beakerx,2020-10-16 00:01:07.915000,415991.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,21.0,243832.0,beakerx,Apache-2.0,https://www.npmjs.com/package/beakerx,1311.0,,,,,,,,
51,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-04-21 15:23:34.000000,2020-12-02 09:03:55.000000,465.0,147.0,400.0,1885.0,1382.0,,,,17265.0,,5.0,5.0,83.0,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1830135.0,,BSD-3-Clause,,,,,,,,,,
52,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,22,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-05-22 13:28:38.000000,2021-05-22 13:28:38.000000,251.0,182.0,572.0,1017.0,2965.0,2021-05-08 15:44:14.000000,0.6.2,,4542.0,19.0,,,83.0,https://pypi.org/project/nbgrader,2839.0,https://anaconda.org/conda-forge/nbgrader,2021-03-10 20:40:41.451000,90259.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
53,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-05-25 09:08:46.000000,2020-09-09 05:30:42.000000,241.0,222.0,666.0,958.0,2053.0,2019-01-17 18:31:29.000000,1.2.20190116,,46744.0,18.0,,,51.0,https://pypi.org/project/datalab,46744.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
54,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,22,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-06-02 22:06:53.000000,2021-06-02 22:06:52.000000,73.0,104.0,215.0,915.0,2061.0,2021-05-31 09:47:51.000000,3.7.0,,22978.0,33.0,2.0,2.0,32.0,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,22978.0,,,,,,,,
55,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,22,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-05-31 09:07:04.000000,2021-05-31 09:06:57.000000,95.0,65.0,49.0,677.0,519.0,2018-04-16 17:16:10.000000,0.2.0,,104990.0,1.0,79.0,79.0,12.0,,,,,,1.0,,,,,,@jupyterlab/toc,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/toc,104990.0,,,,,,,,
56,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-06-03 09:42:34.000000,2021-06-03 09:42:25.000000,32.0,18.0,451.0,594.0,3444.0,2021-06-03 09:42:35.000000,0.74.0,1356.0,305.0,100.0,15.0,15.0,21.0,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16458.0,stencila,Apache-2.0,https://www.npmjs.com/package/stencila,137.0,,,,,,,,
57,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-05-31 23:04:25.000000,2021-04-19 05:00:36.000000,117.0,30.0,67.0,568.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,4710.0,14.0,103.0,103.0,21.0,https://pypi.org/project/mapboxgl,4710.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
58,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,22,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-04-30 09:16:39.000000,2021-03-26 10:25:36.000000,258.0,15.0,224.0,382.0,587.0,,,,7726.0,3.0,93.0,93.0,62.0,https://pypi.org/project/dockerspawner,7472.0,https://anaconda.org/conda-forge/dockerspawner,2019-04-26 00:50:54.465000,7893.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
59,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,22,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-06-02 09:54:05.000000,2021-05-14 23:59:24.000000,210.0,42.0,207.0,361.0,932.0,,,,9336.0,,90.0,90.0,62.0,https://pypi.org/project/jupyterhub-kubespawner,9336.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
60,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,22,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-05-19 21:33:58.000000,2021-01-27 08:24:41.000000,36.0,30.0,60.0,352.0,435.0,,,,56548.0,8.0,1044.0,1044.0,26.0,https://pypi.org/project/nbval,53849.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,134970.0,2.0,,,,,,,,,,,,,,,,,
61,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,22,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-05-31 06:20:15.000000,2021-05-31 06:20:06.000000,55.0,26.0,25.0,237.0,157.0,2021-04-29 13:47:38.000000,0.6.0,,28177.0,4.0,30.0,30.0,15.0,https://pypi.org/project/jupyter-resource-usage,9969.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,273133.0,1.0,,,,,,,BSD-2-Clause,,,,,,,,,,
62,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-05-21 19:21:38.000000,2021-04-06 05:51:36.000000,703.0,303.0,447.0,4600.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,223486.0,1.0,,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,223486.0,,,,2.0,,,,,,,,,,,,,,,,,
63,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-06-01 15:18:30.199632,2021-05-11 11:30:11.000000,281.0,45.0,496.0,1439.0,581.0,2021-05-11 11:36:15.000000,1.2,,4656.0,16.0,,,39.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,36149.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-06-01 15:18:30.199632,38.0,366820.0,,MIT,,,,,IRkernel,,,,,
64,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-05-31 01:21:15.000000,2021-04-10 13:03:02.000000,73.0,28.0,111.0,788.0,163.0,2021-04-10 11:39:23.000000,3.0.7,,13227.0,6.0,3.0,3.0,16.0,,,,,,2.0,,,,,,@lckr/jupyterlab_variableinspector,BSD-3-Clause,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,13227.0,,,,,,,,
65,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-04-26 19:20:13.000000,2021-04-26 19:20:06.000000,62.0,3.0,49.0,371.0,96.0,2020-06-09 08:17:47.000000,0.8.0,,4991.0,8.0,261.0,261.0,8.0,https://pypi.org/project/appmode,2261.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,117406.0,2.0,,,,,,,MIT,,,,,,,,,,
66,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-05-31 17:48:38.000000,2021-05-24 03:32:18.000000,25.0,52.0,1352.0,203.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,737.0,737.0,33.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
67,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,21,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-05-29 11:20:17.000000,2021-02-22 17:03:17.000000,31.0,49.0,66.0,199.0,192.0,2021-01-15 09:50:46.000000,1.6.1,,26151.0,24.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,24141.0,https://anaconda.org/conda-forge/ipyvuetify,2021-02-22 19:18:07.995000,46232.0,2.0,,,,,,,MIT,,,,,,,,,,
68,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,21,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,25.0,20.0,180.0,209.0,,,,29264.0,8.0,283.0,283.0,9.0,https://pypi.org/project/ipywebrtc,24550.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,192630.0,2.0,,,,,,jupyter-webrtc,MIT,https://www.npmjs.com/package/jupyter-webrtc,527.0,-1.0,,,,,,,
69,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,21,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-06-02 03:59:37.000000,2021-05-25 18:46:21.000000,40.0,47.0,78.0,142.0,619.0,2021-01-05 04:00:14.000000,1.2.0,2.0,1177.0,17.0,31.0,31.0,26.0,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,17669.0,2.0,,,,,,,BSD-3-Clause,,,,,,cytoscape/ipycytoscape,,,,
70,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-06-02 14:30:10.000000,2021-05-28 18:12:50.000000,49.0,32.0,57.0,132.0,348.0,,,,35447.0,6.0,316.0,316.0,20.0,https://pypi.org/project/nbgitpuller,34707.0,https://anaconda.org/conda-forge/nbgitpuller,2020-08-01 13:34:29.631000,17762.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
71,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,20,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-06-02 10:28:25.000000,2021-06-02 09:43:47.000000,289.0,139.0,1088.0,3707.0,2357.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,87.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
72,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-06-02 03:39:35.000000,2021-01-15 13:13:35.000000,245.0,10.0,55.0,1998.0,,2021-01-11 00:36:32.000000,0.12.1,,17827.0,3.0,,,9.0,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-01-11 00:11:14.480525,17.0,445683.0,,Apache-2.0,,,,,,,,,,
73,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,20,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-06-03 00:45:03.000000,2021-06-02 00:42:12.000000,147.0,181.0,771.0,936.0,1049.0,,,,1743.0,12.0,19.0,19.0,25.0,https://pypi.org/project/elyra,1292.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,4511.0,2.0,,,,,,,Apache-2.0,,,,,,,,,,
74,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,20,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-03-02 13:32:39.505000,2021-02-26 14:01:59.000000,151.0,60.0,142.0,731.0,1659.0,,,,41381.0,15.0,17.0,17.0,27.0,https://pypi.org/project/pythreejs,28528.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,303854.0,2.0,,,,,,jupyter-threejs,,https://www.npmjs.com/package/jupyter-threejs,7872.0,-1.0,,,,,,,
75,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-05-26 04:20:46.000000,2021-05-26 04:20:45.000000,212.0,,,668.0,1136.0,,,,9893.0,,,,102.0,https://pypi.org/project/toree,9893.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
76,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,20,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-05-11 09:27:28.000000,2021-03-17 12:46:20.000000,102.0,38.0,38.0,526.0,319.0,2021-01-19 14:38:47.000000,1.8.0,,12165.0,2.0,,,19.0,https://pypi.org/project/witwidget,9444.0,,,,2.0,,,,,,wit-widget,Apache-2.0,https://www.npmjs.com/package/wit-widget,2721.0,,,,,,,,
77,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-05-30 07:42:18.000000,2021-05-14 15:32:42.000000,47.0,68.0,97.0,363.0,867.0,2021-05-14 15:18:02.000000,0.32.1,59.0,9850.0,13.0,,,19.0,https://pypi.org/project/itkwidgets,6808.0,,,,2.0,,,,,,itkwidgets,Apache-2.0,https://www.npmjs.com/package/itkwidgets,3039.0,,,,,,,,
78,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,20,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-05-31 11:01:34.000000,2021-05-31 11:01:26.000000,87.0,54.0,79.0,163.0,671.0,2018-12-10 14:39:58.000000,0.8.8,,52616.0,12.0,1.0,1.0,53.0,https://pypi.org/project/jupyter-server-proxy,40390.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-03-16 18:23:56.345000,342347.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
79,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-04-29 18:43:27.000000,2021-04-29 18:43:27.000000,42.0,33.0,71.0,125.0,346.0,2020-09-21 17:37:11.000000,0.3.2,,61990.0,3.0,,,23.0,https://pypi.org/project/jupyter_sphinx,61990.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
80,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-05-13 20:22:34.000000,2021-05-05 12:02:36.000000,87.0,39.0,69.0,120.0,327.0,2021-04-07 15:14:35.000000,1.1.0,,599.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,599.0,,,,2.0,,,,,,,BSD-3-Clause,,,1.0,,,,,,,
81,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,20,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-05-12 11:26:20.430000,2021-05-12 09:56:07.000000,32.0,6.0,15.0,30.0,259.0,2021-05-12 09:56:30.000000,0.10.2,,289948.0,23.0,,,17.0,https://pypi.org/project/jupyter-packaging,278267.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-05-12 11:26:20.430000,151864.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
82,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,19,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-06-02 09:06:22.000000,2021-06-02 09:06:16.000000,226.0,36.0,660.0,2251.0,1901.0,2015-03-26 05:06:25.000000,0.6,,27.0,1.0,4.0,4.0,101.0,,,,,,2.0,,,,,,ihaskell_jupyterlab,MIT,https://www.npmjs.com/package/ihaskell_jupyterlab,27.0,,,,,,,,
83,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-05-07 13:03:51.000000,2021-04-06 16:18:43.000000,354.0,85.0,670.0,2248.0,699.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,99.0,,,,,,2.0,,,,,,,MIT,,,,,,,,,,
84,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-04-13 20:54:50.000000,2021-04-13 20:54:42.000000,195.0,111.0,110.0,1829.0,463.0,,,,3436.0,14.0,,,18.0,,,https://anaconda.org/conda-forge/xeus-cling,2021-03-16 17:18:48.868000,103082.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
85,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-06-01 15:52:21.000000,2021-05-27 17:10:17.000000,712.0,14.0,246.0,1816.0,,2021-04-19 18:11:46.000000,648f97c8be132f304cff3d397339f2d815de79721f3695f43c08a6aec3bc0a5d,,2565.0,41.0,,,141.0,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-04-19 18:46:43.584724,154.0,189854.0,,Apache-2.0,,,,,,,,,,
86,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,19,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2020-12-02 16:36:07.000000,2020-12-02 16:32:55.000000,125.0,50.0,149.0,1580.0,323.0,2019-09-26 17:23:40.000000,5.2.0,,2128.0,32.0,47.0,47.0,14.0,,,,,,2.0,,,,,,ijavascript,,https://www.npmjs.com/package/ijavascript,2128.0,,,,,,,,
87,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhi1thakur/colabcode,,others,19,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhi1thakur/colabcode,2020-09-09 10:06:26.000000,2021-04-29 11:37:30.000000,2021-02-03 19:10:17.000000,170.0,23.0,22.0,1322.0,41.0,,,,5699.0,,29.0,29.0,8.0,https://pypi.org/project/colabcode,5699.0,,,,3.0,,,,,,,MIT,,,,,,abhi1thakur/colabcode,,,,
88,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-05-28 09:43:26.289926,2021-05-28 01:35:07.000000,5.0,40.0,136.0,625.0,660.0,2021-05-28 01:36:18.000000,0.7.0,14.0,12.0,6.0,147.0,147.0,43.0,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-05-28 09:43:26.289926,,926.0,,MIT,,,,,,,iruby,,,
89,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,19,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38.000000,32.0,10.0,11.0,522.0,,2018-01-08 14:51:41.000000,0.1.15,,1302.0,4.0,64.0,64.0,10.0,https://pypi.org/project/jupyternotify,1302.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
90,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-06-02 18:52:09.000000,2020-04-30 08:50:34.000000,54.0,58.0,48.0,419.0,282.0,,,,12258.0,12.0,3.0,3.0,8.0,https://pypi.org/project/ipysheet,8975.0,https://anaconda.org/conda-forge/ipysheet,2020-10-12 16:07:52.593000,33081.0,3.0,,,,,,ipysheet,MIT,https://www.npmjs.com/package/ipysheet,2143.0,,,,,,,,
91,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,19,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-05-29 17:13:09.000000,2021-05-29 17:13:06.000000,59.0,28.0,69.0,400.0,513.0,,,,167985.0,,1.0,1.0,22.0,,,,,,1.0,,,,,,@jupyterlab/geojson-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/geojson-extension,167985.0,,,,,,,,
