,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
13,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-05-31 01:26:55.000000,2021-05-12 06:28:31.000000,276.0,158.0,261.0,1126.0,916.0,2021-01-05 16:34:46.000000,0.13.6,,77882.0,59.0,862.0,862.0,64.0,https://pypi.org/project/ipyleaflet,44592.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,683353.0,1.0,,,,,,jupyter-leaflet,MIT,https://www.npmjs.com/package/jupyter-leaflet,22088.0,,,,,,,,
14,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-05-18 16:43:40.000000,2021-05-18 16:43:39.000000,110.0,35.0,63.0,144.0,751.0,2021-04-02 04:40:43.000000,5.1.3,,11703591.0,13.0,109475.0,109475.0,57.0,https://pypi.org/project/nbformat,11621110.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,5113830.0,1.0,,,,,,,,,,,,,,,,,
15,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-06-03 14:20:12.000000,2021-06-03 14:20:12.000000,404.0,194.0,335.0,3085.0,3345.0,2021-04-08 11:35:03.000000,0.12.25,,73462.0,50.0,26.0,26.0,51.0,https://pypi.org/project/bqplot,47887.0,https://anaconda.org/conda-forge/bqplot,2021-05-26 06:59:01.643000,627604.0,1.0,,,,,,bqplot,Apache-2.0,https://www.npmjs.com/package/bqplot,15287.0,,,,,,,,
16,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-05-31 01:32:04.000000,2021-05-07 14:58:22.000000,147.0,99.0,96.0,1070.0,305.0,2021-03-22 22:29:34.000000,0.7.0,,101190.0,15.0,1492.0,1492.0,23.0,https://pypi.org/project/ipympl,50471.0,,,,1.0,,,,,,jupyter-matplotlib,BSD-3-Clause,https://www.npmjs.com/package/jupyter-matplotlib,50719.0,,,,,,,,
17,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,26,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-04-26 15:30:49.000000,2021-04-26 15:30:49.000000,936.0,185.0,191.0,8487.0,595.0,,,,31528.0,,2186.0,2186.0,28.0,https://pypi.org/project/jupyterthemes,31528.0,,,,1.0,,,,,,,MIT,,,,,,,,,,
18,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-05-06 12:01:08.000000,2021-05-06 12:01:05.000000,806.0,75.0,76.0,6590.0,264.0,2019-07-01 16:35:20.000000,1.0.0,,91069.0,4.0,53.0,53.0,28.0,https://pypi.org/project/facets-overview,91069.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
19,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-06-02 01:35:30.000000,2021-06-01 16:33:07.000000,501.0,141.0,1502.0,5549.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1192869.0,22917.0,66.0,,,167.0,https://pypi.org/project/nteract_on_jupyter,3362.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
20,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-05-17 10:29:08.000000,2021-04-13 12:27:07.000000,202.0,154.0,123.0,1613.0,929.0,2018-06-11 13:56:17.000000,0.4.5,,27602.0,16.0,495.0,495.0,38.0,https://pypi.org/project/ipyvolume,17781.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,289206.0,2.0,,,,,,ipyvolume,MIT,https://www.npmjs.com/package/ipyvolume,4260.0,,,,,,,,
21,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-05-27 00:11:06.000000,2021-03-14 13:53:23.000000,217.0,92.0,37.0,1383.0,251.0,,,,42282.0,3.0,1791.0,1791.0,43.0,https://pypi.org/project/ipython-sql,40373.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,110724.0,1.0,,,,,,,MIT,,,,,,,,,,
22,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-06-03 11:26:16.000000,2021-06-03 09:55:03.000000,1511.0,151.0,1800.0,6522.0,,,,,145748.0,20.0,1357.0,1357.0,243.0,https://pypi.org/project/jupyterhub,113241.0,https://anaconda.org/conda-forge/jupyterhub,2021-05-14 20:52:36.475000,391322.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-06-03 10:05:50.095260,287.0,2191729.0,,,,,,,,,,,,
23,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,25,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-05-07 07:49:38.000000,2021-04-27 07:07:42.000000,307.0,92.0,217.0,4147.0,,,,,377473.0,16.0,1310.0,1310.0,89.0,https://pypi.org/project/papermill,372846.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,157325.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
24,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-05-28 08:51:35.000000,2021-05-28 08:47:18.000000,322.0,207.0,285.0,3302.0,894.0,,,,36465.0,46.0,3950.0,3950.0,48.0,https://pypi.org/project/voila,28497.0,https://anaconda.org/conda-forge/voila,2021-04-28 16:36:18.470000,122550.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,4139.0,,,,,,,,
25,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,25,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-06-01 22:58:55.000000,2021-04-20 07:27:39.000000,249.0,137.0,290.0,1221.0,2074.0,2021-03-22 08:04:31.000000,2021.03.0,,4649.0,9.0,118.0,118.0,95.0,https://pypi.org/project/jupyter-repo2docker,4649.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
26,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,158.0,163.0,260.0,1011.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,12114.0,19.0,202.0,202.0,33.0,https://pypi.org/project/pixiedust,10650.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,27830.0,1.0,,,,,,,Apache-2.0,,,,,,,,,,
27,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,25,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-05-25 11:04:38.000000,2021-05-25 11:04:38.000000,175.0,76.0,378.0,879.0,1642.0,2021-05-03 06:30:21.000000,0.30.1,,58643.0,27.0,13.0,13.0,59.0,https://pypi.org/project/jupyterlab-git,56297.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-05-03 09:08:47.801000,70382.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
28,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,25,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-06-02 09:01:24.000000,2021-06-02 09:01:23.000000,28.0,19.0,47.0,65.0,197.0,,,,10355961.0,11.0,18634.0,18634.0,20.0,https://pypi.org/project/nbclient,10279152.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,1228952.0,1.0,,,,,,,,,,,,,,,,,
29,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-06-02 21:19:59.000000,2021-06-02 21:19:57.000000,2283.0,59.0,587.0,6292.0,1968.0,,,,111133.0,,,,199.0,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-06-01 15:19:19.412428,301.0,7890503.0,,BSD-3-Clause,,,,,,,,,,
30,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-06-02 16:07:30.000000,2021-06-01 18:17:20.000000,362.0,52.0,353.0,3390.0,4506.0,,,,3970.0,,191.0,191.0,64.0,https://pypi.org/project/perspective-python,1925.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2045.0,,,,,,,,
31,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,353.0,127.0,279.0,3030.0,737.0,,,,10102.0,9.0,1492.0,1492.0,39.0,https://pypi.org/project/RISE,6250.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,154109.0,2.0,,,,,,,,,,,,,,,,,
32,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-06-03 12:58:05.000000,2021-05-25 03:40:04.000000,276.0,42.0,244.0,2799.0,1240.0,2021-02-23 21:48:06.000000,1.1.13,,41838.0,13.0,,,58.0,https://pypi.org/project/nbdev,41838.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
33,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,24,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-06-03 03:49:23.000000,2021-06-01 00:59:40.000000,184.0,37.0,321.0,2418.0,426.0,2021-05-29 00:12:35.000000,1.48.0,,15877.0,100.0,165.0,165.0,15.0,https://pypi.org/project/dtale,12184.0,https://anaconda.org/conda-forge/dtale,2021-05-29 00:28:51.336000,59100.0,2.0,,,,,,,LGPL-2.1,,,,,,,,,,
34,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-06-01 06:58:40.000000,2021-05-26 05:15:26.000000,324.0,293.0,510.0,2273.0,1241.0,2021-04-04 20:21:43.000000,0.10.2,,14933.0,29.0,,,78.0,https://pypi.org/project/jupyter-book,14933.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
35,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,63.0,14.0,26.0,524.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,118517.0,14.0,999.0,999.0,15.0,https://pypi.org/project/watermark,115587.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,164096.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
36,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,24,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-05-30 15:55:42.000000,2021-03-31 14:20:34.000000,34.0,18.0,243.0,500.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,69850.0,28.0,63.0,63.0,11.0,,,,,,1.0,,,,,,@jupyterlab/debugger,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/debugger,69850.0,-1.0,,,,,,,
37,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-06-02 21:22:04.000000,2021-05-28 11:09:20.000000,268.0,25.0,174.0,302.0,883.0,,,,37008.0,11.0,208.0,208.0,94.0,https://pypi.org/project/oauthenticator,36476.0,https://anaconda.org/conda-forge/oauthenticator,2021-04-09 17:37:22.688000,13856.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
38,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-06-02 12:33:55.000000,2021-06-01 16:20:06.000000,115.0,59.0,127.0,234.0,12083.0,2021-05-20 19:52:46.000000,1.8.0,41.0,737376.0,38.0,,,438.0,https://pypi.org/project/jupyter_server,723963.0,https://anaconda.org/conda-forge/jupyter_server,2021-05-22 02:13:44.505000,442577.0,3.0,,,,,,,,,,,,,,,,,
39,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-05-25 19:33:13.127000,2021-05-25 16:16:24.000000,113.0,51.0,214.0,1994.0,1933.0,,,,201647.0,20.0,47.0,47.0,32.0,https://pypi.org/project/nbdime,128452.0,https://anaconda.org/conda-forge/nbdime,2021-05-25 19:33:13.127000,315696.0,2.0,,,,,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,67349.0,,,,,,,,
40,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-06-03 13:17:31.000000,2021-06-01 10:55:26.000000,760.0,96.0,161.0,1969.0,,,,,61149.0,15.0,1567.0,1567.0,98.0,https://pypi.org/project/ipyparallel,53921.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,448180.0,2.0,,,,,,,,,,,,,,,,,
41,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,23,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-06-02 20:27:04.000000,2021-06-01 17:38:30.000000,340.0,124.0,243.0,982.0,1083.0,2021-01-02 20:41:36.000000,0.18.0,,44032.0,13.0,190.0,190.0,50.0,https://pypi.org/project/sparkmagic,43375.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,30253.0,2.0,,,,,,,,,,,,,,,,,
42,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-05-15 20:17:22.000000,2021-01-22 17:01:16.000000,126.0,27.0,13.0,498.0,119.0,2021-01-22 17:07:52.000000,0.4.0,58.0,26027.0,9.0,441.0,441.0,3.0,https://pypi.org/project/jupyter-dash,26023.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
43,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-05-31 01:28:21.000000,2021-05-08 08:17:21.000000,35.0,29.0,56.0,438.0,336.0,2021-01-20 17:23:41.000000,0.8.2,,10065.0,24.0,97.0,97.0,12.0,https://pypi.org/project/ipycanvas,9007.0,https://anaconda.org/conda-forge/ipycanvas,2021-01-20 17:56:51.201000,22232.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
44,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,71.0,24.0,113.0,242.0,1071.0,,,,28842.0,46.0,447.0,447.0,28.0,https://pypi.org/project/metakernel,21430.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,459562.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
