,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
108,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2021-06-15 21:32:46.000000,2020-06-22 15:55:30.000000,64.0,28.0,65.0,344.0,511.0,2018-02-05 18:54:22.000000,0.11.1,,2122.0,12.0,2.0,2.0,13.0,,,,,,2.0,,,,,,@jupyterlab/google-drive,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/google-drive,2122.0,,,,,,,,
109,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-06-09 15:52:26.000000,2021-06-09 15:52:26.000000,43.0,9.0,80.0,308.0,512.0,,,,38615.0,26.0,,,10.0,https://pypi.org/project/vega,31431.0,https://anaconda.org/conda-forge/vega,2021-06-03 23:34:43.187000,431087.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
110,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-06-15 21:32:44.000000,2020-03-04 03:38:48.000000,72.0,23.0,34.0,288.0,192.0,2018-04-23 05:09:22.000000,0.7.1,,2954.0,5.0,2.0,2.0,12.0,https://pypi.org/project/jupyterlab-github,652.0,,,,2.0,,,,,,@jupyterlab/github,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/github,2302.0,,,,,,,,
111,tributary,True,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,18,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-04-21 02:18:31.000000,2021-03-23 03:29:09.000000,22.0,10.0,66.0,252.0,,2021-02-27 04:59:39.000000,0.1.5,,1049.0,12.0,14.0,14.0,6.0,https://pypi.org/project/tributary,132.0,https://anaconda.org/conda-forge/tributary,2020-10-15 18:24:08.479000,11012.0,3.0,,,,,,,Apache-2.0,,,,,,,,,,
112,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,18,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-06-12 14:17:38.000000,2021-06-12 14:17:38.000000,39.0,7.0,66.0,251.0,,2021-03-28 03:19:03.000000,0.3.1,,7735.0,13.0,4.0,4.0,13.0,https://pypi.org/project/jupyterlab_templates,3864.0,,,,2.0,,,,,,jupyterlab_templates,Apache-2.0,https://www.npmjs.com/package/jupyterlab_templates,3871.0,,,,,,,,
113,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2021-06-15 16:04:06.000000,2021-06-02 23:43:51.000000,36.0,28.0,79.0,224.0,,2021-06-02 23:50:52.000000,5.0.2,,24903.0,14.0,,,17.0,https://pypi.org/project/dask-labextension,5512.0,https://anaconda.org/conda-forge/dask-labextension,2021-06-03 19:31:09.600000,298001.0,2.0,,,,,,dask-labextension,BSD-3-Clause,https://www.npmjs.com/package/dask-labextension,6975.0,,,,,,,,
114,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37.000000,22.0,22.0,25.0,215.0,,,,,62800.0,,40.0,40.0,11.0,https://pypi.org/project/nteract-scrapbook,62800.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
115,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,18,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2021-02-04 23:19:55.000000,2021-02-04 23:19:48.000000,15.0,9.0,8.0,182.0,85.0,2020-12-14 21:50:21.000000,0.3.0,,1962.0,5.0,54.0,54.0,3.0,https://pypi.org/project/itables,1962.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
116,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,18,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2021-06-15 20:16:21.000000,2021-03-11 01:31:03.000000,32.0,19.0,10.0,177.0,49.0,2021-03-11 01:34:17.000000,0.5.1,,3787.0,1.0,3.0,3.0,11.0,https://pypi.org/project/sidecar,2118.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,1669.0,,,,,,,,
117,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,18,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-06-11 16:23:17.000000,2021-06-11 16:23:17.000000,68.0,3.0,51.0,170.0,213.0,2021-05-21 18:47:55.000000,2.4.10,,984.0,13.0,,,7.0,https://pypi.org/project/sas_kernel,984.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
118,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57.000000,23.0,15.0,18.0,135.0,188.0,2017-03-05 04:26:44.000000,0.2.0,,5246.0,8.0,61.0,61.0,6.0,https://pypi.org/project/spylon-kernel,3918.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,69091.0,2.0,,,,,,,,,,,,,vericast/spylon-kernel,,,,
119,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,18,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2021-04-26 14:44:49.000000,2020-06-18 03:28:01.000000,23.0,86.0,93.0,67.0,269.0,2020-06-18 03:30:24.000000,0.5.10,,620.0,17.0,22.0,22.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,620.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
120,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,18,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000000,2021-06-22 17:30:57.000000,2021-06-22 17:30:57.000000,7.0,2.0,1.0,30.0,67.0,2021-01-15 09:49:03.000000,1.5.0,,28144.0,15.0,16.0,16.0,2.0,https://pypi.org/project/ipyvue,26894.0,https://anaconda.org/conda-forge/ipyvue,2021-01-13 12:18:25.912000,27514.0,3.0,,,,,,,MIT,,,,,,,,,,
121,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2021-06-15 20:32:15.000000,2019-07-16 04:37:36.000000,72.0,52.0,42.0,867.0,60.0,2019-07-16 04:33:54.000000,0.11.0,,681.0,14.0,3.0,3.0,8.0,,,,,,2.0,,,,,,jupyterlab_vim,MIT,https://www.npmjs.com/package/jupyterlab_vim,681.0,,,,,,,,
122,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,17,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-01-30 00:58:02.504000,2020-11-30 15:55:07.000000,51.0,25.0,95.0,378.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,7334.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-01-30 00:58:02.504000,440062.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
123,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,17,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-05-11 19:17:24.000000,2021-05-11 19:17:24.000000,59.0,47.0,39.0,370.0,622.0,,,,278.0,,3.0,3.0,27.0,,,,,,3.0,,,,,,@nteract/commuter,BSD-3-Clause,https://www.npmjs.com/package/@nteract/commuter,278.0,,,,,,,,
124,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-06-21 08:05:51.000000,2021-04-09 16:16:09.000000,47.0,59.0,59.0,221.0,533.0,2021-04-09 14:39:39.000000,0.7.1,,,2.0,,,24.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
125,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,17,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2021-03-28 05:36:45.000000,2021-03-28 05:32:11.000000,24.0,3.0,63.0,188.0,314.0,2021-03-28 05:43:45.000000,2.7.4,46685.0,993.0,26.0,,,16.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
126,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,38.0,10.0,8.0,173.0,217.0,2020-02-03 15:59:07.000000,1.0.0,1248.0,1801.0,8.0,,,5.0,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,41821.0,,Apache-2.0,,,,,,,,,,
127,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2019-08-27 12:36:47.000000,2019-08-27 12:36:11.000000,41.0,10.0,69.0,171.0,393.0,2017-06-02 21:19:27.000000,0.5.0,66.0,1400.0,15.0,,,8.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,69987.0,3.0,,,,,,,Apache-2.0,,,,,,,,,,
128,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,17,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2019-12-09 16:52:17.000000,2019-12-09 16:52:07.000000,16.0,34.0,39.0,164.0,619.0,2019-12-03 17:50:40.000000,2.5.0,,1460.0,6.0,4.0,4.0,7.0,https://pypi.org/project/bookstore,1460.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
129,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-02-03 03:28:03.000000,2021-02-03 03:28:02.000000,46.0,15.0,7.0,155.0,214.0,2018-05-29 18:46:14.000000,0.0.9,2343.0,1439.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1373.0,,,,3.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,873.0,,Apache-2.0,,,,,,,,,,
130,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,17,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2021-06-04 11:45:02.000000,2020-07-25 11:36:09.000000,11.0,3.0,38.0,149.0,,,,,12564.0,,102.0,102.0,3.0,https://pypi.org/project/ipytest,12564.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
131,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-06-22 17:08:44.000000,2021-06-22 17:04:32.000000,48.0,24.0,35.0,77.0,184.0,,,,1433.0,,25.0,25.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,1433.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
132,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,17,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-06-16 03:44:17.000000,2021-06-16 03:44:17.000000,32.0,6.0,18.0,46.0,100.0,2018-08-01 22:05:38.000000,0.3,,2788.0,1.0,61.0,61.0,8.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2788.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
133,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,17,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-05-10 20:32:56.000000,2021-05-10 14:32:04.000000,41.0,17.0,46.0,39.0,269.0,,,,3991.0,,27.0,27.0,16.0,https://pypi.org/project/jupyterhub-nativeauthenticator,3991.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
134,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,17,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-05-30 11:33:20.000000,2021-05-30 11:33:17.000000,5.0,5.0,13.0,25.0,,2020-12-31 23:04:43.000000,0.3.0,,122858.0,9.0,7.0,7.0,3.0,https://pypi.org/project/ipydagred3,406.0,,,,3.0,,,,,,@jupyter-widgets/jupyterlab-manager,Apache-2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,122452.0,,,,,,,,
135,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,17,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,6.0,3.0,5.0,24.0,266.0,,,,34096.0,6.0,331.0,331.0,5.0,https://pypi.org/project/ipydatawidgets,31560.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,91317.0,3.0,,,,,,,,,,,,,,,,,
136,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,16,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,93.0,47.0,32.0,836.0,488.0,2018-12-29 10:52:13.000000,0.4.1,,224911.0,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,224911.0,,,,3.0,,,,,,,,,,,,,,,,,
137,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,129.0,57.0,56.0,664.0,90.0,2019-05-06 03:28:50.000000,1.3.0,51505.0,1430.0,5.0,,,4.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
138,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,16,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-06-15 21:32:46.000000,2021-02-02 21:32:06.000000,51.0,44.0,30.0,481.0,322.0,,,,3672.0,,2.0,2.0,17.0,https://pypi.org/project/jupyterlab_latex,1162.0,,,,2.0,,,,,,@jupyterlab/latex,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/latex,2510.0,,,,,,,,
139,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,16,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-06-15 16:09:56.000000,2021-05-05 12:29:00.000000,54.0,40.0,21.0,470.0,89.0,,,,6336.0,,9.0,9.0,15.0,,,,,,2.0,,,,,,jupyterlab-drawio,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-drawio,6336.0,,,,,,,,
140,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,16,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2021-03-05 18:39:25.000000,2021-03-05 18:39:24.000000,44.0,12.0,29.0,467.0,208.0,,,,2281.0,1.0,8.0,8.0,9.0,https://pypi.org/project/ansible-kernel,136.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,7262.0,3.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66365.0,,Apache-2.0,,,,,,,,,,
141,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,16,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,69.0,13.0,126.0,428.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5225.0,65.0,15.0,,,27.0,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,562.0,,BSD-3-Clause,,,,,,,,,,
142,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2021-06-24 07:40:08.000000,2021-06-24 07:40:07.000000,61.0,906.0,4342.0,318.0,,2021-06-23 23:12:30.000000,2021.6.9999,,,14.0,,,230.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
143,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,16,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-06-21 16:53:14.000000,2021-06-15 20:29:25.000000,13.0,19.0,194.0,232.0,520.0,,,,10405.0,,,,12.0,https://pypi.org/project/nbqa,10405.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
144,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,16,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-05-27 07:30:36.000000,2021-04-15 20:39:36.000000,21.0,28.0,41.0,201.0,590.0,,,,1356.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,1356.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
145,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-05-31 03:02:31.000000,2021-03-10 20:56:11.000000,19.0,12.0,19.0,196.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,2864.0,6.0,3.0,3.0,5.0,,,,,,2.0,,,,,,jupyterlab-chart-editor,,https://www.npmjs.com/package/jupyterlab-chart-editor,2864.0,,,,,,,,
146,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2020-03-16 22:19:05.000000,2020-03-16 22:19:04.000000,7.0,9.0,13.0,194.0,88.0,2019-07-05 21:26:30.000000,0.5.0,,5593.0,5.0,10.0,10.0,2.0,,,,,,2.0,,,,,,@krassowski/jupyterlab_go_to_definition,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,5593.0,,,,,,,,
147,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,16,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,30.0,13.0,14.0,188.0,106.0,,,,1229.0,,14.0,14.0,12.0,https://pypi.org/project/jupyter-spark,1229.0,,,,3.0,,,,,,,MPL-2.0,,,,,,,,,,
148,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,16,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2021-04-09 14:14:10.000000,2021-04-09 14:14:02.000000,6.0,,24.0,152.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,60.0,60.0,2.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
149,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,16,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000000,2021-06-12 09:46:18.000000,2021-06-12 09:46:08.000000,16.0,8.0,29.0,119.0,115.0,2021-06-01 13:05:31.000000,0.6.0,,4050.0,4.0,1.0,1.0,6.0,,,,,,2.0,,,,,,@ijmbarr/jupyterlab_spellchecker,BSD-3-Clause,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,4050.0,,,,jupyterlab-contrib/spellchecker,,,,
150,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-06-18 13:29:41.000000,2021-06-18 13:29:32.000000,13.0,5.0,56.0,71.0,,2021-06-18 13:30:57.000000,0.4.0,,2220.0,13.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab_iframe,754.0,,,,2.0,,,,,,jupyterlab_iframe,Apache-2.0,https://www.npmjs.com/package/jupyterlab_iframe,1466.0,,,,,,,,
151,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-06-08 19:48:46.000000,2020-03-24 14:27:42.000000,32.0,16.0,17.0,66.0,242.0,,,,166.0,,24.0,24.0,16.0,https://pypi.org/project/niwidgets,166.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
152,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-06-12 07:40:14.000000,2021-06-12 07:40:12.000000,6.0,1.0,24.0,41.0,170.0,2021-05-17 08:19:41.000000,3.0.1,3251.0,861.0,16.0,,,7.0,,,https://anaconda.org/conda-forge/jupyter-archive,2021-05-17 10:06:04.086000,13995.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
153,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-05-30 14:51:44.000000,2021-05-12 00:55:24.000000,8.0,8.0,13.0,39.0,,,,,122585.0,5.0,7.0,7.0,4.0,https://pypi.org/project/ipyregulartable,133.0,,,,3.0,,,,,,@jupyter-widgets/jupyterlab-manager,Apache-2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,122452.0,,,,,,,,
154,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,16,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-04-22 13:11:57.000000,2021-04-15 12:32:23.000000,31.0,15.0,19.0,37.0,112.0,,,,2062.0,,33.0,33.0,14.0,https://pypi.org/project/sudospawner,2062.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
155,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,16,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2020-10-28 21:57:40.000000,2020-10-28 21:57:33.000000,19.0,4.0,14.0,35.0,73.0,2019-01-24 17:18:45.000000,0.12,,3996.0,2.0,47.0,47.0,11.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,3996.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
