,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
60,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-05-31 23:04:25.000000,2021-04-19 05:00:36.000000,117.0,30.0,67.0,570.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,4541.0,14.0,103.0,103.0,21.0,https://pypi.org/project/mapboxgl,4541.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
61,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,22,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-06-07 06:58:50.000000,2021-06-04 13:24:05.000000,210.0,44.0,207.0,363.0,936.0,,,,8816.0,,91.0,91.0,63.0,https://pypi.org/project/jupyterhub-kubespawner,8816.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
62,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,22,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-06-12 13:12:57.000000,2021-06-12 13:12:53.000000,56.0,26.0,25.0,238.0,159.0,2021-04-29 13:47:38.000000,0.6.0,,30148.0,4.0,40.0,40.0,15.0,https://pypi.org/project/jupyter-resource-usage,10827.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,289828.0,1.0,,,,,,,BSD-2-Clause,,,,,,,,,,
63,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-06-07 09:13:36.000000,2021-05-25 18:46:21.000000,42.0,45.0,80.0,150.0,619.0,2021-06-18 12:21:51.000000,1.2.1,2.0,1247.0,17.0,35.0,35.0,26.0,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,18706.0,2.0,,,,,,,BSD-3-Clause,,,,,,cytoscape/ipycytoscape,,,,
64,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,22,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-06-24 12:51:05.869000,2021-06-24 11:37:08.000000,49.0,33.0,59.0,132.0,370.0,,,,41769.0,8.0,326.0,326.0,21.0,https://pypi.org/project/nbgitpuller,40997.0,https://anaconda.org/conda-forge/nbgitpuller,2021-06-24 12:51:05.869000,18534.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
65,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-05-21 19:21:38.000000,2021-04-06 05:51:36.000000,706.0,305.0,447.0,4618.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,220068.0,1.0,,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,220068.0,,,,2.0,,,,,,,,,,,,,,,,,
66,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,21,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-06-24 05:40:53.000000,2021-06-23 21:30:59.000000,153.0,202.0,815.0,949.0,1093.0,,,,1683.0,12.0,20.0,20.0,29.0,https://pypi.org/project/elyra,1181.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,5028.0,2.0,,,,,,,Apache-2.0,,,,,,,,,,
67,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-06-15 20:16:25.000000,2021-04-10 13:03:02.000000,75.0,29.0,111.0,803.0,163.0,2021-04-10 11:39:23.000000,3.0.7,,12601.0,6.0,3.0,3.0,16.0,,,,,,2.0,,,,,,@lckr/jupyterlab_variableinspector,BSD-3-Clause,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,12601.0,,,,,,,,
68,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-04-26 19:20:13.000000,2021-04-26 19:20:06.000000,63.0,3.0,49.0,372.0,96.0,2020-06-09 08:17:47.000000,0.8.0,,5249.0,8.0,265.0,265.0,8.0,https://pypi.org/project/appmode,2442.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,120701.0,2.0,,,,,,,MIT,,,,,,,,,,
69,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-05-31 17:48:38.000000,2021-05-24 03:32:18.000000,25.0,52.0,1352.0,204.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,805.0,805.0,33.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
70,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,21,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-06-22 14:29:33.000000,2021-06-22 14:29:33.000000,33.0,51.0,67.0,204.0,195.0,2021-06-15 13:48:33.000000,1.7.0,,29789.0,25.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,27680.0,https://anaconda.org/conda-forge/ipyvuetify,2021-06-16 08:18:33.660000,48521.0,2.0,,,,,,,MIT,,,,,,,,,,
71,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,21,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,31.0,25.0,20.0,185.0,209.0,,,,31944.0,8.0,296.0,296.0,9.0,https://pypi.org/project/ipywebrtc,27139.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,197222.0,2.0,,,,,,jupyter-webrtc,MIT,https://www.npmjs.com/package/jupyter-webrtc,518.0,,,,,,,,
72,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,20,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-06-21 12:43:09.000000,2021-06-02 09:43:47.000000,292.0,139.0,1090.0,3713.0,2357.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,87.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
73,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-06-17 14:07:42.000000,2021-01-15 13:13:35.000000,250.0,8.0,57.0,2027.0,,2021-01-11 00:36:32.000000,0.12.1,,17849.0,3.0,,,9.0,,,,,,3.0,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-01-11 00:11:14.480525,18.0,446232.0,,Apache-2.0,,,,,,,,,,
74,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,20,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-06-16 07:25:16.000000,2021-06-16 07:25:16.000000,128.0,51.0,150.0,1592.0,325.0,2019-09-26 17:23:40.000000,5.2.0,,2274.0,32.0,47.0,47.0,14.0,,,,,,2.0,,,,,,ijavascript,,https://www.npmjs.com/package/ijavascript,2274.0,,,,,,,,
75,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,20,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-06-14 09:40:15.000000,2021-06-11 15:16:36.000000,177.0,24.0,23.0,1361.0,44.0,,,,8427.0,,30.0,30.0,8.0,https://pypi.org/project/colabcode,8427.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
76,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,20,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-03-02 13:32:39.505000,2021-02-26 14:01:59.000000,152.0,60.0,142.0,738.0,1659.0,,,,44311.0,15.0,17.0,17.0,27.0,https://pypi.org/project/pythreejs,31777.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,310836.0,2.0,,,,,,jupyter-threejs,,https://www.npmjs.com/package/jupyter-threejs,7439.0,,,,,,,,
77,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-06-09 15:57:35.000000,2021-06-09 15:57:35.000000,213.0,,,671.0,1138.0,,,,8617.0,,,,102.0,https://pypi.org/project/toree,8617.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
78,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,20,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-05-11 09:27:28.000000,2021-03-17 12:46:20.000000,104.0,38.0,38.0,536.0,319.0,2021-01-19 14:38:47.000000,1.8.0,,12969.0,2.0,,,19.0,https://pypi.org/project/witwidget,9851.0,,,,2.0,,,,,,wit-widget,Apache-2.0,https://www.npmjs.com/package/wit-widget,3118.0,,,,,,,,
79,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-06-16 01:28:12.000000,2021-05-14 15:32:42.000000,47.0,68.0,97.0,367.0,867.0,2021-05-14 15:18:02.000000,0.32.1,61.0,9792.0,13.0,,,19.0,https://pypi.org/project/itkwidgets,6993.0,,,,2.0,,,,,,itkwidgets,Apache-2.0,https://www.npmjs.com/package/itkwidgets,2796.0,,,,,,,,
80,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,20,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-06-15 22:09:17.000000,2021-06-15 22:09:07.000000,88.0,54.0,79.0,163.0,675.0,2018-12-10 14:39:58.000000,0.8.8,,52745.0,12.0,1.0,1.0,53.0,https://pypi.org/project/jupyter-server-proxy,39725.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-03-16 18:23:56.345000,364568.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
81,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000000,2021-04-29 18:43:27.000000,2021-04-29 18:43:27.000000,42.0,32.0,72.0,125.0,346.0,2020-09-21 17:37:11.000000,0.3.2,,62215.0,3.0,,,23.0,https://pypi.org/project/jupyter_sphinx,62215.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
82,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-06-04 17:38:02.000000,2021-05-05 12:02:36.000000,87.0,40.0,70.0,120.0,327.0,2021-04-07 15:14:35.000000,1.1.0,,939.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,939.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
83,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,20,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-06-22 18:42:01.000000,2021-06-22 18:42:01.000000,32.0,9.0,15.0,31.0,261.0,2021-05-12 09:56:30.000000,0.10.2,,260456.0,23.0,,,17.0,https://pypi.org/project/jupyter-packaging,248385.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-05-12 11:26:20.430000,156931.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
84,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-06-10 20:34:30.000000,2021-06-10 20:32:30.000000,356.0,87.0,673.0,2259.0,700.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,,,,,2.0,,,,,,,MIT,,,,,,,,,,
85,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-06-23 14:52:15.000000,2021-06-23 14:52:14.000000,196.0,113.0,111.0,1855.0,465.0,,,,3530.0,14.0,,,19.0,,,https://anaconda.org/conda-forge/xeus-cling,2021-03-16 17:18:48.868000,105922.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
86,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-06-23 22:01:41.000000,2021-06-22 20:46:47.000000,718.0,15.0,246.0,1843.0,,2021-04-19 18:11:46.000000,648f97c8be132f304cff3d397339f2d815de79721f3695f43c08a6aec3bc0a5d,,2568.0,41.0,,,142.0,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-04-19 18:46:43.584724,155.0,190034.0,,Apache-2.0,,,,,,,,,,
87,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-06-22 17:11:31.000000,2021-06-22 17:09:03.000000,6.0,39.0,137.0,629.0,678.0,2021-06-22 17:12:14.000000,0.7.2,14.0,14.0,8.0,147.0,147.0,44.0,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-05-28 09:43:26.289926,,1080.0,,MIT,,,,,,,iruby,,,
88,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,19,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38.000000,33.0,10.0,11.0,526.0,,2018-01-08 14:51:41.000000,0.1.15,,1233.0,4.0,65.0,65.0,10.0,https://pypi.org/project/jupyternotify,1233.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
89,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-06-15 18:34:07.000000,2020-04-30 08:50:34.000000,54.0,59.0,48.0,422.0,282.0,,,,14084.0,12.0,3.0,3.0,8.0,https://pypi.org/project/ipysheet,10372.0,https://anaconda.org/conda-forge/ipysheet,2020-10-12 16:07:52.593000,33947.0,3.0,,,,,,ipysheet,MIT,https://www.npmjs.com/package/ipysheet,2542.0,,,,,,,,
90,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,19,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-06-15 17:59:21.000000,2021-06-15 17:59:18.000000,59.0,28.0,69.0,401.0,519.0,,,,170538.0,,1.0,1.0,22.0,,,,,,1.0,,,,,,@jupyterlab/geojson-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/geojson-extension,170538.0,,,,,,,,
91,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,19,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-03-07 20:10:37.000000,2021-02-21 18:17:10.000000,32.0,18.0,11.0,387.0,176.0,2016-12-23 12:20:44.000000,1.0.4,,1529.0,2.0,20.0,20.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2020-10-15 14:07:05.970000,82583.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
92,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34.000000,51.0,20.0,8.0,349.0,41.0,,,,10009.0,2.0,124.0,124.0,7.0,https://pypi.org/project/jupyterlab-dash,1612.0,,,,1.0,,,,,,jupyterlab-dash,MIT,https://www.npmjs.com/package/jupyterlab-dash,8397.0,,,,,,,,
93,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-06-17 17:56:23.000000,2021-06-17 17:55:43.000000,22.0,12.0,16.0,182.0,,2021-02-04 22:39:49.000000,0.8.0,,12178.0,2.0,7.0,7.0,5.0,,,,,,2.0,,,,,,jupyterlab-system-monitor,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-system-monitor,12178.0,,,,,,,,
94,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,19,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-06-02 07:55:09.000000,2021-03-24 00:04:45.000000,115.0,49.0,79.0,174.0,560.0,,,,6937577.0,,,,54.0,https://pypi.org/project/jupyter-console,6937577.0,,,,3.0,,,,,,,,,,,,,,,,,
95,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,19,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-06-16 05:13:27.000000,2021-06-16 05:13:27.000000,17.0,12.0,35.0,155.0,594.0,2021-04-24 12:29:24.000000,5.1.1,1.0,1134.0,25.0,1.0,1.0,24.0,,,https://anaconda.org/conda-forge/mamba_gator,2021-04-24 15:21:50.973000,6214.0,2.0,,,,,,@mamba-org/gator-lab,BSD-3-Clause,https://www.npmjs.com/package/@mamba-org/gator-lab,247.0,,,,,,,,
96,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,18,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-06-17 10:56:11.000000,2021-06-11 16:25:43.000000,227.0,38.0,661.0,2260.0,1902.0,2015-03-26 05:06:25.000000,0.6,,20.0,1.0,4.0,4.0,101.0,,,,,,2.0,,,,,,ihaskell_jupyterlab,MIT,https://www.npmjs.com/package/ihaskell_jupyterlab,20.0,-1.0,,,,,,,
97,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2021-06-24 13:48:22.000000,2021-06-16 16:18:59.000000,284.0,247.0,334.0,1929.0,2312.0,,,,,1.0,5.0,5.0,77.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,binderhub,,
98,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,18,almond-sh/almond,,,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-06-21 19:28:05.000000,2021-05-21 08:17:06.000000,201.0,92.0,188.0,1381.0,958.0,,,1115.0,147.0,37.0,,,34.0,,,,,,2.0,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2021-04-01 10:48:08.962440,6.0,8651.0,,BSD-3-Clause,,,,,,,,,,
99,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2021-06-24 00:39:37.000000,2021-06-14 15:04:41.000000,171.0,7.0,13.0,881.0,196.0,2019-09-02 14:01:33.000000,0.1.2,,5799.0,1.0,,,13.0,https://pypi.org/project/pyforest,5799.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
100,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-03-10 10:08:52.000000,2017-11-16 19:29:56.000000,87.0,39.0,29.0,774.0,264.0,,,,6260.0,1.0,124.0,124.0,7.0,https://pypi.org/project/notedown,5377.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,31819.0,3.0,,,,,,,BSD-2-Clause,,,,,,,,,,
101,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,141.0,61.0,135.0,713.0,1380.0,2016-01-02 19:06:03.000000,0.2,,14981.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,8450.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,230723.0,3.0,,,,,,jupyter-gmaps,BSD-3-Clause,https://www.npmjs.com/package/jupyter-gmaps,1823.0,,,,,,,,
102,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-06-23 17:16:32.000000,2021-04-02 15:15:07.000000,38.0,15.0,113.0,446.0,353.0,,,,22251.0,,,,30.0,https://pypi.org/project/jupyterlab_code_formatter,12733.0,,,,2.0,,,,,,@ryantam626/jupyterlab_code_formatter,MIT,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,9518.0,,,,,,,,
103,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,18,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,59.0,16.0,37.0,437.0,32.0,2018-01-15 18:11:51.000000,0.9.0,,14262.0,8.0,174.0,174.0,3.0,https://pypi.org/project/pivottablejs,14262.0,,,,3.0,,,,,,,,,,,,,,,,,
104,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter/enterprise_gateway,,kernels,18,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-06-10 19:14:00.000000,2021-06-10 19:14:00.000000,142.0,85.0,389.0,435.0,1090.0,2021-02-16 22:52:25.000000,2.5.0,9783.0,1340.0,26.0,,,81.0,https://pypi.org/project/jupyter_enterprise_gateway,1118.0,,,,2.0,,,,,,,,,,,,,,,,,
105,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,18,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2021-06-04 15:29:13.000000,2021-06-04 13:53:02.000000,45.0,22.0,28.0,406.0,,2021-05-25 17:57:52.000000,0.6.0,,13733.0,2.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,2812.0,,,,2.0,,,,,,jupyterlab-nvdashboard,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-nvdashboard,10921.0,,,,,,,,
106,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,18,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,53.0,30.0,130.0,378.0,347.0,2017-10-09 17:56:29.000000,0.28.0,,14134.0,2.0,,,16.0,https://pypi.org/project/octave_kernel,14134.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
107,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,18,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2021-06-08 23:54:42.000000,2021-06-08 23:54:42.000000,104.0,13.0,158.0,353.0,554.0,2021-04-19 20:13:02.000000,2.5.0,81.0,6233.0,8.0,,,42.0,https://pypi.org/project/jupyter-kernel-gateway,6231.0,,,,2.0,,,,,,,,,,,,,,,,,
