,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,commit_count,npm_url,npm_monthly_downloads,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
104,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,91.0,39.0,29.0,829.0,,,,4519.0,1.0,185.0,185.0,7.0,https://pypi.org/project/notedown,3840.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,33960.0,3.0,,264.0,,,,,,,,,,,,,,,
105,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,145.0,67.0,137.0,744.0,2016-01-02 19:06:03,0.2,,14805.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,8727.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,270808.0,3.0,jupyter-gmaps,1380.0,https://www.npmjs.com/package/jupyter-gmaps,1780.0,,,,,,,,,,,,,
106,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,SciRuby/iruby,,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2022-07-05 23:32:06.000000,2022-07-05 23:32:06,18.0,45.0,141.0,722.0,2021-08-17 16:20:34,0.7.4,15.0,18.0,10.0,162.0,162.0,44.0,,,,,,2.0,,715.0,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2022-06-07 05:42:07.589827,3.0,1667.0,,,,,iruby,,
107,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-08-13 00:57:17.000000,2022-08-11 18:59:13,49.0,21.0,138.0,599.0,,,,38122.0,,,,37.0,https://pypi.org/project/jupyterlab_code_formatter,33527.0,,,,2.0,@ryantam626/jupyterlab_code_formatter,428.0,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,4595.0,,,,,,,,,,,,,
108,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2022-08-18 09:17:17.000000,2022-08-18 09:17:14,59.0,27.0,55.0,530.0,2021-09-15 15:34:35,3.1.0,,5036.0,1.0,2.0,2.0,22.0,https://pypi.org/project/jupyterlab_latex,3880.0,,,,2.0,@jupyterlab/latex,436.0,https://www.npmjs.com/package/@jupyterlab/latex,1156.0,,,,,,,,,,,,,
109,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,56.0,35.0,98.0,468.0,2020-09-05 22:35:32,2.3.0,,9547.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,706538.0,2.0,,335.0,,,,,,,,,,,,,,,
110,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2022-07-20 11:12:35.000000,2021-12-10 09:26:11,88.0,21.0,36.0,334.0,2021-11-27 17:02:34,3.0.1,,2721.0,6.0,2.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,1116.0,,,,2.0,@jupyterlab/github,228.0,https://www.npmjs.com/package/@jupyterlab/github,1605.0,,,,,,,,,,,,,
111,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-08-01 02:43:25.000000,2022-08-01 02:43:25,55.0,13.0,82.0,332.0,,,,14042.0,27.0,,,11.0,https://pypi.org/project/vega,7293.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,499484.0,3.0,,593.0,,,,,,,,,,,,,,,
112,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,18,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2022-08-25 14:05:41.000000,2022-08-25 14:05:40,50.0,7.0,71.0,309.0,2021-03-28 03:19:03,0.3.1,,10189.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,7250.0,,,,2.0,jupyterlab_templates,,https://www.npmjs.com/package/jupyterlab_templates,2939.0,,,,,,,,,,,,,
113,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-07-21 06:30:27.000000,2022-06-21 23:17:54,51.0,37.0,93.0,267.0,2022-06-21 23:30:24,5.3.0,,30964.0,17.0,,,19.0,https://pypi.org/project/dask-labextension,12899.0,https://anaconda.org/conda-forge/dask-labextension,2022-06-22 14:17:08.997,617384.0,2.0,dask-labextension,,https://www.npmjs.com/package/dask-labextension,1819.0,,,,,,,,,,,,,
114,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,26.0,23.0,25.0,249.0,,,,81405.0,,149.0,149.0,11.0,https://pypi.org/project/nteract-scrapbook,81405.0,,,,3.0,,,,,,,,,,,,,,,,,
115,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,18,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,29.0,3.0,68.0,226.0,2022-04-10 08:38:48,2.8.0,70159.0,1150.0,32.0,,,18.0,,,,,,2.0,,372.0,,,,,,,,,,,,,,,
116,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2022-07-26 15:26:35.721000,2022-07-25 12:51:22,23.0,14.0,39.0,224.0,2022-07-25 13:09:54,npm@3.1.0,2.0,1008.0,29.0,1.0,1.0,25.0,,,https://anaconda.org/conda-forge/mamba_gator,2022-07-26 15:26:35.721,18142.0,2.0,@mamba-org/gator-lab,614.0,https://www.npmjs.com/package/@mamba-org/gator-lab,145.0,,,,,,,,,,,,,
117,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,18,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2022-06-01 15:55:57.000000,2022-06-01 15:55:57,72.0,3.0,54.0,187.0,2021-07-14 17:27:18,2.4.11,,1973.0,14.0,,,9.0,https://pypi.org/project/sas_kernel,1973.0,,,,2.0,,213.0,,,,,,,,,,,,,,,
118,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,28.0,17.0,18.0,165.0,2017-03-05 04:26:44,0.2.0,,3770.0,8.0,88.0,88.0,6.0,https://pypi.org/project/spylon-kernel,2329.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,95144.0,2.0,,188.0,,,vericast/spylon-kernel,,,,,,,,,,,,
119,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,18,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-08-23 16:41:28.248000,2022-08-23 15:09:07,25.0,15.0,16.0,93.0,2022-08-24 12:33:17,0.2.2,,34690.0,8.0,,,8.0,https://pypi.org/project/ipytree,33592.0,https://anaconda.org/conda-forge/ipytree,2022-08-23 16:41:28.248,45019.0,3.0,,107.0,,,,,,,,,,,,,,,
120,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2022-08-22 22:23:41.000000,2022-08-22 19:06:15,42.0,,34.0,55.0,2021-11-15 20:10:09,1.3.0,,2632.0,6.0,78.0,78.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2632.0,,,,2.0,,,,,,,,,,,,,,,,,
121,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,18,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2022-08-22 22:23:55.000000,2022-08-03 15:09:24,52.0,24.0,69.0,53.0,2021-10-19 17:24:48,1.0.5,,4806.0,3.0,40.0,40.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,4806.0,,,,2.0,,,,,,,,,,,,,,,,,
122,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,18,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-05-25 19:40:14.000000,2021-12-10 13:35:55,11.0,2.0,5.0,40.0,2021-11-19 19:10:31,1.7.0,,67541.0,18.0,20.0,20.0,3.0,https://pypi.org/project/ipyvue,66016.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,54932.0,3.0,,86.0,,,widgetti/ipyvue,,,,,,,,,,,,
123,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,179.0,9.0,14.0,978.0,2019-09-02 14:01:33,0.1.2,,6871.0,1.0,,,13.0,https://pypi.org/project/pyforest,6871.0,,,,3.0,,196.0,,,,,,,,,,,,,,,
124,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-07-06 19:26:23.000000,2019-07-16 04:37:36,73.0,55.0,42.0,920.0,2019-07-16 04:33:54,0.11.0,,285.0,14.0,3.0,3.0,8.0,,,,,,2.0,jupyterlab_vim,60.0,https://www.npmjs.com/package/jupyterlab_vim,285.0,,,,,,,,,,,,,
125,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,162.0,69.0,57.0,815.0,2019-05-06 03:28:50,1.3.0,89394.0,1787.0,5.0,,,4.0,,,,,,3.0,,90.0,,,,,,,,,,,,,,,
126,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,17,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-08-24 19:09:39.000000,2022-08-24 19:09:31,31.0,1.0,252.0,564.0,,,,37132.0,,,,20.0,https://pypi.org/project/nbqa,37132.0,,,,3.0,,622.0,,,,,,,,,,,,,,,
127,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-07-20 22:12:04.000000,2022-06-23 14:30:59,59.0,23.0,31.0,472.0,2022-05-10 19:35:57,0.7.0,,2701.0,3.0,,,17.0,https://pypi.org/project/jupyterlab-nvdashboard,1612.0,,,,2.0,jupyterlab-nvdashboard,,https://www.npmjs.com/package/jupyterlab-nvdashboard,1089.0,,,,,,,,,,,,,
128,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2022-08-21 23:34:02.000000,2022-07-08 08:01:04,67.0,30.0,71.0,443.0,,,,1360.0,,1.0,1.0,25.0,,,,,,3.0,@jupyterlab/geojson-extension,556.0,https://www.npmjs.com/package/@jupyterlab/geojson-extension,1360.0,,,,,,,,,,,,,
129,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,17,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,113.0,14.0,162.0,400.0,2021-08-25 00:19:46,2.5.1,105.0,13881.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,13879.0,,,,3.0,,561.0,,,jupyter-server/kernel_gateway,,,,,,,,,,,,
130,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-07-20 08:58:08.000000,2022-04-28 22:45:01,72.0,33.0,65.0,371.0,2018-02-05 18:54:22,0.11.1,,1088.0,12.0,2.0,2.0,16.0,,,,,,2.0,@jupyterlab/google-drive,515.0,https://www.npmjs.com/package/@jupyterlab/google-drive,1088.0,,,,,,,,,,,,,
131,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,executablebooks/thebe,,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2022-08-24 13:43:38.000000,2021-11-19 12:06:20,57.0,64.0,87.0,296.0,2021-10-26 10:04:08,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,3.0,,676.0,,,,,,,,,,,,,,,
132,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,54.0,15.0,11.0,250.0,2020-02-03 15:59:07,1.0.0,1916.0,1216.0,8.0,,,7.0,,,,,,3.0,,220.0,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44158.0,,,,,,,
133,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,17,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-05-04 08:02:28.000000,2022-05-04 08:02:27,43.0,4.0,106.0,244.0,2022-05-04 07:37:18,0.3.21,792.0,109.0,50.0,80.0,80.0,17.0,https://pypi.org/project/jupyterlab-classic,70.0,,,,3.0,,,,,jupyterlab/retrolab,,,,,,,,,,,,
134,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-07-20 03:28:49.000000,2021-07-04 21:12:58,36.0,22.0,10.0,202.0,2021-03-11 01:34:17,0.5.1,,4999.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,4453.0,,,,2.0,@jupyter-widgets/jupyterlab-sidecar,69.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,546.0,,,,,,,,,,,,,
135,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,42.0,,80.0,175.0,2017-06-02 21:19:27,0.5.0,86.0,1269.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,81163.0,3.0,,404.0,,,,,,,,,,,,,,,
136,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,50.0,15.0,7.0,166.0,2018-05-29 18:46:14,0.0.9,2413.0,1443.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1390.0,,,,3.0,,215.0,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,921.0,,,,,,,
137,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-07-20 04:32:58.000000,2022-02-22 17:17:32,18.0,16.0,33.0,160.0,2021-10-08 10:06:16,0.7.2,,1667.0,7.0,1.0,1.0,6.0,,,,,,2.0,@ijmbarr/jupyterlab_spellchecker,152.0,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,1667.0,jupyterlab-contrib/spellchecker,,,,,,,,,,,,
138,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,igvteam/igv-jupyter,igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:28:44.000000,2022-06-14 16:28:41,15.0,,41.0,151.0,2022-02-07 18:33:52,1.0.0,,269.0,9.0,12.0,12.0,5.0,https://pypi.org/project/igv-jupyter,269.0,,,,3.0,,139.0,,,g2nb/igv-jupyter,,,,,,,,,,,,
139,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2022-08-18 14:51:55.000000,2022-06-16 20:56:08,68.0,26.0,45.0,94.0,,,,2608.0,,41.0,41.0,20.0,https://pypi.org/project/jupyter-rsession-proxy,2608.0,,,,3.0,,223.0,,,,,,,,,,,,,,,
140,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,17,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2022-08-19 16:01:16.000000,2022-04-22 08:28:24,40.0,27.0,32.0,79.0,,,,1464.0,,21.0,21.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,1464.0,,,,3.0,,150.0,,,,,,,,,,,,,,,
141,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,17,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2022-08-25 12:25:39.000000,2022-08-24 19:09:41,35.0,268.0,426.0,73.0,2022-08-24 15:20:54,2.9.0,,1691.0,12.0,,,29.0,https://pypi.org/project/jdaviz,1691.0,,,,3.0,,,,,,,,,,,,,,,,,
142,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,72.0,2020-06-18 03:30:24,0.5.10,,742.0,17.0,26.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,742.0,,,,3.0,,269.0,,,,,,,,,,,,,,,
143,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,17,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,8.0,3.0,4.0,52.0,2021-11-06 14:18:45,0.4.0,,566992.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,566992.0,,,,3.0,,117.0,,,,,,,,,,,,,,,
144,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,22.0,2.0,3.0,993.0,,,,1187.0,,29.0,29.0,3.0,https://pypi.org/project/py-heat-magic,1187.0,,,,2.0,,34.0,,,,,,,,,,,,,,,
145,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2022-08-15 12:29:55.000000,2021-12-29 07:49:50,75.0,18.0,79.0,744.0,,,,84.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,3009.0,3.0,,283.0,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,391.0,,,,,,,
146,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-08-25 11:15:06.000000,2022-08-25 00:39:11,150.0,635.0,7085.0,713.0,2022-08-04 18:08:05,2022.07.100,,,28.0,,,254.0,,,,,,3.0,,,,,,,,,,,,,,,,,
147,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,34.0,11.0,12.0,560.0,2018-01-08 14:51:41,0.1.15,,2285.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,2285.0,,,,2.0,,,,,,,,,,,,,,,,,
148,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter-server/enterprise_gateway,,kernels,16,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2022-08-22 20:23:19.000000,2022-08-22 16:43:52,176.0,49.0,470.0,525.0,2022-01-27 22:17:10,2.6.0,20024.0,1600.0,30.0,,,102.0,https://pypi.org/project/jupyter_enterprise_gateway,1255.0,,,,3.0,,,,,jupyter-server/enterprise_gateway,,,,,,,,,,,,
149,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,16,nteract/commuter,,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2022-04-28 20:50:09.000000,2022-04-28 20:49:58,63.0,52.0,39.0,438.0,,,,643.0,,3.0,3.0,27.0,,,,,,3.0,@nteract/commuter,640.0,https://www.npmjs.com/package/@nteract/commuter,643.0,,,,,,,,,,,,,
150,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,16,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,,2015-01-31 12:51:06.000,2022-05-09 10:21:04.000000,2022-05-09 10:21:01,73.0,25.0,104.0,438.0,2022-05-09 10:21:42,0.17.1,,3876.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,3876.0,,,,3.0,,216.0,,,,,,,,,,,,,,,
151,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,8.0,10.0,13.0,218.0,2019-07-05 21:26:30,0.5.0,,2509.0,5.0,11.0,11.0,2.0,,,,,,2.0,@krassowski/jupyterlab_go_to_definition,89.0,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2509.0,,,,,,,,,,,,,
152,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2022-07-08 05:34:02.000000,2021-03-10 20:56:11,22.0,12.0,19.0,209.0,2021-03-10 20:57:44,4.14.3,,1114.0,6.0,3.0,3.0,5.0,,,,,,3.0,jupyterlab-chart-editor,71.0,https://www.npmjs.com/package/jupyterlab-chart-editor,1114.0,,,,,,,,,,,,,
