,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,commit_count,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,35,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,BSD-3-Clause,2010-05-10 04:46:06.000,2023-02-14 16:55:08.000000,2023-02-14 09:45:49,4236.0,1497.0,5566.0,15694.0,2021-01-30 02:36:56,7.18.1,319832.0,20369676.0,79.0,367261.0,367261.0,937.0,https://pypi.org/project/ipython,20158227.0,https://anaconda.org/conda-forge/ipython,2023-02-10 17:16:06.365,17108868.0,1.0,,,,,,,,,,,,,,,,,
2,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,32,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,BSD-3-Clause,2015-04-09 06:59:10.000,2023-01-14 12:24:37.000000,2022-11-02 01:13:43,176.0,101.0,219.0,352.0,,,,3439321.0,35.0,124229.0,124229.0,119.0,https://pypi.org/project/qtconsole,3395680.0,https://anaconda.org/conda-forge/qtconsole,2022-11-02 15:52:35.711,3534927.0,1.0,1909.0,,,,,,,,,,,,,,,,
3,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,31,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-02-13 16:59:52.000000,2023-02-07 20:19:06,556.0,512.0,688.0,3221.0,2023-02-07 20:19:46,0.13.2,,79338.0,39.0,8706.0,8706.0,120.0,https://pypi.org/project/jupyter-book,79338.0,,,,1.0,1403.0,7.0,,,,,,,,,,,,,,,
4,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,31,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,,2015-04-09 06:58:23.000,2023-02-11 21:59:55.000000,2023-01-29 04:12:57,494.0,464.0,599.0,1445.0,2023-01-24 15:52:43,7.2.9,267.0,21521181.0,46.0,191224.0,191224.0,254.0,https://pypi.org/project/nbconvert,21393977.0,https://anaconda.org/conda-forge/nbconvert,2023-01-24 20:04:10.828,10430321.0,1.0,,,,,,,,,,,,,,,,,
5,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/ydataai/ydata-profiling,,widgets,30,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/ydataai/ydata-profiling,MIT,2016-01-09 23:47:55.000,2023-02-16 10:39:56.000000,2023-01-30 17:59:36,1407.0,132.0,505.0,10179.0,2023-01-30 16:40:14,4.0.0,,1149381.0,40.0,35.0,35.0,108.0,https://pypi.org/project/pandas-profiling,1145065.0,https://anaconda.org/conda-forge/pandas-profiling,2023-01-25 18:19:12.193,336703.0,1.0,1252.0,-3.0,ydataai/ydata-profiling,,,,,,,,,,,,,,
6,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,30,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-02-16 10:20:54.000000,2023-02-03 16:41:22,859.0,611.0,1274.0,2708.0,2022-08-18 10:08:44,8.0.0,,8498012.0,44.0,6023.0,6023.0,201.0,https://pypi.org/project/ipywidgets,8333896.0,https://anaconda.org/conda-forge/ipywidgets,2023-02-10 14:31:42.099,7907061.0,1.0,,-4.0,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,67689.0,,,,,,,,,,,
7,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,30,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-02-10 13:49:02.000000,2023-02-10 13:49:02,326.0,210.0,330.0,1328.0,2022-10-19 07:57:17,0.17.2,,220649.0,65.0,3731.0,3731.0,82.0,https://pypi.org/project/ipyleaflet,153505.0,https://anaconda.org/conda-forge/ipyleaflet,2022-10-19 12:34:41.863,959613.0,1.0,1145.0,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,55297.0,,,,,,,,,,,
8,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,30,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,,2015-04-09 07:44:14.000,2023-02-15 21:51:03.000000,2023-02-13 15:39:39,317.0,227.0,222.0,536.0,2023-02-13 15:39:56,6.21.2,1141.0,13456773.0,57.0,229280.0,229280.0,164.0,https://pypi.org/project/ipykernel,13449893.0,https://anaconda.org/anaconda/ipykernel,2023-01-05 12:19:43.600,593887.0,1.0,,8.0,,,,,,,,,,,,,,,
9,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,29,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-02-16 13:40:05.000000,2023-02-15 18:44:38,3942.0,685.0,6461.0,17228.0,,,,3730789.0,48.0,193.0,193.0,634.0,https://pypi.org/project/bokeh,3586894.0,https://anaconda.org/conda-forge/bokeh,2022-12-12 20:33:04.197,10072657.0,1.0,,,,,,,,,,,,,,,,,
10,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-02-03 09:24:12.000000,2023-02-03 09:23:40,363.0,89.0,474.0,5815.0,2022-12-11 17:42:21,1.14.4,,540124.0,100.0,4528.0,4528.0,76.0,https://pypi.org/project/jupytext,522580.0,https://anaconda.org/conda-forge/jupytext,2022-12-11 21:02:09.199,500140.0,1.0,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,7738.0,,,,,,,,,,,
11,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,28,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-02-16 00:33:28.000000,2023-02-15 16:07:38,312.0,733.0,1522.0,2580.0,2023-01-31 15:59:20,0.14.3,,431345.0,44.0,5805.0,5805.0,115.0,https://pypi.org/project/panel,415080.0,https://anaconda.org/conda-forge/panel,2023-01-31 20:28:59.209,845814.0,2.0,,-3.0,,,,,,,,,,,,,,,
12,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-02-02 16:42:58.000000,2022-11-16 00:09:35,259.0,107.0,41.0,1643.0,,,,112799.0,3.0,4046.0,4046.0,54.0,https://pypi.org/project/ipython-sql,110193.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,203316.0,1.0,286.0,,,,,,,,,,,,,,,,
13,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-02-15 19:23:43.000000,2023-02-15 19:20:41,206.0,127.0,149.0,1375.0,2023-02-15 19:21:40,0.9.3,,220844.0,28.0,6488.0,6488.0,31.0,https://pypi.org/project/ipympl,193523.0,,,,1.0,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,27321.0,,,,,,,,,,,
14,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,28,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,,2015-04-09 01:07:29.000,2023-02-07 19:56:51.000000,2023-02-07 17:19:40,132.0,54.0,78.0,204.0,2023-01-12 12:35:32,5.7.3,91.0,13147436.0,22.0,197673.0,197673.0,73.0,https://pypi.org/project/nbformat,12986582.0,https://anaconda.org/conda-forge/nbformat,2023-01-12 21:53:38.367,13189803.0,1.0,,9.0,,,,,,,,,,,,,,,
15,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,27,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,,2015-04-09 06:58:03.000,2023-02-16 13:36:49.000000,2023-02-16 08:37:27,3891.0,1995.0,2542.0,10753.0,2022-10-30 06:48:28,6.5.2,10687.0,11714916.0,50.0,19.0,19.0,621.0,https://pypi.org/project/notebook,11366673.0,https://anaconda.org/conda-forge/jupyter,2022-12-05 14:25:36.477,2904077.0,1.0,,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-02-16 09:27:37.301369,977.0,28981919.0,,,,,,
16,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,27,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-06 13:44:19.000000,2023-02-06 13:44:19,862.0,81.0,76.0,7077.0,2019-07-01 16:35:20,1.0.0,,624214.0,4.0,168.0,168.0,30.0,https://pypi.org/project/facets-overview,624214.0,,,,2.0,270.0,,,,,,,,,,,,,,,,
17,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-01-19 14:53:07.000000,2022-10-18 22:34:20,370.0,118.0,243.0,5113.0,,,,939354.0,17.0,4571.0,4571.0,108.0,https://pypi.org/project/papermill,932304.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,380734.0,2.0,,,,,,,,,,,,,,,,,
18,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-02-07 22:17:31.053000,2023-02-07 20:40:04,322.0,37.0,455.0,3866.0,2023-02-07 21:40:31,2.12.2,,181374.0,120.0,622.0,622.0,29.0,https://pypi.org/project/dtale,176078.0,https://anaconda.org/conda-forge/dtale,2023-02-07 22:17:31.053,190661.0,2.0,665.0,,,,,,,,,,,,,,,,
19,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-02-15 15:12:02.000000,2023-02-15 15:12:02,441.0,214.0,361.0,3404.0,2022-09-02 15:03:28,0.12.36,,156882.0,58.0,38.0,38.0,60.0,https://pypi.org/project/bqplot,139173.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1110331.0,2.0,3633.0,,,bqplot,https://www.npmjs.com/package/bqplot,4002.0,,,,,,,,,,,
20,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,27,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-02-03 20:17:45.000000,2023-02-03 20:18:00,352.0,46.0,2074.0,2403.0,2022-08-01 21:01:18,8.2.3,,734.0,77.0,472.0,472.0,232.0,https://pypi.org/project/nikola,734.0,,,,2.0,10309.0,,,,,,,,,,,,,,,,
21,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-02-15 12:49:40.000000,2023-02-15 12:49:39,250.0,90.0,458.0,1220.0,2022-12-15 13:25:32,0.41.0,,113838.0,49.0,20.0,20.0,85.0,https://pypi.org/project/jupyterlab-git,106652.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,359342.0,1.0,1823.0,,,,,,,,,,,,,,,,
22,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,27,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,,2020-01-13 17:29:49.000,2023-02-07 05:18:35.000000,2023-01-11 14:28:24,44.0,33.0,66.0,115.0,2022-11-29 17:22:16,0.7.2,191.0,9770346.0,29.0,89859.0,89859.0,33.0,https://pypi.org/project/nbclient,9561492.0,https://anaconda.org/conda-forge/nbclient,2022-11-30 08:00:35.235,7518403.0,1.0,,,,,,,,,,,,,,,,,
23,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-02-10 05:05:13.000000,2023-02-08 14:13:22,447.0,261.0,380.0,4561.0,2022-10-26 15:12:41,0.4.0,484.0,155898.0,60.0,9339.0,9339.0,64.0,https://pypi.org/project/voila,149986.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,246613.0,2.0,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,1142.0,,,,,,,,,,,
24,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-02-11 21:00:44.000000,2023-02-11 21:00:43,392.0,129.0,291.0,1201.0,2023-01-30 15:49:38,0.20.4,,39073.0,21.0,294.0,294.0,59.0,https://pypi.org/project/sparkmagic,38081.0,https://anaconda.org/conda-forge/sparkmagic,2023-01-30 19:54:17.953,65504.0,1.0,1272.0,,,,,,,,,,,,,,,,
25,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-01-03 02:26:45.000000,2022-10-21 14:50:27,232.0,47.0,23.0,878.0,2022-04-01 20:13:44,0.4.2,79.0,129647.0,11.0,2449.0,2449.0,10.0,https://pypi.org/project/jupyter-dash,129645.0,,,,2.0,161.0,,,,,,,,,,,,,,,,
26,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-02-16 14:07:59.000000,2023-02-15 19:46:33,1800.0,155.0,2072.0,7388.0,,,,213262.0,35.0,2162.0,2162.0,327.0,https://pypi.org/project/jupyterhub,174292.0,https://anaconda.org/conda-forge/jupyterhub,2023-01-27 19:38:01.989,849190.0,1.0,,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-02-15 20:00:59.251154,323.0,2962652.0,,,,,,
27,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-02-15 23:52:50.000000,2023-02-15 23:52:46,529.0,158.0,1522.0,5965.0,2021-01-26 05:18:38,0.28.0,1415600.0,22307.0,66.0,2.0,2.0,176.0,https://pypi.org/project/nteract_on_jupyter,4831.0,,,,1.0,10501.0,,,,,,,,,,,,,,,,
28,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,25,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-01-28 20:37:02.292000,2023-01-27 13:58:04,227.0,178.0,129.0,1824.0,2018-06-11 13:56:17,0.4.5,,76400.0,17.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,68654.0,https://anaconda.org/conda-forge/ipyvolume,2023-01-28 20:37:02.292,410547.0,2.0,989.0,,widgetti/ipyvolume,ipyvolume,https://www.npmjs.com/package/ipyvolume,2044.0,,,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,165.0,260.0,1030.0,2019-12-04 15:06:08,1.1.18,,14976.0,19.0,251.0,251.0,33.0,https://pypi.org/project/pixiedust,13875.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,42972.0,1.0,2157.0,,,,,,,,,,,,,,,,
30,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-02-16 05:47:39.000000,2023-02-15 02:47:36,415.0,88.0,691.0,4051.0,2023-02-03 22:33:26,2.3.11,,54735.0,24.0,,,36.0,https://pypi.org/project/nbdev,54735.0,,,,2.0,1614.0,,,,,,,,,,,,,,,,
31,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-02-06 14:47:04.000000,2023-01-16 00:02:35,391.0,147.0,288.0,3464.0,,,,11275.0,9.0,2339.0,2339.0,44.0,https://pypi.org/project/RISE,7104.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,250297.0,2.0,762.0,,,,,,,,,,,,,,,,
32,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,24,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-02-08 05:02:20.000000,2023-01-06 12:55:49,295.0,222.0,624.0,1163.0,2022-09-27 08:13:34,0.8.1,98.0,7312.0,26.0,379.0,379.0,98.0,https://pypi.org/project/nbgrader,5484.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,133420.0,1.0,,,,,,,,,,,,,,,,,
33,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,24,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-02-14 22:38:09.000000,2023-01-28 21:34:47,67.0,99.0,131.0,496.0,2022-12-28 16:50:41,0.32.5,71.0,10890.0,38.0,223.0,223.0,6.0,https://pypi.org/project/itkwidgets,9814.0,,,,2.0,910.0,,,itkwidgets,https://www.npmjs.com/package/itkwidgets,1075.0,,,,,,,,,,,
34,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,23,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2023-02-16 07:10:16.000000,2023-02-13 16:58:04,657.0,121.0,167.0,5278.0,2023-01-05 19:53:23,0.9.2,,2716.0,32.0,,,72.0,https://pypi.org/project/knowledge-repo,2716.0,,,,2.0,1275.0,,,,,,,,,,,,,,,,
35,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,23,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2022-12-21 19:56:24.000000,2022-12-21 19:56:24,773.0,330.0,456.0,4969.0,2022-11-15 17:24:23,0.7.0,,334861.0,2.0,,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,334861.0,,,,1.0,2660.0,,,,,,,,,,,,,,,,
36,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-01-29 08:53:37.000000,2023-01-15 17:22:37,141.0,72.0,223.0,2361.0,,,,269439.0,21.0,101.0,101.0,43.0,https://pypi.org/project/nbdime,216289.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,763115.0,2.0,1976.0,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,42838.0,,,,,,,,,,,
37,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,23,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-02-16 09:26:42.746463,2023-01-20 19:59:58,286.0,63.0,515.0,1599.0,2023-01-20 20:54:32,1.3.2,,15309.0,19.0,,,43.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,110832.0,1.0,595.0,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-02-16 09:26:42.746463,49.0,1526116.0,IRkernel,,,,,
38,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-02-16 12:25:10.000000,2023-02-15 19:00:07,304.0,156.0,341.0,1438.0,2022-10-18 19:01:00,2022.10.0,,5480.0,12.0,178.0,178.0,116.0,https://pypi.org/project/jupyter-repo2docker,5480.0,,,,2.0,,,,,,,,,,,,,,,,,
39,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-01-13 08:05:24.000000,2023-01-11 11:27:13,46.0,38.0,64.0,395.0,,,,125519.0,8.0,2171.0,2171.0,33.0,https://pypi.org/project/nbval,121294.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,295802.0,2.0,465.0,,,,,,,,,,,,,,,,
40,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-02-16 10:44:51.000000,2023-02-07 09:33:40,82.0,32.0,35.0,356.0,2023-02-06 10:06:54,0.7.1,154.0,40435.0,10.0,303.0,303.0,29.0,https://pypi.org/project/jupyter-resource-usage,25528.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,521585.0,1.0,,,,,,,,,,,,,,,,,
41,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-02-16 12:10:18.000000,2023-02-12 19:18:24,245.0,153.0,190.0,308.0,2023-01-30 14:17:11,8.0.2,781.0,18213383.0,43.0,,,124.0,https://pypi.org/project/jupyter-client,18213340.0,,,,2.0,,,,,,,,,,,,,,,,,
42,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-12-12 20:01:25.444000,2022-12-12 16:21:04,80.0,28.0,115.0,301.0,2022-12-12 16:21:25,0.29.4,73.0,35800.0,53.0,692.0,692.0,32.0,https://pypi.org/project/metakernel,27658.0,https://anaconda.org/conda-forge/metakernel,2022-12-12 20:01:25.444,667397.0,1.0,,,,,,,,,,,,,,,,,
43,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2023-02-04 02:16:18.000000,2021-03-29 11:25:59,37.0,35.0,20.0,221.0,,,,69468.0,8.0,700.0,700.0,9.0,https://pypi.org/project/ipywebrtc,64554.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,295554.0,2.0,209.0,,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,436.0,,,,,,,,,,,
44,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2022-09-13 07:14:14.000000,2021-06-27 18:55:19,154.0,56.0,82.0,184.0,2018-06-14 12:02:35,1.2.2,,8921.0,3.0,106.0,106.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,8402.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,29101.0,1.0,167.0,,,,,,,,,,,,,,,,
45,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-02-16 09:26:21.366964,2023-02-16 07:36:15,2686.0,26.0,781.0,7491.0,,,,975676.0,,,,229.0,,,,,,2.0,,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-02-16 09:26:21.366964,382.0,88786517.0,,,,,,
