,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,37,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,2010-05-10 04:46:06.000000,2021-11-10 20:48:14.000000,2021-11-08 04:33:09.000000,4096.0,1475.0,5291.0,15053.0,25391.0,2021-01-30 02:36:56.000000,7.18.1,317879.0,27020881.0,58.0,232122.0,232122.0,840.0,https://pypi.org/project/ipython,26889170.0,https://anaconda.org/conda-forge/ipython,2021-11-02 16:12:17.066000,8609599.0,1.0,,,,,,,,,,,,,,,,,
2,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,37,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000000,2021-11-10 22:02:01.599512,2021-10-28 17:56:09.000000,3484.0,2003.0,2310.0,9521.0,12105.0,2021-10-19 16:33:01.000000,6.4.5,2416.0,17968676.0,26.0,125098.0,125098.0,563.0,https://pypi.org/project/notebook,17625168.0,https://anaconda.org/conda-forge/jupyter,2021-01-28 22:23:49.648000,1646486.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2021-11-10 22:02:01.599512,878.0,24891448.0,,,,,,,,,,,,
3,JupyterLab,True,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,36,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000000,2021-11-11 11:41:48.000000,2021-11-11 10:56:25.000000,2076.0,1893.0,4270.0,11591.0,23835.0,2021-11-11 07:03:15.000000,3.2.3,10102.0,4716811.0,242.0,51420.0,51420.0,456.0,https://pypi.org/project/jupyterlab,4641798.0,https://anaconda.org/conda-forge/jupyterlab,2021-11-11 08:08:07.754000,4864371.0,1.0,,,,,,,,,,,,,,,,,
4,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,32,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000000,2021-11-11 09:24:11.000000,2021-11-03 16:44:02.000000,754.0,536.0,1153.0,2356.0,7247.0,2021-02-07 22:09:48.000000,7.6.3,,16921843.0,32.0,2589.0,2589.0,183.0,https://pypi.org/project/ipywidgets,16660274.0,https://anaconda.org/conda-forge/ipywidgets,2021-11-04 09:21:18.685000,4007618.0,1.0,,,,,,@jupyter-widgets/jupyterlab-manager,BSD-3-Clause,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,201754.0,,,,,,,,
5,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,32,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000000,2021-11-09 16:31:17.000000,2021-11-08 17:22:16.000000,160.0,95.0,193.0,282.0,1796.0,,,,12101459.0,29.0,87623.0,87623.0,111.0,https://pypi.org/project/qtconsole,12069325.0,https://anaconda.org/conda-forge/qtconsole,2021-11-09 04:21:19.332000,2120870.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
6,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,31,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000000,2021-11-11 05:24:48.000000,2021-11-10 21:26:28.000000,3735.0,680.0,6069.0,15697.0,,,,,2088336.0,43.0,40779.0,40779.0,580.0,https://pypi.org/project/bokeh,1980162.0,https://anaconda.org/conda-forge/bokeh,2021-10-16 13:46:04.385000,5949597.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
7,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/pandas-profiling/pandas-profiling,,widgets,30,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-11-10 19:40:34.000000,2021-11-09 17:52:44.000000,1170.0,89.0,432.0,8198.0,922.0,2021-09-27 23:08:38.000000,3.1.0,,2796.0,31.0,5726.0,5726.0,82.0,https://pypi.org/project/pandas-profiling,,https://anaconda.org/conda-forge/pandas-profiling,2021-09-28 13:50:05.966000,176155.0,1.0,,,,,,,MIT,,,,,,,,,,
8,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,30,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-11-11 12:23:16.000000,2021-11-10 16:33:25.000000,205.0,418.0,1059.0,1468.0,1701.0,2021-09-27 12:41:19.000000,0.12.4,,342448.0,35.0,2274.0,2274.0,79.0,https://pypi.org/project/panel,333453.0,https://anaconda.org/conda-forge/panel,2021-09-27 15:45:09.868000,332820.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
9,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-11-08 22:17:44.000000,2021-09-13 07:27:34.000000,293.0,173.0,274.0,1188.0,952.0,2021-07-21 12:23:32.000000,0.14.0,,107888.0,60.0,1237.0,1237.0,69.0,https://pypi.org/project/ipyleaflet,58176.0,https://anaconda.org/conda-forge/ipyleaflet,2021-06-17 16:32:56.948000,768919.0,1.0,,,,,,jupyter-leaflet,MIT,https://www.npmjs.com/package/jupyter-leaflet,38062.0,,,,,,,,
10,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,29,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-11-08 17:08:16.000000,2021-11-08 09:22:23.000000,164.0,92.0,123.0,1176.0,393.0,2021-10-25 07:46:42.000000,0.8.2,,154238.0,18.0,2048.0,2048.0,25.0,https://pypi.org/project/ipympl,89023.0,,,,1.0,,,,,,jupyter-matplotlib,BSD-3-Clause,https://www.npmjs.com/package/jupyter-matplotlib,65215.0,,,,,,,,
11,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-11-09 20:55:38.000000,2021-11-09 20:55:36.000000,330.0,32.0,2036.0,2204.0,10238.0,2021-02-13 17:21:54.000000,8.1.3,,1909.0,73.0,388.0,388.0,222.0,https://pypi.org/project/nikola,1909.0,,,,1.0,,,,,,,MIT,,,,,,,,,,
12,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,28,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000000,2021-11-07 14:55:39.000000,2021-11-07 14:55:13.000000,445.0,383.0,551.0,1212.0,,2019-05-11 04:19:05.000000,5.5.0,,77006.0,24.0,123098.0,123098.0,233.0,https://pypi.org/project/nbconvert,,https://anaconda.org/conda-forge/nbconvert,2021-09-25 02:58:13.009000,5159451.0,1.0,,,,,,,,,,,,,,,,,
13,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,28,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000000,2021-11-08 16:47:27.000000,2021-11-01 16:41:27.000000,271.0,186.0,169.0,430.0,2402.0,2021-11-01 16:42:43.000000,6.5.0,86.0,3102.0,29.0,138875.0,138875.0,140.0,https://pypi.org/project/ipykernel,,https://anaconda.org/anaconda/ipykernel,2021-10-07 07:56:32.806000,222355.0,1.0,,,,,,,,,,-4.0,,,,,,,
14,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,28,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-11-10 19:18:34.000000,2021-11-09 13:03:21.000000,37.0,22.0,49.0,78.0,220.0,2021-08-16 09:10:16.000000,0.5.4,,17734749.0,13.0,33470.0,33470.0,26.0,https://pypi.org/project/nbclient,17629601.0,https://anaconda.org/conda-forge/nbclient,2021-11-08 12:08:56.963000,2208113.0,1.0,,,,,,,,,,,,,,,,,
15,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-10-14 19:00:48.000000,2021-06-29 17:43:55.000000,224.0,97.0,37.0,1453.0,253.0,,,,93917.0,3.0,2375.0,2375.0,44.0,https://pypi.org/project/ipython-sql,91894.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,127491.0,1.0,,,,,,,MIT,,,,,,,,,,
16,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,27,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-09-16 11:44:43.000000,2021-06-10 23:11:53.000000,115.0,44.0,64.0,154.0,752.0,2021-04-02 04:40:43.000000,5.1.3,,96995.0,13.0,128690.0,128690.0,58.0,https://pypi.org/project/nbformat,,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,6498713.0,1.0,,,,,,,,,,,,,,,,,
17,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-10-21 18:29:28.606000,2021-10-20 19:57:13.000000,331.0,96.0,231.0,4410.0,,,,,465721.0,16.0,1758.0,1758.0,95.0,https://pypi.org/project/papermill,460613.0,https://anaconda.org/conda-forge/papermill,2021-10-21 18:29:28.606000,199218.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
18,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,26,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-10-26 15:24:53.000000,2021-10-21 10:18:06.000000,423.0,196.0,351.0,3177.0,3428.0,2021-10-01 09:14:45.000000,0.12.31,,28142.0,54.0,28.0,28.0,55.0,https://pypi.org/project/bqplot,,https://anaconda.org/conda-forge/bqplot,2021-10-01 09:49:41.042000,879591.0,2.0,,,,,,bqplot,Apache-2.0,https://www.npmjs.com/package/bqplot,14815.0,,,,,,,,
19,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-11-04 16:00:54.000000,2021-11-01 12:36:42.000000,204.0,159.0,127.0,1687.0,970.0,2018-06-11 13:56:17.000000,0.4.5,,8940.0,16.0,609.0,609.0,39.0,https://pypi.org/project/ipyvolume,,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,326404.0,2.0,,,,,,ipyvolume,MIT,https://www.npmjs.com/package/ipyvolume,3214.0,,,,,,,,
20,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,26,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-11-04 13:35:00.000000,2021-10-05 21:49:52.000000,211.0,125.0,163.0,244.0,2096.0,2021-10-05 13:25:24.000000,7.0.6,83.0,18409042.0,8.0,,,107.0,https://pypi.org/project/jupyter-client,18409015.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
21,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-11-11 10:42:31.000000,2021-11-08 13:06:20.000000,1568.0,161.0,1852.0,6752.0,,,,,226087.0,22.0,1546.0,1546.0,260.0,https://pypi.org/project/jupyterhub,192133.0,https://anaconda.org/conda-forge/jupyterhub,2021-11-08 14:15:28.570000,467118.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-11-04 15:08:09.199689,299.0,2392139.0,,,,,,,,,,,,
22,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-08-16 22:05:29.000000,2021-05-06 12:01:05.000000,819.0,76.0,76.0,6725.0,264.0,2019-07-01 16:35:20.000000,1.0.0,,179133.0,4.0,76.0,76.0,28.0,https://pypi.org/project/facets-overview,179133.0,,,,2.0,,,,,,,Apache-2.0,,,4.0,,,,,,,
23,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-11-10 21:33:26.980962,2021-11-10 18:24:20.000000,2408.0,65.0,633.0,6644.0,2353.0,,,,982249.0,,,,210.0,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-11-10 21:33:26.980962,320.0,74650948.0,,BSD-3-Clause,,,,,,,,,,
24,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-11-05 03:25:08.000000,2021-11-03 02:51:26.000000,513.0,149.0,1514.0,5700.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1268021.0,19212.0,66.0,,,172.0,https://pypi.org/project/nteract_on_jupyter,,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
25,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,25,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-11-09 07:11:32.407000,2021-10-14 20:01:24.000000,302.0,76.0,400.0,4919.0,,2021-11-08 21:15:15.000000,1.13.1.2,,21976.0,100.0,2084.0,2084.0,66.0,https://pypi.org/project/jupytext,,https://anaconda.org/conda-forge/jupytext,2021-11-09 07:11:32.407000,239461.0,1.0,,,,,,jupyterlab-jupytext,MIT,https://www.npmjs.com/package/jupyterlab-jupytext,15325.0,,,,,,,,
26,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-11-10 11:21:14.000000,2021-11-08 08:43:06.000000,354.0,220.0,318.0,3670.0,,2021-10-04 13:58:22.000000,0.2.16,53.0,51666.0,52.0,5217.0,5217.0,56.0,https://pypi.org/project/voila,43746.0,https://anaconda.org/conda-forge/voila,2021-10-04 18:58:51.716000,153186.0,1.0,,,,,,@jupyter-voila/jupyterlab-preview,,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3754.0,,,,,,,,
27,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-11-07 17:14:28.000000,2021-10-30 20:31:51.000000,78.0,121.0,245.0,1083.0,2204.0,2021-10-25 07:36:41.000000,3.9.1,,11950.0,37.0,88.0,88.0,35.0,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,11950.0,,jupyter-lsp/jupyterlab-lsp,,,,,,
28,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-11-09 17:40:50.000000,2021-09-09 18:47:00.000000,362.0,122.0,257.0,1063.0,1163.0,2021-08-27 16:28:41.000000,0.19.1,,53721.0,15.0,214.0,214.0,54.0,https://pypi.org/project/sparkmagic,53003.0,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530000,36649.0,1.0,,,,,,,,,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,157.0,164.0,260.0,1028.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,16493.0,19.0,222.0,222.0,33.0,https://pypi.org/project/pixiedust,15098.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,33482.0,2.0,,,,,,,Apache-2.0,,,,,,,,,,
30,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,25,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48.000000,245.0,223.0,667.0,965.0,2054.0,2021-08-16 19:04:35.000000,1.2.20210816,,8659060.0,19.0,,,51.0,https://pypi.org/project/datalab,8659060.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
31,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,25,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-11-10 19:34:41.000000,2021-11-06 17:37:08.000000,135.0,64.0,147.0,271.0,12152.0,2021-11-01 20:25:32.000000,1.11.2,151.0,5015037.0,45.0,,,448.0,https://pypi.org/project/jupyter_server,4989873.0,https://anaconda.org/conda-forge/jupyter_server,2021-11-02 00:03:24.411000,956018.0,3.0,,,,,,,,,,,,,,,,,
32,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-11-10 06:18:33.000000,2021-11-04 05:47:38.000000,399.0,57.0,401.0,3900.0,4817.0,,,,3559.0,,215.0,215.0,65.0,https://pypi.org/project/perspective-python,1856.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1703.0,,,,,,,,
33,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-11-02 10:06:30.000000,2021-04-29 10:13:29.000000,362.0,134.0,280.0,3131.0,737.0,,,,14902.0,9.0,1670.0,1670.0,39.0,https://pypi.org/project/RISE,10912.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,179556.0,2.0,,,,,,,,,,,,,,,,,
34,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-11-09 14:15:22.000000,2021-10-29 23:19:32.000000,310.0,68.0,262.0,3017.0,1284.0,2021-10-29 23:19:34.000000,1.1.23,,46333.0,18.0,,,60.0,https://pypi.org/project/nbdev,46333.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
35,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,24,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-11-11 03:30:05.000000,2021-11-04 02:38:58.000000,211.0,34.0,392.0,2746.0,529.0,2021-11-04 02:59:49.000000,1.60.2,,4540.0,101.0,258.0,258.0,18.0,https://pypi.org/project/dtale,,https://anaconda.org/conda-forge/dtale,2021-11-04 03:18:36.983000,95356.0,2.0,,,,,,,LGPL-2.1,,,,,,,,,,
36,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-11-11 03:29:33.000000,2021-11-09 00:24:24.000000,382.0,348.0,585.0,2534.0,1299.0,2021-10-15 04:15:46.000000,0.12.0,,27834.0,33.0,,,91.0,https://pypi.org/project/jupyter-book,27834.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
37,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,24,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-11-11 13:27:18.000000,2021-11-11 13:27:18.000000,196.0,79.0,415.0,991.0,1730.0,2021-10-08 07:32:28.000000,0.33.0,,3017.0,34.0,14.0,14.0,67.0,https://pypi.org/project/jupyterlab-git,,https://anaconda.org/conda-forge/jupyterlab-git,2021-10-08 12:17:06.192000,105603.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
38,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,24,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-10-18 20:50:37.000000,2021-01-22 17:01:16.000000,166.0,31.0,14.0,600.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,38708.0,9.0,1000.0,1000.0,3.0,https://pypi.org/project/jupyter-dash,38705.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
39,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,24,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-09-22 00:23:00.000000,2021-03-31 14:20:34.000000,36.0,17.0,244.0,535.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,158780.0,28.0,109.0,109.0,11.0,,,,,,1.0,,,,,,@jupyterlab/debugger,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/debugger,158780.0,,,,,,,,
40,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-10-22 15:09:58.512000,2021-10-22 14:53:53.000000,38.0,31.0,61.0,481.0,362.0,2021-10-22 14:54:24.000000,0.9.1,,11880.0,26.0,263.0,263.0,13.0,https://pypi.org/project/ipycanvas,10655.0,https://anaconda.org/conda-forge/ipycanvas,2021-10-22 15:09:58.512000,31873.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
41,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-11-02 00:55:35.000000,2021-11-02 00:55:35.000000,293.0,26.0,182.0,324.0,928.0,,,,41938.0,12.0,233.0,233.0,103.0,https://pypi.org/project/oauthenticator,41344.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,18443.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
42,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-11-03 11:51:17.000000,2021-11-03 11:51:16.000000,122.0,57.0,216.0,2116.0,1952.0,,,,119135.0,21.0,59.0,59.0,34.0,https://pypi.org/project/nbdime,,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628000,406385.0,2.0,,,,,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,112248.0,,,,,,,,
43,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,23,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-11-11 04:34:45.000000,2021-11-10 23:02:52.000000,184.0,242.0,997.0,1130.0,1351.0,,,,2088.0,12.0,27.0,27.0,34.0,https://pypi.org/project/elyra,1531.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,8366.0,1.0,,,,,,,Apache-2.0,,,,,,,,,,
44,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-10-11 17:16:45.000000,2021-04-19 05:00:36.000000,121.0,31.0,67.0,588.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,10118.0,14.0,121.0,121.0,21.0,https://pypi.org/project/mapboxgl,10118.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
45,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-10-17 00:43:27.000000,2021-10-17 00:43:26.000000,45.0,51.0,85.0,170.0,624.0,2021-06-18 12:21:51.000000,1.2.1,3.0,1244.0,17.0,48.0,48.0,28.0,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,24894.0,2.0,,,,,,,BSD-3-Clause,,,,cytoscape/ipycytoscape,,,,,,
