,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
132,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,17,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-10-14 04:46:15.000000,2021-09-21 22:35:39.000000,5.0,5.0,13.0,27.0,,2020-12-31 23:04:43.000000,0.3.0,,201754.0,9.0,8.0,8.0,3.0,https://pypi.org/project/ipydagred3,,,,,3.0,,,,,,@jupyter-widgets/jupyterlab-manager,Apache-2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,201754.0,,,,,,,,
133,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,17,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,7.0,3.0,5.0,25.0,266.0,,,,45114.0,6.0,391.0,391.0,5.0,https://pypi.org/project/ipydatawidgets,42313.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,114874.0,3.0,,,,,,,,,,,,,,,,,
134,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,16,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-08-23 17:19:43.000000,2021-08-23 17:19:38.000000,975.0,186.0,197.0,8811.0,634.0,,,,,,,,42.0,https://pypi.org/project/jupyterthemes,,,,,3.0,,,,,,,MIT,,,,,,,,,,
135,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2021-06-15 20:32:15.000000,2019-07-16 04:37:36.000000,70.0,54.0,42.0,891.0,60.0,2019-07-16 04:33:54.000000,0.11.0,,709.0,14.0,3.0,3.0,8.0,,,,,,2.0,,,,,,jupyterlab_vim,MIT,https://www.npmjs.com/package/jupyterlab_vim,709.0,,,,,,,,
136,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,16,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,98.0,47.0,32.0,858.0,488.0,2018-12-29 10:52:13.000000,0.4.1,,309468.0,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,309468.0,,,,3.0,,,,,,,,,,,,,,,,,
137,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,134.0,60.0,57.0,715.0,90.0,2019-05-06 03:28:50.000000,1.3.0,65383.0,1594.0,5.0,,,4.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
138,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-10-03 12:27:29.000000,2021-09-11 19:55:13.000000,73.0,20.0,70.0,711.0,271.0,,,,95.0,7.0,,,25.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2596.0,3.0,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,326.0,,MIT,,,,,,,,,,
139,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,16,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2021-03-05 18:39:25.000000,2021-03-05 18:39:24.000000,48.0,12.0,29.0,479.0,208.0,,,,1904.0,1.0,8.0,8.0,9.0,https://pypi.org/project/ansible-kernel,,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,8277.0,3.0,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66401.0,,Apache-2.0,,,,,,,,,,
140,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2021-11-11 01:28:53.000000,2021-11-10 21:50:40.000000,87.0,607.0,5748.0,460.0,,2021-08-17 23:55:18.000000,2021.8.12,,,18.0,,,239.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
141,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,16,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,69.0,14.0,126.0,434.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5289.0,62.0,15.0,,,27.0,,,,,,3.0,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,648.0,,BSD-3-Clause,,,,,,,,,,
142,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,16,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000000,2021-09-18 19:09:47.000000,2021-09-18 19:09:46.000000,9.0,3.0,5.0,277.0,18.0,,,,5654.0,,124.0,124.0,3.0,https://pypi.org/project/blackcellmagic,5654.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
143,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,2018-12-22 01:18:42.000000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05.000000,9.0,10.0,13.0,207.0,89.0,2019-07-05 21:26:30.000000,0.5.0,,4331.0,5.0,11.0,11.0,2.0,,,,,,2.0,,,,,,@krassowski/jupyterlab_go_to_definition,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,4331.0,,,,,,,,
144,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,16,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-09-21 14:53:24.000000,2021-09-21 14:53:24.000000,70.0,3.0,52.0,181.0,213.0,2021-07-14 17:27:18.000000,2.4.11,,,14.0,,,7.0,https://pypi.org/project/sas_kernel,,,,,3.0,,,,,,,Apache-2.0,,,-3.0,,,,,,,
145,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,16,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000000,2021-09-08 15:52:13.000000,2020-05-24 13:16:16.000000,32.0,57.0,34.0,161.0,426.0,,,,114.0,,10.0,10.0,9.0,,,,,,2.0,,,,,,@jupyterlab/dataregistry-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,114.0,,,,,,,,
146,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/igvteam/igv-jupyter,,widgets,16,igvteam/igv-jupyter,igv-jupyter,,https://github.com/igvteam/igv-jupyter,2016-07-21 18:44:38.000000,2021-11-04 19:55:33.000000,2021-11-04 19:55:33.000000,14.0,,39.0,138.0,117.0,2021-08-30 19:54:01.000000,0.10.3,,170.0,7.0,5.0,5.0,4.0,https://pypi.org/project/igv-jupyter,170.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
147,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,16,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-11-08 00:02:31.000000,2021-07-03 06:55:54.000000,56.0,24.0,36.0,80.0,191.0,,,,784.0,,30.0,30.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,784.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
148,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,2018-03-12 02:34:47.000000,2021-10-14 05:03:55.000000,2021-06-18 13:29:32.000000,15.0,5.0,56.0,76.0,,2021-06-18 13:30:57.000000,0.4.0,,1700.0,13.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab_iframe,603.0,,,,2.0,,,,,,jupyterlab_iframe,Apache-2.0,https://www.npmjs.com/package/jupyterlab_iframe,1097.0,,,,,,,,
149,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-10-21 18:19:17.000000,2020-03-24 14:27:42.000000,32.0,17.0,17.0,69.0,242.0,,,,434.0,,27.0,27.0,16.0,https://pypi.org/project/niwidgets,434.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
150,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,2019-07-25 17:15:19.000000,2021-10-14 14:56:05.000000,2021-10-14 14:56:05.000000,7.0,,28.0,50.0,195.0,2021-10-13 09:52:26.000000,3.2.1,3251.0,856.0,21.0,,,8.0,,,https://anaconda.org/conda-forge/jupyter-archive,2021-10-13 13:44:42.346000,18165.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
151,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-10-14 04:42:06.000000,2021-09-22 02:08:33.000000,9.0,9.0,14.0,49.0,,,,,201754.0,5.0,8.0,8.0,4.0,https://pypi.org/project/ipyregulartable,,,,,3.0,,,,,,@jupyter-widgets/jupyterlab-manager,Apache-2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,201754.0,,,,,,,,
152,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,16,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-11-02 02:24:22.000000,2021-10-22 11:01:51.000000,36.0,7.0,24.0,48.0,,2021-09-02 00:17:29.000000,1.2.0,,,5.0,68.0,68.0,11.0,https://pypi.org/project/jupyterhub-ltiauthenticator,,,,,2.0,,,,,,,BSD-3-Clause,,,-3.0,,,,,,,
153,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,16,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-09-24 22:38:03.000000,2021-09-24 22:37:59.000000,3.0,10.0,48.0,47.0,300.0,2019-09-02 19:30:02.000000,0.5.0,,708.0,11.0,5.0,5.0,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971000,12548.0,2.0,,,,,,jupyterlab-sos,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-sos,226.0,,,,,,,,
154,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,16,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,2017-08-24 20:16:19.000000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43.000000,3.0,2.0,4.0,13.0,172.0,,,,1234.0,7.0,48.0,48.0,4.0,https://pypi.org/project/ipyscales,,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793000,50609.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
155,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,15,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2021-11-11 10:52:50.000000,2021-11-11 10:52:31.000000,134.0,32.0,16.0,1568.0,,,,,,11.0,19.0,19.0,6.0,,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
156,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,2016-07-26 19:48:45.000000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00.000000,135.0,37.0,46.0,1031.0,647.0,,,,2050.0,,,,9.0,,,,,,3.0,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,6.0,131259.0,,Apache-2.0,,,,,,,,,,
157,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,15,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000000,2021-10-21 20:09:40.000000,2021-10-21 20:09:40.000000,80.0,17.0,62.0,634.0,141.0,,,4443.0,153.0,2.0,,,7.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
158,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,15,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,2019-03-24 13:22:20.000000,2021-11-09 20:57:30.000000,2021-11-09 20:57:09.000000,14.0,,,287.0,8059.0,,,,1199.0,12.0,,,19.0,https://pypi.org/project/lfortran,132.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722000,29887.0,3.0,,,,,,,,,,,,,,,,,
159,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,15,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000000,2020-10-08 09:00:07.000000,2020-10-08 09:00:06.000000,18.0,2.0,9.0,272.0,56.0,,,,4527.0,,35.0,35.0,4.0,https://pypi.org/project/treon,4527.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
160,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,15,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2021-02-04 23:19:55.000000,2021-02-04 23:19:48.000000,18.0,13.0,8.0,208.0,85.0,2020-12-14 21:50:21.000000,0.3.0,,,5.0,78.0,78.0,3.0,https://pypi.org/project/itables,,,,,3.0,,,,,,,MIT,,,-3.0,,,,,,,
161,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,15,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24.000000,34.0,18.0,7.0,200.0,29.0,,,,11342.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,11342.0,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
162,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11.000000,30.0,13.0,14.0,191.0,106.0,,,,862.0,,14.0,14.0,12.0,https://pypi.org/project/jupyter-spark,862.0,,,,3.0,,,,,,,MPL-2.0,,,,,,,,,,
163,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,15,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-09-30 18:18:05.000000,2021-09-30 18:17:17.000000,35.0,8.0,70.0,185.0,,,,,34772.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,,,,,3.0,,,,,,@bokeh/jupyter_bokeh,BSD-3-Clause,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,34772.0,,,,,,,,
164,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,15,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-10-01 15:38:50.000000,2021-10-01 15:21:38.000000,22.0,1.0,24.0,179.0,35.0,,,,4257.0,,,,10.0,,,,,,3.0,,,,,,jupyterlab-execute-time,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-execute-time,4257.0,,,,,,,,
165,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-10-26 15:01:39.000000,2021-10-10 19:41:10.000000,9.0,6.0,16.0,129.0,,2021-07-17 23:45:44.000000,0.4.1,,4912.0,5.0,,,4.0,,,,,,3.0,,,,,,jupyterlab-spreadsheet,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-spreadsheet,4912.0,,,,,,,,
166,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000000,2021-02-08 11:04:25.512000,2020-09-11 21:06:00.000000,28.0,33.0,28.0,122.0,158.0,,,,4844.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512000,310036.0,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
167,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,15,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000000,2021-08-26 08:02:21.000000,2021-08-26 08:02:18.000000,18.0,5.0,16.0,119.0,111.0,,,,3099.0,,128.0,128.0,7.0,,,,,,1.0,,,,,,@telamonian/theme-darcula,BSD-3-Clause,https://www.npmjs.com/package/@telamonian/theme-darcula,3099.0,,,,,,,,
168,jupyterlab-celltags,True,A JupyterLab extension for notebook cell tags.,https://github.com/jupyterlab/jupyterlab-celltags,,lab-extensions,15,jupyterlab/jupyterlab-celltags,,,https://github.com/jupyterlab/jupyterlab-celltags,2018-06-18 22:02:23.000000,2020-04-29 18:27:31.000000,2020-04-29 18:26:29.000000,25.0,11.0,7.0,111.0,441.0,,,,,,301.0,301.0,10.0,,,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
169,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,15,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-08-31 22:23:58.000000,2021-08-10 09:03:01.000000,23.0,14.0,13.0,86.0,103.0,,,,11804.0,7.0,,,8.0,https://pypi.org/project/ipytree,10983.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,26293.0,3.0,,,,,,,MIT,,,,,,,,,,
170,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,15,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-08-06 12:10:14.000000,2021-08-06 12:10:14.000000,37.0,25.0,28.0,75.0,146.0,,,,5087.0,,19.0,19.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,5087.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
171,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,15,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-11-10 23:49:53.000000,2021-11-09 20:44:03.000000,49.0,21.0,67.0,46.0,,2021-10-19 17:24:48.000000,1.0.5,,,3.0,31.0,31.0,20.0,https://pypi.org/project/jupyterhub-nativeauthenticator,,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
172,jupyterlab-theme-solarized-dark,True,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,15,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2021-09-20 02:33:22.000000,2021-09-20 02:32:37.000000,6.0,1.0,1.0,46.0,67.0,2021-09-26 00:52:38.000000,2.0.1,,4646.0,9.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,,,,,1.0,,,,,,jupyterlab-theme-solarized-dark,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,4646.0,,,,,,,,
173,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,15,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36.000000,36.0,17.0,20.0,42.0,115.0,,,,992.0,,34.0,34.0,14.0,https://pypi.org/project/sudospawner,992.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
174,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,15,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-11-11 04:28:47.000000,2021-11-10 18:36:01.000000,25.0,215.0,247.0,30.0,,2021-09-17 14:57:38.000000,2.0.0,,324.0,1.0,,,23.0,https://pypi.org/project/jdaviz,324.0,,,,3.0,,,,,,,BSD-3-Clause,,,,,,,,,,
175,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,14,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38.000000,31.0,11.0,11.0,537.0,,2018-01-08 14:51:41.000000,0.1.15,,972.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,972.0,,,,3.0,,,,,,,BSD-3-Clause,,,-4.0,,,,,,,
176,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,67.0,38.0,29.0,450.0,69.0,,,,2513.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,2513.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
177,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-09-21 17:26:54.000000,2020-02-14 15:11:45.000000,27.0,10.0,16.0,416.0,343.0,,,,48.0,,,,12.0,,,,,,3.0,,,,,,nbgather,MIT,https://www.npmjs.com/package/nbgather,48.0,,,,,,,,
178,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2021-10-06 09:31:32.000000,2020-01-04 12:02:35.000000,40.0,37.0,37.0,361.0,634.0,,,,742.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,742.0,,,,3.0,,,,,,,MIT,,,,,,,,,,
179,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2021-08-28 04:15:14.000000,2021-03-20 17:27:38.000000,37.0,10.0,20.0,332.0,282.0,2020-11-15 17:48:03.000000,0.9.21,,3.0,8.0,,,19.0,,,,,,3.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,298.0,,Apache-2.0,,,,,,,,,ielixir,
180,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,14,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,2017-07-15 03:49:10.000000,2021-02-27 21:52:34.000000,2021-02-27 21:52:33.000000,19.0,10.0,188.0,299.0,495.0,2020-02-02 22:32:28.000000,0.1.6,,,26.0,14.0,14.0,2.0,https://pypi.org/project/pylantern,,,,,3.0,,,,,,,Apache-2.0,,,,,,,,,,
181,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2021-11-10 10:28:07.000000,2021-09-28 06:42:19.000000,67.0,44.0,40.0,293.0,324.0,,,,,,,,21.0,,,,,,3.0,,,,,,,MIT,,,,,,,,,,
