,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,29,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-04-27 11:07:33.000000,2023-04-24 16:25:52,4005.0,677.0,6577.0,17517.0,,,,3615604.0,49.0,213.0,213.0,652.0,https://pypi.org/project/bokeh,3463926.0,https://anaconda.org/conda-forge/bokeh,2023-03-14 12:50:41.968,10920841.0,1.0,,,,,,,,,,,,,,,,,
11,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,29,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-04-27 13:28:37.000000,2023-04-27 08:12:43,3959.0,2020.0,2575.0,11023.0,2023-04-06 15:08:23,6.5.4,11940.0,11890526.0,58.0,21.0,21.0,628.0,https://pypi.org/project/notebook,11542516.0,https://anaconda.org/conda-forge/jupyter,2022-12-05 14:25:36.477,3201281.0,1.0,,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-04-27 12:29:35.384802,1005.0,29296361.0,,,,,,
12,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-04-14 08:52:00.000000,2023-04-05 06:41:23,370.0,97.0,482.0,5942.0,2023-02-25 15:01:03,1.14.5,,455706.0,100.0,4912.0,4912.0,78.0,https://pypi.org/project/jupytext,438235.0,https://anaconda.org/conda-forge/jupytext,2023-02-25 18:09:00.417,559985.0,1.0,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,6906.0,,,,,,,,,,,
13,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-04-25 19:53:14.314000,2023-04-25 14:37:49,49.0,34.0,68.0,118.0,2023-04-25 14:38:06,0.7.4,242.0,10291105.0,31.0,99735.0,99735.0,36.0,https://pypi.org/project/nbclient,10061183.0,https://anaconda.org/conda-forge/nbclient,2023-04-25 19:53:14.314,8736592.0,1.0,,,,,,,,,,,,,,,,,
14,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,28,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-04-27 13:26:10.000000,2023-04-27 13:25:40,319.0,658.0,1707.0,2711.0,2023-03-04 22:12:04,0.14.4,,377345.0,45.0,6505.0,6505.0,118.0,https://pypi.org/project/panel,359739.0,https://anaconda.org/conda-forge/panel,2023-03-04 01:00:48.930,950752.0,2.0,,,-3.0,,,,,,,,,,,,,,
15,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-04-17 22:03:22.000000,2023-04-17 22:03:21,353.0,50.0,2079.0,2427.0,2022-08-01 21:01:18,8.2.3,,1326.0,77.0,479.0,479.0,234.0,https://pypi.org/project/nikola,1326.0,,,,2.0,,10326.0,,,,,,,,,,,,,,,
16,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-04-27 14:07:40.000000,2023-04-21 20:49:35,264.0,108.0,42.0,1689.0,,,,107622.0,3.0,4330.0,4330.0,55.0,https://pypi.org/project/ipython-sql,104905.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,217403.0,1.0,,292.0,,,,,,,,,,,,,,,
17,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-04-03 20:28:46.000000,2023-02-27 17:26:05,209.0,129.0,150.0,1414.0,2023-02-15 19:21:40,0.9.3,,211916.0,28.0,7128.0,7128.0,31.0,https://pypi.org/project/ipympl,194330.0,,,,1.0,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,17586.0,,,,,,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-03-03 17:24:33.000000,2022-10-18 22:34:20,374.0,122.0,245.0,5205.0,,,,981809.0,17.0,4777.0,4777.0,108.0,https://pypi.org/project/papermill,974276.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,421881.0,2.0,,,,,,,,,,,,,,,,,
19,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-04-19 16:06:59.000000,2023-04-19 16:04:53,331.0,41.0,466.0,3991.0,2023-04-19 16:06:59,2.14.4,,127314.0,124.0,678.0,678.0,29.0,https://pypi.org/project/dtale,121870.0,https://anaconda.org/conda-forge/dtale,2023-04-17 19:59:09.287,206873.0,2.0,,688.0,,,,,,,,,,,,,,,
20,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-04-12 07:25:28.072000,2023-04-11 14:07:26,441.0,216.0,364.0,3439.0,2023-04-11 15:00:49,0.12.39,,172439.0,61.0,40.0,40.0,62.0,https://pypi.org/project/bqplot,153765.0,https://anaconda.org/conda-forge/bqplot,2023-04-12 07:25:28.072,1144912.0,2.0,,3641.0,,bqplot,https://www.npmjs.com/package/bqplot,4880.0,,,,,,,,,,,
21,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-04-24 16:17:08.000000,2023-04-07 13:49:17,258.0,95.0,460.0,1254.0,2022-12-15 13:25:32,0.41.0,,110892.0,49.0,21.0,21.0,86.0,https://pypi.org/project/jupyterlab-git,103015.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,409640.0,1.0,,1829.0,,,,,,,,,,,,,,,
22,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-02-18 14:13:46.000000,2023-02-18 14:13:42,862.0,78.0,81.0,7122.0,2019-07-01 16:35:20,1.0.0,,188184.0,4.0,175.0,175.0,30.0,https://pypi.org/project/facets-overview,188184.0,,,,2.0,,274.0,,,,,,,,,,,,,,,
23,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-04-07 06:47:59.112000,2023-04-05 15:30:30,395.0,128.0,296.0,1215.0,2023-04-05 15:31:34,0.20.5,,27918.0,22.0,303.0,303.0,59.0,https://pypi.org/project/sparkmagic,26848.0,https://anaconda.org/conda-forge/sparkmagic,2023-04-07 06:47:59.112,72776.0,1.0,,1283.0,,,,,,,,,,,,,,,
24,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-04-17 11:41:56.000000,2022-10-21 14:50:27,241.0,47.0,23.0,899.0,2022-04-01 20:13:44,0.4.2,84.0,384411.0,11.0,2715.0,2715.0,10.0,https://pypi.org/project/jupyter-dash,384409.0,,,,2.0,,161.0,,,,,,,,,,,,,,,
25,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-04-27 13:38:51.000000,2023-04-27 10:59:53,1811.0,160.0,2098.0,7488.0,,,,198625.0,36.0,2247.0,2247.0,331.0,https://pypi.org/project/jupyterhub,148932.0,https://anaconda.org/conda-forge/jupyterhub,2023-04-20 11:02:43.600,906435.0,1.0,,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-04-27 11:19:25.695103,323.0,4110000.0,,,,,,
