,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
10,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,30,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2024-01-15 16:53:02.000000,2023-12-05 10:47:47,594.0,584.0,732.0,3596.0,2023-03-14 01:24:58,0.15.1,,68102.0,42.0,12378.0,12378.0,134.0,https://pypi.org/project/jupyter-book,68102.0,,,,1.0,,1459.0,6.0,,,,,,,,,,,,,,
11,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2024-01-13 18:58:26.560000,2024-01-13 17:13:08,373.0,114.0,532.0,6309.0,2024-01-13 17:14:35,1.16.1,,502542.0,100.0,6597.0,6597.0,85.0,https://pypi.org/project/jupytext,480589.0,https://anaconda.org/conda-forge/jupytext,2024-01-13 18:58:26.560,737956.0,1.0,,,,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,4792.0,,,,,,
12,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2024-01-17 23:38:43.000000,2024-01-17 23:38:43,368.0,60.0,2102.0,2509.0,2024-01-10 20:52:22,8.3.0,58.0,1766.0,79.0,498.0,498.0,237.0,https://pypi.org/project/nikola,1766.0,,,,1.0,,10398.0,,,,,,,,,,,,,,,
13,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2024-01-02 13:34:29.000000,2024-01-02 13:34:27,143.0,60.0,80.0,234.0,2023-07-31 10:35:35,5.9.2,223.0,15324125.0,26.0,259946.0,259946.0,79.0,https://pypi.org/project/nbformat,14827485.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,20858669.0,1.0,,,10.0,,,,,,,,,,,,,,
14,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2024-01-02 13:44:54.000000,2024-01-02 13:44:52,49.0,34.0,69.0,130.0,2023-11-07 18:01:22,0.9.0,413.0,11786035.0,32.0,143707.0,143707.0,37.0,https://pypi.org/project/nbclient,11503260.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,13289767.0,1.0,,,,,,,,,,,,,,,,,
15,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,28,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2024-01-17 22:23:08.000000,2024-01-05 20:03:54,359.0,57.0,503.0,4407.0,2024-01-08 14:23:02,3.9.0,,95665.0,140.0,991.0,991.0,30.0,https://pypi.org/project/dtale,89701.0,https://anaconda.org/conda-forge/dtale,2024-01-05 22:01:34.870,262423.0,1.0,,779.0,,,,,,,,,,,,,,,
16,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,28,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,444.0,224.0,368.0,3521.0,2023-08-04 08:28:46,0.12.41,,135195.0,63.0,53.0,53.0,64.0,https://pypi.org/project/bqplot,104091.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1250874.0,1.0,,3656.0,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2676.0,,,,,,
17,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2024-01-17 15:35:56.000000,2023-04-21 20:49:35,271.0,108.0,43.0,1742.0,,,,119569.0,3.0,5798.0,5798.0,55.0,https://pypi.org/project/ipython-sql,116777.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,248520.0,1.0,,292.0,,,,,,,,,,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2024-01-01 20:19:05.000000,2024-01-01 18:09:07,395.0,130.0,252.0,5504.0,,,,1370822.0,18.0,5571.0,5571.0,114.0,https://pypi.org/project/papermill,1358256.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,540345.0,2.0,,,,,,,,,,,,,,,,,
19,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2024-01-01 17:29:50.000000,2023-06-16 01:18:19,218.0,138.0,155.0,1490.0,2023-02-15 19:21:40,0.9.3,,200883.0,28.0,9922.0,9922.0,32.0,https://pypi.org/project/ipympl,191786.0,,,,2.0,,,,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,9097.0,,,,,,
20,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,876.0,78.0,81.0,7283.0,2019-07-01 16:35:20,1.0.0,,208118.0,4.0,211.0,211.0,31.0,https://pypi.org/project/facets-overview,208118.0,,,,2.0,,277.0,,,,,,,,,,,,,,,
21,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,26,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2024-01-18 03:33:09.000000,2024-01-18 03:33:08,914.0,82.0,622.0,7091.0,2023-11-29 21:48:30,2.7.1,1969.0,5138.0,9.0,112.0,112.0,93.0,https://pypi.org/project/perspective-python,4691.0,,,,1.0,,5884.0,,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,119.0,,,,,,
22,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-12-30 16:09:02.000000,2023-12-30 16:09:02,536.0,165.0,1522.0,6121.0,2021-01-26 05:18:38,0.28.0,1485547.0,16805.0,66.0,3.0,3.0,180.0,https://pypi.org/project/nteract_on_jupyter,658.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
23,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,26,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2024-01-18 08:29:08.000000,2023-12-19 12:53:50,903.0,672.0,1320.0,2976.0,2023-09-13 09:49:35,8.1.1,,9882193.0,52.0,3.0,3.0,212.0,https://pypi.org/project/ipywidgets,9518167.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,12559827.0,2.0,,,-8.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,50031.0,,,,,,
24,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2024-01-16 17:10:33.000000,2024-01-01 19:50:50,410.0,130.0,300.0,1273.0,2023-09-13 15:49:53,0.21.0,,24298.0,23.0,326.0,326.0,64.0,https://pypi.org/project/sparkmagic,21504.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,111799.0,1.0,,1354.0,,,,,,,,,,,,,,,
25,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2024-01-17 12:07:46.000000,2023-08-11 17:18:48,235.0,46.0,29.0,941.0,2022-04-01 20:13:44,0.4.2,99.0,147709.0,11.0,3579.0,3579.0,10.0,https://pypi.org/project/jupyter-dash,147707.0,,,,2.0,,162.0,,,,,,,,,,,,,,,
26,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2024-01-15 11:54:53.000000,2024-01-11 23:29:57,1893.0,168.0,2183.0,7803.0,,,,201569.0,38.0,2674.0,2674.0,354.0,https://pypi.org/project/jupyterhub,132938.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,1040351.0,2.0,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2024-01-11 09:26:42.083666,330.0,5044022.0,,,,,,,,,
27,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2024-01-11 08:23:01.000000,2024-01-11 08:22:54,476.0,281.0,423.0,5063.0,2023-10-31 09:04:25,0.5.5,1029.0,58747.0,70.0,10700.0,10700.0,68.0,https://pypi.org/project/voila,50554.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,314704.0,2.0,,,,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,290.0,,,,,,
28,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,25,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2024-01-11 02:47:51.000000,2023-11-21 09:21:22,147.0,68.0,263.0,2563.0,2023-11-21 09:21:51,4.0.1,74.0,241578.0,25.0,136.0,136.0,50.0,https://pypi.org/project/nbdime,190210.0,https://anaconda.org/conda-forge/nbdime,2023-11-21 14:11:17.594,962234.0,2.0,,2132.0,,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,26688.0,,,,,,
29,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,25,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2024-01-04 16:11:34.000000,2023-12-04 18:34:04,296.0,250.0,644.0,1242.0,2023-09-05 12:35:02,0.9.1,308.0,10095.0,34.0,514.0,514.0,105.0,https://pypi.org/project/nbgrader,5546.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,154576.0,1.0,,,,,,,,,,,,,,,,,
30,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,160.0,164.0,261.0,1036.0,2019-12-04 15:06:08,1.1.18,,10866.0,19.0,261.0,261.0,33.0,https://pypi.org/project/pixiedust,9892.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48735.0,1.0,,2157.0,,,,,,,,,,,,,,,
31,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-12-21 19:51:14.000000,2023-11-23 16:32:50,52.0,66.0,136.0,323.0,2022-02-07 15:18:40,1.8.2,,78522.0,31.0,1041.0,1041.0,12.0,https://pypi.org/project/ipyvuetify,75630.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,156200.0,2.0,widgetti/ipyvuetify,267.0,,,,,,,,,,,,,,,
32,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2024-01-18 07:57:10.000000,2024-01-18 07:56:15,2801.0,8.0,860.0,8074.0,,,,884193.0,,21.0,21.0,240.0,,,,,,2.0,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,439.0,90187713.0,,,,,,,,,
33,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,24,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2024-01-03 13:58:38.000000,2022-12-21 19:56:24,784.0,344.0,462.0,5134.0,2022-11-15 17:24:23,0.7.0,,361500.0,2.0,20.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,361500.0,,,,1.0,,2660.0,,,,,,,,,,,,,,,
34,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-12-29 22:24:56.000000,2023-11-13 05:45:49,458.0,131.0,713.0,4658.0,2023-10-19 04:39:52,2.3.13,,39271.0,25.0,,,46.0,https://pypi.org/project/nbdev,39271.0,,,,2.0,,1679.0,,,,,,,,,,,,,,,
35,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,24,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,40.0,17.0,245.0,559.0,2020-12-10 14:31:28,0.3.7,,53260.0,28.0,1636.0,1636.0,11.0,,,,,,1.0,,1174.0,,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,53260.0,,,,,,
36,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2024-01-16 15:28:38.695000,2024-01-16 14:58:01,250.0,147.0,277.0,432.0,2024-01-16 14:58:23,2.12.5,2657.0,18817425.0,107.0,,,518.0,https://pypi.org/project/jupyter_server,18573051.0,https://anaconda.org/conda-forge/jupyter_server,2024-01-16 15:28:38.695,9772055.0,3.0,,,,,,,,,,,,,,,,,
37,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,23,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,401.0,155.0,294.0,3629.0,,,,10509.0,9.0,2726.0,2726.0,44.0,https://pypi.org/project/RISE,6478.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,286240.0,2.0,,770.0,,,,,,,,,,,,,,,
38,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2024-01-12 07:28:07.000000,2020-04-07 18:56:49,407.0,158.0,127.0,3008.0,2020-04-07 16:34:17,1.3.1,,39998.0,21.0,9.0,9.0,30.0,https://pypi.org/project/qgrid,34071.0,https://anaconda.org/conda-forge/qgrid,2023-06-16 16:08:00.950,398623.0,2.0,,405.0,,,,,,,qgrid,https://www.npmjs.com/package/qgrid,313.0,,,,,,
39,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-12-04 02:04:59.000000,2021-01-21 14:02:57,379.0,351.0,4176.0,2793.0,2018-12-04 18:27:21,1.3.0,35.0,18723.0,39.0,,,44.0,https://pypi.org/project/beakerx,8285.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,619723.0,2.0,,1689.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249441.0,beakerx,https://www.npmjs.com/package/beakerx,223.0,,,,,,
40,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,23,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,231.0,184.0,131.0,1895.0,,,,45423.0,20.0,16.0,16.0,45.0,https://pypi.org/project/ipyvolume,38881.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,454128.0,2.0,widgetti/ipyvolume,1007.0,-4.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,1071.0,,,,,,
41,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2024-01-04 00:15:55.000000,2024-01-04 00:15:54,331.0,161.0,362.0,1554.0,2022-10-18 19:01:00,2022.10.0,,3674.0,12.0,200.0,200.0,119.0,https://pypi.org/project/jupyter-repo2docker,3674.0,,,,2.0,,,,,,,,,,,,,,,,,
42,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,23,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-12-29 17:12:46.000000,2023-12-06 16:15:46,279.0,86.0,494.0,1344.0,2023-11-21 14:39:09,0.50.0,158.0,138223.0,56.0,3.0,3.0,94.0,https://pypi.org/project/jupyterlab-git,126252.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-11-22 14:00:51.490,514651.0,1.0,,,-4.0,,,,,,,,,,,,,,
43,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,23,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2024-01-03 14:09:47.000000,2023-09-29 00:14:07,118.0,64.0,35.0,959.0,2023-05-05 07:10:14,0.6.3,,432085.0,6.0,552.0,552.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,432085.0,,,,1.0,,527.0,,,,,,,,,,,,,,,
44,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,23,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2023-11-24 20:20:43.000000,2023-11-24 20:17:44,123.0,35.0,67.0,665.0,2023-11-24 20:37:29,0.9.3,,34983.0,4.0,195.0,195.0,20.0,https://pypi.org/project/bash_kernel,34983.0,,,,1.0,,112.0,8.0,,,,,,,,,,,,,,
