,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
10,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,29,ipympl,matplotlib/ipympl,,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-11-18 15:26:39.000000,2021-11-16 07:45:33.000000,166.0,92.0,127.0,1187.0,404.0,2021-10-25 07:46:42.000000,0.8.2,,117490.0,18.0,2205.0,2205.0,25.0,https://pypi.org/project/ipympl,63256.0,,,,,,,,1.0,BSD-3-Clause,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,54234.0,,,,,,,
11,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,nbformat,jupyter/nbformat,conda-forge/nbformat,,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-11-24 17:21:13.000000,2021-06-10 23:11:53.000000,116.0,45.0,64.0,155.0,752.0,2021-04-02 04:40:43.000000,5.1.3,,11891058.0,13.0,131489.0,131489.0,58.0,https://pypi.org/project/nbformat,11792831.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,6679471.0,,,,,1.0,,,,,,,,,,,,
12,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,28,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-12-01 13:49:37.000000,2021-12-01 13:49:36.000000,294.0,174.0,278.0,1196.0,969.0,2021-07-21 12:23:32.000000,0.14.0,,55282.0,60.0,1292.0,1292.0,71.0,https://pypi.org/project/ipyleaflet,,https://anaconda.org/conda-forge/ipyleaflet,2021-06-17 16:32:56.948000,775796.0,,,,,1.0,MIT,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,43703.0,,,,,,,
13,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,28,ipykernel,ipython/ipykernel,ipykernel,,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000000,2021-12-02 12:40:40.000000,2021-12-02 12:40:39.000000,275.0,187.0,175.0,434.0,2435.0,2021-12-01 13:26:22.000000,6.6.0,110.0,3143.0,29.0,142176.0,142176.0,147.0,https://pypi.org/project/ipykernel,,https://anaconda.org/anaconda/ipykernel,2021-10-07 07:56:32.806000,228360.0,,,,,1.0,,,,,,,,,,,,
14,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,jupytext,mwouts/jupytext,conda-forge/jupytext,,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-12-01 14:40:14.000000,2021-12-01 14:40:13.000000,303.0,77.0,402.0,4952.0,,2021-11-30 00:32:48.000000,1.13.2,,115149.0,100.0,2154.0,2154.0,67.0,https://pypi.org/project/jupytext,92615.0,https://anaconda.org/conda-forge/jupytext,2021-11-30 06:45:04.680000,246511.0,,,,,1.0,MIT,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,15872.0,,,,,,,
15,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,facets-overview,pair-code/facets,,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05.000000,821.0,76.0,76.0,6734.0,264.0,2019-07-01 16:35:20.000000,1.0.0,,138541.0,4.0,91.0,91.0,28.0,https://pypi.org/project/facets-overview,138541.0,,,,,,,,2.0,Apache-2.0,5.0,,,,,,,,,,
16,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,26,bqplot,bqplot/bqplot,conda-forge/bqplot,,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-12-02 10:07:20.000000,2021-12-02 10:07:18.000000,426.0,196.0,352.0,3189.0,3436.0,2021-10-01 09:14:45.000000,0.12.31,,35751.0,54.0,28.0,28.0,55.0,https://pypi.org/project/bqplot,,https://anaconda.org/conda-forge/bqplot,2021-10-01 09:49:41.042000,900946.0,,,,,2.0,Apache-2.0,,bqplot,https://www.npmjs.com/package/bqplot,22305.0,,,,,,,
17,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-11-04 16:00:54.000000,2021-11-01 12:36:42.000000,204.0,159.0,127.0,1694.0,970.0,2018-06-11 13:56:17.000000,0.4.5,,8705.0,16.0,628.0,628.0,39.0,https://pypi.org/project/ipyvolume,,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,330355.0,,,,,2.0,MIT,,ipyvolume,https://www.npmjs.com/package/ipyvolume,3010.0,,,,,,,
18,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,26,,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-11-29 00:42:40.000000,2021-11-29 00:42:39.000000,79.0,126.0,245.0,1099.0,2215.0,2021-10-25 07:36:41.000000,3.9.1,,8120.0,37.0,90.0,90.0,37.0,,,,,,,,,,1.0,BSD-3-Clause,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,8120.0,jupyter-lsp/jupyterlab-lsp,,,,,,
19,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-11-30 09:11:58.000000,2021-11-13 09:38:30.000000,197.0,80.0,415.0,1005.0,1732.0,2021-11-13 09:55:18.000000,0.34.0,,107256.0,35.0,14.0,14.0,68.0,https://pypi.org/project/jupyterlab-git,104210.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-11-13 12:39:40.449000,109688.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
20,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,26,nbclient,jupyter/nbclient,conda-forge/nbclient,,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-11-19 13:08:45.492000,2021-11-19 09:11:46.000000,38.0,22.0,50.0,81.0,237.0,2021-11-19 09:12:41.000000,0.5.9,5.0,107660.0,15.0,35754.0,35754.0,27.0,https://pypi.org/project/nbclient,,https://anaconda.org/conda-forge/nbclient,2021-11-19 13:08:45.492000,2368518.0,,,,,1.0,,,,,,,,,,,,
21,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,jupyterhub/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-12-02 11:46:26.000000,2021-12-02 11:46:26.000000,1571.0,163.0,1855.0,6772.0,,,,,208839.0,23.0,1566.0,1566.0,261.0,https://pypi.org/project/jupyterhub,174920.0,https://anaconda.org/conda-forge/jupyterhub,2021-12-01 14:18:52.062000,475408.0,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-12-01 14:17:20.651027,301.0,2414223.0,2.0,,,,,,,,,,,,
22,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,,jupyter/docker-stacks,,jupyter/scipy-notebook,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-12-01 02:49:34.000000,2021-11-29 20:56:51.000000,2423.0,71.0,635.0,6682.0,2392.0,,,,979768.0,,,,210.0,,,,,,https://hub.docker.com/r/jupyter/scipy-notebook,2021-11-20 12:49:27.424815,323.0,75442193.0,2.0,BSD-3-Clause,,,,,,,,,,,
23,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract_on_jupyter,nteract/nteract,,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-11-26 13:56:47.000000,2021-11-03 02:51:26.000000,513.0,150.0,1514.0,5712.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1277215.0,21906.0,66.0,,,172.0,https://pypi.org/project/nteract_on_jupyter,2844.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
24,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila,voila-dashboards/voila,conda-forge/voila,,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-12-02 08:38:22.000000,2021-12-02 08:38:22.000000,360.0,227.0,319.0,3707.0,,2021-10-04 13:58:22.000000,0.2.16,94.0,34444.0,52.0,5367.0,5367.0,56.0,https://pypi.org/project/voila,26856.0,https://anaconda.org/conda-forge/voila,2021-10-04 18:58:51.716000,155794.0,,,,,1.0,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3458.0,,,,,,,
25,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,25,dtale,man-group/dtale,conda-forge/dtale,,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-12-02 14:11:48.000000,2021-12-02 14:11:42.000000,217.0,35.0,398.0,2810.0,539.0,2021-11-16 03:33:21.000000,1.61.0,,37212.0,103.0,268.0,268.0,18.0,https://pypi.org/project/dtale,32757.0,https://anaconda.org/conda-forge/dtale,2021-11-18 04:41:08.411000,98026.0,,,,,2.0,LGPL-2.1,,,,,,,,,,,
26,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,25,nikola,getnikola/nikola,,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-11-26 15:47:52.000000,2021-11-26 15:47:44.000000,331.0,33.0,2036.0,2211.0,10239.0,2021-02-13 17:21:54.000000,8.1.3,,,73.0,393.0,393.0,222.0,https://pypi.org/project/nikola,,,,,,,,,1.0,MIT,,,,,,,,,,,
27,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,25,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-11-13 15:23:35.182000,2021-06-29 17:43:55.000000,228.0,97.0,37.0,1459.0,253.0,,,,2023.0,3.0,2462.0,2462.0,44.0,https://pypi.org/project/ipython-sql,,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182000,129491.0,,,,,1.0,MIT,,,,,,,,,,,
28,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,25,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-12-02 14:50:40.000000,2021-11-28 02:37:34.000000,137.0,65.0,150.0,273.0,12165.0,2021-11-26 22:17:30.000000,1.12.1,179.0,5334803.0,47.0,,,450.0,https://pypi.org/project/jupyter_server,5308797.0,https://anaconda.org/conda-forge/jupyter_server,2021-11-27 02:02:08.973000,1013987.0,,,,,3.0,,,,,,,,,,,,
29,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,perspective-python,finos/perspective,,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-12-02 02:49:27.000000,2021-11-29 19:20:28.000000,407.0,60.0,407.0,3959.0,4878.0,,,,3871.0,,219.0,219.0,65.0,https://pypi.org/project/perspective-python,1974.0,,,,,,,,1.0,Apache-2.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1897.0,,,,,,,
30,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,RISE,damianavila/RISE,conda-forge/rise,,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-11-28 08:30:42.000000,2021-11-26 23:05:35.000000,364.0,134.0,280.0,3144.0,739.0,,,,10381.0,9.0,1698.0,1698.0,40.0,https://pypi.org/project/RISE,6419.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058000,182281.0,,,,,2.0,,,,,,,,,,,,
31,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,24,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,157.0,164.0,260.0,1028.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,1358.0,19.0,224.0,224.0,33.0,https://pypi.org/project/pixiedust,,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,33955.0,,,,,1.0,Apache-2.0,,,,,,,,,,,
32,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,24,datalab,googledatalab/datalab,,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48.000000,244.0,223.0,667.0,965.0,2054.0,2021-08-16 19:04:35.000000,1.2.20210816,,2128169.0,19.0,,,52.0,https://pypi.org/project/datalab,2128169.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
33,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-11-30 14:25:32.000000,2021-11-30 14:25:32.000000,293.0,26.0,184.0,324.0,934.0,,,,28233.0,12.0,236.0,236.0,103.0,https://pypi.org/project/oauthenticator,27646.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,18811.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
34,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,23,papermill,nteract/papermill,conda-forge/papermill,,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-10-21 18:29:28.606000,2021-10-20 19:57:13.000000,336.0,97.0,231.0,4436.0,,,,,5144.0,16.0,1800.0,1800.0,95.0,https://pypi.org/project/papermill,,https://anaconda.org/conda-forge/papermill,2021-10-21 18:29:28.606000,205796.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
35,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,beakerx,twosigma/beakerx,conda-forge/beakerx,beakerx/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57.000000,370.0,343.0,4174.0,2613.0,1689.0,2018-12-04 18:27:21.000000,1.3.0,31.0,13017.0,39.0,,,43.0,https://pypi.org/project/beakerx,,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218000,472767.0,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244284.0,2.0,Apache-2.0,,beakerx,https://www.npmjs.com/package/beakerx,1204.0,,,,,,,
36,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,nbdime,jupyter/nbdime,conda-forge/nbdime,,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-11-03 11:51:17.000000,2021-11-03 11:51:16.000000,123.0,57.0,217.0,2128.0,1952.0,,,,109894.0,21.0,62.0,62.0,34.0,https://pypi.org/project/nbdime,,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628000,414530.0,,,,,2.0,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,102986.0,,,,,,,
37,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,23,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-11-09 17:40:50.000000,2021-09-09 18:47:00.000000,363.0,123.0,257.0,1068.0,1163.0,2021-08-27 16:28:41.000000,0.19.1,,715.0,15.0,218.0,218.0,54.0,https://pypi.org/project/sparkmagic,,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530000,37216.0,,,,,1.0,,,,,,,,,,,,
38,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,23,,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-09-22 00:23:00.000000,2021-03-31 14:20:34.000000,36.0,17.0,245.0,530.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,104834.0,28.0,116.0,116.0,11.0,,,,,,,,,,1.0,BSD-3-Clause,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,104834.0,,,,,,,
39,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-12-01 14:29:47.000000,2021-12-01 08:29:48.000000,40.0,33.0,62.0,490.0,381.0,2021-12-01 08:33:39.000000,0.10.2,,1234.0,28.0,314.0,314.0,14.0,https://pypi.org/project/ipycanvas,,https://anaconda.org/conda-forge/ipycanvas,2021-12-01 13:09:01.830000,33340.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
40,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,nbval,computationalmodelling/nbval,conda-forge/nbval,,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-11-09 20:10:28.000000,2021-01-27 08:24:41.000000,40.0,35.0,60.0,365.0,435.0,,,,63153.0,8.0,1227.0,1227.0,27.0,https://pypi.org/project/nbval,60082.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,171993.0,,,,,2.0,,,,,,,,,,,,
41,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,,QuantStack/ipycytoscape,conda-forge/ipycytoscape,,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-12-01 16:53:43.000000,2021-12-01 16:53:43.000000,46.0,54.0,88.0,171.0,648.0,2021-11-27 02:44:57.000000,1.3.0,3.0,1211.0,17.0,52.0,52.0,29.0,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,25431.0,,,,,2.0,BSD-3-Clause,,,,,cytoscape/ipycytoscape,,,,,,
42,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,22,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-12-02 14:29:25.000000,2021-12-02 07:08:49.000000,809.0,45.0,262.0,2116.0,,,,,51753.0,18.0,1742.0,1742.0,104.0,https://pypi.org/project/ipyparallel,43864.0,https://anaconda.org/conda-forge/ipyparallel,2021-12-02 07:17:02.707000,536471.0,,,,,2.0,,,,,,,,,,,,
43,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,,jupyter/nbviewer,,jupyter/nbviewer,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-11-05 16:16:00.000000,2021-09-10 14:27:08.000000,480.0,154.0,401.0,1975.0,1391.0,,,,18785.0,,6.0,6.0,86.0,,,,,,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,2104028.0,2.0,BSD-3-Clause,,,,,,,,,,,
