,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
44,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra,elyra-ai/elyra,conda-forge/elyra,,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-12-02 02:34:24.000000,2021-12-02 01:15:02.000000,189.0,242.0,1010.0,1155.0,1396.0,,,,539.0,12.0,27.0,27.0,37.0,https://pypi.org/project/elyra,,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,8628.0,,,,,1.0,Apache-2.0,,,,,,,,,,,
45,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,,stencila/stencila,,stencila/cloud,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-12-02 14:00:22.000000,2021-11-30 15:55:51.000000,32.0,52.0,484.0,613.0,6448.0,2021-11-29 21:49:27.000000,0.132.0,939.0,317.0,100.0,16.0,16.0,26.0,,,,,,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,2.0,Apache-2.0,,stencila,https://www.npmjs.com/package/stencila,18.0,,,,,,,
46,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,22,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-12-02 12:12:59.000000,2021-12-02 12:12:59.000000,65.0,29.0,26.0,271.0,174.0,2021-04-29 13:47:38.000000,0.6.0,,35158.0,4.0,88.0,88.0,18.0,https://pypi.org/project/jupyter-resource-usage,12781.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,469922.0,,,,,1.0,BSD-2-Clause,,,,,,,,,,,
47,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-10-15 08:00:37.000000,2021-04-06 05:51:36.000000,734.0,311.0,448.0,4719.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,234665.0,1.0,,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,234665.0,,,,,,,,1.0,,6.0,,,,,,,,,,
48,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,21,,gopherdata/gophernotes,,gopherdata/gophernotes,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-06-24 15:48:32.000000,2021-06-24 15:45:56.000000,204.0,43.0,120.0,3095.0,387.0,2021-06-24 15:51:03.000000,0.7.3,40.0,1184.0,15.0,7.0,7.0,28.0,,,,,,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,84081.0,1.0,MIT,,,,,,github.com/gopherdata/gophernotes,,,,,
49,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,21,qgrid,quantopian/qgrid,conda-forge/qgrid,,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,364.0,145.0,124.0,2783.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,45910.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,38083.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,326696.0,,,,,2.0,Apache-2.0,,qgrid,https://www.npmjs.com/package/qgrid,725.0,,,,,,,
50,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-12-01 20:30:42.000000,2021-12-01 20:30:42.000000,138.0,46.0,171.0,1703.0,330.0,2021-11-15 23:43:33.000000,5.2.1,,2750.0,33.0,54.0,54.0,14.0,,,,,,,,,,1.0,,,ijavascript,https://www.npmjs.com/package/ijavascript,2750.0,,,,,,,
51,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,colabcode,abhishekkrthakur/colabcode,,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36.000000,218.0,31.0,29.0,1629.0,44.0,,,,12988.0,,47.0,47.0,8.0,https://pypi.org/project/colabcode,12988.0,,,,,,,,3.0,MIT,,,,,,,,,,,
52,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,,IRkernel/IRkernel,r/r-irkernel,jupyter/r-notebook,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-11-20 12:25:40.937992,2021-08-02 11:47:04.000000,286.0,56.0,500.0,1484.0,583.0,2021-05-11 11:36:15.000000,1.2,,12280.0,16.0,,,40.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,51918.0,https://hub.docker.com/r/jupyter/r-notebook,2021-11-20 12:25:40.937992,41.0,1093430.0,1.0,MIT,,,,,,,IRkernel,,,,
53,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,21,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-11-23 05:09:28.000000,2021-10-03 10:13:29.000000,260.0,200.0,579.0,1050.0,3017.0,2021-05-08 15:44:14.000000,0.6.2,,3980.0,19.0,,,84.0,https://pypi.org/project/nbgrader,2237.0,https://anaconda.org/conda-forge/nbgrader,2021-09-25 00:23:03.383000,102849.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
54,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,21,,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-08-10 23:33:27.000000,2021-08-10 23:33:21.000000,100.0,64.0,51.0,702.0,523.0,2018-04-16 17:16:10.000000,0.2.0,,129709.0,1.0,133.0,133.0,14.0,,,,,,,,,,2.0,BSD-3-Clause,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,129709.0,,,,,,,
55,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,21,watermark,rasbt/watermark,conda-forge/watermark,,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,69.0,15.0,26.0,569.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,3060.0,14.0,1275.0,1275.0,15.0,https://pypi.org/project/watermark,,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,189729.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
56,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,21,jupyterhub-kubespawner,jupyterhub/kubespawner,,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-11-29 21:15:43.000000,2021-11-29 21:15:43.000000,225.0,49.0,216.0,389.0,,,,,113553.0,,98.0,98.0,66.0,https://pypi.org/project/jupyterhub-kubespawner,113553.0,,,,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
57,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,appmode,oschuett/appmode,conda-forge/appmode,,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06.000000,64.0,3.0,49.0,380.0,96.0,2020-06-09 08:17:47.000000,0.8.0,,2841.0,8.0,288.0,288.0,8.0,https://pypi.org/project/appmode,,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190000,139227.0,,,,,1.0,MIT,,,,,,,,,,,
58,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,21,metakernel,Calysto/metakernel,conda-forge/metakernel,,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-12-02 13:03:02.000000,2021-12-02 13:02:55.000000,73.0,25.0,113.0,264.0,1112.0,2021-12-02 13:04:26.000000,0.28.2,8.0,7705.0,47.0,,,29.0,https://pypi.org/project/metakernel,,https://anaconda.org/conda-forge/metakernel,2021-11-25 02:51:07.400000,523462.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
59,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,21,,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-08-02 17:37:33.000000,2021-05-24 03:32:18.000000,27.0,58.0,1352.0,213.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,1432.0,1432.0,33.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
60,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,21,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,147.0,53.0,77.0,168.0,167.0,2018-06-14 12:02:35.000000,1.2.2,,6480.0,3.0,81.0,81.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,5946.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,22455.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
61,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,20,knowledge-repo,airbnb/knowledge-repo,,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-09-01 00:27:04.000000,2021-09-01 00:27:04.000000,622.0,118.0,166.0,4940.0,587.0,2021-01-20 07:24:58.000000,0.9.0,,3511.0,30.0,,,60.0,https://pypi.org/project/knowledge-repo,3511.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
62,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,20,nbdev,fastai/nbdev,,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-11-09 14:15:22.000000,2021-10-29 23:19:32.000000,314.0,74.0,265.0,3045.0,1284.0,2021-10-29 23:19:34.000000,1.1.23,,,18.0,,,60.0,https://pypi.org/project/nbdev,,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
63,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,20,jupyter-book,executablebooks/jupyter-book,,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-11-22 16:30:10.000000,2021-11-19 19:20:50.000000,389.0,358.0,587.0,2554.0,1303.0,2021-11-19 04:25:23.000000,0.12.1,,,34.0,,,92.0,https://pypi.org/project/jupyter-book,,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
64,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,,ml-tooling/ml-workspace,,mltooling/ml-workspace,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-11-22 20:42:15.000000,2021-11-22 20:42:15.000000,292.0,3.0,70.0,2324.0,,2021-07-13 22:12:59.000000,0.13.2,,16067.0,4.0,,,10.0,,,,,,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,20.0,498089.0,3.0,Apache-2.0,,,,,,,,,,,
65,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,20,,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-10-19 16:52:12.000000,2021-10-19 16:52:05.000000,75.0,37.0,114.0,857.0,165.0,2021-04-10 11:39:23.000000,3.0.7,,15160.0,6.0,3.0,3.0,17.0,,,,,,,,,,2.0,BSD-3-Clause,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,15160.0,,,,,,,
66,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,20,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-09-28 14:44:01.000000,2021-02-26 14:01:59.000000,160.0,67.0,144.0,773.0,1659.0,,,,11651.0,15.0,19.0,19.0,27.0,https://pypi.org/project/pythreejs,,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,353256.0,,,,,2.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,6379.0,,,,,,,
67,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,20,jupyter-dash,plotly/jupyter-dash,,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-10-18 20:50:37.000000,2021-01-22 17:01:16.000000,169.0,32.0,15.0,615.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,3.0,9.0,1040.0,1040.0,3.0,https://pypi.org/project/jupyter-dash,,,,,,,,,2.0,MIT,,,,,,,,,,,
68,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,20,octave_kernel,calysto/octave_kernel,,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2021-12-02 13:56:42.000000,2021-12-01 00:50:09.000000,57.0,30.0,133.0,382.0,365.0,2021-11-27 19:23:50.000000,0.33.1,2.0,12914.0,3.0,,,17.0,https://pypi.org/project/octave_kernel,12914.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
69,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,20,jupyter-client,jupyter/jupyter_client,,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-12-01 00:51:08.000000,2021-11-22 17:52:30.000000,213.0,123.0,165.0,248.0,2114.0,2021-11-22 17:53:24.000000,7.1.0,104.0,26.0,9.0,,,108.0,https://pypi.org/project/jupyter-client,,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
70,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,20,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,27.0,20.0,195.0,209.0,,,,4682.0,8.0,390.0,390.0,9.0,https://pypi.org/project/ipywebrtc,,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,224270.0,,,,,2.0,MIT,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,370.0,,,,,,,
71,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,20,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-11-27 14:42:51.000000,2021-11-27 14:42:51.000000,37.0,9.0,20.0,41.0,310.0,2021-11-15 18:05:32.000000,0.11.1,,9981.0,29.0,,,21.0,https://pypi.org/project/jupyter-packaging,,https://anaconda.org/conda-forge/jupyter-packaging,2021-11-15 22:16:59.924000,189643.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
72,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-11-21 21:33:24.000000,2021-10-16 10:59:33.000000,302.0,150.0,1093.0,3757.0,2359.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,88.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
73,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,,kaggle/docker-python,,kaggle/python,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-11-29 20:37:48.676506,2021-11-26 21:41:08.000000,763.0,10.0,268.0,2000.0,,2021-11-29 20:13:15.000000,e8e4711f3eefd97688df1b282d8f08c95a346b1747722d677c2e82fd2bd94688,,2397.0,55.0,,,144.0,,,,,,https://hub.docker.com/r/kaggle/python,2021-11-29 20:37:48.676506,157.0,191795.0,3.0,Apache-2.0,,,,,,,,,,,
74,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,,almond-sh/almond,,almondsh/almond,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000000,2021-11-15 00:59:24.000000,2021-09-01 14:23:22.000000,206.0,95.0,191.0,1415.0,989.0,,,1153.0,183.0,37.0,,,35.0,,,,,,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,12602.0,2.0,BSD-3-Clause,,,,,,,,,,,
75,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,19,jupyter-repo2docker,jupyterhub/repo2docker,,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-11-30 18:13:25.000000,2021-11-23 12:58:38.000000,273.0,141.0,303.0,1276.0,,2021-08-24 17:28:11.000000,2021.08.0,,,10.0,134.0,134.0,101.0,https://pypi.org/project/jupyter-repo2docker,,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
76,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,notedown,aaren/notedown,conda-forge/notedown,,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56.000000,92.0,39.0,29.0,784.0,264.0,,,,4673.0,1.0,146.0,146.0,7.0,https://pypi.org/project/notedown,3900.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32468.0,,,,,3.0,BSD-2-Clause,,,,,,,,,,,
77,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,19,toree,apache/incubator-toree,,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-11-26 12:36:11.000000,2021-09-07 03:54:38.000000,214.0,,,687.0,1146.0,,,,6922.0,,,,102.0,https://pypi.org/project/toree,6922.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
78,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,,SciRuby/iruby,,rubydata/datascience-notebook,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-11-12 01:33:42.000000,2021-11-12 01:33:42.000000,9.0,43.0,138.0,666.0,696.0,2021-08-17 16:20:34.000000,0.7.4,15.0,18.0,10.0,149.0,149.0,44.0,,,,,,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1483.0,2.0,MIT,,,,,,,,iruby,,,
79,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,witwidget,PAIR-code/what-if-tool,,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-11-01 12:13:56.000000,2021-11-01 12:13:55.000000,118.0,48.0,46.0,603.0,324.0,2021-10-12 17:36:36.000000,1.8.1,,4305.0,3.0,,,20.0,https://pypi.org/project/witwidget,,,,,,,,,2.0,Apache-2.0,,wit-widget,https://www.npmjs.com/package/wit-widget,4305.0,,,,,,,
80,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,19,mapboxgl,mapbox/mapboxgl-jupyter,,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-10-11 17:16:45.000000,2021-04-19 05:00:36.000000,122.0,31.0,67.0,591.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,,14.0,122.0,122.0,21.0,https://pypi.org/project/mapboxgl,,,,,,,,,2.0,MIT,,,,,,,,,,,
81,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,pivottablejs,nicolaskruchten/jupyter_pivottablejs,,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,60.0,17.0,39.0,451.0,32.0,2018-01-15 18:11:51.000000,0.9.0,,11965.0,8.0,205.0,205.0,3.0,https://pypi.org/project/pivottablejs,11965.0,,,,,,,,2.0,,4.0,,,,,,,,,,
82,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,jupyterlab-dash,plotly/jupyterlab-dash,,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34.000000,55.0,20.0,8.0,354.0,41.0,,,,13250.0,2.0,149.0,149.0,7.0,https://pypi.org/project/jupyterlab-dash,1001.0,,,,,,,,1.0,MIT,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,12249.0,,,,,,,
83,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,jupyterlab-github,jupyterlab/jupyterlab-github,,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-11-27 17:02:34.000000,2021-11-27 16:49:48.000000,77.0,21.0,36.0,305.0,224.0,2021-11-27 17:02:34.000000,3.0.1,,2053.0,6.0,2.0,2.0,14.0,https://pypi.org/project/jupyterlab-github,496.0,,,,,,,,2.0,BSD-3-Clause,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1557.0,,,,,,,
84,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,19,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-11-28 20:55:46.000000,2021-08-26 11:23:10.000000,38.0,33.0,109.0,234.0,201.0,2021-06-15 13:48:33.000000,1.7.0,,2259.0,27.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646000,65521.0,,,,,2.0,MIT,,,,,,,,,,,
85,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-11-02 13:32:27.000000,2021-11-02 13:32:27.000000,26.0,16.0,19.0,213.0,,2021-02-04 22:39:49.000000,0.8.0,,12125.0,2.0,25.0,25.0,6.0,,,,,,,,,,2.0,BSD-3-Clause,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,12125.0,,,,,,,
86,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,19,jupyter-console,jupyter/jupyter_console,,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-11-14 19:51:55.000000,2021-11-14 19:51:55.000000,121.0,57.0,82.0,185.0,568.0,,,,6733882.0,,,,57.0,https://pypi.org/project/jupyter-console,6733882.0,,,,,,,,3.0,,,,,,,,,,,,
87,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,bookstore,nteract/bookstore,,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07.000000,18.0,34.0,39.0,177.0,619.0,2019-12-03 17:50:40.000000,2.5.0,,107597.0,6.0,5.0,5.0,7.0,https://pypi.org/project/bookstore,107597.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
88,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,19,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000000,2021-11-19 19:10:31.000000,2021-10-28 08:26:10.000000,10.0,3.0,3.0,36.0,85.0,2021-11-19 19:10:31.000000,1.7.0,,33056.0,18.0,16.0,16.0,3.0,https://pypi.org/project/ipyvue,31653.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039000,39296.0,,,,,2.0,MIT,,,,,,,,,,,
89,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-12-02 03:21:58.000000,2021-10-27 14:05:51.000000,366.0,95.0,678.0,2359.0,702.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,,,,,,,,,2.0,MIT,,,,,,,,,,,
90,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2021-11-23 15:47:01.000000,2021-11-23 15:47:01.000000,296.0,167.0,442.0,2046.0,2593.0,,,,,1.0,5.0,5.0,83.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,binderhub,,
91,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,18,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-09-28 11:28:01.000000,2021-09-27 15:05:53.000000,213.0,120.0,112.0,2025.0,470.0,,,,3620.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2021-09-24 15:58:38.450000,130320.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
