,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
12,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-11-23 13:55:22.000000,2023-11-23 13:55:22,386.0,878.0,2091.0,3275.0,2023-11-22 15:11:06,1.3.2,,630574.0,59.0,9059.0,9059.0,148.0,https://pypi.org/project/panel,600593.0,https://anaconda.org/conda-forge/panel,2023-11-22 21:49:25.741,1229223.0,2.0,,,,,,,,,,,,,,,,,
13,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-11-13 21:35:25.000000,2023-11-10 02:16:50,49.0,34.0,69.0,127.0,2023-11-07 18:01:22,0.9.0,396.0,13347897.0,32.0,135003.0,135003.0,37.0,https://pypi.org/project/nbclient,13059769.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,12965146.0,1.0,,,,,,,,,,,,,,,,,
14,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,28,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-11-22 14:44:01.000000,2023-10-23 13:17:06,355.0,58.0,493.0,4344.0,2023-10-02 20:11:29,3.7.0,,147578.0,137.0,940.0,940.0,30.0,https://pypi.org/project/dtale,141447.0,https://anaconda.org/conda-forge/dtale,2023-10-02 20:41:19.114,257527.0,1.0,,765.0,,,,,,,,,,,,,,,
15,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,28,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,445.0,224.0,368.0,3491.0,2023-08-04 08:28:46,0.12.41,,170237.0,63.0,51.0,51.0,64.0,https://pypi.org/project/bqplot,137090.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1242156.0,1.0,,3656.0,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,3572.0,,,,,,
16,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-11-14 18:05:35.000000,2023-11-14 18:05:35,369.0,56.0,2094.0,2494.0,2023-04-30 10:42:55,8.2.4,27.0,1329.0,78.0,494.0,494.0,237.0,https://pypi.org/project/nikola,1329.0,,,,2.0,,10383.0,,,,,,,,,,,,,,,
17,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-11-22 13:39:02.000000,2023-04-21 20:49:35,267.0,108.0,43.0,1733.0,,,,134626.0,3.0,5458.0,5458.0,55.0,https://pypi.org/project/ipython-sql,131800.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,245900.0,1.0,,292.0,,,,,,,,,,,,,,,
18,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,27,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-11-22 20:28:50.000000,2023-11-20 06:27:07,861.0,104.0,582.0,6942.0,2023-11-20 08:27:37,2.7.0,1662.0,8219.0,8.0,102.0,102.0,93.0,https://pypi.org/project/perspective-python,6916.0,,,,1.0,,5818.0,6.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,888.0,,,,,,
19,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-11-21 14:29:39.000000,2023-11-21 14:29:38,389.0,129.0,251.0,5440.0,,,,1431105.0,18.0,5390.0,5390.0,114.0,https://pypi.org/project/papermill,1418179.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,529995.0,2.0,,,,,,,,,,,,,,,,,
20,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-10-02 20:57:42.000000,2023-06-16 01:18:19,214.0,136.0,154.0,1469.0,2023-02-15 19:21:40,0.9.3,,229430.0,28.0,9348.0,9348.0,32.0,https://pypi.org/project/ipympl,217616.0,,,,2.0,,,,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,11814.0,,,,,,
21,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,870.0,78.0,81.0,7202.0,2019-07-01 16:35:20,1.0.0,,223820.0,4.0,204.0,204.0,31.0,https://pypi.org/project/facets-overview,223820.0,,,,2.0,,277.0,,,,,,,,,,,,,,,
22,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-11-23 10:09:36.000000,2023-11-14 12:51:36,476.0,274.0,421.0,4990.0,2023-10-31 09:04:25,0.5.5,982.0,80942.0,70.0,10477.0,10477.0,68.0,https://pypi.org/project/voila,72448.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,308152.0,2.0,,,,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,348.0,,,,,,
23,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-11-21 17:52:18.000000,2023-10-31 03:05:42,407.0,128.0,300.0,1266.0,2023-09-13 15:49:53,0.21.0,,31647.0,23.0,320.0,320.0,64.0,https://pypi.org/project/sparkmagic,28752.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,110035.0,1.0,,1344.0,,,,,,,,,,,,,,,
24,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-11-20 18:31:13.000000,2023-08-11 17:18:48,236.0,46.0,29.0,937.0,2022-04-01 20:13:44,0.4.2,99.0,139341.0,11.0,3460.0,3460.0,10.0,https://pypi.org/project/jupyter-dash,139339.0,,,,2.0,,162.0,,,,,,,,,,,,,,,
25,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-11-21 09:12:50.000000,2023-11-21 09:12:50,1881.0,159.0,2175.0,7740.0,,,,257593.0,38.0,2589.0,2589.0,352.0,https://pypi.org/project/jupyterhub,187956.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,1029248.0,1.0,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-11-01 10:22:33.138710,329.0,4961413.0,,,,,,,,,
26,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-10-06 00:41:42.000000,2023-10-06 00:41:38,534.0,164.0,1522.0,6094.0,2021-01-26 05:18:38,0.28.0,1475064.0,21936.0,66.0,2.0,2.0,179.0,https://pypi.org/project/nteract_on_jupyter,5547.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
27,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,25,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-11-17 23:26:18.000000,2023-09-22 07:25:13,900.0,663.0,1316.0,2940.0,2023-09-13 09:49:35,8.1.1,,11629377.0,52.0,2.0,2.0,212.0,https://pypi.org/project/ipywidgets,11258263.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,12302820.0,2.0,,,-9.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,47356.0,,,,,,
28,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,25,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-11-21 14:11:17.594000,2023-11-21 09:21:22,147.0,69.0,262.0,2534.0,2023-11-21 09:21:51,4.0.1,41.0,260410.0,25.0,131.0,131.0,50.0,https://pypi.org/project/nbdime,199410.0,https://anaconda.org/conda-forge/nbdime,2023-11-21 14:11:17.594,951352.0,2.0,,2132.0,,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,35283.0,,,,,,
29,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,25,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-09-21 17:39:34.000000,2023-09-12 14:04:24,295.0,250.0,640.0,1232.0,2023-09-05 12:35:02,0.9.1,281.0,10921.0,34.0,494.0,494.0,105.0,https://pypi.org/project/nbgrader,6131.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,153242.0,1.0,,,,,,,,,,,,,,,,,
30,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,160.0,164.0,261.0,1035.0,2019-12-04 15:06:08,1.1.18,,12644.0,19.0,260.0,260.0,33.0,https://pypi.org/project/pixiedust,11635.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48439.0,1.0,,2157.0,,,,,,,,,,,,,,,
31,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,25,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,40.0,17.0,245.0,558.0,2020-12-10 14:31:28,0.3.7,,74567.0,28.0,1326.0,1326.0,11.0,,,,,,1.0,,1174.0,,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,74567.0,,,,,,
32,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-11-23 14:14:45.000000,2023-11-22 14:31:14,51.0,63.0,135.0,319.0,2022-02-07 15:18:40,1.8.2,,113734.0,31.0,976.0,976.0,12.0,https://pypi.org/project/ipyvuetify,110799.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,152630.0,2.0,widgetti/ipyvuetify,264.0,,,,,,,,,,,,,,,
33,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-11-22 16:10:52.000000,2023-11-22 16:10:52,2782.0,16.0,842.0,7983.0,,,,899844.0,,21.0,21.0,238.0,,,,,,2.0,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,433.0,89984422.0,,,,,,,,,
34,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,24,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2023-10-11 19:11:18.000000,2022-12-21 19:56:24,780.0,343.0,461.0,5109.0,2022-11-15 17:24:23,0.7.0,,440275.0,2.0,20.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,440275.0,,,,1.0,,2660.0,,,,,,,,,,,,,,,
35,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-11-15 17:18:25.000000,2023-11-13 05:45:49,449.0,128.0,712.0,4604.0,2023-10-19 04:39:52,2.3.13,,53349.0,25.0,,,46.0,https://pypi.org/project/nbdev,53349.0,,,,2.0,,1679.0,,,,,,,,,,,,,,,
36,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,398.0,154.0,294.0,3621.0,,,,17481.0,9.0,2671.0,2671.0,44.0,https://pypi.org/project/RISE,13363.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,284171.0,2.0,,770.0,,,,,,,,,,,,,,,
37,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,24,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-11-10 09:47:15.000000,2023-11-07 09:03:02,327.0,159.0,362.0,1542.0,2022-10-18 19:01:00,2022.10.0,,9779.0,12.0,198.0,198.0,119.0,https://pypi.org/project/jupyter-repo2docker,9779.0,,,,2.0,,,,,,,,,,,,,,,,,
38,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,24,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2023-10-31 14:32:45.000000,2023-09-29 00:14:07,117.0,63.0,35.0,961.0,2023-05-05 07:10:14,0.6.3,,525073.0,6.0,517.0,517.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,525073.0,,,,1.0,,527.0,,,,,,,,,,,,,,,
39,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-11-23 07:39:41.000000,2023-11-21 11:23:50,247.0,146.0,273.0,428.0,2023-11-21 11:24:06,2.11.0,2329.0,18024474.0,100.0,,,516.0,https://pypi.org/project/jupyter_server,17776177.0,https://anaconda.org/conda-forge/jupyter_server,2023-11-21 14:35:04.543,9432813.0,3.0,,,,,,,,,,,,,,,,,
40,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,23,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-10-18 13:16:38.000000,2023-10-18 13:16:38,1063.0,193.0,201.0,9667.0,,,,38236.0,,21.0,21.0,43.0,https://pypi.org/project/jupyterthemes,38236.0,,,,2.0,,638.0,,,,,,,,,,,,,,,
41,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,23,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-07-07 18:11:05.000000,2023-07-07 13:05:16,228.0,184.0,131.0,1888.0,,,,80615.0,20.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,73606.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,451479.0,2.0,widgetti/ipyvolume,1007.0,-4.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,1436.0,,,,,,
42,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,23,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-11-14 05:01:51.000000,2023-10-07 10:50:34,41.0,20.0,78.0,531.0,2023-10-07 10:51:41,1.6.2,,129521.0,42.0,349.0,349.0,6.0,https://pypi.org/project/itables,129521.0,,,,2.0,,,,,,,,,,,,,,,,,
43,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-11-09 23:47:42.000000,2023-01-11 11:27:13,46.0,39.0,65.0,419.0,,,,115695.0,9.0,2753.0,2753.0,33.0,https://pypi.org/project/nbval,105608.0,https://anaconda.org/conda-forge/nbval,2023-10-11 12:34:56.839,403519.0,2.0,,465.0,,,,,,,,,,,,,,,
44,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-11-14 17:48:11.000000,2023-11-14 17:48:06,94.0,41.0,45.0,412.0,2023-08-29 14:10:55,1.0.1,263.0,47736.0,13.0,480.0,480.0,34.0,https://pypi.org/project/jupyter-resource-usage,35147.0,https://anaconda.org/conda-forge/nbresuse,2023-06-16 19:18:24.900,553648.0,2.0,,,,,,,,,,,,,,,,,
45,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-11-23 03:44:13.000000,2023-11-09 15:58:46,262.0,169.0,197.0,338.0,2023-11-06 12:55:30,8.6.0,1388.0,21576212.0,51.0,,,130.0,https://pypi.org/project/jupyter-client,21576161.0,,,,2.0,,,,,,,,,,,,,,,,,
