,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,license,npm_id,npm_url,npm_monthly_downloads,updated_github_id,go_id,trending,cran_id,gem_id,pypi,hex_id,bitbucket_id
79,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,19,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-10-19 11:40:35.000000,2021-10-06 08:22:59.000000,272.0,140.0,303.0,1272.0,,2021-08-24 17:28:11.000000,2021.08.0,,,10.0,133.0,133.0,101.0,https://pypi.org/project/jupyter-repo2docker,,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
80,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56.000000,90.0,39.0,29.0,781.0,264.0,,,,6421.0,1.0,142.0,142.0,7.0,https://pypi.org/project/notedown,5632.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32368.0,3.0,,,,,,BSD-2-Clause,,,,,,,,,,,
81,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-10-24 17:59:45.000000,2021-08-17 16:18:35.000000,9.0,41.0,138.0,662.0,693.0,2021-08-17 16:20:34.000000,0.7.4,15.0,17.0,10.0,148.0,148.0,44.0,,,,,,2.0,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1429.0,MIT,,,,,,,,iruby,,,
82,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-11-01 12:13:56.000000,2021-11-01 12:13:55.000000,116.0,47.0,45.0,592.0,324.0,2021-10-12 17:36:36.000000,1.8.1,,4000.0,3.0,,,20.0,https://pypi.org/project/witwidget,,,,,2.0,,,,,,Apache-2.0,wit-widget,https://www.npmjs.com/package/wit-widget,4000.0,,,,,,,,
83,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34.000000,55.0,20.0,8.0,353.0,41.0,,,,13337.0,2.0,147.0,147.0,7.0,https://pypi.org/project/jupyterlab-dash,1269.0,,,,1.0,,,,,,MIT,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,12068.0,,,,,,,,
84,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-11-02 13:32:27.000000,2021-11-02 13:32:27.000000,27.0,15.0,19.0,211.0,,2021-02-04 22:39:49.000000,0.8.0,,12051.0,2.0,23.0,23.0,6.0,,,,,,2.0,,,,,,BSD-3-Clause,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,12051.0,,,,,,,,
85,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-10-12 20:58:33.000000,2021-05-05 12:02:36.000000,90.0,42.0,70.0,128.0,327.0,2021-04-07 15:14:35.000000,1.1.0,,606.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,606.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
86,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-11-02 02:24:22.000000,2021-10-22 11:01:51.000000,35.0,7.0,24.0,48.0,,2021-09-02 00:17:29.000000,1.2.0,,3376.0,5.0,68.0,68.0,11.0,https://pypi.org/project/jupyterhub-ltiauthenticator,3376.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
87,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-10-27 14:07:48.000000,2021-10-27 14:05:51.000000,363.0,94.0,678.0,2344.0,702.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,,,,,2.0,,,,,,MIT,,,,,,,,,,,
88,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2021-11-03 08:11:20.000000,2021-10-21 07:30:26.000000,296.0,164.0,441.0,2028.0,2579.0,,,,,1.0,5.0,5.0,83.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,binderhub,,
89,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,141.0,62.0,136.0,720.0,1380.0,2016-01-02 19:06:03.000000,0.2,,23992.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,17831.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,246883.0,3.0,,,,,,BSD-3-Clause,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1590.0,,,,,,,,
90,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-09-30 00:15:47.000000,2021-09-28 17:02:12.000000,55.0,27.0,54.0,503.0,413.0,2021-09-15 15:34:35.000000,3.1.0,,3865.0,1.0,2.0,2.0,20.0,https://pypi.org/project/jupyterlab_latex,1442.0,,,,2.0,,,,,,BSD-3-Clause,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,2423.0,,,,,,,,
91,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-09-15 11:30:58.000000,2021-04-02 15:15:07.000000,38.0,21.0,114.0,475.0,353.0,,,,24077.0,,,,30.0,https://pypi.org/project/jupyterlab_code_formatter,17027.0,,,,2.0,,,,,,MIT,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,7050.0,,,,,,,,
92,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter/enterprise_gateway,,kernels,18,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-10-15 00:11:56.000000,2021-10-11 16:07:37.000000,144.0,87.0,399.0,467.0,1102.0,2021-08-18 15:16:46.000000,2.5.1,11162.0,883.0,27.0,,,84.0,https://pypi.org/project/jupyter_enterprise_gateway,656.0,,,,2.0,,,,,,,,,,,,,,,,,
93,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,18,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-10-07 22:34:47.000000,2021-08-11 12:20:28.000000,57.0,57.0,55.0,453.0,293.0,,,,4819.0,13.0,3.0,3.0,9.0,https://pypi.org/project/ipysheet,,https://anaconda.org/conda-forge/ipysheet,2021-08-11 12:55:17.098000,39573.0,3.0,,,,,,MIT,ipysheet,https://www.npmjs.com/package/ipysheet,3656.0,,,,,,,,
94,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-10-04 11:38:56.000000,2020-11-30 15:55:07.000000,51.0,31.0,95.0,409.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,7681.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-01-30 00:58:02.504000,499304.0,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
95,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,18,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-09-17 20:07:43.000000,2021-09-17 20:07:43.000000,49.0,68.0,100.0,391.0,877.0,2021-05-14 15:18:02.000000,0.32.1,64.0,6021.0,13.0,,,20.0,https://pypi.org/project/itkwidgets,3893.0,,,,3.0,,,,,,Apache-2.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,2126.0,,,,,,,,
96,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,18,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-09-23 00:33:08.000000,2021-07-29 16:32:39.000000,33.0,18.0,13.0,391.0,177.0,2016-12-23 12:20:44.000000,1.0.4,,1539.0,2.0,23.0,23.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2021-08-22 15:03:42.049000,90804.0,3.0,,,,,,,,,,,,,,,,,
97,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,18,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,56.0,31.0,132.0,382.0,347.0,2017-10-09 17:56:29.000000,0.28.0,,17799.0,2.0,,,16.0,https://pypi.org/project/octave_kernel,17799.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
98,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-11-02 07:11:20.000000,2021-11-02 07:11:19.000000,51.0,10.0,81.0,315.0,537.0,,,,32202.0,26.0,,,10.0,https://pypi.org/project/vega,25084.0,https://anaconda.org/conda-forge/vega,2021-08-11 21:51:27.565000,462712.0,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
99,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-10-22 22:47:11.000000,2021-10-22 22:37:52.000000,77.0,21.0,36.0,302.0,220.0,2018-04-23 05:09:22.000000,0.7.1,,2793.0,5.0,2.0,2.0,14.0,https://pypi.org/project/jupyterlab-github,716.0,,,,2.0,,,,,,BSD-3-Clause,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,2077.0,,,,,,,,
100,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,18,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-10-14 05:12:32.000000,2021-09-30 19:08:28.000000,47.0,8.0,68.0,274.0,,2021-03-28 03:19:03.000000,0.3.1,,9166.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,4251.0,,,,2.0,,,,,,Apache-2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,4915.0,,,,,,,,
101,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,18,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-11-01 13:21:27.000000,2021-11-01 13:18:16.000000,52.0,54.0,80.0,254.0,668.0,2021-10-26 10:04:08.000000,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
102,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37.000000,23.0,23.0,25.0,225.0,,,,,78723.0,,71.0,71.0,11.0,https://pypi.org/project/nteract-scrapbook,78723.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
103,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,18,mwouts/itables,itables,,https://github.com/mwouts/itables,2019-04-15 22:09:44.000000,2021-02-04 23:19:55.000000,2021-02-04 23:19:48.000000,18.0,13.0,8.0,205.0,85.0,2020-12-14 21:50:21.000000,0.3.0,,2520.0,5.0,77.0,77.0,3.0,https://pypi.org/project/itables,2520.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
104,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,18,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000000,2021-11-04 11:22:11.000000,2021-11-04 10:12:40.000000,31.0,30.0,73.0,201.0,,2021-11-01 10:04:55.000000,0.3.12,233.0,162.0,39.0,34.0,34.0,11.0,https://pypi.org/project/jupyterlab-classic,141.0,,,,3.0,,,,,,BSD-3-Clause,,,,jupyterlab/retrolab,,,,,,,
105,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,18,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-09-21 14:53:24.000000,2021-09-21 14:53:24.000000,70.0,3.0,52.0,180.0,213.0,2021-07-14 17:27:18.000000,2.4.11,,790.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,790.0,,,,2.0,,,,,,Apache-2.0,,,,,,,,,,,
106,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,18,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000000,2021-10-08 10:06:16.000000,2021-10-08 10:02:41.000000,17.0,8.0,33.0,131.0,150.0,2021-10-08 10:06:16.000000,0.7.2,,15547.0,7.0,1.0,1.0,6.0,,,,,,2.0,,,,,,BSD-3-Clause,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,15547.0,jupyterlab-contrib/spellchecker,,,,,,,
107,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,18,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000000,2021-10-28 12:53:01.039000,2021-10-28 08:26:10.000000,10.0,2.0,3.0,35.0,85.0,2021-01-15 09:49:03.000000,1.5.0,,49061.0,18.0,16.0,16.0,3.0,https://pypi.org/project/ipyvue,47674.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039000,37474.0,3.0,,,,,,MIT,,,,,,,,,,,
108,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,17,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-11-04 08:49:39.000000,2021-11-04 08:26:40.000000,234.0,27.0,687.0,2300.0,2068.0,2015-03-26 05:06:25.000000,0.6,,16.0,1.0,,,104.0,,,,,,2.0,,,,,,MIT,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,16.0,,,,,,,,
109,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,17,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36.000000,211.0,29.0,29.0,1572.0,44.0,,,,,,43.0,43.0,8.0,https://pypi.org/project/colabcode,,,,,3.0,,,,,,MIT,,,,,,,,,,,
110,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41.000000,175.0,8.0,14.0,934.0,196.0,2019-09-02 14:01:33.000000,0.1.2,,5527.0,1.0,,,13.0,https://pypi.org/project/pyforest,5527.0,,,,2.0,,,,,,MIT,,,,,,,,,,,
111,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,17,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13.000000,21.0,2.0,3.0,917.0,34.0,,,,2675.0,,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,2675.0,,,,2.0,,,,,,MIT,,,,,,,,,,,
112,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,17,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-08-31 21:53:11.000000,2021-06-29 12:29:51.000000,56.0,38.0,25.0,501.0,101.0,,,,5566.0,,144.0,144.0,15.0,,,,,,2.0,,,,,,BSD-3-Clause,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,5566.0,,,,,,,,
113,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2021-10-12 08:51:06.000000,2021-10-12 08:51:05.000000,49.0,22.0,28.0,430.0,,2021-05-25 17:57:52.000000,0.6.0,,9555.0,2.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,3085.0,,,,2.0,,,,,,BSD-3-Clause,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,6470.0,,,,,,,,
114,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-08-31 17:28:38.000000,2021-08-31 17:28:35.000000,60.0,31.0,69.0,415.0,525.0,,,,9288.0,,1.0,1.0,22.0,,,,,,2.0,,,,,,BSD-3-Clause,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,9288.0,,,,,,,,
115,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,17,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-09-21 15:56:43.000000,2021-09-21 15:56:30.000000,63.0,51.0,39.0,387.0,632.0,,,,244.0,,3.0,3.0,27.0,,,,,,3.0,,,,,,BSD-3-Clause,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,244.0,,,,,,,,
116,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2021-08-10 23:33:48.000000,2021-08-10 23:33:46.000000,66.0,30.0,65.0,347.0,513.0,2018-02-05 18:54:22.000000,0.11.1,,4360.0,12.0,2.0,2.0,14.0,,,,,,2.0,,,,,,BSD-3-Clause,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,4360.0,,,,,,,,
117,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,17,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2021-08-31 21:50:21.000000,2021-08-05 17:00:09.000000,42.0,34.0,82.0,236.0,,2021-06-02 23:50:52.000000,5.0.2,,26235.0,15.0,,,18.0,https://pypi.org/project/dask-labextension,4962.0,https://anaconda.org/conda-forge/dask-labextension,2021-07-30 13:05:56.423000,458192.0,2.0,,,,,,BSD-3-Clause,dask-labextension,https://www.npmjs.com/package/dask-labextension,5474.0,,,,,,,,
118,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-11-03 20:24:43.000000,2021-10-29 07:36:43.000000,20.0,13.0,36.0,198.0,602.0,2021-09-03 07:26:55.000000,npm@3.0.2,2.0,1016.0,27.0,1.0,1.0,24.0,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360000,10217.0,2.0,,,,,,BSD-3-Clause,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,165.0,,,,,,,,
119,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,17,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2021-08-10 10:07:02.000000,2021-08-07 23:37:29.000000,27.0,3.0,64.0,196.0,316.0,2021-08-10 10:14:25.000000,2.7.5,52512.0,1009.0,27.0,,,17.0,,,,,,2.0,,,,,,MIT,,,,,,,,,,,
120,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,43.0,12.0,9.0,194.0,217.0,2020-02-03 15:59:07.000000,1.0.0,1652.0,1545.0,8.0,,,6.0,,,,,,3.0,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,42984.0,Apache-2.0,,,,,,,,,,,
121,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2021-10-26 14:58:49.000000,2021-07-04 21:12:58.000000,35.0,19.0,10.0,186.0,69.0,2021-03-11 01:34:17.000000,0.5.1,,2869.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,1743.0,,,,2.0,,,,,,BSD-3-Clause,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,1126.0,,,,,,,,
122,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2021-07-09 17:21:04.000000,2021-07-09 17:20:28.000000,43.0,10.0,70.0,176.0,402.0,2017-06-02 21:19:27.000000,0.5.0,76.0,1348.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,74126.0,2.0,,,,,,Apache-2.0,,,,,,,,,,,
123,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-02-03 03:28:03.000000,2021-02-03 03:28:02.000000,47.0,15.0,7.0,162.0,214.0,2018-05-29 18:46:14.000000,0.0.9,2374.0,2018.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1957.0,,,,2.0,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,891.0,Apache-2.0,,,,,,,,,,,
124,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,17,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57.000000,23.0,16.0,18.0,148.0,188.0,2017-03-05 04:26:44.000000,0.2.0,,7258.0,8.0,66.0,66.0,6.0,https://pypi.org/project/spylon-kernel,5913.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,76715.0,2.0,,,,,,,,,,vericast/spylon-kernel,,,,,,,
125,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2021-04-26 14:44:49.000000,2020-06-18 03:28:01.000000,23.0,88.0,93.0,70.0,269.0,2020-06-18 03:30:24.000000,0.5.10,,204.0,17.0,23.0,23.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,204.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
