,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,license,npm_id,npm_url,npm_monthly_downloads,updated_github_id,go_id,trending,cran_id,gem_id,pypi,hex_id,bitbucket_id
176,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,14,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-08-31 22:18:16.000000,2021-02-24 06:31:50.000000,27.0,16.0,10.0,275.0,31.0,,,,6196.0,,2.0,2.0,6.0,,,,,,3.0,,,,,,MIT,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,6196.0,,,,,,,,
177,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000000,2021-10-19 05:59:10.000000,2021-10-13 09:21:44.000000,98.0,6.0,39.0,265.0,207.0,2021-04-08 06:54:08.000000,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
178,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,14,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32.000000,25.0,34.0,45.0,258.0,,,,,,,61.0,61.0,14.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
179,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11.000000,19.0,12.0,19.0,205.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,2133.0,6.0,3.0,3.0,5.0,,,,,,3.0,,,,,,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,2133.0,,,,,,,,
180,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,14,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,2018-10-16 18:54:00.000000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07.000000,18.0,34.0,39.0,178.0,619.0,2019-12-03 17:50:40.000000,2.5.0,,,6.0,4.0,4.0,7.0,https://pypi.org/project/bookstore,,,,,3.0,,,,,,BSD-3-Clause,,,,,,-6.0,,,,,
181,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,7.0,22.0,142.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,6000.0,2.0,,,6.0,https://pypi.org/project/environment_kernels,6000.0,,,,3.0,,,,,,BSD-2-Clause,,,,,,,,,,,
182,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-11-03 08:57:40.000000,2021-11-03 08:42:13.000000,24.0,24.0,49.0,138.0,448.0,,,,1385.0,19.0,,,11.0,https://pypi.org/project/cdsdashboards,384.0,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914000,16031.0,3.0,,,,,,,,,,,,,,,,,
183,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-10-26 15:23:32.000000,2021-09-06 16:05:44.000000,4.0,9.0,16.0,82.0,,2021-09-06 16:11:06.000000,0.5.1,15.0,302.0,10.0,,,5.0,https://pypi.org/project/ipylab,,https://anaconda.org/conda-forge/ipylab,2021-09-07 06:01:58.442000,7263.0,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
184,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-10-25 07:48:27.000000,2021-10-22 09:21:12.000000,16.0,9.0,33.0,79.0,329.0,,,,1687.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,723.0,,,,3.0,,,,,,BSD-3-Clause,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,964.0,,,,,,,,
185,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,25.0,7.0,20.0,75.0,136.0,,,,1289.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,181.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,68710.0,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
186,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,14,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-08-14 21:32:12.000000,2021-08-14 21:29:39.000000,6.0,,,69.0,54.0,2021-08-14 21:40:58.000000,1.1.0,,406.0,2.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,253.0,,,,3.0,,,,,,BSD-3-Clause,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,153.0,,,,,,,,
187,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,14,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-10-01 08:10:31.000000,2021-10-01 08:10:31.000000,7.0,2.0,11.0,59.0,120.0,2021-09-02 09:10:11.000000,3.0.6,,276.0,4.0,3.0,3.0,4.0,,,,,,3.0,,,,,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,276.0,,,,,,,,
188,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,15.0,7.0,6.0,56.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,647.0,3.0,,,8.0,,,,,,3.0,,,,,,BSD-3-Clause,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,647.0,,,,,,,,
189,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,14,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51.000000,7.0,1.0,8.0,48.0,,2021-06-23 21:13:28.000000,0.5.5,76.0,2307.0,5.0,,,4.0,,,,,,3.0,,,,,,BSD-3-Clause,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,2301.0,,,,,,,,
190,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,15.0,5.0,2.0,27.0,7.0,,,,5314.0,,91.0,91.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,5314.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,3.0,,,,,
191,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,14,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-09-23 19:47:08.000000,2021-02-09 00:11:20.000000,10.0,1.0,,7.0,16.0,,,,3070.0,,69.0,69.0,5.0,https://pypi.org/project/nullauthenticator,3070.0,,,,2.0,,,,,,BSD-3-Clause,,,,,,,,,,,
192,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,105.0,23.0,53.0,2218.0,169.0,,,,,,,,9.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
193,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,36.0,2.0,14.0,435.0,38.0,,,,440.0,,,,3.0,https://pypi.org/project/py_d3,440.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
194,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter/kernel_gateway,,kernels,13,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter/kernel_gateway,2015-09-21 15:34:11.000000,2021-08-24 23:56:48.000000,2021-08-24 23:55:59.000000,108.0,14.0,161.0,368.0,557.0,2021-08-25 00:19:46.000000,2.5.1,104.0,2.0,9.0,,,43.0,https://pypi.org/project/jupyter-kernel-gateway,,,,,3.0,,,,,,,,,,,,-5.0,,,,,
195,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,231.0,154.0,,,,,,17.0,17.0,8.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
196,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,13,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40.000000,6.0,,24.0,153.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,,,2.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
197,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-08-31 21:50:05.000000,2021-05-22 01:41:35.000000,7.0,7.0,22.0,150.0,98.0,,,,2279.0,,,,6.0,,,,,,3.0,,,,,,BSD-3-Clause,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2279.0,,,,,,,,
198,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-10-27 14:35:15.174480,2021-10-27 14:07:15.000000,21.0,83.0,253.0,140.0,,,,,2144.0,,,,18.0,,,,,,3.0,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2021-10-27 14:35:15.174480,3.0,124380.0,MIT,,,,,,,,,,,
199,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,22.0,24.0,10.0,84.0,332.0,,,,255.0,,,,10.0,,,,,,3.0,,,,,,BSD-3-Clause,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,255.0,,,,,,,,
200,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,13,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000000,2021-08-18 02:50:27.000000,2021-07-03 06:55:54.000000,55.0,24.0,36.0,80.0,191.0,,,,,,29.0,29.0,16.0,https://pypi.org/project/jupyter-rsession-proxy,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
201,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,13,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25.000000,15.0,9.0,5.0,74.0,43.0,,,,,,232.0,232.0,6.0,https://pypi.org/project/nbzip,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
202,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15.000000,35.0,9.0,8.0,37.0,24.0,,,,290.0,,8.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,290.0,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
203,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,12,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2021-09-14 19:55:27.000000,2020-11-09 20:41:43.000000,71.0,25.0,101.0,405.0,210.0,2017-10-17 21:39:32.000000,0.15.0,,,1.0,,,17.0,https://pypi.org/project/matlab_kernel,,,,,3.0,,,,,,,,,,,,,,,,,
204,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,12,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-11-01 18:08:38.000000,2021-11-01 18:08:35.000000,20.0,5.0,227.0,338.0,568.0,,,,,,,,16.0,https://pypi.org/project/nbqa,,,,,3.0,,,,,,MIT,,,,,,,,,,,
205,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-08-10 22:48:31.000000,2019-08-14 17:21:34.000000,32.0,40.0,20.0,262.0,87.0,,,,63.0,,,,6.0,,,,,,3.0,,,,,,BSD-3-Clause,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,63.0,,,,,,,,
206,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,12,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2021-10-09 17:42:18.000000,2021-03-24 00:04:45.000000,121.0,56.0,80.0,184.0,560.0,,,,,,,,54.0,https://pypi.org/project/jupyter-console,,,,,3.0,,,,,,,,,,,,-7.0,,,,,
207,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,12,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,2016-02-07 20:24:41.000000,2021-07-28 17:52:52.000000,2021-07-28 17:34:15.000000,16.0,2.0,41.0,170.0,,,,,,,121.0,121.0,4.0,https://pypi.org/project/ipytest,,,,,3.0,,,,,,MIT,,,,,,,,,,,
208,Neon Theme,True,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,12,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2021-03-07 04:41:08.000000,2021-03-07 04:40:47.000000,5.0,2.0,10.0,105.0,43.0,,,,1118.0,,1.0,1.0,3.0,,,,,,2.0,,,,,,BSD-3-Clause,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,1118.0,,,,,,,,
209,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,12,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-08-10 20:43:17.000000,2019-10-29 13:53:37.000000,13.0,7.0,3.0,74.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,141.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,51.0,,,,3.0,,,,,,MIT,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,90.0,,,,,,,,
210,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,12,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-09-22 12:53:39.000000,2021-09-22 12:53:39.000000,16.0,30.0,83.0,60.0,,2020-10-05 14:23:28.000000,0.2.3,,32.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,,,,,3.0,,,,,,Apache-2.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,32.0,,,,,,,,
211,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,12,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-10-14 04:57:16.000000,2021-10-14 04:57:16.000000,5.0,5.0,23.0,56.0,,2021-01-01 04:15:38.000000,0.3.0,,113.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,56.0,,,,3.0,,,,,,Apache-2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,57.0,,,,,,,,
212,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,12,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2021-07-07 15:51:44.000000,2021-07-07 15:51:44.000000,42.0,15.0,13.0,49.0,31.0,2021-04-13 20:56:56.000000,1.0.0,,,1.0,5.0,5.0,16.0,,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
213,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,12,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21.000000,10.0,1.0,6.0,46.0,398.0,,,,,,5.0,5.0,4.0,https://pypi.org/project/sshkernel,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
214,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,12,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2021-11-02 18:49:40.000000,2021-11-02 18:49:40.000000,7.0,2.0,4.0,46.0,108.0,2020-03-31 12:46:48.000000,0.3.0,,,2.0,,,3.0,https://pypi.org/project/altair_viewer,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
215,Jupyter Helpers,True,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,12,krassowski/jupyter-helpers,jupyter_helpers,,https://github.com/krassowski/jupyter-helpers,2019-03-17 22:11:35.000000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57.000000,3.0,3.0,2.0,40.0,27.0,2021-02-10 16:36:22.000000,0.2.3-2,,153.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,153.0,,,,3.0,,,,,,MIT,,,,,,,,,,,
216,jupyterlab_commands,True,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,12,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-10-14 05:21:06.000000,2021-01-31 22:57:48.000000,6.0,2.0,19.0,36.0,,2021-01-03 13:27:37.000000,0.3.0,,,9.0,3.0,3.0,,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
217,Remote User Auth,True,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,12,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44.000000,27.0,7.0,9.0,30.0,27.0,,,,1196.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,1196.0,,,,3.0,,,,,,GPL-3.0,,,,,,,,,,,
218,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,nteract/pick,pick,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24.000000,7.0,4.0,5.0,28.0,,,,,42721.0,,,,5.0,https://pypi.org/project/pick,42721.0,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
219,Kernel Management,True,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,12,takluyver/jupyter_kernel_mgmt,jupyter-kernel-mgmt,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,13.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,17.0,48.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,48.0,,,,3.0,,,,,,,,,,,,,,,,,
220,jupyter-nbrequirements,True,Dependency management and optimization in Jupyter..,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000000,2021-10-21 06:25:30.000000,2021-10-21 06:25:29.000000,4.0,2.0,30.0,13.0,348.0,2019-12-09 18:41:20.000000,0.5.0,,,3.0,,,12.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
221,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,11,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,100.0,47.0,32.0,856.0,488.0,2018-12-29 10:52:13.000000,0.4.1,,,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,,,,,3.0,,,,,,,,,,,,-5.0,,,,,
222,jupyter2slides,True,Cloud Native Presentation Slides with Jupyter Notebook +..,https://github.com/datitran/jupyter2slides,,notebook-tools,11,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22.000000,164.0,11.0,4.0,770.0,11.0,,,,,,,,,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
223,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,11,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,99.0,37.0,53.0,565.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2838.0,42.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,,,,,3.0,,,,,,,,,,,,,,,,,
224,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,11,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,49.0,35.0,25.0,265.0,57.0,,,,,,,,10.0,https://pypi.org/project/nbopen,,,,,3.0,,,,,,BSD-3-Clause,,,,,,,,,,,
225,ICSharp,True,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45.000000,60.0,33.0,13.0,262.0,45.0,,,,,,,,10.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
226,jupyter-flex,True,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,11,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2021-10-30 20:25:30.000000,2021-10-30 20:25:28.000000,39.0,5.0,40.0,226.0,,,,,,,1.0,1.0,3.0,,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
227,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,11,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,2018-03-26 22:52:45.000000,2021-08-30 21:48:26.000000,2021-08-30 21:48:24.000000,34.0,18.0,7.0,198.0,29.0,,,,,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,,,,,3.0,,,,,,Apache-2.0,,,,,,,,,,,
228,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,11,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2021-08-31 11:50:02.000000,2021-02-05 05:42:04.000000,10.0,7.0,15.0,157.0,38.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,4.0,,,,,,3.0,,,,,,MIT,,,,,,,,,,,
