,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
256,ipyp5,True,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,9,ipyp5,jtpio/ipyp5,,,https://github.com/jtpio/ipyp5,2018-03-06 17:50:12.000,2022-02-11 05:01:23.000000,2020-10-16 21:38:41,4.0,5.0,,31.0,60.0,,,,16.0,,,,2.0,https://pypi.org/project/ipyp5,16.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
257,ipyaggrid,True,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,9,ipyaggrid,DGothrek/ipyaggrid,,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05,,6.0,,8.0,47.0,,,,3461.0,,,,2.0,https://pypi.org/project/ipyaggrid,2471.0,,,,,,,,3.0,MIT,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,990.0,,,,,,,,
258,Hash Authenticator,True,Authenticate users with passwords generated from their..,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,9,jupyterhub-hashauthenticator,thedataincubator/jupyterhub-hashauthenticator,,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14,3.0,,,4.0,40.0,,,,38.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,38.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
259,easyexplore,True,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,9,easyexplore,GianniBalistreri/easyexplore,,,https://github.com/GianniBalistreri/easyexplore,2020-05-04 17:26:04.000,2021-10-27 19:00:44.000000,2021-06-04 09:05:11,2.0,,1.0,3.0,220.0,,,,227.0,,1.0,1.0,3.0,https://pypi.org/project/easyexplore,227.0,,,,,,,,3.0,GPL-3.0,,,,,,,,,,,
260,Remote Authenticator,True,"A collection of JupyterHub Authenticators, including Header,..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,9,jhub-authenticators,rasmunk/jhub-authenticators,,,https://github.com/ucphhpc/jhub-authenticators,2017-12-20 14:46:18.000,2021-10-25 11:00:54.000000,2021-10-25 11:00:31,1.0,,,1.0,195.0,2019-04-12 15:44:39,0.2.2,,62.0,3.0,,,5.0,https://pypi.org/project/jhub-authenticators,62.0,,,,,,,,3.0,GPL-3.0,,,,,ucphhpc/jhub-authenticators,,,,,,
261,Jupyter Black,True,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,17.0,8.0,12.0,386.0,10.0,,,,,,,,2.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
262,ipyannotate,True,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,8,ipyannotate,ipyannotate/ipyannotate,,,https://github.com/ipyannotate/ipyannotate,2018-07-23 19:23:28.000,2021-06-15 16:10:40.000000,2020-09-20 09:38:39,10.0,4.0,,120.0,27.0,,,,50.0,,,,3.0,https://pypi.org/project/ipyannotate,47.0,,,,,,,,3.0,,ipyannotate,https://www.npmjs.com/package/ipyannotate,3.0,,,,,,,,
263,Gruvbox Theme,True,Gruvbox dark theme for Jupyter Lab. Modeled on classic..,https://github.com/Rahlir/theme-gruvbox,,lab-themes,8,,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,9.0,,,45.0,44.0,,,,117.0,,,,3.0,,,,,,,,,,3.0,,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,117.0,,,,,,,,
264,CAS Authenticator,True,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,8,jhub_cas_authenticator,cwaldbieser/jhub_cas_authenticator,,,https://github.com/cwaldbieser/jhub_cas_authenticator,2017-09-17 19:17:08.000,2020-03-27 22:24:32.000000,2020-03-27 22:23:51,10.0,1.0,10.0,17.0,40.0,,,,130.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,130.0,,,,,,,,3.0,GPL-3.0,,,,,,,,,,,
265,Theme Toggle,True,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,8,,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,2019-07-27 08:45:07.000,2021-06-16 11:42:40.000000,2021-06-16 11:42:31,2.0,2.0,1.0,10.0,,,,,2161.0,,2.0,2.0,2.0,,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,2161.0,,,,,,,,
266,Keberos Authenticator,True,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,8,jupyterhub-kerberosauthenticator,jupyterhub/kerberosauthenticator,,,https://github.com/jupyterhub/kerberosauthenticator,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,4.0,3.0,2.0,9.0,21.0,,,,32.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,32.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
267,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,jupyterlab-executor,gavincyi/jupyterlab-executor,,,https://github.com/gavincyi/jupyterlab-executor,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,,,1.0,5.0,,2021-03-24 21:17:12,2021.1.6,3.0,78.0,3.0,,,2.0,https://pypi.org/project/jupyterlab-executor,43.0,,,,,,,,3.0,BSD-3-Clause,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,35.0,,,,,,,,
268,Jupter-Notebook-REST-API,True,Run your jupyter notebooks as a REST API endpoint...,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,2020-03-31 22:48:04.000,2022-01-21 20:17:30.000000,2020-03-31 23:00:06,5.0,,,39.0,2.0,,,,,,,,2.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
269,ssh_ipykernel,True,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,7,,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,2019-09-01 17:43:26.000,2022-01-22 03:41:06.000000,2021-06-28 15:17:55,1.0,,,6.0,81.0,,,,,,,,2.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
270,Nord Theme,True,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,1.0,1.0,4.0,23.0,13.0,,,,43.0,,,,,,,,,,,,,,3.0,,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,43.0,,,,,,,,
271,kernel-relay,True,kernel-relay is a GraphQL service for interfacing with..,https://github.com/nteract/kernel-relay,,kernels,6,,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,2019-02-04 21:12:54.000,2022-02-12 07:50:55.000000,2019-07-10 04:14:14,5.0,10.0,2.0,10.0,12.0,,,,,,,,3.0,,,,,,,,,,3.0,,,,,,,,,,,,
272,jupyterterminals,True,Jupyter plugin to support inline terminal shells along with..,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,6,,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,2020-03-08 16:36:18.000,2021-08-12 05:10:14.000000,2021-05-17 04:32:02,2.0,,1.0,8.0,47.0,,,,,,1.0,1.0,2.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
273,SSH Authenticator,True,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,1.0,,,5.0,4.0,,,,,,,,,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
274,nb_black,True,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,6,nb_black,,conda-forge/nb_black,,,2019-05-02 16:13:43.498,2019-11-30 11:30:08.595000,,,,,,,,,,41958.0,4.0,,,,https://pypi.org/project/nb_black,40034.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595,63495.0,,,,,3.0,,,,,,,,,,,,
