,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,npm_id,license,npm_url,npm_monthly_downloads,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
45,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,metakernel,Calysto/metakernel,conda-forge/metakernel,,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2021-05-10 22:22:23.000000,2021-05-10 22:22:23.000000,71.0,24.0,113.0,248.0,1071.0,,,,35601.0,46.0,464.0,464.0,28.0,https://pypi.org/project/metakernel,27911.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,484525.0,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
46,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,23,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000000,2021-07-19 21:41:02.000000,2021-06-12 13:12:53.000000,57.0,26.0,25.0,243.0,159.0,2021-04-29 13:47:38.000000,0.6.0,,34211.0,4.0,45.0,45.0,15.0,https://pypi.org/project/jupyter-resource-usage,14596.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946000,313844.0,,,,,1.0,,,BSD-2-Clause,,,,,,,,,
47,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter-client,jupyter/jupyter_client,,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-07-09 23:50:42.000000,2021-07-09 13:48:44.000000,205.0,120.0,154.0,232.0,1947.0,,,,11319754.0,,,,102.0,https://pypi.org/project/jupyter-client,11319754.0,,,,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
48,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,22,,gopherdata/gophernotes,,gopherdata/gophernotes,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000000,2021-06-24 15:48:32.000000,2021-06-24 15:45:56.000000,200.0,40.0,120.0,2962.0,387.0,2021-06-24 15:51:03.000000,0.7.3,39.0,1260.0,15.0,,,28.0,,,,,,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,6.0,83210.0,1.0,,,MIT,,,github.com/gopherdata/gophernotes,,,,,,
49,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,22,qgrid,quantopian/qgrid,conda-forge/qgrid,,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49.000000,355.0,143.0,123.0,2724.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,58641.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,48123.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,312222.0,,,,,2.0,,qgrid,Apache-2.0,https://www.npmjs.com/package/qgrid,2903.0,,,,,,,
50,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,,jupyter/nbviewer,,jupyter/nbviewer,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2021-06-15 08:12:16.000000,2020-12-02 09:03:55.000000,465.0,149.0,400.0,1907.0,1382.0,,,,17499.0,,6.0,6.0,83.0,,,,,,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,26.0,1872475.0,2.0,,,BSD-3-Clause,,,,,,,,,
51,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,,IRkernel/IRkernel,r/r-irkernel,jupyter/r-notebook,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-07-19 18:23:54.576768,2021-05-11 11:30:11.000000,280.0,49.0,497.0,1451.0,581.0,2021-05-11 11:36:15.000000,1.2,,10948.0,16.0,,,39.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,40023.0,https://hub.docker.com/r/jupyter/r-notebook,2021-07-19 18:23:54.576768,39.0,926961.0,1.0,,,MIT,,,,IRkernel,,,,,
52,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,22,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-07-22 05:54:22.000000,2021-07-22 05:54:15.000000,253.0,191.0,575.0,1023.0,2982.0,2021-05-08 15:44:14.000000,0.6.2,,5109.0,19.0,,,83.0,https://pypi.org/project/nbgrader,3361.0,https://anaconda.org/conda-forge/nbgrader,2021-03-10 20:40:41.451000,94430.0,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
53,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,22,,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-07-20 05:43:49.000000,2021-07-17 12:30:14.000000,74.0,110.0,227.0,975.0,2082.0,2021-07-04 19:01:18.000000,3.8.0,,12032.0,34.0,2.0,2.0,33.0,,,,,,,,,,1.0,,@krassowski/jupyterlab-lsp,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,12032.0,,,,,,,
54,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra,elyra-ai/elyra,conda-forge/elyra,,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-07-22 12:36:58.000000,2021-07-21 14:13:24.000000,159.0,224.0,851.0,975.0,1144.0,,,,1998.0,12.0,20.0,20.0,29.0,https://pypi.org/project/elyra,1485.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,5648.0,,,,,1.0,,,Apache-2.0,,,,,,,,,
55,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,22,datalab,googledatalab/datalab,,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-05-25 09:08:46.000000,2020-09-09 05:30:42.000000,241.0,223.0,667.0,958.0,2053.0,2019-01-17 18:31:29.000000,1.2.20190116,,38613.0,18.0,,,51.0,https://pypi.org/project/datalab,38613.0,,,,,,,,2.0,,,Apache-2.0,,,,,,,,,
56,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,22,,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-06-18 10:48:09.000000,2021-06-18 10:48:06.000000,98.0,65.0,49.0,687.0,521.0,2018-04-16 17:16:10.000000,0.2.0,,94063.0,1.0,105.0,105.0,13.0,,,,,,,,,,1.0,,@jupyterlab/toc,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/toc,94063.0,,,,,,,
57,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,22,,stencila/stencila,,stencila/cloud,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-07-22 06:12:15.000000,2021-07-22 06:09:08.000000,32.0,19.0,458.0,598.0,3932.0,2021-07-22 06:09:18.000000,0.99.0,748.0,426.0,100.0,16.0,16.0,21.0,,,,,,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,2.0,,stencila,Apache-2.0,https://www.npmjs.com/package/stencila,128.0,,,,,,,
58,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapboxgl,mapbox/mapboxgl-jupyter,,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-05-31 23:04:25.000000,2021-04-19 05:00:36.000000,117.0,30.0,67.0,574.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,6022.0,14.0,112.0,112.0,21.0,https://pypi.org/project/mapboxgl,6022.0,,,,,,,,2.0,,,MIT,,,,,,,,,
59,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,22,jupyter-dash,plotly/jupyter-dash,,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-06-06 22:41:26.000000,2021-01-22 17:01:16.000000,141.0,27.0,13.0,530.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,30690.0,9.0,736.0,736.0,3.0,https://pypi.org/project/jupyter-dash,30686.0,,,,,,,,2.0,,,MIT,,,,,,,,,
60,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,22,jupyterhub-kubespawner,jupyterhub/kubespawner,,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-07-21 11:26:21.000000,2021-07-21 11:25:58.000000,215.0,44.0,209.0,367.0,958.0,,,,12662.0,,91.0,91.0,64.0,https://pypi.org/project/jupyterhub-kubespawner,12662.0,,,,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
61,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000000,2021-07-22 07:27:51.000000,2021-05-24 03:32:18.000000,27.0,54.0,1352.0,204.0,7499.0,2019-05-21 01:06:30.000000,0.9.11,,,51.0,900.0,900.0,33.0,,,,,,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
62,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,,QuantStack/ipycytoscape,conda-forge/ipycytoscape,,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000000,2021-06-07 09:13:36.000000,2021-05-25 18:46:21.000000,43.0,47.0,80.0,156.0,619.0,2021-06-18 12:21:51.000000,1.2.1,3.0,1247.0,17.0,35.0,35.0,26.0,,,https://anaconda.org/conda-forge/ipycytoscape,2021-05-10 08:00:44.282000,19964.0,,,,,2.0,,,BSD-3-Clause,,,,,cytoscape/ipycytoscape,,,,
63,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-06-27 18:55:19.000000,2021-06-27 18:55:19.000000,143.0,49.0,76.0,152.0,167.0,2018-06-14 12:02:35.000000,1.2.2,,8084.0,3.0,75.0,75.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7538.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,20206.0,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
64,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,knowledge-repo,airbnb/knowledge-repo,,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-07-15 20:36:52.000000,2021-03-12 23:00:14.000000,606.0,120.0,160.0,4832.0,574.0,2021-01-20 07:24:58.000000,0.9.0,,2676.0,30.0,,,57.0,https://pypi.org/project/knowledge-repo,2676.0,,,,,,,,3.0,,,Apache-2.0,,,,,,,,,
65,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,jupyter_contrib_nbextensions,ipython-contrib/jupyter_contrib_nbextensions,,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-05-21 19:21:38.000000,2021-04-06 05:51:36.000000,712.0,307.0,447.0,4634.0,2608.0,2019-01-02 12:23:07.000000,0.5.1,,227274.0,1.0,,,127.0,https://pypi.org/project/jupyter_contrib_nbextensions,227274.0,,,,,,,,2.0,,,,,,,,,,,,
66,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-06-15 20:16:25.000000,2021-04-10 13:03:02.000000,75.0,29.0,111.0,807.0,163.0,2021-04-10 11:39:23.000000,3.0.7,,11255.0,6.0,3.0,3.0,16.0,,,,,,,,,,2.0,,@lckr/jupyterlab_variableinspector,BSD-3-Clause,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,11255.0,,,,,,,
67,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,21,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000000,2021-07-13 11:59:12.455000,2021-07-13 09:20:54.000000,35.0,49.0,72.0,213.0,198.0,2021-06-15 13:48:33.000000,1.7.0,,40078.0,26.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,37935.0,https://anaconda.org/conda-forge/ipyvuetify,2021-07-13 11:59:12.455000,51432.0,,,,,2.0,,,MIT,,,,,,,,,
68,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,21,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59.000000,30.0,27.0,20.0,186.0,209.0,,,,37678.0,8.0,314.0,314.0,9.0,https://pypi.org/project/ipywebrtc,32588.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469000,203570.0,,,,,2.0,,jupyter-webrtc,MIT,https://www.npmjs.com/package/jupyter-webrtc,759.0,,,,,,,
69,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,21,jupyter-server-proxy,jupyterhub/jupyter-server-proxy,conda-forge/jupyter-server-proxy,,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-07-08 18:49:02.000000,2021-07-03 06:33:17.000000,90.0,56.0,79.0,166.0,681.0,2018-12-10 14:39:58.000000,0.8.8,,60944.0,13.0,1.0,1.0,53.0,https://pypi.org/project/jupyter-server-proxy,47393.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-07-04 06:56:46.142000,393005.0,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
70,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,20,,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000000,2021-07-03 00:40:48.000000,2021-06-02 09:43:47.000000,297.0,139.0,1090.0,3720.0,2357.0,2021-06-02 09:44:54.000000,2.16.3,,,90.0,,,87.0,,,,,,,,,,3.0,,,MIT,,,,,,,,,
71,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,20,,ml-tooling/ml-workspace,,mltooling/ml-workspace,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000000,2021-07-13 22:12:59.000000,2021-07-13 22:08:40.000000,258.0,9.0,61.0,2084.0,,2021-07-13 22:12:59.000000,0.13.2,,17218.0,4.0,,,9.0,,,,,,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,20.0,447672.0,3.0,,,Apache-2.0,,,,,,,,,
72,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,20,,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2021-06-16 07:25:16.000000,2021-06-16 07:25:16.000000,130.0,54.0,150.0,1612.0,325.0,2019-09-26 17:23:40.000000,5.2.0,,2068.0,32.0,51.0,51.0,14.0,,,,,,,,,,2.0,,ijavascript,,https://www.npmjs.com/package/ijavascript,2068.0,,,,,,,
73,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,20,colabcode,abhishekkrthakur/colabcode,,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-06-14 09:40:15.000000,2021-06-11 15:16:36.000000,187.0,25.0,23.0,1419.0,44.0,,,,21263.0,,31.0,31.0,8.0,https://pypi.org/project/colabcode,21263.0,,,,,,,,3.0,,,MIT,,,,,,,,,
74,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,20,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-03-02 13:32:39.505000,2021-02-26 14:01:59.000000,156.0,60.0,142.0,743.0,1659.0,,,,51542.0,15.0,17.0,17.0,27.0,https://pypi.org/project/pythreejs,39498.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,320184.0,,,,,2.0,,jupyter-threejs,,https://www.npmjs.com/package/jupyter-threejs,6880.0,,,,,,,
75,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,toree,apache/incubator-toree,,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2021-06-09 15:57:35.000000,2021-06-09 15:57:35.000000,213.0,,,677.0,1138.0,,,,8624.0,,,,102.0,https://pypi.org/project/toree,8624.0,,,,,,,,2.0,,,Apache-2.0,,,,,,,,,
76,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,20,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2021-07-22 10:15:21.000000,2021-07-22 10:14:46.000000,258.0,14.0,229.0,386.0,,,,,7496.0,3.0,95.0,95.0,62.0,https://pypi.org/project/dockerspawner,7239.0,https://anaconda.org/conda-forge/dockerspawner,2019-04-26 00:50:54.465000,8232.0,,,,,2.0,-3.0,,BSD-3-Clause,,,,,,,,,
77,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,itkwidgets,InsightSoftwareConsortium/itkwidgets,,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-07-16 16:45:49.000000,2021-07-16 16:45:48.000000,48.0,68.0,97.0,373.0,869.0,2021-05-14 15:18:02.000000,0.32.1,64.0,9714.0,13.0,,,19.0,https://pypi.org/project/itkwidgets,7582.0,,,,,,,,2.0,,itkwidgets,Apache-2.0,https://www.npmjs.com/package/itkwidgets,2129.0,,,,,,,
78,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,20,appmode,oschuett/appmode,conda-forge/appmode,,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-04-26 19:20:13.000000,2021-04-26 19:20:06.000000,63.0,3.0,49.0,372.0,96.0,2020-06-09 08:17:47.000000,0.8.0,,5893.0,8.0,269.0,269.0,8.0,https://pypi.org/project/appmode,3049.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,125176.0,,,,,2.0,,,MIT,,,,,,,,,
79,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,20,,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000000,2021-06-17 17:56:23.000000,2021-06-17 17:55:43.000000,22.0,12.0,16.0,190.0,,2021-02-04 22:39:49.000000,0.8.0,,11096.0,2.0,12.0,12.0,5.0,,,,,,,,,,2.0,,jupyterlab-system-monitor,BSD-3-Clause,https://www.npmjs.com/package/jupyterlab-system-monitor,11096.0,,,,,,,
80,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,20,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-07-21 17:28:46.000000,2021-07-14 06:44:30.000000,48.0,32.0,60.0,135.0,,,,,45267.0,8.0,342.0,342.0,21.0,https://pypi.org/project/nbgitpuller,44484.0,https://anaconda.org/conda-forge/nbgitpuller,2021-06-24 12:51:05.869000,19587.0,,,,,2.0,-2.0,,BSD-3-Clause,,,,,,,,,
81,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,20,batchspawner,jupyterhub/batchspawner,,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000000,2021-07-15 09:09:45.000000,2021-05-05 12:02:36.000000,88.0,40.0,70.0,123.0,327.0,2021-04-07 15:14:35.000000,1.1.0,,648.0,9.0,10.0,10.0,38.0,https://pypi.org/project/batchspawner,648.0,,,,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
82,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,20,jupyter-packaging,jupyter/jupyter-packaging,conda-forge/jupyter-packaging,,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000000,2021-07-20 13:31:28.000000,2021-07-06 16:29:48.000000,33.0,7.0,18.0,32.0,272.0,2021-07-06 16:30:07.000000,0.10.4,,307168.0,25.0,,,18.0,https://pypi.org/project/jupyter-packaging,295594.0,https://anaconda.org/conda-forge/jupyter-packaging,2021-07-06 19:15:11.366000,162045.0,,,,,3.0,,,BSD-3-Clause,,,,,,,,,
83,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,19,,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000000,2021-06-10 20:34:30.000000,2021-06-10 20:32:30.000000,357.0,89.0,673.0,2274.0,700.0,2021-02-24 00:04:46.000000,1.23.2,,,41.0,,,100.0,,,,,,,,,,2.0,,,MIT,,,,,,,,,
84,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,19,,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-07-18 20:34:40.000000,2021-07-18 20:34:36.000000,228.0,37.0,665.0,2271.0,1911.0,2015-03-26 05:06:25.000000,0.6,,52.0,1.0,4.0,4.0,101.0,,,,,,,,,,2.0,,ihaskell_jupyterlab,MIT,https://www.npmjs.com/package/ihaskell_jupyterlab,52.0,,,,,,,
85,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000000,2021-06-23 14:52:15.000000,2021-06-23 14:52:14.000000,198.0,116.0,111.0,1888.0,465.0,,,,3541.0,14.0,,,19.0,,,https://anaconda.org/conda-forge/xeus-cling,2021-03-16 17:18:48.868000,109794.0,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
86,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,,kaggle/docker-python,,kaggle/python,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-07-22 03:22:43.000000,2021-07-22 03:22:43.000000,722.0,16.0,248.0,1855.0,,2021-07-06 17:13:22.000000,a6241bd0d98e81ea21f4cfba26ef48fc159646b112fc4986113d5ab219c6c26f,,2538.0,43.0,,,142.0,,,,,,https://hub.docker.com/r/kaggle/python,2021-07-06 17:47:00.090199,155.0,190378.0,3.0,,,Apache-2.0,,,,,,,,,
87,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,,SciRuby/iruby,,rubydata/datascience-notebook,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000000,2021-07-20 01:48:20.000000,2021-07-20 01:48:01.000000,7.0,39.0,137.0,637.0,684.0,2021-06-22 17:12:14.000000,0.7.2,15.0,15.0,8.0,147.0,147.0,44.0,,,,,,https://hub.docker.com/r/rubydata/datascience-notebook,2021-05-28 09:43:26.289926,2.0,1170.0,2.0,,,MIT,,,,,,iruby,,,
88,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,witwidget,PAIR-code/what-if-tool,,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000000,2021-05-11 09:27:28.000000,2021-03-17 12:46:20.000000,106.0,40.0,39.0,559.0,319.0,2021-01-19 14:38:47.000000,1.8.0,,12383.0,2.0,,,19.0,https://pypi.org/project/witwidget,9864.0,,,,,,,,3.0,,wit-widget,Apache-2.0,https://www.npmjs.com/package/wit-widget,2519.0,,,,,,,
89,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,ipysheet,QuantStack/ipysheet,conda-forge/ipysheet,,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2021-06-15 18:34:07.000000,2020-04-30 08:50:34.000000,54.0,59.0,48.0,428.0,282.0,,,,14472.0,12.0,3.0,3.0,8.0,https://pypi.org/project/ipysheet,9972.0,https://anaconda.org/conda-forge/ipysheet,2020-10-12 16:07:52.593000,34933.0,,,,,3.0,,ipysheet,MIT,https://www.npmjs.com/package/ipysheet,3336.0,,,,,,,
90,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,19,,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-06-15 17:59:21.000000,2021-06-15 17:59:18.000000,59.0,28.0,69.0,404.0,519.0,,,,144404.0,,1.0,1.0,22.0,,,,,,,,,,1.0,,@jupyterlab/geojson-extension,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/geojson-extension,144404.0,,,,,,,
91,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,19,,lgpage/nbtutor,conda-forge/nbtutor,,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-03-07 20:10:37.000000,2021-02-21 18:17:10.000000,32.0,18.0,11.0,387.0,176.0,2016-12-23 12:20:44.000000,1.0.4,,1543.0,2.0,21.0,21.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2020-10-15 14:07:05.970000,84887.0,,,,,3.0,,,BSD-3-Clause,,,,,,,,,
