,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,npm_id,license,npm_url,npm_monthly_downloads,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
27,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,25,dtale,man-group/dtale,conda-forge/dtale,,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-07-21 16:43:09.000000,2021-07-19 20:29:51.000000,193.0,31.0,350.0,2512.0,460.0,2021-07-10 15:34:42.000000,1.52.0,,15681.0,100.0,202.0,202.0,16.0,https://pypi.org/project/dtale,11613.0,https://anaconda.org/conda-forge/dtale,2021-07-10 15:54:44.878000,69166.0,,,,,2.0,,,LGPL-2.1,,,,,,,,,
28,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,25,jupyter-repo2docker,jupyterhub/repo2docker,,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-07-15 20:22:18.000000,2021-07-15 20:21:14.000000,257.0,135.0,295.0,1233.0,2129.0,2021-03-22 08:04:31.000000,2021.03.0,,3751.0,9.0,124.0,124.0,98.0,https://pypi.org/project/jupyter-repo2docker,3751.0,,,,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,157.0,163.0,260.0,1019.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,18190.0,19.0,209.0,209.0,33.0,https://pypi.org/project/pixiedust,16656.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,30685.0,,,,,1.0,,,Apache-2.0,,,,,,,,,
30,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-06-09 09:47:46.784000,2021-06-08 20:38:53.000000,343.0,119.0,252.0,1009.0,1135.0,2021-06-08 20:42:44.000000,0.19.0,,40074.0,14.0,195.0,195.0,53.0,https://pypi.org/project/sparkmagic,39381.0,https://anaconda.org/conda-forge/sparkmagic,2021-06-09 09:47:46.784000,32577.0,,,,,1.0,,,,,,,,,,,,
31,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,25,nbclient,jupyter/nbclient,conda-forge/nbclient,,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-07-13 12:28:49.000000,2021-06-02 09:01:23.000000,28.0,19.0,47.0,68.0,197.0,,,,10557613.0,11.0,23218.0,23218.0,20.0,https://pypi.org/project/nbclient,10470472.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,1481406.0,,,,,1.0,,,,,,,,,,,,
32,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,perspective-python,finos/perspective,,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-07-21 23:32:06.000000,2021-07-21 23:32:06.000000,372.0,52.0,359.0,3451.0,4601.0,,,,4277.0,,197.0,197.0,64.0,https://pypi.org/project/perspective-python,2313.0,,,,,,,,1.0,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1964.0,,,,,,,
33,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,nbdev,fastai/nbdev,,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-07-22 08:00:31.000000,2021-07-17 15:50:05.000000,288.0,52.0,248.0,2846.0,1242.0,2021-02-23 21:48:06.000000,1.1.13,,45017.0,13.0,,,59.0,https://pypi.org/project/nbdev,45017.0,,,,,,,,2.0,,,Apache-2.0,,,,,,,,,
34,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,jupyter-book,executablebooks/jupyter-book,,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-07-20 21:19:55.000000,2021-07-20 07:26:03.000000,337.0,311.0,526.0,2331.0,1265.0,2021-07-15 01:08:34.000000,0.11.2,,17648.0,31.0,,,81.0,https://pypi.org/project/jupyter-book,17648.0,,,,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
35,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,watermark,rasbt/watermark,conda-forge/watermark,,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,64.0,14.0,26.0,543.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,131645.0,14.0,1045.0,1045.0,15.0,https://pypi.org/project/watermark,128619.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,172532.0,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
36,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,24,,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-07-13 02:12:26.000000,2021-03-31 14:20:34.000000,34.0,18.0,243.0,508.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,66217.0,28.0,89.0,89.0,11.0,,,,,,,,,,1.0,,@jupyterlab/debugger,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/debugger,66217.0,,,,,,,
37,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-07-19 15:40:38.273000,2021-07-19 12:32:09.000000,275.0,24.0,176.0,306.0,907.0,,,,40192.0,12.0,217.0,217.0,98.0,https://pypi.org/project/oauthenticator,39628.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,15251.0,,,,,1.0,,,BSD-3-Clause,,,,,,,,,
38,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter_server,jupyter-server/jupyter_server,conda-forge/jupyter_server,,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-07-21 23:50:40.000000,2021-07-21 23:50:37.000000,119.0,60.0,132.0,246.0,12097.0,2021-06-24 15:48:49.000000,1.9.0,80.0,981455.0,39.0,,,442.0,https://pypi.org/project/jupyter_server,964232.0,https://anaconda.org/conda-forge/jupyter_server,2021-06-24 18:21:37.002000,585467.0,,,,,3.0,,,,,,,,,,,,
39,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,23,RISE,damianavila/RISE,conda-forge/rise,,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,355.0,127.0,279.0,3057.0,737.0,,,,10347.0,9.0,1534.0,1534.0,39.0,https://pypi.org/project/RISE,6309.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,165566.0,,,,,2.0,-1.0,,,,,,,,,,,
40,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,beakerx,twosigma/beakerx,conda-forge/beakerx,beakerx/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-07-20 12:14:16.709000,2021-01-21 14:02:57.000000,366.0,340.0,4173.0,2580.0,1689.0,2018-12-04 18:27:21.000000,1.3.0,31.0,23535.0,39.0,,,43.0,https://pypi.org/project/beakerx,10206.0,https://anaconda.org/conda-forge/beakerx,2021-07-20 12:14:16.709000,438666.0,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,243937.0,2.0,,beakerx,Apache-2.0,https://www.npmjs.com/package/beakerx,1113.0,,,,,,,
41,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,nbdime,jupyter/nbdime,conda-forge/nbdime,,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-06-28 01:56:15.000000,2021-06-24 13:15:03.000000,114.0,53.0,215.0,2054.0,1934.0,,,,274225.0,20.0,50.0,50.0,32.0,https://pypi.org/project/nbdime,200057.0,https://anaconda.org/conda-forge/nbdime,2021-05-25 19:33:13.127000,344875.0,,,,,2.0,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,67898.0,,,,,,,
42,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-07-22 12:37:47.000000,2021-07-21 12:09:18.000000,771.0,58.0,225.0,2011.0,,,,,63355.0,15.0,1631.0,1631.0,101.0,https://pypi.org/project/ipyparallel,55752.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,479017.0,,,,,2.0,,,,,,,,,,,,
43,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-06-18 13:08:27.000000,2021-06-18 11:53:42.000000,36.0,31.0,59.0,452.0,352.0,2021-06-18 11:59:19.000000,0.9.0,,18875.0,25.0,158.0,158.0,13.0,https://pypi.org/project/ipycanvas,17726.0,https://anaconda.org/conda-forge/ipycanvas,2021-06-18 12:16:48.874000,25299.0,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
44,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,nbval,computationalmodelling/nbval,conda-forge/nbval,,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-05-19 21:33:58.000000,2021-01-27 08:24:41.000000,36.0,31.0,60.0,356.0,435.0,,,,76514.0,8.0,1087.0,1087.0,26.0,https://pypi.org/project/nbval,73662.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,145475.0,,,,,2.0,,,,,,,,,,,,
