,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,license,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
164,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,15,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,2017-06-01 14:08:55.000,2021-04-27 16:57:08.000000,2021-04-27 14:56:38,33.0,11.0,12.0,556.0,,2018-01-08 14:51:41,0.1.15,,1594.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,1594.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
165,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,15,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,52.0,15.0,29.0,488.0,212.0,,,,1760.0,2.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,72.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,9640.0,3.0,,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66426.0,,,,,,,
166,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,15,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000,2022-04-19 19:03:10.872000,2022-04-04 19:36:18,37.0,10.0,24.0,404.0,,,,,1537.0,4.0,26.0,26.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,99963.0,3.0,,,,,,,,,,,,,,,,,
167,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,15,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,2018-04-25 14:27:26.000,2021-09-18 19:09:47.000000,2021-09-18 19:09:46,10.0,3.0,5.0,299.0,18.0,,,,3610.0,,146.0,146.0,3.0,https://pypi.org/project/blackcellmagic,3610.0,,,,2.0,,MIT,,,,,,,,,,,,,,,
168,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000,2022-04-09 00:07:37.000000,2021-02-24 06:31:50,31.0,17.0,10.0,289.0,31.0,,,,6806.0,,2.0,2.0,6.0,,,,,,3.0,,MIT,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,6806.0,,,,,,,,,,,,
169,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,15,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000,2022-03-05 01:04:12.000000,2022-03-05 01:04:11,30.0,4.0,28.0,213.0,36.0,,,,3197.0,,,,11.0,,,,,,3.0,,BSD-3-Clause,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,3197.0,,,,,,,,,,,,
170,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,15,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000,2022-04-09 12:01:05.000000,2022-03-23 07:09:49,38.0,4.0,78.0,198.0,,,,,18192.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,5101.0,,,,3.0,,BSD-3-Clause,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,13091.0,,,,,,,,,,,,
171,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,29.0,13.0,14.0,191.0,106.0,,,,622.0,,16.0,16.0,12.0,https://pypi.org/project/jupyter-spark,622.0,,,,3.0,,MPL-2.0,,,,,,,,,,,,,,,
172,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,15,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000,2022-04-29 14:54:24.213000,2022-04-29 11:09:30,32.0,30.0,56.0,162.0,461.0,,,,1829.0,21.0,,,13.0,https://pypi.org/project/cdsdashboards,789.0,https://anaconda.org/conda-forge/cdsdashboards,2022-04-29 14:54:24.213,22893.0,3.0,,,,,,,,,,,,,,,,,
173,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000,2022-04-25 14:34:00.000000,2022-04-09 19:55:54,14.0,5.0,18.0,149.0,,2021-07-17 23:45:44,0.4.1,,4967.0,5.0,2.0,2.0,4.0,,,,,,3.0,,BSD-3-Clause,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,4967.0,,,,,,,,,,,,
174,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,15,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,2015-12-09 23:12:58.000,2022-01-26 14:48:31.000000,2020-09-11 21:06:00,29.0,34.0,28.0,128.0,158.0,,,,5074.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2021-02-08 11:04:25.512,355186.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
175,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,15,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000,2022-03-29 01:55:15.000000,2021-12-22 18:40:06,62.0,26.0,43.0,89.0,219.0,,,,2267.0,,37.0,37.0,19.0,https://pypi.org/project/jupyter-rsession-proxy,2267.0,,,,3.0,,,,,,,,,,,,,,,,,
176,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,15.0,9.0,5.0,78.0,43.0,,,,741.0,,280.0,280.0,6.0,https://pypi.org/project/nbzip,741.0,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
177,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,15,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000,2022-05-16 18:36:47.000000,2021-12-12 18:25:55,7.0,,,73.0,56.0,2021-12-12 18:28:02,1.2.0,,479.0,3.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,405.0,,,,3.0,,BSD-3-Clause,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,74.0,,,,,,,,,,,,
178,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,15,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000,2022-05-19 19:03:08.000000,2022-03-04 23:33:51,47.0,14.0,14.0,51.0,35.0,2022-03-02 16:00:43,1.0.1,,,2.0,7.0,7.0,16.0,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
179,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000,2022-04-08 03:46:35.294000,2022-02-15 23:26:20,3.0,10.0,48.0,50.0,310.0,2019-09-02 19:30:02,0.5.0,,692.0,12.0,,,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2022-04-08 03:46:35.294,14597.0,3.0,,BSD-3-Clause,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,236.0,,,,,,,,,,,,
180,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,14,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000,2022-05-24 23:27:16.000000,2022-05-23 11:34:19,225.0,34.0,61.0,2372.0,,,,,,28.0,,,17.0,,,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
181,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,2019-01-18 19:37:06.000,2022-02-23 01:53:13.000000,2022-02-19 09:55:04,95.0,28.0,64.0,723.0,143.0,,,5585.0,159.0,3.0,,,7.0,,,,,,3.0,,MIT,,,,,,,,,,,,,,,
182,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000,2022-02-07 02:58:37.000000,2020-02-16 06:42:48,69.0,39.0,29.0,450.0,69.0,,,,2239.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,2239.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
183,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000,2022-05-16 18:30:26.000000,2020-02-14 15:11:45,28.0,10.0,16.0,438.0,343.0,,,,75.0,,,,12.0,,,,,,3.0,,MIT,nbgather,https://www.npmjs.com/package/nbgather,75.0,,,,,,,,,,,,
184,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000,2022-04-09 04:43:06.000000,2020-01-04 12:02:35,44.0,37.0,37.0,369.0,634.0,,,,424.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,424.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
185,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,2019-11-12 20:10:23.000,2022-04-18 11:45:28.000000,2022-02-23 08:01:51,132.0,10.0,43.0,355.0,215.0,2021-04-08 06:54:08,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
186,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,39.0,10.0,20.0,341.0,282.0,2020-11-15 17:48:03,0.9.21,,4.0,8.0,,,19.0,,,,,,3.0,,Apache-2.0,,,,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,339.0,,,,,,ielixir,
187,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000,2022-05-22 00:11:37.000000,2022-04-26 05:17:20,78.0,41.0,55.0,336.0,386.0,,,,,,,,29.0,,,,,,3.0,,MIT,,,,,,,,,,,,,,,
188,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,14,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000,2022-05-23 10:30:43.000000,2021-09-21 04:29:32,28.0,40.0,45.0,302.0,,,,,,,113.0,113.0,14.0,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
189,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,14,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000,2022-05-18 22:05:38.000000,2021-04-15 20:39:36,20.0,29.0,41.0,212.0,590.0,,,,820.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,820.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
190,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,14,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000,2022-04-09 03:20:44.000000,2021-05-22 01:41:35,7.0,8.0,22.0,166.0,98.0,,,,1832.0,,,,6.0,,,,,,3.0,,BSD-3-Clause,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,1832.0,,,,,,,,,,,,
191,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,14,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,6.0,,24.0,154.0,731.0,2020-12-11 15:26:11,0.2.1,,,5.0,27.0,27.0,2.0,,,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
192,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,16.0,7.0,22.0,143.0,77.0,2018-02-12 13:01:06,1.1.1,,2759.0,2.0,,,6.0,https://pypi.org/project/environment_kernels,2759.0,,,,3.0,,BSD-2-Clause,,,,,,,,,,,,,,,
193,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000,2022-04-09 08:58:51.000000,2022-02-28 07:33:00,7.0,10.0,19.0,108.0,,2021-11-13 10:58:20,0.5.2,30.0,2243.0,11.0,,,6.0,https://pypi.org/project/ipylab,1906.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,10090.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
194,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000,2022-04-09 03:10:11.000000,2022-02-21 08:59:58,17.0,9.0,33.0,88.0,337.0,,,,1435.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,805.0,,,,3.0,,BSD-3-Clause,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,630.0,,,,,,,,,,,,
195,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,25.0,7.0,20.0,76.0,136.0,,,,1275.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,205.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,72822.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
196,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,14,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000,2022-04-19 09:58:36.000000,2022-04-19 09:58:35,9.0,2.0,11.0,67.0,133.0,2022-04-19 08:14:02,3.1.0,,264.0,5.0,3.0,3.0,4.0,,,,,,3.0,,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,264.0,,,,,,,,,,,,
197,jupyterlab-theme-solarized-dark,True,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,14,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000,2022-04-09 10:08:16.000000,2022-04-09 10:08:14,8.0,1.0,1.0,63.0,75.0,2021-09-26 00:52:38,2.0.1,,4130.0,9.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,663.0,,,,2.0,,BSD-3-Clause,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,3467.0,,,,,,,,,,,,
198,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,14,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000,2022-05-26 14:19:02.000000,2022-05-26 14:19:01,9.0,2.0,29.0,58.0,,2022-04-11 15:35:12,0.3.6,,308.0,12.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,171.0,,,,3.0,,Apache-2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,137.0,,,,,,,,,,,,
199,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,14.0,7.0,6.0,56.0,191.0,2019-09-05 11:54:07,0.4.0,,358.0,3.0,,,8.0,,,,,,3.0,,BSD-3-Clause,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,358.0,,,,,,,,,,,,
200,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,14,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,36.0,17.0,20.0,44.0,115.0,,,,853.0,,38.0,38.0,14.0,https://pypi.org/project/sudospawner,853.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
201,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,14,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000,2022-03-21 15:14:31.000000,2022-03-21 15:14:31,21.0,14.0,14.0,31.0,113.0,2020-07-13 15:56:30,samlauthenticator-0.0.9,13.0,333.0,3.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,333.0,,,,2.0,,MIT,,,,,,,,,,,,,,,
202,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,14.0,5.0,2.0,28.0,7.0,,,,1597.0,,95.0,95.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,1597.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
203,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,14,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000,2022-05-17 12:31:29.000000,2022-05-17 12:31:29,9.0,1.0,,7.0,20.0,,,,2542.0,,79.0,79.0,7.0,https://pypi.org/project/nullauthenticator,2542.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
204,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,112.0,23.0,53.0,2238.0,169.0,,,,,,,,9.0,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
205,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,ResidentMario/py_d3,py_d3,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000,2022-02-20 00:55:57.000000,2022-02-20 00:55:56,37.0,1.0,15.0,442.0,41.0,,,,173.0,,,,4.0,https://pypi.org/project/py_d3,173.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
206,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,13,fsprojects/IfSharp,,,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000,2022-03-17 09:11:27.000000,2022-03-17 09:11:22,67.0,13.0,127.0,434.0,,2020-03-08 20:03:38,3.0.4,5355.0,60.0,15.0,,,28.0,,,,,,3.0,,,,,,fsprojects/ifsharp,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,669.0,,,,,,,
207,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,13,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,53.0,37.0,26.0,272.0,57.0,,,,873.0,,,,10.0,https://pypi.org/project/nbopen,873.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
208,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000,2022-04-09 01:20:33.000000,2019-08-14 17:21:34,32.0,40.0,20.0,271.0,87.0,,,,77.0,,,,6.0,,,,,,3.0,,BSD-3-Clause,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,77.0,,,,,,,,,,,,
209,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10,6.0,,8.0,235.0,154.0,,,,,,19.0,19.0,8.0,,,,,,3.0,,MIT,,,,,,,,,,,,,,,
210,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,13,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000,2022-05-18 13:30:06.000000,2022-05-18 13:29:02,16.0,22.0,107.0,192.0,,,,,7584.0,,3.0,3.0,17.0,https://pypi.org/project/naas,7584.0,,,,3.0,,AGPL-3.0,,,,,,,,,,,,,,,
211,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,13,tmthyjames/SQLCell,sqlcell,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000,2022-04-06 18:55:56.000000,2020-10-06 02:14:24,10.0,60.0,24.0,149.0,310.0,,,,23.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,23.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
212,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000,2022-05-25 13:34:26.000000,2022-05-25 13:34:25,22.0,83.0,277.0,142.0,,,,,2448.0,,,,19.0,,,,,,3.0,,MIT,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2022-05-05 17:32:47.369393,3.0,156684.0,,,,,,,
213,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,13,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000,2022-05-04 20:39:53.000000,2022-05-04 20:37:55,16.0,2.0,42.0,125.0,,,,,16766.0,,,,13.0,https://pypi.org/project/mkdocs-jupyter,16766.0,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
214,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,22.0,24.0,10.0,91.0,332.0,,,,149.0,,,,10.0,,,,,,3.0,,BSD-3-Clause,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,149.0,,,,,,,,,,,,
215,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000,2022-04-09 00:38:25.000000,2019-10-29 13:53:37,13.0,7.0,3.0,80.0,74.0,2019-08-09 15:57:25,0.1.1,,147.0,1.0,5.0,5.0,3.0,https://pypi.org/project/ipymaterialui,58.0,,,,3.0,,MIT,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,89.0,,,,,,,,,,,,
