,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,trending,npm_id,npm_url,npm_monthly_downloads,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
92,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000000,2021-11-23 15:47:01.000000,2021-11-23 15:47:01.000000,296.0,167.0,442.0,2040.0,2593.0,,,,,1.0,5.0,5.0,83.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,binderhub,,
93,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,notedown,aaren/notedown,conda-forge/notedown,,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56.000000,91.0,39.0,29.0,783.0,264.0,,,,791.0,1.0,145.0,145.0,7.0,https://pypi.org/project/notedown,,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,32447.0,,,,,3.0,BSD-2-Clause,,,,,,,,,,,
94,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,jupyterlab_code_formatter,ryantam626/jupyterlab_code_formatter,,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-09-15 11:30:58.000000,2021-04-02 15:15:07.000000,38.0,21.0,114.0,480.0,353.0,,,,25286.0,,,,30.0,https://pypi.org/project/jupyterlab_code_formatter,17810.0,,,,,,,,2.0,MIT,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,7476.0,,,,,,,
95,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter/enterprise_gateway,,kernels,18,jupyter_enterprise_gateway,jupyter/enterprise_gateway,,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000000,2021-11-24 19:03:30.000000,2021-10-11 16:07:37.000000,146.0,91.0,399.0,471.0,1102.0,2021-08-18 15:16:46.000000,2.5.1,11457.0,1066.0,27.0,,,84.0,https://pypi.org/project/jupyter_enterprise_gateway,833.0,,,,,,,,2.0,,,,,,,,,,,,
96,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,,Anaconda-Platform/nb_conda_kernels,conda-forge/nb_conda_kernels,,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000000,2021-11-15 18:27:32.236000,2020-11-30 15:55:07.000000,51.0,31.0,95.0,413.0,335.0,2020-09-05 22:35:32.000000,2.3.0,,7861.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2021-11-15 18:27:32.236000,510983.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
97,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,18,itkwidgets,InsightSoftwareConsortium/itkwidgets,,,https://github.com/InsightSoftwareConsortium/itkwidgets,2018-02-15 01:43:39.000000,2021-09-17 20:07:43.000000,2021-09-17 20:07:43.000000,48.0,71.0,100.0,397.0,877.0,2021-05-14 15:18:02.000000,0.32.1,64.0,7043.0,13.0,,,20.0,https://pypi.org/project/itkwidgets,4710.0,,,,,,,,3.0,Apache-2.0,,itkwidgets,https://www.npmjs.com/package/itkwidgets,2331.0,,,,,,,
98,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,18,,lgpage/nbtutor,conda-forge/nbtutor,,https://github.com/lgpage/nbtutor,2016-11-07 14:08:25.000000,2021-11-16 20:29:38.101000,2021-07-29 16:32:39.000000,34.0,18.0,13.0,392.0,177.0,2016-12-23 12:20:44.000000,1.0.4,,1567.0,2.0,23.0,23.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2021-11-16 20:29:38.101000,92488.0,,,,,3.0,,,,,,,,,,,,
99,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,18,octave_kernel,calysto/octave_kernel,,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000000,2020-05-23 09:47:50.000000,2020-05-23 09:47:43.000000,57.0,31.0,132.0,382.0,347.0,2017-10-09 17:56:29.000000,0.28.0,,16643.0,2.0,,,16.0,https://pypi.org/project/octave_kernel,16643.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
100,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega,vega/ipyvega,conda-forge/vega,,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-11-21 17:38:04.000000,2021-11-02 07:11:19.000000,51.0,10.0,81.0,315.0,537.0,,,,29856.0,26.0,,,10.0,https://pypi.org/project/vega,22691.0,https://anaconda.org/conda-forge/vega,2021-11-18 16:21:37.805000,465743.0,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
101,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab-github,jupyterlab/jupyterlab-github,,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000000,2021-10-22 22:47:11.000000,2021-10-22 22:37:52.000000,77.0,21.0,36.0,304.0,220.0,2018-04-23 05:09:22.000000,0.7.1,,2299.0,5.0,2.0,2.0,14.0,https://pypi.org/project/jupyterlab-github,649.0,,,,,,,,2.0,BSD-3-Clause,,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1650.0,,,,,,,
102,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,18,,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000000,2021-11-19 12:51:09.000000,2021-11-19 12:06:20.000000,52.0,55.0,81.0,256.0,676.0,2021-10-26 10:04:08.000000,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
103,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask-labextension,dask/dask-labextension,conda-forge/dask-labextension,,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000000,2021-11-16 04:19:06.003000,2021-08-05 17:00:09.000000,44.0,34.0,83.0,237.0,,2021-06-02 23:50:52.000000,5.0.2,,22258.0,15.0,,,18.0,https://pypi.org/project/dask-labextension,,https://anaconda.org/conda-forge/dask-labextension,2021-11-16 04:19:06.003000,486963.0,,,,,2.0,BSD-3-Clause,,dask-labextension,https://www.npmjs.com/package/dask-labextension,5467.0,,,,,,,
104,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract-scrapbook,nteract/scrapbook,,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000000,2021-05-07 07:52:57.000000,2021-04-28 06:36:37.000000,23.0,23.0,25.0,227.0,,,,,82538.0,,77.0,77.0,11.0,https://pypi.org/project/nteract-scrapbook,82538.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
105,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,18,sas_kernel,sassoftware/sas_kernel,,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000000,2021-09-21 14:53:24.000000,2021-09-21 14:53:24.000000,70.0,3.0,52.0,181.0,213.0,2021-07-14 17:27:18.000000,2.4.11,,677.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,677.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
106,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,18,,scijava/scijava-jupyter-kernel,conda-forge/scijava-jupyter-kernel,,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000000,2021-11-08 21:42:16.000000,2021-11-08 21:42:15.000000,43.0,10.0,70.0,176.0,403.0,2017-06-02 21:19:27.000000,0.5.0,76.0,1356.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430000,74528.0,,,,,2.0,Apache-2.0,,,,,,,,,,,
107,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,18,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-11-24 21:26:22.000000,2021-11-16 14:33:22.000000,51.0,45.0,68.0,147.0,,,,,891.0,10.0,397.0,397.0,23.0,https://pypi.org/project/nbgitpuller,,https://anaconda.org/conda-forge/nbgitpuller,2021-09-03 01:35:54.657000,25842.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
108,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,18,altair_viewer,altair-viz/altair_viewer,,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2021-11-06 14:17:50.000000,2021-11-06 14:17:25.000000,7.0,2.0,4.0,49.0,112.0,2021-11-06 14:18:45.000000,0.4.0,,157193.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,157193.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
109,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,18,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000000,2021-11-19 19:10:31.000000,2021-10-28 08:26:10.000000,10.0,3.0,3.0,36.0,85.0,2021-11-19 19:10:31.000000,1.7.0,,1443.0,18.0,16.0,16.0,3.0,https://pypi.org/project/ipyvue,,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039000,38972.0,,,,,3.0,MIT,,,,,,,,,,,
110,IHaskell,True,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,17,,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2021-11-23 12:38:56.000000,2021-11-11 22:51:55.000000,234.0,29.0,687.0,2306.0,2084.0,2015-03-26 05:06:25.000000,0.6,,15.0,1.0,,,104.0,,,,,,,,,,3.0,MIT,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,15.0,,,,,,,
111,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,17,colabcode,abhishekkrthakur/colabcode,,,https://github.com/abhishekkrthakur/colabcode,2020-09-09 10:06:26.000000,2021-10-28 17:06:53.000000,2021-06-11 15:16:36.000000,217.0,30.0,29.0,1593.0,44.0,,,,,,46.0,46.0,8.0,https://pypi.org/project/colabcode,,,,,,,,,3.0,MIT,,,,,,,,,,,
112,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,17,py-heat-magic,csurfer/pyheatmagic,,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13.000000,21.0,2.0,3.0,958.0,34.0,,,,3103.0,,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,3103.0,,,,,,,,2.0,MIT,,,,,,,,,,,
113,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,pyforest,8080labs/pyforest,,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41.000000,176.0,8.0,14.0,936.0,196.0,2019-09-02 14:01:33.000000,0.1.2,,5812.0,1.0,,,13.0,https://pypi.org/project/pyforest,5812.0,,,,,,,,2.0,MIT,,,,,,,,,,,
114,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,17,gmaps,pbugnion/gmaps,conda-forge/gmaps,,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,142.0,62.0,136.0,722.0,1380.0,2016-01-02 19:06:03.000000,0.2,,6454.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,248476.0,,,,,3.0,BSD-3-Clause,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1853.0,,,,,,,
115,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,17,,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000000,2021-08-31 21:53:11.000000,2021-06-29 12:29:51.000000,55.0,39.0,25.0,508.0,101.0,,,,5447.0,,152.0,152.0,15.0,,,,,,,,,,2.0,BSD-3-Clause,,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,5447.0,,,,,,,
116,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,jupyterlab-nvdashboard,rapidsai/jupyterlab-nvdashboard,,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000000,2021-10-12 08:51:06.000000,2021-10-12 08:51:05.000000,49.0,23.0,28.0,437.0,,2021-05-25 17:57:52.000000,0.6.0,,10013.0,2.0,,,15.0,https://pypi.org/project/jupyterlab-nvdashboard,3015.0,,,,,,,,2.0,BSD-3-Clause,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,6998.0,,,,,,,
117,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000000,2021-08-31 17:28:38.000000,2021-08-31 17:28:35.000000,59.0,31.0,69.0,418.0,525.0,,,,12575.0,,1.0,1.0,23.0,,,,,,,,,,2.0,BSD-3-Clause,,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,12575.0,,,,,,,
118,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,17,,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-11-17 00:58:15.000000,2021-11-17 00:58:05.000000,63.0,51.0,39.0,388.0,633.0,,,,228.0,,3.0,3.0,27.0,,,,,,,,,,3.0,BSD-3-Clause,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,228.0,,,,,,,
119,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000000,2021-08-10 23:33:48.000000,2021-08-10 23:33:46.000000,67.0,30.0,65.0,347.0,513.0,2018-02-05 18:54:22.000000,0.11.1,,4012.0,12.0,2.0,2.0,15.0,,,,,,,,,,2.0,BSD-3-Clause,,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,4012.0,,,,,,,
120,tributary,True,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,17,tributary,timkpaine/tributary,conda-forge/tributary,,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000000,2021-11-24 03:57:26.000000,2021-11-10 00:14:09.000000,25.0,10.0,69.0,282.0,,2021-02-27 04:59:39.000000,0.1.5,,979.0,12.0,15.0,15.0,7.0,https://pypi.org/project/tributary,135.0,https://anaconda.org/conda-forge/tributary,2021-11-17 22:00:58.159000,14359.0,,,,,3.0,Apache-2.0,,,,,,,,,,,
121,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,17,jupyterlab_templates,jpmorganchase/jupyterlab_templates,,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000000,2021-10-14 05:12:32.000000,2021-09-30 19:08:28.000000,47.0,8.0,68.0,275.0,,2021-03-28 03:19:03.000000,0.3.1,,7450.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,,,,,,,,,2.0,Apache-2.0,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,7450.0,,,,,,,
122,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,17,jupyterlab-classic,jtpio/jupyterlab-classic,,,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000000,2021-11-25 14:02:23.000000,2021-11-19 09:39:47.000000,32.0,35.0,77.0,213.0,,2021-11-12 19:52:24.000000,0.3.13,271.0,24.0,40.0,39.0,39.0,12.0,https://pypi.org/project/jupyterlab-classic,,,,,,,,,3.0,BSD-3-Clause,,,,,jupyterlab/retrolab,,,,,,
123,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,,mamba-org/gator,conda-forge/mamba_gator,,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000000,2021-11-23 10:01:52.000000,2021-10-29 07:36:43.000000,19.0,13.0,37.0,202.0,602.0,2021-09-03 07:26:55.000000,npm@3.0.2,2.0,1040.0,27.0,1.0,1.0,24.0,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360000,10714.0,,,,,2.0,BSD-3-Clause,,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,148.0,,,,,,,
124,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,,ml-tooling/ml-hub,,mltooling/ml-hub,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000000,2020-10-19 09:31:37.000000,2020-10-02 15:10:06.000000,44.0,12.0,9.0,199.0,217.0,2020-02-03 15:59:07.000000,1.0.0,1690.0,1556.0,8.0,,,6.0,,,,,,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,43259.0,3.0,Apache-2.0,,,,,,,,,,,
125,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,17,,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000000,2021-08-10 10:07:02.000000,2021-08-07 23:37:29.000000,29.0,3.0,64.0,199.0,316.0,2021-08-10 10:14:25.000000,2.7.5,53529.0,1029.0,27.0,,,17.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
126,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,sidecar,jupyter-widgets/jupyterlab-sidecar,,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000000,2021-10-26 14:58:49.000000,2021-07-04 21:12:58.000000,35.0,19.0,10.0,189.0,69.0,2021-03-11 01:34:17.000000,0.5.1,,2432.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,1364.0,,,,,,,,2.0,BSD-3-Clause,,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,1068.0,,,,,,,
127,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,sparkmonitor,krishnan-r/sparkmonitor,,krishnanr/sparkmonitor,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000000,2021-02-03 03:28:03.000000,2021-02-03 03:28:02.000000,47.0,15.0,7.0,164.0,214.0,2018-05-29 18:46:14.000000,0.0.9,2379.0,1766.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1705.0,,,,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,897.0,2.0,Apache-2.0,,,,,,,,,,,
128,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,17,spylon-kernel,Valassis-Digital-Media/spylon-kernel,conda-forge/spylon-kernel,,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57.000000,23.0,16.0,18.0,148.0,188.0,2017-03-05 04:26:44.000000,0.2.0,,6511.0,8.0,67.0,67.0,6.0,https://pypi.org/project/spylon-kernel,5144.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447000,77936.0,,,,,3.0,,,,,,vericast/spylon-kernel,,,,,,
129,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,2018-04-02 07:47:30.000000,2021-10-08 10:06:16.000000,2021-10-08 10:02:41.000000,16.0,9.0,33.0,133.0,150.0,2021-10-08 10:06:16.000000,0.7.2,,2801.0,7.0,1.0,1.0,6.0,,,,,,,,,,2.0,BSD-3-Clause,,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,2801.0,jupyterlab-contrib/spellchecker,,,,,,
130,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,sphinxcontrib-jupyter,QuantEcon/sphinxcontrib-jupyter,,,https://github.com/QuantEcon/sphinxcontrib-jupyter,2017-10-12 04:04:05.000000,2021-04-26 14:44:49.000000,2020-06-18 03:28:01.000000,23.0,88.0,93.0,72.0,269.0,2020-06-18 03:30:24.000000,0.5.10,,393.0,17.0,24.0,24.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,393.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
131,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,17,jupyterhub-firstuseauthenticator,jupyterhub/firstuseauthenticator,,,https://github.com/jupyterhub/firstuseauthenticator,2016-10-25 03:09:14.000000,2021-10-28 11:34:33.000000,2021-10-28 11:33:41.000000,21.0,5.0,17.0,38.0,,2019-01-24 17:18:45.000000,0.12,,6674.0,2.0,54.0,54.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,6674.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
132,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,17,ipydagred3,timkpaine/ipydagred3,,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-10-14 04:46:15.000000,2021-09-21 22:35:39.000000,5.0,5.0,13.0,27.0,,2020-12-31 23:04:43.000000,0.3.0,,158287.0,9.0,8.0,8.0,3.0,https://pypi.org/project/ipydagred3,428.0,,,,,,,,3.0,Apache-2.0,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,157859.0,,,,,,,
133,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,16,,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000000,2021-06-15 20:32:15.000000,2019-07-16 04:37:36.000000,70.0,54.0,42.0,893.0,60.0,2019-07-16 04:33:54.000000,0.11.0,,622.0,14.0,3.0,3.0,8.0,,,,,,,,,,2.0,MIT,,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,622.0,,,,,,,
134,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,133.0,60.0,57.0,717.0,90.0,2019-05-06 03:28:50.000000,1.3.0,66263.0,1616.0,5.0,,,4.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
135,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,,clojupyter/clojupyter,simplect/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-11-25 13:40:28.000000,2021-11-12 13:54:30.000000,74.0,21.0,71.0,711.0,272.0,,,,96.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2628.0,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,336.0,3.0,MIT,,,,,,,,,,,
136,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,16,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,benthomasson/ansible-jupyter-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2021-03-05 18:39:25.000000,2021-03-05 18:39:24.000000,48.0,12.0,29.0,478.0,208.0,,,,2111.0,1.0,8.0,8.0,9.0,https://pypi.org/project/ansible-kernel,204.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,8375.0,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66403.0,3.0,Apache-2.0,,,,,,,,,,,
137,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2021-11-25 01:37:25.000000,2021-11-25 01:37:24.000000,90.0,609.0,5814.0,472.0,,2021-08-17 23:55:18.000000,2021.8.12,,,18.0,,,239.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
138,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,16,,fsprojects/IfSharp,,fsprojects/ifsharp,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,68.0,14.0,126.0,434.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5301.0,63.0,15.0,,,27.0,,,,,,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,650.0,3.0,BSD-3-Clause,,,,,,,,,,,
