,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
27,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2022-06-23 00:23:41.000000,2022-06-23 00:21:20,97.0,150.0,262.0,1268.0,2370.0,2022-03-21 19:31:19,3.10.1,,4300.0,41.0,177.0,177.0,39.0,,,,,,1.0,jupyter-lsp/jupyterlab-lsp,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,4300.0,,,,,,,,,,,,
28,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1028.0,2157.0,2019-12-04 15:06:08,1.1.18,,12860.0,19.0,237.0,237.0,33.0,https://pypi.org/project/pixiedust,11662.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,37141.0,1.0,,,,,,,,,,,,,,,,
29,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-06-23 00:41:00.000000,2022-06-22 19:57:27,469.0,72.0,448.0,4641.0,5220.0,,,,5039.0,,256.0,256.0,71.0,https://pypi.org/project/perspective-python,2735.0,,,,1.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2304.0,,,,,,,,,,,,
30,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-05-30 23:29:14.790000,2022-05-27 13:53:40,80.0,16.0,28.0,641.0,97.0,2022-05-27 13:54:28,2.3.1,,23756.0,16.0,1513.0,1513.0,19.0,https://pypi.org/project/watermark,20683.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,209028.0,2.0,,,,,,,,,,,,,,,,
31,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-06-22 12:18:37.000000,2022-06-22 12:18:37,48.0,42.0,68.0,611.0,438.0,2022-05-03 07:55:27,0.12.0,,32932.0,30.0,590.0,590.0,18.0,https://pypi.org/project/ipycanvas,31033.0,https://anaconda.org/conda-forge/ipycanvas,2022-05-16 17:29:42.213,62680.0,2.0,,,,,,,,,,,,,,,,
32,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-05-31 17:34:28.000000,2022-05-31 17:31:46,219.0,47.0,124.0,3297.0,396.0,2022-05-31 17:34:28,0.7.5,40.0,1110.0,17.0,8.0,8.0,29.0,,,,,,1.0,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85534.0,github.com/gopherdata/gophernotes,,,,,
33,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,23,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2022-03-28 15:28:41.000000,2022-03-28 15:25:07,379.0,139.0,283.0,3292.0,751.0,,,,10332.0,9.0,1886.0,1886.0,41.0,https://pypi.org/project/RISE,6410.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,203948.0,2.0,,,,,,,,,,,,,,,,
34,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,23,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-06-23 11:43:02.000000,2022-06-23 11:42:59,476.0,431.0,650.0,2932.0,1368.0,2022-06-03 14:09:27,0.13,,40414.0,37.0,,,108.0,https://pypi.org/project/jupyter-book,40414.0,,,,2.0,,,,,,,,,,,,,,,,
35,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2022-06-19 09:48:02.000000,2022-06-19 09:48:02,130.0,61.0,221.0,2241.0,1963.0,,,,299504.0,21.0,74.0,74.0,39.0,https://pypi.org/project/nbdime,219044.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,546697.0,2.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,72177.0,,,,,,,,,,,,
36,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-06-23 07:34:59.000000,2022-06-23 07:18:05,34.0,63.0,496.0,643.0,9499.0,2022-06-23 07:18:10,1.13.0,3168.0,444.0,100.0,17.0,17.0,32.0,,,,,,2.0,,stencila,https://www.npmjs.com/package/stencila,20.0,,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,
37,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-06-20 21:31:34.000000,2022-06-20 21:31:32,224.0,141.0,179.0,279.0,,2022-06-08 20:05:27,7.3.4,289.0,14630834.0,19.0,,,118.0,https://pypi.org/project/jupyter-client,14630806.0,,,,2.0,,,,,6.0,,,,,,,,,,,
38,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-05-20 15:19:36.000000,2022-05-20 15:19:36,52.0,54.0,99.0,194.0,709.0,2022-03-28 22:52:15,1.3.1,3.0,1316.0,19.0,71.0,71.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-04-05 02:28:16.580,35553.0,2.0,cytoscape/ipycytoscape,,,,,,,,,,,,,,,
39,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57,372.0,349.0,4174.0,2664.0,1689.0,2018-12-04 18:27:21,1.3.0,31.0,20965.0,39.0,,,43.0,https://pypi.org/project/beakerx,9055.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,518429.0,2.0,,beakerx,https://www.npmjs.com/package/beakerx,408.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,245546.0,,,,,,
40,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-06-13 22:52:52.000000,2022-03-15 12:00:47,489.0,159.0,403.0,2021.0,1409.0,,,,23523.0,,7.0,7.0,89.0,,,,,,2.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-03-15 12:02:39.244788,28.0,2775806.0,,,,,,
41,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-06-21 20:28:18.000000,2022-01-04 12:48:23,284.0,57.0,507.0,1539.0,588.0,2022-01-03 22:04:04,1.3,,13941.0,17.0,,,40.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,72844.0,1.0,,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-06-20 05:56:54.958711,44.0,1309407.0,,IRkernel,,,,
42,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-06-23 13:43:44.000000,2022-06-14 21:31:20,241.0,208.0,1228.0,1378.0,,2022-06-15 13:43:15,3.9.1,,3635.0,19.0,32.0,32.0,50.0,https://pypi.org/project/elyra,3070.0,https://anaconda.org/conda-forge/elyra,2022-06-13 06:17:11.379,12430.0,1.0,,,,,,,,,,,,,,,,
43,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-06-23 10:23:55.000000,2022-06-22 15:36:30,288.0,147.0,323.0,1352.0,,2022-02-06 14:43:19,2022.02.0,,2504.0,11.0,156.0,156.0,110.0,https://pypi.org/project/jupyter-repo2docker,2504.0,,,,2.0,,,,,,,,,,,,,,,,
44,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,22,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,,2015-04-09 06:58:23.000,2022-06-22 08:33:25.000000,2022-06-21 14:35:07,476.0,405.0,583.0,1332.0,,2022-04-11 09:11:31,6.5,,12371435.0,32.0,,,246.0,https://pypi.org/project/nbconvert,12275861.0,https://anaconda.org/conda-forge/nbconvert,2022-04-11 11:35:00.503,7072521.0,2.0,,,,,-8.0,,,,,,,,,,,
