,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,license,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
10,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000,2022-03-22 17:06:28.000000,2022-02-17 09:26:35,307.0,179.0,294.0,1237.0,995.0,2021-12-06 12:32:04,0.15.0,,118189.0,61.0,1554.0,1554.0,74.0,https://pypi.org/project/ipyleaflet,62448.0,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043,798999.0,1.0,MIT,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,44327.0,,,,,,,,,,,,
11,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,28,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000,2022-03-11 11:51:34.975000,2022-03-11 08:59:11,40.0,27.0,58.0,86.0,277.0,2022-03-11 09:00:20,0.5.13,34.0,9471274.0,19.0,47769.0,47769.0,30.0,https://pypi.org/project/nbclient,9342748.0,https://anaconda.org/conda-forge/nbclient,2022-03-11 11:51:34.975,3213060.0,1.0,,,,,,,,,,,,,,,,,
12,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000,2022-03-22 09:16:42.000000,2022-03-21 06:25:38,326.0,63.0,438.0,5267.0,,2022-02-09 21:32:56,1.13.7,,206744.0,100.0,2588.0,2588.0,69.0,https://pypi.org/project/jupytext,188886.0,https://anaconda.org/conda-forge/jupytext,2022-02-15 08:53:11.191,281377.0,1.0,MIT,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,10824.0,,,,,,,,,,,,
13,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000,2022-03-24 03:01:11.816000,2022-03-24 02:17:16,257.0,35.0,416.0,3303.0,589.0,2022-03-24 02:37:28,2.2.0,,80712.0,107.0,317.0,317.0,23.0,https://pypi.org/project/dtale,76374.0,https://anaconda.org/conda-forge/dtale,2022-03-24 03:01:11.816,108460.0,1.0,LGPL-2.1,,,,,,,,,,,,,,,,
14,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000,2022-03-03 13:30:30.000000,2022-03-03 13:30:28,432.0,204.0,355.0,3261.0,3507.0,2022-01-07 12:38:39,0.12.32,,111569.0,56.0,30.0,30.0,56.0,https://pypi.org/project/bqplot,73850.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,932933.0,1.0,Apache-2.0,,bqplot,https://www.npmjs.com/package/bqplot,24392.0,,,,,,,,,,,,
15,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000,2022-03-03 18:37:45.000000,2021-06-29 17:43:55,231.0,101.0,38.0,1498.0,253.0,,,,87310.0,3.0,2871.0,2871.0,44.0,https://pypi.org/project/ipython-sql,85265.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,137080.0,1.0,MIT,,,,,,,,,,,,,,,,
16,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000,2022-03-17 16:30:02.000000,2022-02-21 08:29:31,175.0,103.0,135.0,1241.0,,2022-02-18 05:57:25,0.8.8,,125491.0,24.0,2755.0,2755.0,26.0,https://pypi.org/project/ipympl,91600.0,,,,1.0,BSD-3-Clause,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,33891.0,,,,,,,,,,,,
17,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,26,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000,2022-03-24 00:16:26.000000,2022-03-21 15:34:08,3607.0,2004.0,2354.0,9809.0,,2022-01-25 19:28:28,6.4.8,5951.0,9708228.0,31.0,7.0,7.0,605.0,https://pypi.org/project/notebook,9356020.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,1849217.0,1.0,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-03-21 20:40:35.423513,911.0,26749927.0,-11.0,,,,,,
18,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,26,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000,2022-03-24 14:06:04.000000,2022-03-22 05:35:53,1614.0,176.0,1898.0,6906.0,,,,,716402.0,30.0,1664.0,1664.0,272.0,https://pypi.org/project/jupyterhub,681969.0,https://anaconda.org/conda-forge/jupyterhub,2022-03-14 14:16:26.459,506834.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-03-22 05:53:22.239819,307.0,2529028.0,,,,,,,
19,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000,2022-03-08 13:39:13.000000,2022-02-18 05:38:57,346.0,102.0,234.0,4614.0,,,,,601707.0,17.0,2028.0,2028.0,98.0,https://pypi.org/project/papermill,596267.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,233959.0,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
20,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000,2022-03-24 09:06:18.000000,2022-03-22 14:42:36,382.0,236.0,345.0,3990.0,,2022-03-22 14:45:07,0.3.4,223.0,66219.0,57.0,6269.0,6269.0,57.0,https://pypi.org/project/voila,59010.0,https://anaconda.org/conda-forge/voila,2022-03-22 15:16:45.413,165356.0,2.0,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3139.0,,,,,,,,,,,,
21,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,26,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,2016-12-21 15:30:13.000,2022-02-23 14:32:16.000000,2021-11-01 12:36:42,213.0,165.0,128.0,1739.0,970.0,2018-06-11 13:56:17,0.4.5,,41618.0,16.0,717.0,717.0,39.0,https://pypi.org/project/ipyvolume,33835.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,342951.0,2.0,MIT,widgetti/ipyvolume,ipyvolume,https://www.npmjs.com/package/ipyvolume,2161.0,,,,,,,,,,,,
22,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000,2022-03-23 13:52:21.000000,2022-03-23 09:41:26,211.0,84.0,426.0,1055.0,1753.0,2022-03-23 09:43:15,0.36.0,,136057.0,39.0,14.0,14.0,72.0,https://pypi.org/project/jupyterlab-git,132770.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-03-23 13:42:44.244,128231.0,1.0,BSD-3-Clause,,,,,,,,,,,,,,,,
23,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000,2022-03-18 17:33:18.000000,2022-03-09 22:59:57,181.0,35.0,17.0,700.0,128.0,2022-02-16 17:16:49,0.4.1,76.0,78283.0,10.0,1359.0,1359.0,5.0,https://pypi.org/project/jupyter-dash,78280.0,,,,2.0,MIT,,,,,,,,,,,,,,,,
24,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000,2022-03-22 09:38:50.000000,2022-03-22 09:38:50,2502.0,42.0,690.0,6897.0,2782.0,,,,1067095.0,,,,216.0,,,,,,2.0,BSD-3-Clause,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-03-21 20:20:09.517194,337.0,85367628.0,,,,,,,
25,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,831.0,76.0,76.0,6810.0,264.0,2019-07-01 16:35:20,1.0.0,,176018.0,4.0,109.0,109.0,28.0,https://pypi.org/project/facets-overview,176018.0,,,,2.0,Apache-2.0,,,,,,,,,,4.0,,,,,,
26,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000,2022-03-24 01:34:46.000000,2022-03-17 04:29:29,519.0,151.0,1520.0,5769.0,10501.0,2021-01-26 05:18:38,0.28.0,1317454.0,21671.0,66.0,,,174.0,https://pypi.org/project/nteract_on_jupyter,2851.0,,,,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
27,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,25,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2022-03-22 21:21:29.000000,2022-03-19 19:25:21,438.0,65.0,436.0,4272.0,5121.0,,,,11020.0,,238.0,238.0,68.0,https://pypi.org/project/perspective-python,8562.0,,,,1.0,Apache-2.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2458.0,,,,,,,,,,,,
28,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,25,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000,2022-03-21 00:04:05.000000,2022-03-21 00:04:05,326.0,87.0,280.0,3179.0,1383.0,2022-02-24 05:10:31,1.2.2,,103393.0,21.0,,,63.0,https://pypi.org/project/nbdev,103393.0,,,,1.0,Apache-2.0,,,,,,,,,,,,,,,,
29,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,25,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000,2022-03-24 00:27:17.000000,2022-03-23 15:52:00,215.0,211.0,1132.0,1268.0,1534.0,2022-02-14 17:16:10,3.5.3,,4433.0,13.0,29.0,29.0,45.0,https://pypi.org/project/elyra,3920.0,https://anaconda.org/conda-forge/elyra,2022-03-03 16:31:14.739,9754.0,1.0,Apache-2.0,,,,,,,,,,,,,,,,
30,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000,2022-03-22 11:55:45.000000,2022-03-22 11:55:44,88.0,137.0,258.0,1207.0,2359.0,2022-03-21 19:31:19,3.10.1,,6080.0,41.0,130.0,130.0,38.0,,,,,,1.0,BSD-3-Clause,jupyter-lsp/jupyterlab-lsp,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,6080.0,,,,,,,,,,,,
31,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2022-03-10 18:02:08.000000,2021-09-09 18:47:00,374.0,132.0,257.0,1106.0,1163.0,2021-08-27 16:28:41,0.19.1,,41713.0,15.0,234.0,234.0,54.0,https://pypi.org/project/sparkmagic,40997.0,https://anaconda.org/conda-forge/sparkmagic,2022-02-26 15:20:27.907,39434.0,1.0,,,,,,,,,,,,,,,,,
32,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1029.0,2157.0,2019-12-04 15:06:08,1.1.18,,18783.0,19.0,233.0,233.0,33.0,https://pypi.org/project/pixiedust,17526.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,35217.0,1.0,Apache-2.0,,,,,,,,,,,,,,,,
33,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000,2022-03-21 13:40:56.000000,2022-03-21 13:40:56,374.0,137.0,283.0,3218.0,747.0,,,,13521.0,9.0,1806.0,1806.0,41.0,https://pypi.org/project/RISE,9623.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,191028.0,2.0,,,,,,,,,,,,,,,,,
34,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000,2022-03-22 23:37:39.000000,2022-03-22 23:35:51,431.0,395.0,627.0,2716.0,1339.0,2022-02-22 01:03:23,0.12.2,,40831.0,35.0,,,102.0,https://pypi.org/project/jupyter-book,40831.0,,,,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
35,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-29 23:24:03.000000,2022-01-29 23:24:03,76.0,15.0,28.0,604.0,94.0,2022-01-04 01:53:30,2.3.0,,21552.0,15.0,1401.0,1401.0,19.0,https://pypi.org/project/watermark,18501.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,198317.0,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
36,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000,2022-03-08 13:01:00.000000,2022-03-08 12:59:55,47.0,37.0,66.0,590.0,407.0,2022-03-08 11:12:56,0.11.0,,12325.0,29.0,438.0,438.0,15.0,https://pypi.org/project/ipycanvas,10890.0,https://anaconda.org/conda-forge/ipycanvas,2022-03-08 11:36:25.725,43061.0,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
37,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-01-27 10:10:12.000000,2021-06-27 18:55:19,149.0,55.0,79.0,173.0,167.0,2018-06-14 12:02:35,1.2.2,,8507.0,3.0,89.0,89.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7988.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,23370.0,1.0,BSD-3-Clause,,,,,,,,,,,,,,,,
38,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-03-13 22:04:03.000000,2022-03-13 22:04:03,214.0,46.0,123.0,3188.0,394.0,2022-01-09 15:20:57,0.7.4,40.0,1147.0,16.0,8.0,8.0,29.0,,,,,,1.0,MIT,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,84904.0,,github.com/gopherdata/gophernotes,,,,,
39,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000,2022-03-23 01:53:42.000000,2022-02-28 10:52:19,127.0,60.0,220.0,2191.0,1954.0,,,,327304.0,21.0,69.0,69.0,35.0,https://pypi.org/project/nbdime,248246.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,464504.0,2.0,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,71685.0,,,,,,,,,,,,
40,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000,2022-03-22 08:25:03.000000,2022-03-22 08:25:03,836.0,49.0,267.0,2165.0,,,,,59911.0,20.0,1865.0,1865.0,106.0,https://pypi.org/project/ipyparallel,51856.0,https://anaconda.org/conda-forge/ipyparallel,2022-02-07 17:40:52.548,571942.0,2.0,,,,,,,,,,,,,,,,,
41,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-03-23 04:16:42.000000,2022-03-20 21:14:01,33.0,60.0,491.0,627.0,9133.0,2022-02-27 22:07:52,1.1.0,2369.0,557.0,100.0,16.0,16.0,32.0,,,,,,2.0,Apache-2.0,,stencila,https://www.npmjs.com/package/stencila,155.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,,
42,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,125.0,32.0,67.0,601.0,221.0,2019-06-03 21:24:10,0.10.2,,16040.0,14.0,127.0,127.0,21.0,https://pypi.org/project/mapboxgl,16040.0,,,,2.0,MIT,,,,,,,,,,4.0,,,,,,
43,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000,2022-02-27 21:43:50.000000,2022-01-05 15:51:17,40.0,35.0,61.0,377.0,446.0,,,,91509.0,8.0,1383.0,1383.0,29.0,https://pypi.org/project/nbval,88330.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,187571.0,2.0,,,,,,,,,,,,,,,,,
44,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,23,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000,2022-03-11 14:27:17.000000,2022-03-11 14:27:17,162.0,96.0,200.0,302.0,1853.0,,,,3265944.0,31.0,,,114.0,https://pypi.org/project/qtconsole,3232557.0,https://anaconda.org/conda-forge/qtconsole,2021-12-30 15:08:07.413,2337138.0,2.0,BSD-3-Clause,,,,,,,,,,-9.0,,,,,,
45,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000,2022-03-14 16:08:31.000000,2022-03-07 11:52:31,215.0,134.0,170.0,266.0,,2022-01-21 23:15:35,7.1.2,176.0,10850045.0,11.0,,,113.0,https://pypi.org/project/jupyter-client,10850020.0,,,,2.0,BSD-3-Clause,,,,,,,,,,6.0,,,,,,
