,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
78,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2022-10-20 14:03:55.000000,2022-01-17 13:34:34,251.0,136.0,117.0,2377.0,,,,3580.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2022-03-08 22:30:52.790,164720.0,2.0,,472.0,,,,,,,,,,,,,,,
79,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,Apache-2.0,2015-04-14 01:45:38.000,2022-10-19 13:41:37.000000,2022-10-18 20:22:23,814.0,13.0,283.0,2190.0,2022-10-19 13:41:37,7bc7dc4a89b73e0de1420b2f15f154152f1e0f36da029cda4676155fe10c1603,,2149.0,86.0,,,146.0,,,,,,3.0,,,,,,kaggle/python,https://hub.docker.com/r/kaggle/python,2022-10-19 12:52:23.818674,164.0,193481.0,,,,,,,
80,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,19,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-10-18 00:11:30.000000,2022-08-22 11:27:39,498.0,165.0,404.0,2048.0,,,,22770.0,,8.0,8.0,91.0,,,,,,3.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-08-22 11:29:43.791515,29.0,2777958.0,,,,,,,
81,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,19,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,148.0,53.0,178.0,1926.0,2021-11-15 23:43:33,5.2.1,,2026.0,33.0,64.0,64.0,15.0,,,,,,2.0,,331.0,ijavascript,https://www.npmjs.com/package/ijavascript,2026.0,,,,,,,,,,,,
82,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,almond-sh/almond,,,https://github.com/almond-sh/almond,BSD-3-Clause,2015-03-10 22:48:50.000,2022-10-20 09:08:21.000000,2022-10-20 09:08:20,220.0,99.0,198.0,1461.0,2022-08-15 19:45:01,0.13.1,1328.0,189.0,39.0,,,37.0,,,,,,2.0,,,,,,almondsh/almond,https://hub.docker.com/r/almondsh/almond,2022-08-16 14:22:00.573334,6.0,14897.0,,,,,,,
83,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,19,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,BSD-3-Clause,2018-06-13 18:16:02.000,2022-08-01 14:06:03.000000,2022-08-01 14:06:03,83.0,44.0,116.0,941.0,2021-04-10 11:39:23,3.0.7,,5825.0,6.0,3.0,3.0,18.0,,,,,,1.0,,166.0,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,5825.0,,,,,,,,,,,,
84,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,19,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2022-09-10 13:04:03.000000,2022-07-09 09:08:49,109.0,50.0,32.0,911.0,2022-07-17 11:55:06,0.5.0,,348299.0,2.0,,,20.0,https://pypi.org/project/jupyter_nbextensions_configurator,348299.0,,,,2.0,,502.0,,,,,,,,,,,,,,,
85,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,19,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,BSD-2-Clause,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,91.0,39.0,29.0,833.0,,,,4791.0,1.0,191.0,191.0,7.0,https://pypi.org/project/notedown,4133.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,34264.0,3.0,,264.0,,,,,,,,,,,,,,,
86,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,PAIR-code/what-if-tool,witwidget,,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-09-08 11:38:08.000000,2022-01-05 20:19:46,142.0,60.0,54.0,753.0,2021-10-12 17:36:36,1.8.1,,14108.0,3.0,,,20.0,https://pypi.org/project/witwidget,9359.0,,,,3.0,,328.0,wit-widget,https://www.npmjs.com/package/wit-widget,4749.0,,,,,,,,,,,,
87,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,SciRuby/iruby,,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2022-10-19 00:01:06.000000,2022-10-19 00:01:06,21.0,45.0,141.0,730.0,2021-08-17 16:20:34,0.7.4,15.0,19.0,10.0,169.0,169.0,45.0,,,,,,2.0,,717.0,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2022-08-31 17:32:38.909630,3.0,1730.0,,,,iruby,,,
88,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,19,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,Apache-2.0,2016-01-07 08:00:06.000,2022-03-15 19:55:24.000000,2022-03-15 19:55:24,215.0,,,704.0,,,,11063.0,,,,104.0,https://pypi.org/project/toree,11063.0,,,,2.0,,1150.0,,,,,,,,,,,,,,,
89,ipysheet,True,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,19,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,MIT,2017-07-10 13:46:31.000,2022-10-10 14:32:11.843000,2022-10-10 08:23:21,63.0,60.0,59.0,504.0,,,,57413.0,14.0,3.0,3.0,12.0,https://pypi.org/project/ipysheet,52316.0,https://anaconda.org/conda-forge/ipysheet,2022-10-10 14:32:11.843,60232.0,3.0,,304.0,ipysheet,https://www.npmjs.com/package/ipysheet,3759.0,,,,,,,,,,,,
90,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,61.0,18.0,41.0,473.0,2018-01-15 18:11:51,0.9.0,,24701.0,8.0,268.0,268.0,3.0,https://pypi.org/project/pivottablejs,24701.0,,,,3.0,,32.0,,,,,,,,,,,,,,,
91,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,19,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2022-08-21 18:36:02.000000,2022-08-21 18:36:02,61.0,30.0,143.0,409.0,2022-03-31 08:36:27,0.34.2,50.0,8584.0,6.0,,,18.0,https://pypi.org/project/octave_kernel,8584.0,,,,2.0,,415.0,,,,,,,,,,,,,,,
92,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,19,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-10-07 23:20:15.000000,2022-10-07 23:20:14,52.0,40.0,94.0,274.0,2022-06-21 23:30:24,5.3.0,,94199.0,17.0,,,20.0,https://pypi.org/project/dask-labextension,73332.0,https://anaconda.org/conda-forge/dask-labextension,2022-06-22 14:17:08.997,767235.0,1.0,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,1687.0,,,,,,,,,,,,
93,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2022-08-29 16:37:25.000000,2022-02-15 08:27:46,29.0,22.0,21.0,257.0,2021-02-04 22:39:49,0.8.0,,3634.0,2.0,60.0,60.0,7.0,,,,,,1.0,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,3634.0,,,,,,,,,,,,
94,jupyter-console,True,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,19,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,,2015-04-09 06:58:55.000,2022-10-03 20:22:08.000000,2022-06-22 16:00:22,133.0,56.0,88.0,202.0,2022-06-22 16:01:33,6.4.4,65.0,3259719.0,4.0,,,59.0,https://pypi.org/project/jupyter-console,3259710.0,,,,3.0,,,,,,,,,,,,,,,,,
95,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,19.0,34.0,39.0,187.0,2019-12-03 17:50:40,2.5.0,,29108.0,6.0,11.0,11.0,7.0,https://pypi.org/project/bookstore,29108.0,,,,3.0,,619.0,,,,,,,,,,,,,,,
96,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,19,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2022-10-11 01:15:06.000000,2022-10-11 01:15:03,46.0,9.0,30.0,59.0,2022-08-25 15:31:47,0.12.3,35.0,315720.0,32.0,,,30.0,https://pypi.org/project/jupyter-packaging,304111.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-08-25 23:51:15.963,336650.0,3.0,,,,,,,,,,,,,,,,,
97,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,19,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2022-10-17 23:44:24.000000,2022-09-09 11:32:12,55.0,24.0,70.0,55.0,2021-10-19 17:24:48,1.0.5,,6556.0,3.0,44.0,44.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,6556.0,,,,2.0,,,,,,,,,,,,,,,,,
98,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,19,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-09-26 08:51:09.246000,2022-09-22 15:26:02,11.0,2.0,5.0,44.0,2021-11-19 19:10:31,1.7.0,,93102.0,19.0,20.0,20.0,3.0,https://pypi.org/project/ipyvue,91528.0,https://anaconda.org/conda-forge/ipyvue,2022-09-26 08:51:09.246,59847.0,3.0,widgetti/ipyvue,89.0,,,,,,,,,,,,,,,
99,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,19,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-09-23 17:10:25.000000,2022-09-23 17:10:08,5.0,3.0,16.0,41.0,2022-09-23 17:10:56,0.3.7,,75342.0,16.0,12.0,12.0,3.0,https://pypi.org/project/ipydagred3,414.0,,,,3.0,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,74928.0,,,,,,,,,,,,
100,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,18,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,Apache-2.0,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,337.0,6.0,82.0,2792.0,2021-07-13 22:12:59,0.13.2,,12408.0,4.0,,,11.0,,,,,,3.0,,,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,25.0,508733.0,,,,,,,
101,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2022-10-19 19:29:48.000000,2022-09-02 11:55:02,383.0,107.0,689.0,2519.0,2022-04-11 14:26:39,1.23.3,,,42.0,,,102.0,,,,,,2.0,,706.0,,,,,,,,,,,,,,,
102,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,18,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-10-17 23:51:11.000000,2022-10-11 06:49:17,889.0,51.0,285.0,2284.0,,,,181981.0,24.0,,,112.0,https://pypi.org/project/ipyparallel,172959.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,703721.0,3.0,,,,,,,,,,,,,,,,,
103,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,179.0,9.0,14.0,993.0,2019-09-02 14:01:33,0.1.2,,8321.0,1.0,,,13.0,https://pypi.org/project/pyforest,8321.0,,,,2.0,,196.0,,,,,,,,,,,,,,,
104,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,145.0,68.0,137.0,744.0,2016-01-02 19:06:03,0.2,,13639.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,7966.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,278065.0,3.0,,1380.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1396.0,,,,,,,,,,,,
105,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,18,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,105.0,64.0,51.0,723.0,2018-04-16 17:16:10,0.2.0,,142620.0,1.0,,,14.0,,,,,,2.0,,523.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,142620.0,,,,,,,,,,,,
106,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-08-13 00:57:17.000000,2022-08-11 18:59:13,49.0,24.0,138.0,618.0,,,,29048.0,,,,37.0,https://pypi.org/project/jupyterlab_code_formatter,26282.0,,,,2.0,,428.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2766.0,,,,,,,,,,,,
107,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,18,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-10-20 09:29:02.000000,2022-10-20 09:24:18,36.0,1.0,261.0,608.0,,,,35109.0,,,,22.0,https://pypi.org/project/nbqa,35109.0,,,,3.0,,628.0,,,,,,,,,,,,,,,
108,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,18,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2022-07-20 03:28:34.000000,2021-06-29 12:29:51,63.0,40.0,25.0,546.0,,,,4218.0,,746.0,746.0,15.0,,,,,,2.0,,101.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,4218.0,,,,,,,,,,,,
109,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2022-08-18 09:17:17.000000,2022-08-18 09:17:14,59.0,28.0,55.0,533.0,2021-09-15 15:34:35,3.1.0,,5377.0,1.0,2.0,2.0,22.0,https://pypi.org/project/jupyterlab_latex,4322.0,,,,2.0,,436.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1055.0,,,,,,,,,,,,
110,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,57.0,35.0,99.0,481.0,2020-09-05 22:35:32,2.3.0,,10900.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,828466.0,2.0,,335.0,,,,,,,,,,,,,,,
111,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2022-09-05 16:32:10.000000,2022-09-05 14:24:06,89.0,20.0,37.0,341.0,2021-11-27 17:02:34,3.0.1,,2913.0,6.0,2.0,2.0,16.0,https://pypi.org/project/jupyterlab-github,1365.0,,,,2.0,,238.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1548.0,,,,,,,,,,,,
112,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-10-01 01:46:54.000000,2022-10-01 01:45:40,55.0,13.0,82.0,333.0,,,,18174.0,27.0,,,11.0,https://pypi.org/project/vega,11452.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,510927.0,3.0,,600.0,,,,,,,,,,,,,,,
113,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,18,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2022-08-04 11:15:43.000000,2022-08-04 11:15:04,21.0,3.0,10.0,283.0,,,,7089.0,,57.0,57.0,5.0,https://pypi.org/project/treon,7089.0,,,,3.0,,66.0,,,,,,,,,,,,,,,
114,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,18,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-10-04 08:27:20.000000,2022-10-04 08:27:20,45.0,3.0,107.0,248.0,2022-05-04 07:37:18,0.3.21,792.0,125.0,50.0,85.0,85.0,17.0,https://pypi.org/project/jupyterlab-classic,89.0,,,,3.0,jupyterlab/retrolab,,,,,,,,,,,,,,,,
115,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,29.0,18.0,18.0,167.0,2017-03-05 04:26:44,0.2.0,,4111.0,8.0,96.0,96.0,6.0,https://pypi.org/project/spylon-kernel,2631.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,100682.0,2.0,vericast/spylon-kernel,188.0,,,,,,,,,,,,,,,
116,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,18,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2022-10-15 18:48:13.000000,2022-07-20 12:02:54,24.0,7.0,16.0,158.0,,,,1091.0,,721.0,721.0,7.0,,,,,,1.0,,113.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,1091.0,,,,,,,,,,,,
117,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,18,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-08-23 16:41:28.248000,2022-08-23 15:09:07,25.0,17.0,16.0,96.0,2022-08-24 12:33:17,0.2.2,,38301.0,8.0,,,8.0,https://pypi.org/project/ipytree,37123.0,https://anaconda.org/conda-forge/ipytree,2022-08-23 16:41:28.248,50689.0,3.0,,107.0,,,,,,,,,,,,,,,
118,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,18,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2022-10-11 09:36:11.000000,2022-09-24 00:33:01,69.0,27.0,47.0,96.0,,,,4240.0,,42.0,42.0,21.0,https://pypi.org/project/jupyter-rsession-proxy,4240.0,,,,2.0,,231.0,,,,,,,,,,,,,,,
119,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2022-10-18 02:31:53.000000,2022-10-18 02:31:53,44.0,1.0,34.0,56.0,2021-11-15 20:10:09,1.3.0,,3452.0,6.0,81.0,81.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,3452.0,,,,2.0,,,,,,,,,,,,,,,,,
120,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,18,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-09-30 17:46:37.000000,2022-01-14 00:49:56,8.0,3.0,4.0,54.0,2021-11-06 14:18:45,0.4.0,,677804.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,677804.0,,,,3.0,,117.0,,,,,,,,,,,,,,,
121,IHaskell,True,A Haskell kernel for IPython.,https://github.com/IHaskell/IHaskell,,kernels,17,gibiansky/IHaskell,,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2022-10-09 21:38:03.000000,2022-10-09 21:37:52,243.0,37.0,711.0,2417.0,2015-03-26 05:06:25,0.6,,13.0,1.0,,,111.0,,,,,,2.0,IHaskell/IHaskell,2143.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,13.0,,,,,,,,,,,,
122,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,164.0,69.0,57.0,841.0,2019-05-06 03:28:50,1.3.0,97860.0,1881.0,5.0,,,4.0,,,,,,2.0,,90.0,,,,,,,,,,,,,,,
123,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2022-10-17 08:45:22.000000,2022-07-08 08:01:04,68.0,32.0,71.0,448.0,,,,1594.0,,1.0,1.0,25.0,,,,,,3.0,,556.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,1594.0,,,,,,,,,,,,
124,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,17,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,115.0,14.0,162.0,411.0,2021-08-25 00:19:46,2.5.1,105.0,18645.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,18643.0,,,,2.0,jupyter-server/kernel_gateway,561.0,,,,,,,,,,,,,,,
125,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-07-20 08:58:08.000000,2022-04-28 22:45:01,73.0,33.0,65.0,374.0,2018-02-05 18:54:22,0.11.1,,1743.0,12.0,2.0,2.0,16.0,,,,,,2.0,,515.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,1743.0,,,,,,,,,,,,
126,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,17,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,Apache-2.0,2018-03-17 21:38:11.000,2022-08-25 14:05:41.000000,2022-08-25 14:05:40,51.0,8.0,71.0,313.0,2021-03-28 03:19:03,0.3.1,,8009.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,5112.0,,,,2.0,,,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,2897.0,,,,,,,,,,,,
