,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
30,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2022-09-06 14:51:41.037000,2022-08-25 13:37:51,172.0,53.0,166.0,833.0,2022-08-31 09:02:38,2.4.1,,83997.0,17.0,21.0,21.0,30.0,https://pypi.org/project/pythreejs,73213.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,426457.0,2.0,,1715.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,5246.0,,,,,,,,,,,,
31,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,81.0,17.0,28.0,739.0,2022-05-27 13:54:28,2.3.1,,26627.0,16.0,1630.0,1630.0,17.0,https://pypi.org/project/watermark,23490.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,225918.0,2.0,,99.0,,,,,,,,,,,,,,,
32,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,24,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,BSD-3-Clause,2016-01-17 05:11:49.000,2022-09-13 07:14:14.000000,2021-06-27 18:55:19,153.0,57.0,81.0,181.0,2018-06-14 12:02:35,1.2.2,,8720.0,3.0,100.0,100.0,31.0,https://pypi.org/project/jupyterhub-ldapauthenticator,8200.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,27081.0,1.0,,167.0,,,,,,,,,2.0,,,,,,
33,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-08-21 08:28:24.000000,2020-04-07 18:56:49,388.0,150.0,125.0,2892.0,2020-04-07 16:34:17,1.3.1,,89731.0,21.0,,,30.0,https://pypi.org/project/qgrid,82563.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,363645.0,2.0,,405.0,qgrid,https://www.npmjs.com/package/qgrid,675.0,,,,,,,,,,,,
34,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2022-10-19 03:08:51.000000,2022-07-05 16:29:00,135.0,67.0,222.0,2313.0,,,,274451.0,21.0,84.0,84.0,40.0,https://pypi.org/project/nbdime,220645.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,668443.0,2.0,,1965.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,44257.0,,,,,,,,,,,,
35,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-10-19 23:04:39.000000,2022-10-18 18:55:02,298.0,150.0,330.0,1395.0,2022-10-18 19:01:00,2022.10.0,,5995.0,12.0,168.0,168.0,112.0,https://pypi.org/project/jupyter-repo2docker,5995.0,,,,2.0,,,,,,,,,,,2.0,,,,,,
36,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,23,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,Apache-2.0,2014-08-06 18:37:34.000,2022-09-02 20:50:03.000000,2022-09-02 20:50:03,248.0,224.0,667.0,978.0,2021-08-16 19:04:35,1.2.20210816,,110582.0,19.0,,,53.0,https://pypi.org/project/datalab,110582.0,,,,2.0,,2055.0,,,,,,,,,2.0,,,,,,
37,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-10-19 23:51:25.000000,2022-09-13 10:25:31,37.0,65.0,497.0,654.0,2022-07-29 06:53:21,1.16.0,3144.0,419.0,100.0,17.0,17.0,34.0,,,,,,2.0,,9904.0,stencila,https://www.npmjs.com/package/stencila,79.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,,
38,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2022-10-18 22:18:19.000000,2022-09-17 19:29:50,43.0,37.0,63.0,386.0,,,,111633.0,8.0,1732.0,1732.0,31.0,https://pypi.org/project/nbval,107897.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,246578.0,2.0,,457.0,,,,,,,,,,,,,,,
39,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-10-19 23:16:22.000000,2022-10-19 22:06:09,234.0,146.0,183.0,291.0,2022-10-19 22:24:13,7.4.3,378.0,12216702.0,25.0,,,119.0,https://pypi.org/project/jupyter-client,12216675.0,,,,2.0,,,,,,,,,,,,,,,,,
40,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-10-18 06:08:04.000000,2022-10-18 06:08:04,2634.0,22.0,759.0,7282.0,,,,997866.0,,,,223.0,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-10-17 06:57:28.581476,369.0,86814368.0,,,,,,,
41,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57,374.0,348.0,4175.0,2690.0,2018-12-04 18:27:21,1.3.0,31.0,16557.0,39.0,,,43.0,https://pypi.org/project/beakerx,4985.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,546228.0,2.0,,1689.0,beakerx,https://www.npmjs.com/package/beakerx,271.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248872.0,,,,,,,
42,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-10-20 08:10:17.000000,2022-10-18 22:53:59,261.0,225.0,1287.0,1461.0,2022-10-04 22:43:16,3.12.0,,3481.0,24.0,38.0,38.0,55.0,https://pypi.org/project/elyra,2675.0,https://anaconda.org/conda-forge/elyra,2022-10-06 17:22:57.096,20960.0,1.0,,,,,,,,,,,,,,,,,
43,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-10-20 14:16:39.000000,2022-10-20 14:16:35,55.0,44.0,71.0,638.0,2022-08-26 07:30:59,0.13.0,,18547.0,33.0,4.0,4.0,21.0,https://pypi.org/project/ipycanvas,15936.0,https://anaconda.org/conda-forge/ipycanvas,2022-08-29 09:30:23.393,96643.0,2.0,,463.0,,,,,,,,,-2.0,,,,,,
44,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,22,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,131.0,33.0,67.0,619.0,2019-06-03 21:24:10,0.10.2,,15029.0,14.0,144.0,144.0,21.0,https://pypi.org/project/mapboxgl,15029.0,,,,2.0,,221.0,,,,,,,,,,,,,,,
45,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,22,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,,2015-04-09 07:44:14.000,2022-10-20 10:17:52.000000,2022-10-20 10:17:49,309.0,216.0,207.0,514.0,2022-10-20 10:18:05,6.16.1,620.0,11347493.0,39.0,,,156.0,https://pypi.org/project/ipykernel,11341852.0,https://anaconda.org/anaconda/ipykernel,2022-09-06 16:04:23.662,465274.0,1.0,,,,,,,,,,,,,,,,,
46,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,BSD-3-Clause,2014-09-23 21:37:06.000,2022-10-17 23:48:00.000000,2022-10-17 23:48:00,314.0,30.0,199.0,347.0,,,,25181.0,15.0,299.0,299.0,109.0,https://pypi.org/project/oauthenticator,24484.0,https://anaconda.org/conda-forge/oauthenticator,2022-09-08 13:19:36.567,29300.0,1.0,,,,,,,,,,,,,,,,,
47,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,22,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,,2016-09-21 19:18:45.000,2022-10-20 10:30:07.000000,2022-10-17 22:05:17,196.0,115.0,197.0,345.0,2022-10-11 11:37:18,1.21.0,511.0,3796964.0,73.0,,,483.0,https://pypi.org/project/jupyter_server,3745610.0,https://anaconda.org/conda-forge/jupyter_server,2022-10-11 21:38:51.515,2515655.0,3.0,,,,,,,,,,,,,,,,,
48,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,vatlab/SOS,,,https://github.com/vatlab/sos,BSD-3-Clause,2016-02-13 00:46:46.000,2022-10-04 05:05:24.000000,2022-09-23 04:46:09,32.0,60.0,1367.0,233.0,2019-05-21 01:06:30,0.9.11,,,51.0,2926.0,2926.0,36.0,,,,,,2.0,,7579.0,,,,,,,,,,,,,,,
49,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,22,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2022-07-20 12:23:11.000000,2021-03-29 11:25:59,34.0,34.0,20.0,214.0,,,,69555.0,8.0,592.0,592.0,9.0,https://pypi.org/project/ipywebrtc,64538.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,275192.0,2.0,,209.0,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,579.0,,,,,,,,,,,,
50,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,22,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-10-03 18:56:06.000000,2022-09-12 13:05:27,57.0,59.0,99.0,207.0,2022-03-28 22:52:15,1.3.1,3.0,6767.0,19.0,83.0,83.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-09-12 13:43:52.218,209790.0,2.0,cytoscape/ipycytoscape,715.0,,,,,,,,,,,,,,,
51,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,22,jupyter/jupyter-sphinx,jupyter_sphinx,,https://github.com/jupyter/jupyter-sphinx,BSD-3-Clause,2016-11-15 18:36:37.000,2022-10-14 17:28:05.000000,2022-06-25 19:26:22,51.0,41.0,83.0,157.0,2022-06-25 19:35:21,0.4.0,,127563.0,4.0,,,25.0,https://pypi.org/project/jupyter_sphinx,127563.0,,,,2.0,,372.0,,,,,,,,,,,,,,,
52,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,21,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2022-10-17 19:47:53.000000,2022-02-03 18:32:34,1041.0,188.0,200.0,9305.0,,,,37258.0,,,,43.0,https://pypi.org/project/jupyterthemes,37258.0,,,,1.0,,636.0,,,,,,,,,,,,,,,
53,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,21,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2022-08-19 14:33:20.000000,2022-07-17 11:19:32,772.0,324.0,452.0,4919.0,2019-01-02 12:23:07,0.5.1,,318711.0,1.0,,,130.0,https://pypi.org/project/jupyter_contrib_nbextensions,318711.0,,,,1.0,,2629.0,,,,,,,,,,,,,,,
54,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,21,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-10-09 08:56:04.000000,2022-10-07 04:54:11,516.0,83.0,476.0,4899.0,,,,4200.0,,4.0,4.0,72.0,https://pypi.org/project/perspective-python,3154.0,,,,1.0,,5355.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1046.0,,,,,,,,,,,,
55,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,21,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,224.0,50.0,125.0,3395.0,2022-05-31 17:34:28,0.7.5,40.0,1060.0,17.0,8.0,8.0,29.0,,,,,,1.0,,400.0,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85902.0,,github.com/gopherdata/gophernotes,,,,,
56,colabcode,True,Run VSCode (codeserver) on Google Colab or Kaggle Notebooks.,https://github.com/abhishekkrthakur/colabcode,,others,21,abhishekkrthakur/colabcode,colabcode,,https://github.com/abhishekkrthakur/colabcode,MIT,2020-09-09 10:06:26.000,2022-08-22 10:08:00.000000,2021-06-11 15:16:36,248.0,41.0,33.0,1833.0,,,,10130.0,,83.0,83.0,8.0,https://pypi.org/project/colabcode,10130.0,,,,3.0,,44.0,,,,,,,,,,,,,,,
57,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2022-10-17 06:57:23.438515,2022-09-03 12:48:11,284.0,57.0,511.0,1575.0,2022-01-03 22:04:04,1.3,,15017.0,17.0,,,42.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,92685.0,1.0,,590.0,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2022-10-17 06:57:23.438515,46.0,1454819.0,,,IRkernel,,,,
58,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,21,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,BSD-3-Clause,2014-09-26 20:08:26.000,2022-10-20 11:35:11.000000,2022-10-20 11:35:11,281.0,18.0,239.0,435.0,,,,11631.0,4.0,133.0,133.0,66.0,https://pypi.org/project/dockerspawner,11328.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,14264.0,1.0,,,,,,,,,,,,,,,,,
59,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,MIT,2017-03-17 13:33:53.000,2022-09-05 06:46:55.000000,2021-04-26 19:20:06,65.0,4.0,49.0,406.0,2020-06-09 08:17:47,0.8.0,,4831.0,8.0,327.0,327.0,8.0,https://pypi.org/project/appmode,1784.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,179825.0,1.0,,96.0,,,,,,,,,,,,,,,
60,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,21,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2022-10-11 00:42:04.000000,2022-09-06 08:54:07,30.0,9.0,47.0,338.0,2022-09-03 23:03:10,1.3.0,,17399.0,22.0,160.0,160.0,4.0,https://pypi.org/project/itables,17399.0,,,,2.0,,,,,,,,,,,,,,,,,
61,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,21,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2022-10-17 21:17:42.000000,2022-10-11 07:11:33,76.0,31.0,29.0,335.0,2022-10-06 08:59:34,0.6.3,88.0,45601.0,7.0,,,25.0,https://pypi.org/project/jupyter-resource-usage,29158.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,509646.0,1.0,,235.0,,,,,,,,,,,,,,,
62,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,21,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2022-10-02 08:28:15.000000,2022-09-20 10:06:02,44.0,47.0,124.0,265.0,2022-02-07 15:18:40,1.8.2,,93994.0,30.0,4.0,4.0,11.0,https://pypi.org/project/ipyvuetify,91656.0,https://anaconda.org/conda-forge/ipyvuetify,2022-09-02 13:29:25.078,91204.0,2.0,widgetti/ipyvuetify,214.0,,,,,,,,,,,,,,,
63,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,21,jupyterhub/batchspawner,batchspawner,,https://github.com/jupyterhub/batchspawner,BSD-3-Clause,2015-10-27 03:53:10.000,2022-10-17 23:44:21.000000,2022-10-05 04:39:11,97.0,48.0,75.0,141.0,2022-10-05 04:46:29,1.2.0,,4326.0,10.0,22.0,22.0,42.0,https://pypi.org/project/batchspawner,4326.0,,,,1.0,,358.0,,,,,,,,,,,,,,,
64,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,21,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2022-08-24 16:21:19.099000,2022-08-22 17:02:57,8.0,2.0,8.0,32.0,2022-08-24 15:07:24,4.3.2,,79231.0,8.0,599.0,599.0,5.0,https://pypi.org/project/ipydatawidgets,75706.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-08-24 16:21:19.099,183309.0,2.0,,297.0,,,,,,,,,,,,,,,
65,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,20,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,Apache-2.0,2016-08-17 23:32:50.000,2022-08-17 07:13:17.000000,2022-08-17 07:13:17,653.0,121.0,166.0,5194.0,2022-04-08 03:02:43,0.9.1,,303.0,31.0,,,68.0,https://pypi.org/project/knowledge-repo,303.0,,,,2.0,,1013.0,,,,,,,,,,,,,,,
66,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,20,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2022-10-17 07:24:35.000000,2022-10-03 16:26:09,293.0,208.0,619.0,1138.0,2022-09-27 08:13:34,0.8.1,54.0,6289.0,26.0,,,98.0,https://pypi.org/project/nbgrader,4496.0,https://anaconda.org/conda-forge/nbgrader,2022-09-28 03:43:17.179,123768.0,2.0,,,,,,,,,,,,,,,,,
67,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,20,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,38.0,17.0,245.0,544.0,2020-12-10 14:31:28,0.3.7,,134765.0,28.0,,,11.0,,,,,,1.0,,1174.0,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,134765.0,,,,,,,,,,,,
68,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,20,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2022-10-20 13:17:40.000000,2022-10-13 13:11:45,62.0,93.0,120.0,468.0,2022-07-11 19:38:44,0.32.2,66.0,12267.0,28.0,,,5.0,https://pypi.org/project/itkwidgets,10998.0,,,,3.0,,901.0,itkwidgets,https://www.npmjs.com/package/itkwidgets,1267.0,,,,,,,,,,,,
69,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,20,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2022-10-19 16:05:57.000000,2022-10-17 23:46:40,253.0,53.0,243.0,434.0,,,,34887.0,,116.0,116.0,74.0,https://pypi.org/project/jupyterhub-kubespawner,34887.0,,,,2.0,,,,,,,,,,,,,,,,,
70,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,20,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,MIT,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,57.0,20.0,8.0,361.0,,,,12743.0,2.0,275.0,275.0,7.0,https://pypi.org/project/jupyterlab-dash,1264.0,,,,1.0,,41.0,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,11479.0,,,,,,,,,,,,
71,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,20,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-08-09 16:57:34.000000,2022-08-09 16:57:34,78.0,28.0,114.0,292.0,2022-08-08 15:44:17,0.29.2,46.0,82216.0,51.0,,,31.0,https://pypi.org/project/metakernel,74171.0,https://anaconda.org/conda-forge/metakernel,2022-08-09 13:33:11.047,627265.0,1.0,,,,,,,,,,,,,,,,,
72,jupyter-server-proxy,True,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,20,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,BSD-3-Clause,2016-10-18 22:02:06.000,2022-10-14 07:28:39.000000,2022-09-08 00:19:50,115.0,61.0,96.0,257.0,2018-12-10 14:39:58,0.8.8,,134457.0,16.0,4.0,4.0,64.0,https://pypi.org/project/jupyter-server-proxy,109941.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2022-09-08 09:19:11.744,1078747.0,2.0,,,,,,,,,,,,,,,,,
73,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,20,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2022-09-18 13:55:21.000000,2022-02-20 08:36:22,20.0,1.0,51.0,238.0,2022-02-12 12:24:45,0.1.0,,39288.0,16.0,205.0,205.0,4.0,https://pypi.org/project/ipytest,39288.0,,,,2.0,,,,,,,,,,,,,,,,,
74,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,20,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,,2015-04-09 01:07:29.000,2022-10-18 12:41:33.000000,2022-10-18 12:41:33,133.0,51.0,76.0,189.0,2022-10-10 13:12:14,5.7.0,,10094534.0,20.0,,,69.0,https://pypi.org/project/nbformat,9954637.0,https://anaconda.org/conda-forge/nbformat,2022-10-10 18:22:46.575,10911984.0,2.0,,,,,,,,,,,,,,,,,
75,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,20,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,BSD-3-Clause,2017-05-24 19:41:10.000,2022-06-27 14:03:15.000000,2022-06-22 08:23:11,61.0,55.0,80.0,170.0,,,,8745.0,11.0,529.0,529.0,25.0,https://pypi.org/project/nbgitpuller,7633.0,https://anaconda.org/conda-forge/nbgitpuller,2022-03-20 01:46:35.034,44510.0,2.0,,,,,,,,,,,,,,,,,
76,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,nteract/hydrogen,,,https://github.com/nteract/hydrogen,MIT,2015-05-11 01:16:55.000,2022-09-25 13:59:40.000000,2022-03-25 21:26:26,317.0,166.0,1096.0,3823.0,2021-06-02 09:44:54,2.16.3,,,90.0,,,89.0,,,,,,3.0,,2361.0,,,,,,,,,,,,,,,
77,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,19,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-10-20 13:09:02.000000,2022-10-20 13:09:02,304.0,45.0,98.0,2805.0,,,,,36.0,750.0,750.0,29.0,,,,,,3.0,,,,,,,,,,,,,,,,,
