,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,license,npm_url,npm_monthly_downloads,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,True,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,True,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,36,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,2010-05-10 04:46:06.000000,2021-12-29 14:45:26.337000,2021-12-28 12:35:17.000000,4105.0,1477.0,5321.0,15120.0,25730.0,2021-01-30 02:36:56.000000,7.18.1,318122.0,18592380.0,61.0,242255.0,242255.0,853.0,https://pypi.org/project/ipython,18454696.0,https://anaconda.org/conda-forge/ipython,2021-12-29 14:45:26.337000,9146263.0,1.0,,,,,,,,,,,,,,,,,
2,JupyterLab,True,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,35,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000000,2021-12-30 13:14:40.000000,2021-12-29 13:29:17.000000,2122.0,1939.0,4355.0,11694.0,23950.0,2021-12-10 15:33:13.000000,3.2.5,20719.0,1299666.0,244.0,54061.0,54061.0,461.0,https://pypi.org/project/jupyterlab,1223437.0,https://anaconda.org/conda-forge/jupyterlab,2021-12-10 15:42:37.558000,5007597.0,1.0,,,,,,,,,,,,,,,,,
3,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,35,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000000,2021-12-27 12:02:14.000000,2021-12-24 17:19:42.000000,3528.0,2013.0,2318.0,9610.0,12119.0,2021-11-16 23:13:34.000000,6.4.6,3702.0,349643.0,27.0,131273.0,131273.0,570.0,https://pypi.org/project/notebook,,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899000,1712156.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2021-12-27 10:49:51.425322,889.0,25645044.0,-2.0,,,,,,,,,,,
4,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,32,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000000,2021-12-23 21:54:46.131000,2021-12-23 20:43:04.000000,763.0,544.0,1159.0,2388.0,7306.0,2021-02-07 22:09:48.000000,7.6.3,,12758097.0,33.0,2902.0,2902.0,186.0,https://pypi.org/project/ipywidgets,12580349.0,https://anaconda.org/conda-forge/ipywidgets,2021-12-23 21:54:46.131000,4209116.0,1.0,,,,,,,@jupyter-widgets/jupyterlab-manager,BSD-3-Clause,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,115850.0,,,,,,,
5,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,32,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000000,2021-12-13 22:01:55.422000,2021-12-13 17:57:07.000000,161.0,97.0,195.0,291.0,1816.0,,,,7989867.0,31.0,90533.0,90533.0,112.0,https://pypi.org/project/qtconsole,7957137.0,https://anaconda.org/conda-forge/qtconsole,2021-12-13 22:01:55.422000,2192918.0,1.0,,,,,,,,BSD-3-Clause,,,,,,,,,
6,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,31,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000000,2021-12-29 22:54:17.000000,2021-12-29 18:50:25.000000,3778.0,688.0,6104.0,15838.0,,,,,2089784.0,44.0,42479.0,42479.0,590.0,https://pypi.org/project/bokeh,1977903.0,https://anaconda.org/conda-forge/bokeh,2021-11-22 21:24:20.205000,6265372.0,1.0,,,,,,,,BSD-3-Clause,,,,,,,,,
7,pandas-profiling,True,Create HTML profiling reports from pandas DataFrame..,https://github.com/pandas-profiling/pandas-profiling,,widgets,30,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-12-29 08:19:57.000000,2021-12-23 17:54:10.000000,1193.0,95.0,434.0,8356.0,922.0,2021-09-27 23:08:38.000000,3.1.0,,2841.0,31.0,6230.0,6230.0,83.0,https://pypi.org/project/pandas-profiling,,https://anaconda.org/conda-forge/pandas-profiling,2021-09-28 13:50:05.966000,181878.0,1.0,,,,,,,,MIT,,,,,,,,,
8,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,30,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-12-30 09:14:50.000000,2021-12-29 08:33:09.000000,211.0,464.0,1088.0,1511.0,1770.0,2021-12-09 16:47:15.000000,0.12.6,,325832.0,37.0,2515.0,2515.0,80.0,https://pypi.org/project/panel,316568.0,https://anaconda.org/conda-forge/panel,2021-12-09 19:00:04.193000,352049.0,2.0,,,,,,,,BSD-3-Clause,,,,,,,,,
9,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,30,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000000,2021-12-28 16:43:05.000000,2021-12-28 15:46:12.000000,452.0,388.0,559.0,1236.0,,2019-05-11 04:19:05.000000,5.5.0,,14299081.0,25.0,129214.0,129214.0,237.0,https://pypi.org/project/nbconvert,14219381.0,https://anaconda.org/conda-forge/nbconvert,2021-11-14 13:52:58.823000,5419646.0,1.0,,,,,,,,,,,,,,,,,
10,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-12-28 10:55:22.000000,2021-12-28 10:55:20.000000,334.0,34.0,2037.0,2227.0,10245.0,2021-12-27 18:23:21.000000,8.2.0,,1482.0,74.0,398.0,398.0,223.0,https://pypi.org/project/nikola,1482.0,,,,1.0,,,,,,,,MIT,,,,,,,,,
11,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-12-22 09:30:54.000000,2021-12-22 09:30:53.000000,297.0,172.0,285.0,1203.0,986.0,2021-12-06 12:32:04.000000,0.15.0,,107106.0,61.0,1339.0,1339.0,73.0,https://pypi.org/project/ipyleaflet,52558.0,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043000,782944.0,1.0,,,,,,,jupyter-leaflet,MIT,https://www.npmjs.com/package/jupyter-leaflet,42863.0,,,,,,,
12,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,29,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-12-17 10:19:38.000000,2021-12-17 10:19:38.000000,167.0,95.0,130.0,1200.0,418.0,2021-12-15 15:38:28.000000,0.8.4,,114315.0,20.0,2301.0,2301.0,25.0,https://pypi.org/project/ipympl,64552.0,,,,1.0,,,,,,,jupyter-matplotlib,BSD-3-Clause,https://www.npmjs.com/package/jupyter-matplotlib,49763.0,,,,,,,
13,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,29,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000000,2021-12-29 18:59:57.000000,2021-12-29 18:59:57.000000,276.0,189.0,179.0,443.0,,2021-12-01 13:26:22.000000,6.6.0,124.0,13465694.0,29.0,146277.0,146277.0,147.0,https://pypi.org/project/ipykernel,13462469.0,https://anaconda.org/anaconda/ipykernel,2021-10-07 07:56:32.806000,234238.0,1.0,,,,,,,,,,,,,,,,,
14,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-12-17 21:19:43.000000,2021-12-17 08:10:00.000000,118.0,45.0,64.0,157.0,756.0,2021-04-02 04:40:43.000000,5.1.3,,14299090.0,13.0,134923.0,134923.0,60.0,https://pypi.org/project/nbformat,14198662.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,6829169.0,1.0,,,,,,,,,,,,,,,,,
15,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,28,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-12-29 19:39:14.000000,2021-12-29 06:54:21.000000,39.0,20.0,53.0,83.0,248.0,2021-11-19 09:12:41.000000,0.5.9,10.0,13628772.0,15.0,38616.0,38616.0,28.0,https://pypi.org/project/nbclient,13515348.0,https://anaconda.org/conda-forge/nbclient,2021-11-19 13:08:45.492000,2495289.0,1.0,,,,,,,,,,,,,,,,,
16,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-12-28 09:51:09.147000,2021-12-27 22:49:47.000000,309.0,54.0,431.0,5064.0,,2021-12-28 09:43:43.000000,1.13.5,,168167.0,100.0,2233.0,2233.0,67.0,https://pypi.org/project/jupytext,148151.0,https://anaconda.org/conda-forge/jupytext,2021-12-28 09:51:09.147000,253608.0,1.0,,,,,,,jupyterlab-jupytext,MIT,https://www.npmjs.com/package/jupyterlab-jupytext,13162.0,,,,,,,
17,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-12-20 14:55:32.000000,2021-12-20 10:54:38.000000,429.0,196.0,353.0,3207.0,3441.0,2021-10-01 09:14:45.000000,0.12.31,,91362.0,54.0,28.0,28.0,55.0,https://pypi.org/project/bqplot,55508.0,https://anaconda.org/conda-forge/bqplot,2021-10-01 09:49:41.042000,909247.0,2.0,,,,,,,bqplot,Apache-2.0,https://www.npmjs.com/package/bqplot,22284.0,,,,,,,
18,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-11-13 15:23:35.182000,2021-06-29 17:43:55.000000,227.0,98.0,37.0,1470.0,253.0,,,,80888.0,3.0,2561.0,2561.0,44.0,https://pypi.org/project/ipython-sql,78838.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182000,131203.0,1.0,,,,,,,,MIT,,,,,,,,,
19,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-11-04 16:00:54.000000,2021-11-01 12:36:42.000000,208.0,159.0,127.0,1699.0,970.0,2018-06-11 13:56:17.000000,0.4.5,,34476.0,16.0,646.0,646.0,39.0,https://pypi.org/project/ipyvolume,25978.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,334198.0,2.0,,,,,,,ipyvolume,MIT,https://www.npmjs.com/package/ipyvolume,2736.0,,,,,,,
20,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,26,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-12-30 13:25:26.000000,2021-12-30 13:25:25.000000,83.0,125.0,252.0,1123.0,2284.0,2021-12-19 17:54:10.000000,3.9.3,,8150.0,39.0,102.0,102.0,38.0,,,,,,1.0,,,,,,,@krassowski/jupyterlab-lsp,BSD-3-Clause,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,8150.0,jupyter-lsp/jupyterlab-lsp,,,,,,
21,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-12-23 11:19:28.000000,2021-11-13 09:38:30.000000,199.0,83.0,415.0,1013.0,1732.0,2021-11-13 09:55:18.000000,0.34.0,,104736.0,35.0,14.0,14.0,68.0,https://pypi.org/project/jupyterlab-git,101583.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-11-13 12:39:40.449000,113531.0,1.0,,,,,,,,BSD-3-Clause,,,,,,,,,
22,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-12-27 21:53:26.000000,2021-12-27 21:53:25.000000,1581.0,170.0,1867.0,6803.0,,,,,239911.0,24.0,1583.0,1583.0,261.0,https://pypi.org/project/jupyterhub,205559.0,https://anaconda.org/conda-forge/jupyterhub,2021-12-22 19:16:33.221000,482776.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-12-22 13:35:26.795959,301.0,2443312.0,,,,,,,,,,,,
23,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-12-27 21:25:37.000000,2021-12-27 21:25:37.000000,2443.0,74.0,638.0,6742.0,2425.0,,,,1019613.0,,,,211.0,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-12-27 10:09:16.321466,330.0,78510229.0,,,BSD-3-Clause,,,,,,,,,
24,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-12-23 17:34:48.000000,2021-12-23 17:34:48.000000,515.0,153.0,1514.0,5721.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1288176.0,19226.0,66.0,,,173.0,https://pypi.org/project/nteract_on_jupyter,,,,,2.0,,,,,,,,BSD-3-Clause,,,,,,,,,
25,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,25,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-12-22 18:47:43.000000,2021-12-11 04:46:33.000000,338.0,99.0,231.0,4469.0,,,,,388464.0,16.0,1833.0,1833.0,96.0,https://pypi.org/project/papermill,383155.0,https://anaconda.org/conda-forge/papermill,2021-10-21 18:29:28.606000,212389.0,2.0,,,,,,,,BSD-3-Clause,,,,,,,,,
26,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-12-23 11:46:12.000000,2021-12-23 11:46:12.000000,365.0,226.0,324.0,3816.0,,2021-12-09 16:36:43.000000,0.3.0,108.0,45794.0,53.0,5569.0,5569.0,56.0,https://pypi.org/project/voila,38472.0,https://anaconda.org/conda-forge/voila,2021-12-22 15:34:44.031000,158014.0,2.0,,,,,,,@jupyter-voila/jupyterlab-preview,,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3128.0,,,,,,,
27,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,25,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-12-28 15:45:59.000000,2021-12-18 04:17:25.000000,222.0,39.0,399.0,2885.0,544.0,2021-11-16 03:33:21.000000,1.61.0,,51168.0,103.0,275.0,275.0,19.0,https://pypi.org/project/dtale,46581.0,https://anaconda.org/conda-forge/dtale,2021-11-18 04:41:08.411000,100925.0,2.0,,,,,,,,LGPL-2.1,,,,,,,,,
28,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-12-16 20:46:07.000000,2021-09-09 18:47:00.000000,365.0,124.0,257.0,1072.0,1163.0,2021-08-27 16:28:41.000000,0.19.1,,47175.0,15.0,223.0,223.0,54.0,https://pypi.org/project/sparkmagic,46450.0,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530000,37748.0,1.0,,,,,,,,,,,,,,,,,
29,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,158.0,164.0,260.0,1029.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,16092.0,19.0,226.0,226.0,33.0,https://pypi.org/project/pixiedust,14717.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,34399.0,1.0,,,,,,,,Apache-2.0,,,,,,,,,
30,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-12-28 19:10:24.000000,2021-12-23 21:43:34.000000,413.0,60.0,417.0,4009.0,4973.0,,,,6142.0,,219.0,219.0,65.0,https://pypi.org/project/perspective-python,4253.0,,,,1.0,,,,,,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1889.0,,,,,,,
31,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-12-23 15:55:32.000000,2021-11-26 23:05:35.000000,366.0,135.0,280.0,3158.0,739.0,,,,13982.0,9.0,1718.0,1718.0,40.0,https://pypi.org/project/RISE,9970.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058000,184558.0,2.0,,,,,,,,,,,,,,,,,
32,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-12-08 16:25:06.000000,2021-12-08 16:25:05.000000,318.0,76.0,269.0,3072.0,1286.0,2021-10-29 23:19:34.000000,1.1.23,,44588.0,18.0,,,61.0,https://pypi.org/project/nbdev,44588.0,,,,2.0,,,,,,,,Apache-2.0,,,,,,,,,
33,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-12-29 07:28:35.000000,2021-12-28 17:09:54.000000,401.0,372.0,591.0,2590.0,1312.0,2021-11-19 04:25:23.000000,0.12.1,,31475.0,34.0,,,96.0,https://pypi.org/project/jupyter-book,31475.0,,,,2.0,,,,,,,,BSD-3-Clause,,,,,,,,,
34,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,24,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48.000000,243.0,223.0,667.0,966.0,2054.0,2021-08-16 19:04:35.000000,1.2.20210816,,1251495.0,19.0,,,52.0,https://pypi.org/project/datalab,1251495.0,,,,2.0,,,,,,,,Apache-2.0,,,,,,,,,
35,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,24,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-10-18 20:50:37.000000,2021-01-22 17:01:16.000000,171.0,32.0,15.0,636.0,119.0,2021-01-22 17:07:52.000000,0.4.0,65.0,39723.0,9.0,1107.0,1107.0,3.0,https://pypi.org/project/jupyter-dash,39720.0,,,,2.0,,,,,,,,MIT,,,,,,,,,
36,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-12-01 14:29:47.000000,2021-12-01 08:29:48.000000,40.0,34.0,63.0,509.0,381.0,2021-12-01 08:33:39.000000,0.10.2,,10557.0,28.0,332.0,332.0,14.0,https://pypi.org/project/ipycanvas,9254.0,https://anaconda.org/conda-forge/ipycanvas,2021-12-01 13:09:01.830000,35183.0,2.0,,,,,,,,BSD-3-Clause,,,,,,,,,
37,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-12-28 20:05:13.000000,2021-12-27 21:53:11.000000,293.0,26.0,184.0,324.0,938.0,,,,36244.0,12.0,239.0,239.0,103.0,https://pypi.org/project/oauthenticator,35646.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273000,19163.0,1.0,,,,,,,,BSD-3-Clause,,,,,,,,,
38,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57.000000,369.0,343.0,4174.0,2617.0,1689.0,2018-12-04 18:27:21.000000,1.3.0,31.0,21650.0,39.0,,,43.0,https://pypi.org/project/beakerx,8618.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218000,478692.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244555.0,,beakerx,Apache-2.0,https://www.npmjs.com/package/beakerx,1099.0,,,,,,,
39,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-11-03 11:51:17.000000,2021-11-03 11:51:16.000000,122.0,58.0,218.0,2140.0,1952.0,,,,265541.0,21.0,63.0,63.0,34.0,https://pypi.org/project/nbdime,191897.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628000,422819.0,2.0,,,,,,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,66598.0,,,,,,,
40,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,23,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000000,2021-12-30 05:31:05.000000,2021-12-30 05:31:05.000000,193.0,221.0,1042.0,1173.0,1430.0,,,,2327.0,12.0,28.0,28.0,38.0,https://pypi.org/project/elyra,1769.0,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105000,8940.0,1.0,,,,,,,,Apache-2.0,,,,,,,,,
41,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapbox/mapboxgl-jupyter,mapboxgl,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000000,2021-10-11 17:16:45.000000,2021-04-19 05:00:36.000000,123.0,32.0,67.0,592.0,221.0,2019-06-03 21:24:10.000000,0.10.2,,12401.0,14.0,123.0,123.0,21.0,https://pypi.org/project/mapboxgl,12401.0,,,,2.0,,,,,,4.0,,MIT,,,,,,,,,
42,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,23,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-12-21 14:46:44.000000,2021-02-18 16:55:13.000000,72.0,15.0,27.0,577.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,32886.0,14.0,1308.0,1308.0,15.0,https://pypi.org/project/watermark,29794.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,191731.0,2.0,,,,,,,,BSD-3-Clause,,,,,,,,,
43,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,23,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-09-22 00:23:00.000000,2021-03-31 14:20:34.000000,36.0,17.0,245.0,533.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,81483.0,28.0,137.0,137.0,11.0,,,,,,1.0,,,,,,,@jupyterlab/debugger,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/debugger,81483.0,,,,,,,
44,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-12-22 21:57:55.000000,2021-12-22 21:57:55.000000,39.0,34.0,61.0,364.0,440.0,,,,79458.0,8.0,1244.0,1244.0,28.0,https://pypi.org/project/nbval,76319.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,175808.0,2.0,,,,,,,,,,,,,,,,,
45,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-12-30 04:47:23.000000,2021-12-23 20:32:32.000000,212.0,126.0,165.0,252.0,,2021-11-22 17:53:24.000000,7.1.0,106.0,13969420.0,9.0,,,110.0,https://pypi.org/project/jupyter-client,13969394.0,,,,2.0,,,,,,6.0,,BSD-3-Clause,,,,,,,,,
