,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
182,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,14,,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,2018-08-14 12:36:26.000000,2021-08-31 22:18:16.000000,2021-02-24 06:31:50.000000,29.0,16.0,10.0,281.0,31.0,,,,5995.0,,2.0,2.0,6.0,,,,,,,,,,3.0,MIT,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,5995.0,,,,,,,,
183,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,2018-01-23 18:18:38.000000,2021-08-10 22:24:09.000000,2021-03-10 20:56:11.000000,20.0,12.0,19.0,204.0,71.0,2021-03-10 20:57:44.000000,4.14.3,,1567.0,6.0,3.0,3.0,5.0,,,,,,,,,,3.0,,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,1567.0,,,,,,,,
184,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,14,jupyter-bokeh,bokeh/jupyter_bokeh,,,https://github.com/bokeh/jupyter_bokeh,2017-08-14 23:01:29.000000,2021-09-30 18:18:05.000000,2021-09-30 18:17:17.000000,36.0,9.0,70.0,191.0,,,,,22193.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,4413.0,,,,,,,,3.0,BSD-3-Clause,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,17780.0,,,,,,,,
185,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,14,,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-10-01 15:38:50.000000,2021-10-01 15:21:38.000000,24.0,1.0,26.0,188.0,35.0,,,,3022.0,,,,10.0,,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,3022.0,,,,,,,,
186,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-12-29 14:55:57.000000,2021-12-21 12:15:24.000000,25.0,27.0,50.0,148.0,450.0,,,,1355.0,19.0,,,11.0,https://pypi.org/project/cdsdashboards,358.0,https://anaconda.org/conda-forge/cdsdashboards,2021-10-28 20:01:06.914000,17962.0,,,,,3.0,,,,,,,,,,,,
187,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,environment_kernels,Cadair/jupyter_environment_kernels,,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,15.0,7.0,22.0,143.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,3492.0,2.0,,,6.0,https://pypi.org/project/environment_kernels,3492.0,,,,,,,,3.0,BSD-2-Clause,,,,,,,,,,,
188,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,14,,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,2018-10-13 22:51:03.000000,2021-11-20 21:43:58.000000,2021-11-20 21:43:48.000000,9.0,5.0,18.0,139.0,,2021-07-17 23:45:44.000000,0.4.1,,4295.0,5.0,,,4.0,,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,4295.0,,,,,,,,
189,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,15.0,7.0,6.0,55.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,284.0,3.0,,,8.0,,,,,,,,,,3.0,BSD-3-Clause,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,284.0,,,,,,,,
190,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,14,sudospawner,jupyterhub/sudospawner,,,https://github.com/jupyterhub/sudospawner,2014-11-24 23:21:36.000000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36.000000,36.0,17.0,20.0,41.0,115.0,,,,712.0,,36.0,36.0,14.0,https://pypi.org/project/sudospawner,712.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
191,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,14.0,5.0,2.0,28.0,7.0,,,,1848.0,,92.0,92.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,1848.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
192,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,108.0,23.0,53.0,2228.0,169.0,,,,,,,,9.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
193,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,bash_kernel,takluyver/bash_kernel,,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,100.0,37.0,53.0,565.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2838.0,5237.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,5196.0,,,,,,,,3.0,,,,,,,,,,,,
194,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,py_d3,ResidentMario/py_d3,,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,36.0,2.0,14.0,439.0,38.0,,,,298.0,,,,3.0,https://pypi.org/project/py_d3,298.0,,,,,,,,3.0,MIT,,,,,,,,,,,
195,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,13,,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-09-21 17:26:54.000000,2020-02-14 15:11:45.000000,27.0,10.0,16.0,422.0,343.0,,,,65.0,,,,12.0,,,,,,,,,,3.0,MIT,nbgather,https://www.npmjs.com/package/nbgather,65.0,,,,,,,,
196,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,13,matlab_kernel,calysto/matlab_kernel,,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2021-09-14 19:55:27.000000,2020-11-09 20:41:43.000000,72.0,25.0,102.0,408.0,210.0,2017-10-17 21:39:32.000000,0.15.0,,720.0,1.0,,,17.0,https://pypi.org/project/matlab_kernel,720.0,,,,,,,,3.0,,,,,,,,,,,,
197,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,13,,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-09-21 04:29:33.000000,2021-09-21 04:29:32.000000,26.0,34.0,45.0,270.0,,,,,,,69.0,69.0,14.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
198,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,13,nbopen,takluyver/nbopen,,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,50.0,35.0,26.0,265.0,57.0,,,,921.0,,,,10.0,https://pypi.org/project/nbopen,921.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
199,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,6.0,,8.0,232.0,154.0,,,,,,17.0,17.0,8.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
200,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,13,nbinteract,SamLau95/nbinteract,,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-10-26 15:14:42.000000,2021-04-15 20:39:36.000000,20.0,29.0,41.0,208.0,590.0,,,,859.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,859.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
201,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-08-31 21:50:05.000000,2021-05-22 01:41:35.000000,7.0,8.0,22.0,158.0,98.0,,,,2074.0,,,,6.0,,,,,,,,,,3.0,BSD-3-Clause,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,2074.0,,,,,,,,
202,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,13,naas,jupyter-naas/naas,,,https://github.com/jupyter-naas/naas,2020-09-20 17:09:00.000000,2022-01-05 20:04:24.000000,2021-12-23 12:45:49.000000,11.0,77.0,38.0,149.0,,,,,4235.0,,3.0,3.0,13.0,https://pypi.org/project/naas,4235.0,,,,,,,,3.0,AGPL-3.0,,,,,,,,,,,
203,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,,nbgallery/nbgallery,,nbgallery/nbgallery,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-12-22 20:49:02.000000,2021-12-15 19:58:22.000000,21.0,89.0,262.0,141.0,,,,,2134.0,,,,18.0,,,,,,https://hub.docker.com/r/nbgallery/nbgallery,2021-11-12 15:25:19.912128,3.0,128072.0,3.0,MIT,,,,,,,,,,,
204,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,13,mkdocs-jupyter,danielfrg/mkdocs-jupyter,,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-12-28 22:28:34.000000,2021-12-28 22:28:34.000000,12.0,1.0,33.0,99.0,,,,,14041.0,,,,10.0,https://pypi.org/project/mkdocs-jupyter,14041.0,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
205,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,itsjafer/sparkmonitor,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-11-15 17:51:03.000000,2021-08-04 16:49:43.000000,15.0,7.0,8.0,68.0,269.0,,,,300.0,,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,198.0,,,,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,240.0,3.0,Apache-2.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,92.0,,,,,,,,
206,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,13,,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-08-27 11:18:53.000000,2021-08-27 11:18:51.000000,8.0,1.0,8.0,49.0,,2021-06-23 21:13:28.000000,0.5.5,76.0,1604.0,5.0,,,4.0,,,,,,,,,,3.0,BSD-3-Clause,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,1599.0,,,,,,,,
207,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,13,,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2021-12-06 21:22:17.000000,2021-07-07 15:51:44.000000,43.0,15.0,13.0,48.0,31.0,2021-04-13 20:56:56.000000,1.0.0,,,1.0,5.0,5.0,16.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
208,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,sshkernel,NII-cloud-operation/sshkernel,,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21.000000,10.0,2.0,6.0,47.0,398.0,,,,47.0,,6.0,6.0,4.0,https://pypi.org/project/sshkernel,47.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
209,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15.000000,36.0,9.0,8.0,38.0,24.0,,,,190.0,,8.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,190.0,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
210,jupyterlab_commands,True,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,13,,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-11-30 12:58:55.000000,2021-11-30 12:58:55.000000,6.0,1.0,22.0,35.0,,2021-11-30 04:16:09.000000,0.3.2,,,11.0,3.0,3.0,,,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
211,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,12,,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-08-10 22:48:31.000000,2019-08-14 17:21:34.000000,31.0,40.0,20.0,266.0,87.0,,,,52.0,,,,6.0,,,,,,,,,,3.0,BSD-3-Clause,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,52.0,,,,,,,,
212,jupyter-manim,True,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,12,,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2022-01-02 21:32:22.000000,2022-01-02 21:32:22.000000,11.0,6.0,18.0,162.0,42.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,5.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
213,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,12,,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,2020-02-06 15:49:32.000000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40.000000,6.0,,24.0,154.0,731.0,2020-12-11 15:26:11.000000,0.2.1,,,5.0,,,2.0,,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
214,jupyter-fs,True,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,12,jupyter-fs,jpmorganchase/jupyter-fs,,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000000,2021-11-29 04:50:28.000000,2021-11-29 04:50:28.000000,22.0,13.0,36.0,105.0,,,,,322.0,,,,8.0,https://pypi.org/project/jupyter-fs,322.0,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
215,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,12,,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,22.0,24.0,10.0,86.0,332.0,,,,114.0,,,,10.0,,,,,,,,,,3.0,BSD-3-Clause,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,114.0,,,,,,,,
216,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,12,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-10-25 07:48:27.000000,2021-10-22 09:21:12.000000,17.0,9.0,33.0,82.0,329.0,,,,622.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,351.0,,,,,,,,3.0,BSD-3-Clause,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,271.0,,,,,,,,
217,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,12,ipymaterialui,maartenbreddels/ipymaterialui,,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-08-10 20:43:17.000000,2019-10-29 13:53:37.000000,15.0,7.0,3.0,74.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,134.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,36.0,,,,,,,,3.0,MIT,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,98.0,,,,,,,,
218,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,12,,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-10-01 08:10:31.000000,2021-10-01 08:10:31.000000,8.0,2.0,11.0,63.0,120.0,2021-09-02 09:10:11.000000,3.0.6,,103.0,4.0,3.0,3.0,4.0,,,,,,,,,,3.0,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,103.0,,,,,,,,
219,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,12,nbcelltests,jpmorganchase/nbcelltests,,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-12-12 19:03:27.000000,2021-12-12 19:03:26.000000,16.0,30.0,83.0,59.0,,2020-10-05 14:23:28.000000,0.2.3,,133.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,38.0,,,,,,,,3.0,Apache-2.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,95.0,,,,,,,,
220,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,12,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-12-12 18:59:53.000000,2021-12-12 18:59:52.000000,6.0,5.0,24.0,54.0,,2021-01-01 04:15:38.000000,0.3.0,,146.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,110.0,,,,,,,,3.0,Apache-2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,36.0,,,,,,,,
221,JupyterLab Email,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,jupyterlab_email,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-11-29 04:37:03.000000,2021-11-29 04:37:02.000000,2.0,6.0,30.0,50.0,,2020-06-25 16:29:14.000000,0.2.3,,199.0,12.0,,,,https://pypi.org/project/jupyterlab_email,95.0,,,,,,,,3.0,Apache-2.0,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,104.0,,,,,,,,
222,JupyterLab Flake8,True,A jupyterlab extension to email notebooks directly from..,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,12,,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-11-29 04:37:03.000000,2021-11-29 04:37:02.000000,2.0,6.0,30.0,50.0,,2020-06-25 16:29:14.000000,0.2.3,,251.0,12.0,,,,,,,,,,,,,3.0,Apache-2.0,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,251.0,,,,,,,,
223,Remote User Auth,True,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,12,jhub_remote_user_authenticator,cwaldbieser/jhub_remote_user_authenticator,,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44.000000,26.0,7.0,9.0,31.0,27.0,,,,5145.0,,,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,5145.0,,,,,,,,3.0,GPL-3.0,,,,,,,,,,,
224,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,12,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,2019-04-17 21:34:09.000000,2021-08-25 23:29:03.000000,2021-08-25 15:02:59.000000,16.0,14.0,14.0,30.0,112.0,2020-07-13 15:56:30.000000,samlauthenticator-0.0.9,13.0,360.0,3.0,,,6.0,https://pypi.org/project/jupyterhub-samlauthenticator,360.0,,,,,,,,3.0,MIT,,,,,,,,,,,
225,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,12,pick,nteract/pick,,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24.000000,7.0,4.0,5.0,28.0,,,,,34692.0,,,,5.0,https://pypi.org/project/pick,34692.0,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
226,jupyter-nbrequirements,True,Dependency management and optimization in Jupyter..,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000000,2021-12-13 20:43:20.000000,2021-10-21 06:25:29.000000,4.0,2.0,30.0,14.0,348.0,2019-12-09 18:41:20.000000,0.5.0,,,3.0,,,12.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
227,Kernel Management,True,Experimental new kernel management framework for Jupyter.,https://github.com/takluyver/jupyter_kernel_mgmt,,notebook-tools,12,jupyter-kernel-mgmt,takluyver/jupyter_kernel_mgmt,,,https://github.com/takluyver/jupyter_kernel_mgmt,2018-04-01 20:06:08.000000,2020-08-27 01:11:14.000000,2020-01-29 22:31:34.000000,7.0,10.0,14.0,13.0,1783.0,2020-01-15 19:12:57.000000,0.5.1,17.0,23.0,3.0,,,74.0,https://pypi.org/project/jupyter-kernel-mgmt,23.0,,,,,,,,3.0,,,,,,,,,,,,
228,jupyter2slides,True,Cloud Native Presentation Slides with Jupyter Notebook +..,https://github.com/datitran/jupyter2slides,,notebook-tools,11,,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22.000000,164.0,11.0,4.0,769.0,11.0,,,,,,,,,,,,,,,,,,3.0,MIT,,,,,,,,,,,
229,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,11,jupyterlab_sql,pbugnion/jupyterlab-sql,,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2021-10-06 09:31:32.000000,2020-01-04 12:02:35.000000,43.0,37.0,37.0,362.0,634.0,,,,,,,,2.0,https://pypi.org/project/jupyterlab_sql,,,,,,,,,3.0,MIT,,,,,,,,,,,
230,ICSharp,True,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45.000000,59.0,33.0,13.0,261.0,45.0,,,,,,,,10.0,,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
231,jupyter-flex,True,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,11,,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2021-12-31 20:28:51.000000,2021-12-31 20:28:45.000000,39.0,5.0,42.0,229.0,,,,,,,1.0,1.0,3.0,,,,,,,,,,3.0,Apache-2.0,,,,,,,,,,,
232,SQLCell,True,"SQLCell is a magic function for the Jupyter Notebook that executes raw,..",https://github.com/tmthyjames/SQLCell,,magic,11,sqlcell,tmthyjames/SQLCell,,,https://github.com/tmthyjames/SQLCell,2016-08-15 01:54:46.000000,2021-08-23 20:09:58.000000,2020-10-06 02:14:24.000000,9.0,60.0,24.0,144.0,310.0,,,,28.0,,1.0,1.0,14.0,https://pypi.org/project/sqlcell,28.0,,,,,,,,3.0,MIT,,,,,,,,,,,
233,ipyexperiments,True,jupyter/ipython experiment containers for GPU and general..,https://github.com/stas00/ipyexperiments,,notebook-tools,11,ipyexperiments,stas00/ipyexperiments,,,https://github.com/stas00/ipyexperiments,2018-11-15 01:19:40.000000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38.000000,10.0,,5.0,143.0,203.0,,,,137.0,,5.0,5.0,3.0,https://pypi.org/project/ipyexperiments,137.0,,,,,,,,3.0,,,,,,,,,,,,
