,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
108,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,18,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2023-02-08 12:36:09.000000,2023-02-08 12:36:08,914.0,52.0,285.0,2358.0,,,,103071.0,24.0,,,112.0,https://pypi.org/project/ipyparallel,93619.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,775109.0,3.0,,,,,,,,,,,,,,,,,
109,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,187.0,10.0,14.0,1020.0,2019-09-02 14:01:33,0.1.2,,12040.0,1.0,,,13.0,https://pypi.org/project/pyforest,12040.0,,,,3.0,,,196.0,,,,,,,,,,,,,,
110,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,SciRuby/iruby,,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2023-02-03 04:21:45.711711,2023-01-11 06:17:33,20.0,45.0,143.0,756.0,2021-08-17 16:20:34,0.7.4,15.0,19.0,10.0,173.0,173.0,46.0,,,,,,2.0,,,718.0,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2023-02-03 04:21:45.711711,3.0,1814.0,,,iruby,,,
111,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,18,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,104.0,64.0,51.0,727.0,2018-04-16 17:16:10,0.2.0,,99358.0,1.0,,,14.0,,,,,,2.0,,,523.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,99358.0,,,,,,,,,,,
112,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,18,stencila/stencila,,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2023-02-08 22:28:54.000000,2023-01-31 19:53:51,37.0,65.0,497.0,665.0,2022-07-29 06:53:21,1.16.0,3321.0,478.0,100.0,19.0,19.0,35.0,,,,,,3.0,-5.0,,,stencila,https://www.npmjs.com/package/stencila,177.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16465.0,,,,,,
113,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,18,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2022-12-23 18:21:53.000000,2022-12-18 09:16:32,111.0,35.0,63.0,622.0,2022-12-17 19:22:31,0.9.0,,11239.0,1.0,,,16.0,https://pypi.org/project/bash_kernel,11239.0,,,,2.0,,,101.0,,,,,,,,,,,,,,
114,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,BSD-3-Clause,2015-12-10 16:11:42.000,2022-10-29 16:32:26.594000,2020-11-30 15:55:07,57.0,40.0,99.0,501.0,2020-09-05 22:35:32,2.3.0,,12156.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-10-29 16:32:26.594,972557.0,2.0,,,335.0,,,,,,,,,,,,,,
115,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,18,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2023-02-15 09:46:35.000000,2023-02-15 09:46:02,64.0,28.0,36.0,491.0,2022-05-10 19:35:57,0.7.0,,60769.0,3.0,2.0,2.0,18.0,https://pypi.org/project/jupyterlab-nvdashboard,59945.0,,,,2.0,,,,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,824.0,,,,,,,,,,,
116,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,18,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2023-02-07 16:40:07.000000,2023-02-07 16:39:52,69.0,33.0,72.0,457.0,,,,1556.0,,3.0,3.0,29.0,,,,,,2.0,,,611.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,1556.0,,,,,,,,,,,
117,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,18,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2022-12-18 16:07:56.000000,2022-12-18 16:07:56,62.0,29.0,148.0,422.0,2022-11-29 02:04:58,0.35.1,98.0,8595.0,8.0,,,20.0,https://pypi.org/project/octave_kernel,8594.0,,,,2.0,,,,,,,,,,,,,,,,,
118,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,18,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2023-01-05 16:15:48.000000,2022-04-28 22:45:01,74.0,33.0,65.0,384.0,2018-02-05 18:54:22,0.11.1,,795.0,12.0,4.0,4.0,16.0,,,,,,2.0,,,515.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,795.0,,,,,,,,,,,
119,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-02-16 17:45:45.000000,2023-02-16 17:45:44,58.0,16.0,85.0,341.0,,,,16353.0,27.0,2.0,2.0,13.0,https://pypi.org/project/vega,9682.0,https://anaconda.org/conda-forge/vega,2022-12-05 16:11:57.491,533739.0,3.0,,,610.0,,,,,,,,,,,,,,
120,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,27.0,24.0,25.0,257.0,,,,51520.0,,208.0,208.0,11.0,https://pypi.org/project/nteract-scrapbook,51520.0,,,,3.0,,,,,,,,,,,,,,,,,
121,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,18,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2023-01-08 15:43:25.000000,2023-01-08 15:43:24,24.0,14.0,40.0,235.0,2022-07-25 13:09:54,npm@3.1.0,2.0,1086.0,29.0,4.0,4.0,25.0,,,https://anaconda.org/conda-forge/mamba_gator,2022-07-26 15:26:35.721,26449.0,3.0,,,618.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,107.0,,,,,,,,,,,
122,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,30.0,19.0,20.0,172.0,2017-03-05 04:26:44,0.2.0,,8069.0,8.0,105.0,105.0,6.0,https://pypi.org/project/spylon-kernel,6538.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,110282.0,2.0,,vericast/spylon-kernel,188.0,,,,,,,,,,,,,,
123,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,18,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2023-02-03 17:28:06.000000,2022-11-23 09:34:00,26.0,19.0,17.0,103.0,2022-08-24 12:33:17,0.2.2,,69636.0,8.0,2.0,2.0,9.0,https://pypi.org/project/ipytree,68305.0,https://anaconda.org/conda-forge/ipytree,2022-08-23 16:41:28.248,62575.0,3.0,,,111.0,,,,,,,,,,,,,,
124,ipysigma,True,A custom Jupyter widget library to display graphs using sigma.js.,https://github.com/medialab/ipysigma,,widgets,18,Yomguithereal/ipysigma,ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2023-02-04 11:00:49.000000,2023-02-04 11:00:45,10.0,41.0,150.0,80.0,2023-01-10 16:02:53,0.24.0,,1020.0,2.0,20.0,20.0,6.0,https://pypi.org/project/ipysigma,383.0,,,,3.0,5.0,medialab/ipysigma,342.0,ipysigma,https://www.npmjs.com/package/ipysigma,637.0,,,,,,,,,,,
125,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,18,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2023-02-07 15:26:11.000000,2023-02-07 15:26:08,46.0,9.0,30.0,60.0,2022-08-25 15:31:47,0.12.3,48.0,360419.0,32.0,,,30.0,https://pypi.org/project/jupyter-packaging,347359.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-08-25 23:51:15.963,430940.0,3.0,,,,,,,,,,,,,,,,,
126,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2023-02-23 09:49:31.000000,2023-02-20 11:08:02,43.0,4.0,35.0,58.0,2021-11-15 20:10:09,1.3.0,,1945.0,6.0,88.0,88.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,1945.0,,,,2.0,,,,,,,,,,,,,,,,,
127,IHaskell,True,A Haskell kernel for IPython.,https://github.com/IHaskell/IHaskell,,kernels,17,gibiansky/IHaskell,,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2023-01-05 09:23:11.000000,2022-12-19 05:10:00,246.0,46.0,716.0,2447.0,2015-03-26 05:06:25,0.6,,18.0,1.0,,,111.0,,,,,,3.0,,IHaskell/IHaskell,2156.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,18.0,,,,,,,,,,,
128,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2023-01-04 04:33:48.000000,2019-07-16 04:37:36,73.0,58.0,42.0,942.0,2019-07-16 04:33:54,0.11.0,,338.0,14.0,5.0,5.0,8.0,,,,,,2.0,,,60.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,338.0,,,,,,,,,,,
129,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,172.0,72.0,57.0,898.0,2019-05-06 03:28:50,1.3.0,114081.0,2037.0,5.0,,,4.0,,,,,,3.0,,,90.0,,,,,,,,,,,,,,
130,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,17,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-08-13 00:57:17.000000,2022-08-11 18:59:13,49.0,28.0,138.0,653.0,,,,45298.0,,2.0,2.0,37.0,https://pypi.org/project/jupyterlab_code_formatter,42804.0,,,,2.0,,,428.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2494.0,,,,,,,,,,,
131,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,17,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,BSD-3-Clause,2018-01-31 16:38:30.000,2023-01-07 04:35:11.000000,2021-06-29 12:29:51,65.0,41.0,25.0,555.0,,,,3332.0,,13.0,13.0,15.0,,,,,,3.0,,,101.0,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,3332.0,,,,,,,,,,,
132,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter-server/enterprise_gateway,,kernels,17,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2023-02-23 08:03:50.000000,2023-02-13 22:28:30,188.0,61.0,485.0,547.0,2023-01-13 07:27:40,3.2.0,25420.0,2535.0,35.0,,,109.0,https://pypi.org/project/jupyter_enterprise_gateway,2138.0,,,,3.0,,jupyter-server/enterprise_gateway,,,,,,,,,,,,,,,
133,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,17,nteract/commuter,,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2023-01-06 01:49:20.000000,2022-04-28 20:49:58,63.0,52.0,39.0,459.0,,,,166.0,,5.0,5.0,27.0,,,,,,3.0,,,640.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,166.0,,,,,,,,,,,
134,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,17,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2022-08-04 11:15:43.000000,2022-08-04 11:15:04,22.0,3.0,10.0,285.0,,,,2598.0,,66.0,66.0,5.0,https://pypi.org/project/treon,2598.0,,,,3.0,,,66.0,,,,,,,,,,,,,,
135,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,17,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2023-02-16 13:40:19.000000,2023-02-16 13:40:18,45.0,,111.0,264.0,2022-05-04 07:37:18,0.3.21,888.0,68.0,50.0,108.0,108.0,17.0,https://pypi.org/project/jupyterlab-classic,34.0,,,,3.0,,jupyterlab/retrolab,,,,,,,,,,,,,,,
136,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,17,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2023-01-05 09:57:44.000000,2021-04-15 20:39:36,21.0,29.0,41.0,223.0,,,,3361.0,,3.0,3.0,8.0,https://pypi.org/project/nbinteract,3361.0,,,,3.0,,,590.0,,,,,,,,,,,,,,
137,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,17,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2023-01-13 14:14:25.000000,2023-01-13 14:14:25,75.0,,58.0,191.0,2022-12-01 21:51:02,2.4.13,,4678.0,15.0,,,11.0,https://pypi.org/project/sas_kernel,4678.0,,,,3.0,,,,,,,,,,,,,,,,,
138,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,42.0,,80.0,175.0,2017-06-02 21:19:27,0.5.0,91.0,1273.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,89047.0,3.0,,,404.0,,,,,,,,,,,,,,
139,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,49.0,15.0,7.0,172.0,2018-05-29 18:46:14,0.0.9,2421.0,2636.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,2587.0,,,,3.0,,,215.0,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,940.0,,,,,,
140,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,igvteam/igv-jupyter,igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2023-01-03 21:53:51.000000,2023-01-03 21:53:51,15.0,,41.0,152.0,2022-02-07 18:33:52,1.0.0,,423.0,9.0,12.0,12.0,5.0,https://pypi.org/project/igv-jupyter,423.0,,,,3.0,,g2nb/igv-jupyter,140.0,,,,,,,,,,,,,,
141,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,17,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2023-01-11 00:31:54.000000,2023-01-11 00:31:54,41.0,28.0,32.0,86.0,,,,3302.0,,21.0,21.0,18.0,https://pypi.org/project/jupyterhub-systemdspawner,3302.0,,,,3.0,,,157.0,,,,,,,,,,,,,,
142,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/finos/ipyregulartable,,widgets,17,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/finos/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2023-02-21 18:02:26.000000,2023-02-20 21:40:37,15.0,11.0,15.0,78.0,,,,69311.0,6.0,11.0,11.0,5.0,https://pypi.org/project/ipyregulartable,123.0,,,,3.0,,finos/ipyregulartable,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,69188.0,,,,,,,,,,,
143,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,72.0,2020-06-18 03:30:24,0.5.10,,777.0,17.0,27.0,27.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,777.0,,,,3.0,,,269.0,,,,,,,,,,,,,,
144,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,17,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2023-02-21 21:06:07.000000,2023-02-21 21:05:07,6.0,3.0,17.0,45.0,2022-09-23 17:10:56,0.3.7,,69575.0,16.0,2.0,2.0,3.0,https://pypi.org/project/ipydagred3,387.0,,,,3.0,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,69188.0,,,,,,,,,,,
145,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2023-02-23 05:27:10.000000,2023-02-22 19:55:46,186.0,418.0,8129.0,919.0,2022-10-12 16:44:26,2022.09.120,,,32.0,,,256.0,,,,,,3.0,,,,,,,,,,,,,,,,,
146,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,16,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,55.0,16.0,29.0,517.0,,,,1654.0,2.0,10.0,10.0,10.0,https://pypi.org/project/ansible-kernel,182.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,12621.0,3.0,,,212.0,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66459.0,,,,,,
147,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,16,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,BSD-3-Clause,2019-07-13 12:31:51.000,2023-01-06 02:50:11.000000,2022-02-15 08:27:46,29.0,23.0,21.0,279.0,2021-02-04 22:39:49,0.8.0,,4030.0,2.0,2.0,2.0,7.0,,,,,,2.0,-3.0,,,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,4030.0,,,,,,,,,,,
148,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,16,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,58.0,15.0,11.0,268.0,2020-02-03 15:59:07,1.0.0,1968.0,1059.0,8.0,,,7.0,,,,,,3.0,,,220.0,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44487.0,,,,,,
149,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,8.0,10.0,13.0,215.0,2019-07-05 21:26:30,0.5.0,,6842.0,5.0,15.0,15.0,2.0,,,,,,2.0,,,89.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,6842.0,,,,,,,,,,,
150,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,24.0,12.0,19.0,212.0,2021-03-10 20:57:44,4.14.3,,1119.0,6.0,6.0,6.0,5.0,,,,,,3.0,,,71.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,1119.0,,,,,,,,,,,
151,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,16,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,29.0,13.0,14.0,193.0,,,,1836.0,,17.0,17.0,12.0,https://pypi.org/project/jupyter-spark,1836.0,,,,3.0,,,106.0,,,,,,,,,,,,,,
152,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,16,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2023-01-07 04:15:43.000000,2022-07-18 18:08:51,14.0,5.0,18.0,174.0,2021-07-17 23:45:44,0.4.1,,2710.0,5.0,5.0,5.0,4.0,,,,,,3.0,,,,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,2710.0,,,,,,,,,,,
153,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,16,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2023-02-23 01:31:45.000000,2023-02-17 14:43:33,44.0,279.0,540.0,88.0,2023-02-09 15:04:47,3.3.0,,386.0,22.0,,,31.0,https://pypi.org/project/jdaviz,386.0,,,,3.0,,,,,,,,,,,,,,,,,
154,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,16,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,16.0,9.0,5.0,80.0,,,,4044.0,,333.0,333.0,6.0,https://pypi.org/project/nbzip,4044.0,,,,3.0,,,43.0,,,,,,,,,,,,,,
155,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2023-02-03 17:25:24.000000,2023-02-03 17:25:23,11.0,1.0,34.0,61.0,2023-01-08 16:33:54,3.3.4,3252.0,1014.0,27.0,2.0,2.0,10.0,,,https://anaconda.org/conda-forge/jupyter-archive,2023-01-08 19:17:34.302,37324.0,3.0,,,223.0,,,,,,,,,,,,,,
156,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,16,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-09-30 17:46:37.000000,2022-01-14 00:49:56,8.0,5.0,4.0,57.0,2021-11-06 14:18:45,0.4.0,,439880.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,439880.0,,,,3.0,,,117.0,,,,,,,,,,,,,,
