,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
165,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,15,lspvic/jupyter_tensorboard,jupyter-tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,70.0,39.0,29.0,456.0,69.0,,,,2529.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,2529.0,,,,3.0,,,,,,,,,,,,,,,,
166,Lantern,True,Data exploration glue.,https://github.com/timkpaine/lantern,,lab-extensions,15,timkpaine/lantern,pylantern,,https://github.com/timkpaine/lantern,Apache-2.0,2017-07-15 03:49:10.000,2022-06-13 13:36:59.000000,2022-06-13 13:36:58,20.0,10.0,188.0,319.0,,2020-02-02 22:32:28,0.1.6,,61.0,26.0,16.0,16.0,3.0,https://pypi.org/project/pylantern,61.0,,,,2.0,,,,,,,,,,,,,,,,
167,blackcellmagic,True,IPython magic command to format python code in cell using..,https://github.com/csurfer/blackcellmagic,,magic,15,csurfer/blackcellmagic,blackcellmagic,,https://github.com/csurfer/blackcellmagic,MIT,2018-04-25 14:27:26.000,2022-05-31 19:59:44.000000,2021-09-18 19:09:46,12.0,4.0,5.0,299.0,18.0,,,,2469.0,,158.0,158.0,3.0,https://pypi.org/project/blackcellmagic,2469.0,,,,3.0,,,,,,,,,,,,,,,,
168,JupyterLab Tensorboard,True,Tensorboard extension for jupyterlab.,https://github.com/chaoleili/jupyterlab_tensorboard,,lab-extensions,15,chaoleili/jupyterlab_tensorboard,,,https://github.com/chaoleili/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,32.0,17.0,10.0,295.0,37.0,,,,6340.0,,2.0,2.0,7.0,,,,,,2.0,jupyterlab_tensorboard,https://www.npmjs.com/package/jupyterlab_tensorboard,6340.0,,,,,,,,,,,,,
169,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,15,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2022-04-01 12:43:46.000000,2021-08-30 21:48:24,38.0,21.0,8.0,231.0,29.0,,,,53200.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,53200.0,,,,3.0,,,,,,,,,,,,,,,,
170,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,15,SamLau95/nbinteract,nbinteract,,https://github.com/SamLau95/nbinteract,BSD-3-Clause,2017-08-31 00:16:20.000,2022-07-22 02:00:04.000000,2021-04-15 20:39:36,20.0,29.0,41.0,216.0,590.0,,,,2031.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,2031.0,,,,3.0,,,,,,,,,,,,,,,,
171,Jupyter Bokeh,True,An extension for rendering Bokeh content in JupyterLab notebooks.,https://github.com/bokeh/jupyter_bokeh,,lab-extensions,15,bokeh/jupyter_bokeh,jupyter-bokeh,,https://github.com/bokeh/jupyter_bokeh,BSD-3-Clause,2017-08-14 23:01:29.000,2022-07-20 06:52:47.000000,2022-06-13 18:09:14,40.0,10.0,78.0,202.0,,,,,34581.0,,,,16.0,https://pypi.org/project/jupyter-bokeh,27265.0,,,,2.0,@bokeh/jupyter_bokeh,https://www.npmjs.com/package/@bokeh/jupyter_bokeh,7316.0,,,,,,,,,,,,,
172,Jupyter Spark,True,Jupyter Notebook extension for Apache Spark integration.,https://github.com/mozilla/jupyter-spark,,jupyter-extensions,15,mozilla/jupyter-spark,jupyter-spark,,https://github.com/mozilla/jupyter-spark,MPL-2.0,2016-01-27 15:38:50.000,2020-12-01 19:43:11.000000,2020-12-01 19:43:11,29.0,13.0,14.0,190.0,106.0,,,,561.0,,16.0,16.0,12.0,https://pypi.org/project/jupyter-spark,561.0,,,,3.0,,,,,,,,,,,,,,,,
173,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,15,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,BSD-3-Clause,2019-01-03 21:57:42.000,2022-05-23 15:47:39.000000,2020-05-24 13:16:16,34.0,57.0,34.0,169.0,426.0,,,,128.0,,10.0,10.0,9.0,,,,,,2.0,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,128.0,,,,,,,,,,,,,
174,nbzip,True,Zips and downloads all the contents of a jupyter notebook.,https://github.com/data-8/nbzip,,jupyter-extensions,15,data-8/nbzip,nbzip,,https://github.com/data-8/nbzip,Apache-2.0,2017-09-30 17:32:31.000,2019-11-22 08:47:26.000000,2019-11-22 08:47:25,15.0,9.0,5.0,80.0,43.0,,,,673.0,,287.0,287.0,6.0,https://pypi.org/project/nbzip,673.0,,,,3.0,,,,,,,,,,,,,,,,
175,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,vatlab/jupyterlab-sos,,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2022-08-03 01:48:01.130000,2022-08-02 18:58:37,3.0,9.0,50.0,54.0,325.0,2019-09-02 19:30:02,0.5.0,,634.0,13.0,,,4.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2022-08-03 01:48:01.130,17215.0,2.0,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,143.0,,,,,,,,,,,,,
176,Wolfram Kernel,True,Wolfram Language kernel for Jupyter notebooks.,https://github.com/WolframResearch/WolframLanguageForJupyter,,kernels,14,WolframResearch/WolframLanguageForJupyter,,,https://github.com/WolframResearch/WolframLanguageForJupyter,MIT,2019-01-18 19:37:06.000,2022-02-23 01:53:13.000000,2022-02-19 09:55:04,91.0,29.0,66.0,744.0,143.0,,,5984.0,157.0,3.0,,,7.0,,,,,,3.0,,,,,,,,,,,,,,,,
177,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,microsoft/gather,,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2022-08-02 16:07:59.000000,2020-02-14 15:11:45,29.0,10.0,16.0,445.0,343.0,,,,47.0,,,,12.0,,,,,,3.0,nbgather,https://www.npmjs.com/package/nbgather,47.0,,,,,,,,,,,,,
178,nbtutor,True,Visualize Python code execution (line-by-line) in Jupyter Notebook cells.,https://github.com/lgpage/nbtutor,,widgets,14,lgpage/nbtutor,,conda-forge/nbtutor,https://github.com/lgpage/nbtutor,,2016-11-07 14:08:25.000,2022-04-19 19:03:10.872000,2022-04-04 19:36:18,38.0,10.0,24.0,403.0,,,,,1582.0,4.0,27.0,27.0,3.0,,,https://anaconda.org/conda-forge/nbtutor,2022-04-19 19:03:10.872,107599.0,3.0,,,,,,,,,,,,,,,,
179,gpu-jupyter,True,Leverage the flexibility of Jupyterlab through the power of your..,https://github.com/iot-salzburg/gpu-jupyter,,notebook-environments,14,iot-salzburg/gpu-jupyter,,,https://github.com/iot-salzburg/gpu-jupyter,Apache-2.0,2019-11-12 20:10:23.000,2022-07-21 16:45:46.000000,2022-07-21 16:45:46,138.0,12.0,43.0,384.0,221.0,2021-04-08 06:54:08,1.4_cuda-11.0_ubuntu-18.04,,,5.0,,,10.0,,,,,,3.0,,,,,,,,,,,,,,,,
180,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,pbugnion/jupyterlab-sql,jupyterlab_sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2022-07-07 15:24:16.000000,2020-01-04 12:02:35,44.0,37.0,37.0,375.0,634.0,,,,483.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,483.0,,,,3.0,,,,,,,,,,,,,,,,
181,LFortran,True,Official mirror of https://gitlab.com/lfortran/lfortran. Please submit..,https://github.com/lfortran/lfortran,,kernels,14,lfortran/lfortran,lfortran,conda-forge/lfortran,https://github.com/lfortran/lfortran,,2019-03-24 13:22:20.000,2022-08-11 14:08:30.000000,2022-08-11 13:31:11,35.0,,,351.0,,,,,1145.0,12.0,,,32.0,https://pypi.org/project/lfortran,87.0,https://anaconda.org/conda-forge/lfortran,2021-09-23 07:31:07.722,39173.0,3.0,,,,,,,,,,,,,,,,
182,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,14,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,MIT,2018-12-18 10:10:58.000,2022-08-10 23:10:38.000000,2022-08-08 20:44:43,78.0,50.0,62.0,349.0,401.0,,,,,,,,30.0,,,,,,3.0,,,,,,,,,,,,,,,,
183,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,pprzetacznik/IElixir,,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2021-12-03 09:17:20.000000,2021-03-20 17:27:38,39.0,10.0,20.0,342.0,282.0,2020-11-15 17:48:03,0.9.21,,4.0,8.0,,,19.0,,,,,,3.0,,,,,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,340.0,,,,,,ielixir,
184,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,14,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,BSD-3-Clause,2020-04-07 22:27:30.000,2022-03-05 01:04:12.000000,2022-03-05 01:04:11,32.0,4.0,30.0,226.0,36.0,,,,2752.0,,,,11.0,,,,,,3.0,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,2752.0,,,,,,,,,,,,,
185,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,14,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2022-07-20 03:22:41.000000,2021-05-22 01:41:35,7.0,9.0,22.0,171.0,98.0,,,,1320.0,,,,6.0,,,,,,3.0,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,1320.0,,,,,,,,,,,,,
186,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,ideonate/cdsdashboards,cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,,2020-04-28 13:51:31.000,2022-04-29 14:54:24.213000,2022-04-29 11:09:30,33.0,31.0,57.0,170.0,461.0,,,,1542.0,21.0,,,13.0,https://pypi.org/project/cdsdashboards,379.0,https://anaconda.org/conda-forge/cdsdashboards,2022-04-29 14:54:24.213,29087.0,3.0,,,,,,,,,,,,,,,,
187,nbmake-action,True,GitHub Action for testing notebooks.,https://github.com/treebeardtech/nbmake-action,,notebook-tools,14,treebeardtech/nbmake-action,,,https://github.com/treebeardtech/nbmake-action,Apache-2.0,2020-02-06 15:49:32.000,2021-09-21 08:52:43.000000,2021-09-21 08:52:40,6.0,,24.0,155.0,731.0,2020-12-11 15:26:11,0.2.1,,,5.0,27.0,27.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
188,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,Cadair/jupyter_environment_kernels,environment_kernels,,https://github.com/Cadair/jupyter_environment_kernels,BSD-2-Clause,2015-01-06 14:50:00.000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01,16.0,7.0,22.0,143.0,77.0,2018-02-12 13:01:06,1.1.1,,2955.0,2.0,,,6.0,https://pypi.org/project/environment_kernels,2955.0,,,,3.0,,,,,,,,,,,,,,,,
189,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,14,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,BSD-3-Clause,2019-11-15 19:52:12.000,2022-07-20 03:24:24.000000,2022-02-28 07:33:00,7.0,11.0,19.0,112.0,,2021-11-13 10:58:20,0.5.2,32.0,3546.0,11.0,,,6.0,https://pypi.org/project/ipylab,3170.0,https://anaconda.org/conda-forge/ipylab,2021-11-13 16:03:39.438,12434.0,3.0,,,,,,,,,,,,,,,,
190,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,jupyterlab/jupyterlab-hdf5,jupyterlab_hdf,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2022-07-07 10:57:13.000000,2022-02-21 08:59:58,19.0,11.0,33.0,95.0,337.0,,,,1547.0,,,,6.0,https://pypi.org/project/jupyterlab_hdf,919.0,,,,3.0,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,628.0,,,,,,,,,,,,,
191,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter-incubator/contentmanagement,jupyter_cms,conda-forge/jupyter_cms,https://github.com/jupyter-incubator/contentmanagement,BSD-3-Clause,2015-09-21 15:41:02.000,2021-11-17 19:16:08.958000,2018-06-11 01:51:34,25.0,7.0,20.0,76.0,136.0,,,,1224.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,153.0,https://anaconda.org/conda-forge/jupyter_cms,2021-11-17 19:16:08.958,76090.0,3.0,,,,,,,,,,,,,,,,
192,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,14,parente/jupyterlab-quickopen,jupyterlab-quickopen,,https://github.com/parente/jupyterlab-quickopen,BSD-3-Clause,2018-12-04 01:00:58.000,2022-07-20 09:01:23.000000,2021-12-12 18:25:55,8.0,,,75.0,56.0,2021-12-12 18:28:02,1.2.0,,506.0,3.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,457.0,,,,3.0,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,49.0,,,,,,,,,,,,,
193,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,14,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,2018-04-20 16:11:58.000,2022-07-20 08:19:17.000000,2022-07-20 08:19:16,9.0,2.0,11.0,68.0,136.0,2022-04-19 08:14:02,3.1.0,,173.0,5.0,3.0,3.0,4.0,,,,,,3.0,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,173.0,,,,,,,,,,,,,
194,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,14,timkpaine/jupyterlab_autoversion,jupyterlab_autoversion,,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2022-07-21 12:41:47.000000,2022-07-21 12:41:46,9.0,3.0,29.0,58.0,,2022-04-11 15:35:12,0.3.6,,187.0,12.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,108.0,,,,3.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,79.0,,,,,,,,,,,,,
195,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32,14.0,7.0,6.0,55.0,191.0,2019-09-05 11:54:07,0.4.0,,264.0,3.0,,,8.0,,,,,,3.0,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,264.0,,,,,,,,,,,,,
196,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,14,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2022-05-19 19:03:08.000000,2022-03-04 23:33:51,49.0,16.0,14.0,54.0,35.0,2022-03-02 16:00:43,1.0.1,,,2.0,7.0,7.0,16.0,,,,,,3.0,,,,,,,,,,,,,,,,
197,SudoSpawner,True,Spawn JupyterHub single-user servers with sudo.,https://github.com/jupyterhub/sudospawner,,hub-spawners,14,jupyterhub/sudospawner,sudospawner,,https://github.com/jupyterhub/sudospawner,BSD-3-Clause,2014-11-24 23:21:36.000,2021-09-10 08:58:36.000000,2021-09-10 08:58:36,37.0,17.0,20.0,44.0,115.0,,,,922.0,,40.0,40.0,14.0,https://pypi.org/project/sudospawner,922.0,,,,3.0,,,,,,,,,,,,,,,,
198,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub/dummyauthenticator,jupyterhub-dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,14.0,5.0,2.0,28.0,7.0,,,,3874.0,,102.0,102.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,3874.0,,,,2.0,,,,,,,,,,,,,,,,
199,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,yunabe/lgo,,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,113.0,23.0,53.0,2248.0,169.0,,,,,,,,9.0,,,,,,3.0,,,,,,,,,,,,,,,,
200,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,13,nteract/testbook,,,https://github.com/nteract/testbook,BSD-3-Clause,2020-02-26 19:43:22.000,2022-05-23 10:30:43.000000,2021-09-21 04:29:32,30.0,41.0,45.0,316.0,,,,,,,135.0,135.0,14.0,,,,,,3.0,,,,,,,,,,,,,,,,
201,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,13,takluyver/nbopen,nbopen,,https://github.com/takluyver/nbopen,BSD-3-Clause,2014-07-09 03:24:47.000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18,53.0,37.0,26.0,279.0,57.0,,,,894.0,,,,10.0,https://pypi.org/project/nbopen,894.0,,,,3.0,,,,,,,,,,,,,,,,
202,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,BSD-3-Clause,2017-08-26 15:50:13.000,2022-07-20 06:02:59.000000,2019-08-14 17:21:34,32.0,40.0,20.0,274.0,87.0,,,,60.0,,,,6.0,,,,,,3.0,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,60.0,,,,,,,,,,,,,
203,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,elehcimd/pynb,,,https://github.com/elehcimd/pynb,MIT,2017-11-14 11:13:22.000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10,6.0,,8.0,236.0,154.0,,,,,,21.0,21.0,8.0,,,,,,3.0,,,,,,,,,,,,,,,,
204,naas,True,"Schedule notebooks, run them like APIs, expose securely your assets:..",https://github.com/jupyter-naas/naas,,notebook-tools,13,jupyter-naas/naas,naas,,https://github.com/jupyter-naas/naas,AGPL-3.0,2020-09-20 17:09:00.000,2022-08-03 09:22:01.000000,2022-08-03 09:22:00,20.0,27.0,112.0,202.0,,,,,3849.0,,3.0,3.0,18.0,https://pypi.org/project/naas,3849.0,,,,3.0,,,,,,,,,,,,,,,,
205,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,13,danielfrg/mkdocs-jupyter,mkdocs-jupyter,,https://github.com/danielfrg/mkdocs-jupyter,Apache-2.0,2019-12-18 02:11:34.000,2022-07-21 14:30:32.000000,2022-05-04 20:37:55,19.0,10.0,43.0,144.0,,,,,20412.0,,,,13.0,https://pypi.org/project/mkdocs-jupyter,20412.0,,,,3.0,,,,,,,,,,,,,,,,
206,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,nbgallery/nbgallery,,,https://github.com/nbgallery/nbgallery,MIT,2017-01-10 19:18:40.000,2022-08-08 15:36:04.000000,2022-08-05 14:09:26,23.0,70.0,301.0,142.0,,,,,2365.0,,,,19.0,,,,,,3.0,,,,,nbgallery/nbgallery,https://hub.docker.com/r/nbgallery/nbgallery,2022-08-05 11:23:40.558016,3.0,158477.0,,,,,,,
207,Neon Theme,True,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,13,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2022-07-20 04:26:27.000000,2021-03-07 04:40:47,9.0,2.0,10.0,119.0,43.0,,,,1138.0,,1.0,1.0,3.0,,,,,,2.0,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,1138.0,,,,,,,,,,,,,
208,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,22.0,24.0,10.0,93.0,332.0,,,,167.0,,,,10.0,,,,,,3.0,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,167.0,,,,,,,,,,,,,
209,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,maartenbreddels/ipymaterialui,ipymaterialui,,https://github.com/maartenbreddels/ipymaterialui,MIT,2018-11-23 18:33:20.000,2022-07-20 01:50:17.000000,2019-10-29 13:53:37,14.0,7.0,3.0,83.0,74.0,2019-08-09 15:57:25,0.1.1,,116.0,1.0,5.0,5.0,3.0,https://pypi.org/project/ipymaterialui,53.0,,,,3.0,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,63.0,,,,,,,,,,,,,
210,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,itsjafer/jupyterlab-sparkmonitor,jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-04-01 16:32:31.000000,2022-04-01 16:32:30,20.0,8.0,8.0,78.0,275.0,,,,3309.0,,,,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,3228.0,,,,3.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,72.0,,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,283.0,,,,,,,
211,jupyterlab-theme-solarized-dark,True,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,13,AllanChain/jupyterlab-theme-solarized-dark,jupyterlab_theme_solarized_dark,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,BSD-3-Clause,2020-04-05 12:18:48.000,2022-07-21 07:55:39.000000,2022-07-21 07:55:38,9.0,1.0,2.0,65.0,,2021-09-26 00:52:38,2.0.1,,6786.0,9.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,2744.0,,,,2.0,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,4042.0,,,,,,,,,,,,,
212,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,NII-cloud-operation/sshkernel,sshkernel,,https://github.com/NII-cloud-operation/sshkernel,BSD-3-Clause,2019-02-12 02:46:14.000,2021-11-04 09:33:50.000000,2021-11-04 09:33:21,12.0,2.0,6.0,53.0,398.0,,,,165.0,,6.0,6.0,4.0,https://pypi.org/project/sshkernel,165.0,,,,3.0,,,,,,,,,,,,,,,,
213,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,mogthesprog/jwtauthenticator,jupyterhub-jwtauthenticator,,https://github.com/mogthesprog/jwtauthenticator,Apache-2.0,2017-06-21 20:09:58.000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15,37.0,9.0,8.0,41.0,24.0,,,,385.0,,8.0,8.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,385.0,,,,3.0,,,,,,,,,,,,,,,,
214,ipysigma,True,A custom Jupyter widget library to display graphs using sigma.js.,https://github.com/medialab/ipysigma,,widgets,13,Yomguithereal/ipysigma,ipysigma,,https://github.com/medialab/ipysigma,MIT,2018-06-25 20:03:21.000,2022-06-10 13:52:12.000000,2022-06-10 13:52:09,6.0,43.0,57.0,39.0,160.0,,,,490.0,,,,3.0,https://pypi.org/project/ipysigma,195.0,,,,3.0,ipysigma,https://www.npmjs.com/package/ipysigma,295.0,medialab/ipysigma,,,,,,,,,,,,
215,SAML Authenticator,True,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,13,HewlettPackard/jupyterhub-samlauthenticator,jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2022-03-21 15:14:31.000000,2022-03-21 15:14:31,21.0,14.0,14.0,33.0,113.0,2020-07-13 15:56:30,samlauthenticator-0.0.9,13.0,380.0,3.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,380.0,,,,3.0,,,,,,,,,,,,,,,,
216,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,jupyterhub/nullauthenticator,nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-05-17 12:31:29.000000,2022-05-17 12:31:29,9.0,1.0,,7.0,20.0,,,,2199.0,,83.0,83.0,7.0,https://pypi.org/project/nullauthenticator,2199.0,,,,3.0,,,,,,,,,,,,,,,,
