,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_monthly_downloads,updated_github_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
116,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,18,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2022-06-01 15:55:57.000000,2022-06-01 15:55:57,71.0,3.0,54.0,187.0,213.0,2021-07-14 17:27:18,2.4.11,,1915.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,1915.0,,,,2.0,,,,,,,,,,,,,,,,
117,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,28.0,17.0,18.0,164.0,188.0,2017-03-05 04:26:44,0.2.0,,4300.0,8.0,88.0,88.0,6.0,https://pypi.org/project/spylon-kernel,2880.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,93748.0,2.0,,,,vericast/spylon-kernel,,,,,,,,,,,,
118,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,BSD-3-Clause,2017-12-15 02:54:15.000,2022-08-08 22:59:10.000000,2022-08-02 05:31:45,42.0,,34.0,55.0,,2021-11-15 20:10:09,1.3.0,,2645.0,6.0,78.0,78.0,15.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2645.0,,,,2.0,,,,,,,,,,,,,,,,
119,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,18,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,BSD-3-Clause,2018-12-03 17:38:18.000,2022-08-08 22:59:22.000000,2022-08-03 15:09:24,51.0,23.0,69.0,52.0,,2021-10-19 17:24:48,1.0.5,,4765.0,3.0,39.0,39.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,4765.0,,,,2.0,,,,,,,,,,,,,,,,
120,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,18,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-05-25 19:40:14.000000,2021-12-10 13:35:55,11.0,2.0,5.0,40.0,86.0,2021-11-19 19:10:31,1.7.0,,76263.0,18.0,20.0,20.0,3.0,https://pypi.org/project/ipyvue,74772.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,53682.0,3.0,,,,widgetti/ipyvue,,,,,,,,,,,,
121,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,18,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,,2017-07-31 17:37:26.000,2022-05-23 09:12:47.321000,2022-05-19 10:50:15,7.0,3.0,6.0,29.0,287.0,,,,83709.0,7.0,563.0,563.0,5.0,https://pypi.org/project/ipydatawidgets,80405.0,https://anaconda.org/conda-forge/ipydatawidgets,2022-05-23 09:12:47.321,165209.0,3.0,,,,,,,,,,,,,,,,
122,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,179.0,9.0,14.0,977.0,196.0,2019-09-02 14:01:33,0.1.2,,7236.0,1.0,,,13.0,https://pypi.org/project/pyforest,7236.0,,,,3.0,,,,,,,,,,,,,,,,
123,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-07-06 19:26:23.000000,2019-07-16 04:37:36,73.0,55.0,42.0,918.0,60.0,2019-07-16 04:33:54,0.11.0,,293.0,14.0,3.0,3.0,8.0,,,,,,2.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,293.0,,,,,,,,,,,,,
124,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,162.0,69.0,57.0,811.0,90.0,2019-05-06 03:28:50,1.3.0,87946.0,1758.0,5.0,,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,
125,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,17,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-08-08 19:28:55.000000,2022-08-08 19:28:55,31.0,2.0,250.0,555.0,620.0,,,,35250.0,,,,20.0,https://pypi.org/project/nbqa,35250.0,,,,3.0,,,,,,,,,,,,,,,,
126,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,BSD-3-Clause,2019-08-12 15:22:10.000,2022-07-20 22:12:04.000000,2022-06-23 14:30:59,59.0,23.0,31.0,472.0,,2022-05-10 19:35:57,0.7.0,,3251.0,3.0,,,17.0,https://pypi.org/project/jupyterlab-nvdashboard,1892.0,,,,2.0,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,1359.0,,,,,,,,,,,,,
127,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2022-07-20 04:52:11.000000,2022-07-08 08:01:04,67.0,30.0,71.0,443.0,556.0,,,,1215.0,,1.0,1.0,25.0,,,,,,3.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,1215.0,,,,,,,,,,,,,
128,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,17,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,113.0,14.0,162.0,400.0,561.0,2021-08-25 00:19:46,2.5.1,105.0,13194.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,13192.0,,,,3.0,,,,jupyter-server/kernel_gateway,,,,,,,,,,,,
129,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-07-20 08:58:08.000000,2022-04-28 22:45:01,72.0,33.0,65.0,370.0,515.0,2018-02-05 18:54:22,0.11.1,,1000.0,12.0,2.0,2.0,16.0,,,,,,2.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,1000.0,,,,,,,,,,,,,
130,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,executablebooks/thebe,,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2022-08-05 11:36:27.000000,2021-11-19 12:06:20,56.0,57.0,87.0,293.0,676.0,2021-10-26 10:04:08,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,3.0,,,,,,,,,,,,,,,,
131,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,52.0,15.0,11.0,248.0,220.0,2020-02-03 15:59:07,1.0.0,1910.0,1215.0,8.0,,,7.0,,,,,,3.0,,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44139.0,,,,,,,
132,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,17,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-05-04 08:02:28.000000,2022-05-04 08:02:27,43.0,4.0,106.0,245.0,,2022-05-04 07:37:18,0.3.21,792.0,126.0,50.0,80.0,80.0,17.0,https://pypi.org/project/jupyterlab-classic,87.0,,,,3.0,,,,jupyterlab/retrolab,,,,,,,,,,,,
133,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-07-20 03:28:49.000000,2021-07-04 21:12:58,36.0,22.0,10.0,202.0,69.0,2021-03-11 01:34:17,0.5.1,,4795.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,4268.0,,,,2.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,527.0,,,,,,,,,,,,,
134,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,42.0,,80.0,175.0,404.0,2017-06-02 21:19:27,0.5.0,86.0,1257.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,80429.0,3.0,,,,,,,,,,,,,,,,
135,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,50.0,15.0,7.0,166.0,215.0,2018-05-29 18:46:14,0.0.9,2409.0,1805.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1752.0,,,,3.0,,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,916.0,,,,,,,
136,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-07-20 04:32:58.000000,2022-02-22 17:17:32,18.0,15.0,33.0,159.0,152.0,2021-10-08 10:06:16,0.7.2,,1835.0,7.0,1.0,1.0,6.0,,,,,,2.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,1835.0,jupyterlab-contrib/spellchecker,,,,,,,,,,,,
137,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,igvteam/igv-jupyter,igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2022-06-14 16:28:44.000000,2022-06-14 16:28:41,15.0,,41.0,151.0,139.0,2022-02-07 18:33:52,1.0.0,,297.0,9.0,11.0,11.0,5.0,https://pypi.org/project/igv-jupyter,297.0,,,,3.0,,,,g2nb/igv-jupyter,,,,,,,,,,,,
138,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2022-06-16 20:56:08.000000,2022-06-16 20:56:08,66.0,26.0,45.0,93.0,223.0,,,,2516.0,,38.0,38.0,20.0,https://pypi.org/project/jupyter-rsession-proxy,2516.0,,,,3.0,,,,,,,,,,,,,,,,
139,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,72.0,269.0,2020-06-18 03:30:24,0.5.10,,747.0,17.0,26.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,747.0,,,,3.0,,,,,,,,,,,,,,,,
140,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,17,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2022-08-11 14:15:05.000000,2022-08-11 14:15:05,35.0,265.0,416.0,72.0,,2022-07-21 18:38:25,2.8.0,,2212.0,11.0,,,28.0,https://pypi.org/project/jdaviz,2212.0,,,,3.0,,,,,,,,,,,,,,,,
141,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,17,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-01-14 00:49:57.000000,2022-01-14 00:49:56,8.0,3.0,4.0,52.0,117.0,2021-11-06 14:18:45,0.4.0,,690814.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,690814.0,,,,3.0,,,,,,,,,,,,,,,,
142,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,16,csurfer/pyheatmagic,py-heat-magic,,https://github.com/csurfer/pyheatmagic,MIT,2017-08-18 20:35:01.000,2021-09-10 21:27:13.000000,2021-09-10 21:27:13,22.0,2.0,3.0,993.0,34.0,,,,1591.0,,28.0,28.0,3.0,https://pypi.org/project/py-heat-magic,1591.0,,,,2.0,,,,,,,,,,,,,,,,
143,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,16,takluyver/bash_kernel,bash_kernel,,https://github.com/takluyver/bash_kernel,BSD-3-Clause,2014-06-27 00:27:25.000,2022-06-03 07:37:15.000000,2019-07-22 16:06:53,105.0,41.0,53.0,593.0,86.0,2016-04-07 16:41:34,0.4.1,2839.0,5419.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,5382.0,,,,3.0,,,,,,,,,,,,,,,,
144,jupyter-notify,True,A Jupyter Notebook magic for browser notifications of cell completion.,https://github.com/ShopRunner/jupyter-notify,,magic,16,ShopRunner/jupyter-notify,jupyternotify,,https://github.com/ShopRunner/jupyter-notify,BSD-3-Clause,2017-06-01 14:08:55.000,2022-08-09 17:30:42.000000,2021-04-27 14:56:38,34.0,11.0,12.0,560.0,,2018-01-08 14:51:41,0.1.15,,2352.0,4.0,,,11.0,https://pypi.org/project/jupyternotify,2352.0,,,,2.0,,,,,,,,,,,,,,,,
145,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter-server/enterprise_gateway,,kernels,16,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2022-08-10 23:37:51.000000,2022-08-08 21:19:16,175.0,49.0,470.0,522.0,,2022-01-27 22:17:10,2.6.0,19430.0,1654.0,29.0,,,101.0,https://pypi.org/project/jupyter_enterprise_gateway,1319.0,,,,3.0,,,,jupyter-server/enterprise_gateway,,,,,,,,,,,,
146,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,16,nteract/commuter,,,https://github.com/nteract/commuter,BSD-3-Clause,2017-01-03 22:23:32.000,2022-04-28 20:50:09.000000,2022-04-28 20:49:58,63.0,52.0,39.0,437.0,640.0,,,,493.0,,3.0,3.0,27.0,,,,,,3.0,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,493.0,,,,,,,,,,,,,
147,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,16,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,,2015-01-31 12:51:06.000,2022-05-09 10:21:04.000000,2022-05-09 10:21:01,73.0,25.0,104.0,437.0,216.0,2022-05-09 10:21:42,0.17.1,,3172.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,3172.0,,,,3.0,,,,,,,,,,,,,,,,
148,JupyterLab Go-To-Definition,True,Navigate to variable's definition with a click in..,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,16,krassowski/jupyterlab-go-to-definition,,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,8.0,10.0,13.0,218.0,89.0,2019-07-05 21:26:30,0.5.0,,2567.0,5.0,11.0,11.0,2.0,,,,,,2.0,@krassowski/jupyterlab_go_to_definition,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,2567.0,,,,,,,,,,,,,
149,JupyterLab Chart Editor,True,JupyterLab extension for Plotly's react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,16,plotly/jupyterlab-chart-editor,,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2022-07-08 05:34:02.000000,2021-03-10 20:56:11,22.0,12.0,19.0,209.0,71.0,2021-03-10 20:57:44,4.14.3,,1122.0,6.0,3.0,3.0,5.0,,,,,,3.0,jupyterlab-chart-editor,https://www.npmjs.com/package/jupyterlab-chart-editor,1122.0,,,,,,,,,,,,,
150,JupyterLab Spreadsheet,True,"JupyterLab plugin for viewing spreadsheets, such as..",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,16,quigleyj97/jupyterlab-spreadsheet,,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2022-07-18 18:08:54.000000,2022-07-18 18:08:51,14.0,5.0,18.0,155.0,,2021-07-17 23:45:44,0.4.1,,3806.0,5.0,3.0,3.0,4.0,,,,,,3.0,jupyterlab-spreadsheet,https://www.npmjs.com/package/jupyterlab-spreadsheet,3806.0,,,,,,,,,,,,,
151,nb_conda,True,Conda environment and package access extension from within Jupyter.,https://github.com/Anaconda-Platform/nb_conda,,jupyter-extensions,16,Anaconda-Platform/nb_conda,,conda-forge/nb_conda,https://github.com/Anaconda-Platform/nb_conda,BSD-3-Clause,2015-12-09 23:12:58.000,2022-06-05 15:35:11.087000,2020-09-11 21:06:00,29.0,34.0,28.0,129.0,158.0,,,,5327.0,4.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda,2022-06-05 15:35:11.087,388876.0,3.0,,,,,,,,,,,,,,,,
152,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,16,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-07-20 04:38:05.000000,2021-08-10 09:03:01,25.0,18.0,13.0,91.0,103.0,,,,28275.0,7.0,,,8.0,https://pypi.org/project/ipytree,27211.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895,43628.0,3.0,,,,,,,,,,,,,,,,
153,JupyterLab IFrame,True,JupyterLab iframe widget.,https://github.com/timkpaine/jupyterlab_iframe,,lab-extensions,16,timkpaine/jupyterlab_iframe,jupyterlab_iframe,,https://github.com/timkpaine/jupyterlab_iframe,Apache-2.0,2018-03-12 02:34:47.000,2022-07-21 13:47:17.000000,2022-07-21 13:47:16,15.0,4.0,62.0,81.0,,2022-04-11 20:18:27,0.4.4,,1881.0,17.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab_iframe,1019.0,,,,2.0,jupyterlab_iframe,https://www.npmjs.com/package/jupyterlab_iframe,862.0,,,,,,,,,,,,,
154,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,16,jupyterhub/systemdspawner,jupyterhub-systemdspawner,,https://github.com/jupyterhub/systemdspawner,BSD-3-Clause,2016-09-06 07:20:44.000,2022-04-22 08:28:24.000000,2022-04-22 08:28:24,40.0,27.0,32.0,79.0,150.0,,,,1473.0,,20.0,20.0,17.0,https://pypi.org/project/jupyterhub-systemdspawner,1473.0,,,,3.0,,,,,,,,,,,,,,,,
155,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,16,nipy/niwidgets,niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-08-10 18:32:21.000000,2020-03-24 14:27:42,33.0,17.0,17.0,76.0,242.0,,,,164.0,,28.0,28.0,16.0,https://pypi.org/project/niwidgets,164.0,,,,3.0,,,,,,,,,,,,,,,,
156,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,16,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2022-07-20 19:51:50.000000,2022-07-20 19:51:49,13.0,10.0,15.0,65.0,,,,,75301.0,5.0,9.0,9.0,5.0,https://pypi.org/project/ipyregulartable,214.0,,,,3.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,75087.0,,,,,,,,,,,,,
157,jupyter-archive,True,"A Jupyter/Jupyterlab extension to make, download and extract..",https://github.com/jupyterlab-contrib/jupyter-archive,,jupyter-extensions,16,jupyterlab-contrib/jupyter-archive,,conda-forge/jupyter-archive,https://github.com/jupyterlab-contrib/jupyter-archive,BSD-3-Clause,2019-07-25 17:15:19.000,2022-07-20 08:18:21.000000,2022-07-20 08:18:20,10.0,1.0,32.0,56.0,211.0,2022-04-08 13:49:20,3.3.1,3252.0,875.0,24.0,,,9.0,,,https://anaconda.org/conda-forge/jupyter-archive,2022-04-08 17:06:07.608,26542.0,3.0,,,,,,,,,,,,,,,,
158,First Use Authenticator,True,JupyterHub Authenticator that lets users set..,https://github.com/jupyterhub/firstuseauthenticator,,hub-auth,16,jupyterhub/firstuseauthenticator,jupyterhub-firstuseauthenticator,,https://github.com/jupyterhub/firstuseauthenticator,BSD-3-Clause,2016-10-25 03:09:14.000,2022-02-28 01:42:16.000000,2021-10-28 11:33:41,21.0,6.0,17.0,40.0,,2019-01-24 17:18:45,0.12,,3749.0,2.0,65.0,65.0,12.0,https://pypi.org/project/jupyterhub-firstuseauthenticator,3749.0,,,,2.0,,,,,,,,,,,,,,,,
159,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,16,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2021-01-06 10:53:16.793000,2021-01-05 12:56:43,3.0,2.0,4.0,13.0,172.0,,,,1126.0,7.0,53.0,53.0,4.0,https://pypi.org/project/ipyscales,60.0,https://anaconda.org/conda-forge/ipyscales,2021-01-06 10:53:16.793,53309.0,3.0,,,,,,,,,,,,,,,,
160,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,15,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,Apache-2.0,2020-11-25 15:20:08.000,2022-08-11 14:05:31.000000,2022-08-05 15:27:45,263.0,22.0,88.0,2594.0,,,,,,33.0,,,24.0,,,,,,3.0,,,,,,,,,,,,,,,,
161,geonotebook,True,A Jupyter notebook extension for geospatial visualization and..,https://github.com/OpenGeoscience/geonotebook,,widgets,15,OpenGeoscience/geonotebook,,,https://github.com/OpenGeoscience/geonotebook,Apache-2.0,2016-07-26 19:48:45.000,2019-01-21 18:59:02.250643,2019-01-21 15:53:00,136.0,37.0,46.0,1049.0,647.0,,,,1798.0,,,,9.0,,,,,,3.0,,,,,geonotebook/geonotebook,https://hub.docker.com/r/geonotebook/geonotebook,2019-01-21 18:59:02.250643,7.0,131279.0,,,,,,,
162,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,15,clojupyter/clojupyter,,simplect/clojupyter,https://github.com/clojupyter/clojupyter,MIT,2014-05-09 07:09:06.000,2022-04-15 12:53:57.000000,2021-12-29 07:49:50,75.0,17.0,79.0,744.0,283.0,,,,83.0,7.0,,,26.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302,2962.0,3.0,,,,,simplect/clojupyter,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,391.0,,,,,,,
163,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,15,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,MIT,2020-09-10 23:39:14.000,2022-08-11 07:03:57.000000,2022-08-11 00:12:35,148.0,747.0,6942.0,697.0,,2022-08-04 18:08:05,2022.07.100,,,28.0,,,253.0,,,,,,3.0,,,,,,,,,,,,,,,,
164,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,15,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,54.0,15.0,29.0,498.0,212.0,,,,1814.0,2.0,9.0,9.0,10.0,https://pypi.org/project/ansible-kernel,206.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,10662.0,3.0,,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66444.0,,,,,,,
