,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,bokeh,True,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,28,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,BSD-3-Clause,2012-03-26 15:40:01.000,2023-01-12 00:01:25.000000,2023-01-10 19:41:37,3930.0,685.0,6428.0,17097.0,,,,3516661.0,48.0,181.0,181.0,628.0,https://pypi.org/project/bokeh,3375700.0,https://anaconda.org/conda-forge/bokeh,2022-12-12 20:33:04.197,9726343.0,1.0,,,,,,,,,,,,,,,,,
11,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,28,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-01-12 13:54:29.000000,2023-01-11 17:56:41,305.0,674.0,1483.0,2469.0,2022-12-16 17:43:14,0.14.2,,311144.0,43.0,4995.0,4995.0,113.0,https://pypi.org/project/panel,295575.0,https://anaconda.org/conda-forge/panel,2022-12-17 16:09:22.853,794047.0,2.0,,,,,,-3.0,,,,,,,,,,,
12,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,28,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-12-15 22:00:54.000000,2022-07-26 13:21:25,226.0,174.0,128.0,1814.0,2018-06-11 13:56:17,0.4.5,,61791.0,16.0,946.0,946.0,41.0,https://pypi.org/project/ipyvolume,54568.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,403205.0,1.0,widgetti/ipyvolume,974.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,1545.0,,,,,,,,,,,,
13,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-12-28 16:26:01.000000,2022-11-16 00:09:35,255.0,106.0,41.0,1625.0,,,,96114.0,3.0,3847.0,3847.0,53.0,https://pypi.org/project/ipython-sql,93571.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,195874.0,1.0,,286.0,,,,,,,,,,,,,,,
14,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,28,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-01-09 04:29:33.000000,2022-12-19 08:49:39,202.0,124.0,147.0,1368.0,2022-08-22 09:55:02,0.9.2,,146811.0,27.0,4928.0,4928.0,30.0,https://pypi.org/project/ipympl,123725.0,,,,1.0,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,23086.0,,,,,,,,,,,,
15,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,28,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,,2015-04-09 01:07:29.000,2023-01-12 12:35:11.000000,2023-01-12 12:35:09,132.0,54.0,78.0,197.0,2023-01-12 12:35:32,5.7.3,43.0,13023717.0,21.0,190258.0,190258.0,70.0,https://pypi.org/project/nbformat,12869549.0,https://anaconda.org/conda-forge/nbformat,2022-12-19 18:29:53.004,12487599.0,1.0,,,,,,9.0,,,,,,,,,,,
16,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,27,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,,2015-04-09 06:58:03.000,2023-01-12 14:11:51.000000,2023-01-12 12:40:28,3878.0,1996.0,2521.0,10643.0,2022-10-30 06:48:28,6.5.2,10154.0,11621506.0,47.0,14.0,14.0,620.0,https://pypi.org/project/notebook,11278883.0,https://anaconda.org/conda-forge/jupyter,2022-12-05 14:25:36.477,2762045.0,1.0,,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-01-09 04:25:34.205203,968.0,28283495.0,,,,,,
17,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-01-12 00:50:21.396000,2023-01-11 17:47:45,316.0,46.0,444.0,3799.0,2023-01-11 20:49:25,2.10.0,,140535.0,116.0,591.0,591.0,29.0,https://pypi.org/project/dtale,135283.0,https://anaconda.org/conda-forge/dtale,2023-01-12 00:50:21.396,183835.0,2.0,,648.0,,,,,,,,,,,,,,,
18,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-01-08 04:53:24.000000,2022-09-29 15:04:10,439.0,213.0,361.0,3392.0,2022-09-02 15:03:28,0.12.36,,128871.0,58.0,36.0,36.0,59.0,https://pypi.org/project/bqplot,111796.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1092312.0,2.0,,3545.0,bqplot,https://www.npmjs.com/package/bqplot,3422.0,,,,,,,,,,,,
19,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-01-08 15:48:21.000000,2023-01-08 15:48:20,246.0,86.0,457.0,1202.0,2022-12-15 13:25:32,0.41.0,,95921.0,49.0,18.0,18.0,83.0,https://pypi.org/project/jupyterlab-git,89127.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-12-16 08:18:31.363,332948.0,1.0,,1817.0,,,,,,,,,,,,,,,
20,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,27,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,,2020-01-13 17:29:49.000,2023-01-11 14:28:25.000000,2023-01-11 14:28:24,44.0,33.0,65.0,113.0,2022-11-29 17:22:16,0.7.2,175.0,10521387.0,29.0,84697.0,84697.0,33.0,https://pypi.org/project/nbclient,10320396.0,https://anaconda.org/conda-forge/nbclient,2022-11-30 08:00:35.235,7034368.0,1.0,,,,,,,,,,,,,,,,,
21,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-12-15 11:32:56.000000,2022-10-18 22:34:20,369.0,116.0,243.0,5064.0,,,,873685.0,17.0,2722.0,2722.0,108.0,https://pypi.org/project/papermill,866852.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,362184.0,2.0,,,,,,,,,,,,,,,,,
22,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-01-11 17:54:18.000000,2023-01-10 13:31:19,440.0,261.0,379.0,4517.0,2022-10-26 15:12:41,0.4.0,471.0,94739.0,60.0,8007.0,8007.0,63.0,https://pypi.org/project/voila,89598.0,https://anaconda.org/conda-forge/voila,2022-10-27 07:53:02.986,239586.0,2.0,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,415.0,,,,,,,,,,,,
23,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-01-03 19:25:32.000000,2023-01-03 19:25:32,391.0,125.0,291.0,1196.0,2023-01-02 14:42:13,0.20.3,,28083.0,20.0,273.0,273.0,58.0,https://pypi.org/project/sparkmagic,27125.0,https://anaconda.org/conda-forge/sparkmagic,2023-01-02 23:52:46.256,62334.0,1.0,,1265.0,,,,,,,,,,,,,,,
24,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-01-03 02:26:45.000000,2022-10-21 14:50:27,230.0,47.0,23.0,858.0,2022-04-01 20:13:44,0.4.2,79.0,279270.0,11.0,2226.0,2226.0,10.0,https://pypi.org/project/jupyter-dash,279268.0,,,,2.0,,161.0,,,,,,,,,,,,,,,
25,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-01-12 10:45:44.000000,2023-01-12 10:45:43,1790.0,148.0,2060.0,7348.0,,,,178836.0,34.0,2075.0,2075.0,323.0,https://pypi.org/project/jupyterhub,141120.0,https://anaconda.org/conda-forge/jupyterhub,2022-12-05 14:39:56.585,821228.0,1.0,,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-01-11 16:06:34.984687,321.0,2827525.0,,,,,,
26,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2022-10-29 13:12:23.000000,2021-05-06 12:01:05,859.0,79.0,76.0,7061.0,2019-07-01 16:35:20,1.0.0,,308430.0,4.0,154.0,154.0,28.0,https://pypi.org/project/facets-overview,308430.0,,,,2.0,,264.0,,,,,,,,,,,,,,,
27,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-01-06 22:24:59.000000,2022-10-26 19:51:28,528.0,158.0,1521.0,5946.0,2021-01-26 05:18:38,0.28.0,1406211.0,19901.0,66.0,,,176.0,https://pypi.org/project/nteract_on_jupyter,2324.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
28,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1029.0,2019-12-04 15:06:08,1.1.18,,18937.0,19.0,247.0,247.0,33.0,https://pypi.org/project/pixiedust,17819.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,42489.0,1.0,,2157.0,,,,,,,,,,,,,,,
29,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,25,jupyter-server/jupyter-resource-usage,jupyter-resource-usage,conda-forge/nbresuse,https://github.com/jupyter-server/jupyter-resource-usage,BSD-2-Clause,2016-04-22 07:01:34.000,2023-01-06 17:33:08.000000,2023-01-06 17:33:08,81.0,32.0,33.0,351.0,2023-01-06 07:18:42,0.7.0,125.0,37198.0,9.0,265.0,265.0,29.0,https://pypi.org/project/jupyter-resource-usage,21998.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,516695.0,1.0,,325.0,,,,4.0,,,,,,,,,,,
30,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-01-12 13:40:17.000000,2023-01-09 20:04:49,410.0,84.0,681.0,3979.0,2022-11-08 23:17:29,2.3.9,,42950.0,23.0,,,30.0,https://pypi.org/project/nbdev,42950.0,,,,2.0,,1552.0,,,,,,,,,,,,,,,
31,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2022-11-03 18:17:00.705000,2022-11-03 14:02:18,388.0,145.0,288.0,3437.0,,,,10078.0,9.0,2162.0,2162.0,43.0,https://pypi.org/project/RISE,5924.0,https://anaconda.org/conda-forge/rise,2022-11-03 18:17:00.705,245111.0,2.0,,760.0,,,,,,,,,,,,,,,
32,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2023-01-12 00:58:43.000000,2022-12-09 09:14:30,545.0,502.0,680.0,3175.0,2022-08-16 07:13:52,0.13.1,,53092.0,38.0,,,118.0,https://pypi.org/project/jupyter-book,53092.0,,,,2.0,,1395.0,,,,,,,,,,,,,,,
33,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,23,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2022-12-21 19:56:24.000000,2022-12-21 19:56:24,771.0,328.0,456.0,4949.0,2022-11-15 17:24:23,0.7.0,,268839.0,2.0,,,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,268839.0,,,,1.0,,2660.0,,,,,,,,,,,,,,,
34,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,Apache-2.0,2014-09-30 04:33:20.000,2022-11-08 16:27:23.000000,2020-04-07 18:56:49,396.0,152.0,125.0,2934.0,2020-04-07 16:34:17,1.3.1,,61822.0,21.0,,,30.0,https://pypi.org/project/qgrid,54811.0,https://anaconda.org/conda-forge/qgrid,2022-11-02 16:27:28.702,373002.0,2.0,,405.0,qgrid,https://www.npmjs.com/package/qgrid,689.0,,,,,,,,,,,,
35,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2022-11-03 11:08:08.841000,2021-01-21 14:02:57,376.0,348.0,4175.0,2714.0,2018-12-04 18:27:21,1.3.0,31.0,15803.0,39.0,,,43.0,https://pypi.org/project/beakerx,4352.0,https://anaconda.org/conda-forge/beakerx,2022-11-03 11:08:08.841,565947.0,2.0,,1689.0,beakerx,https://www.npmjs.com/package/beakerx,325.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248967.0,,,,,,
36,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-01-08 18:41:27.000000,2022-11-24 14:42:18,140.0,71.0,222.0,2353.0,,,,228448.0,21.0,93.0,93.0,41.0,https://pypi.org/project/nbdime,170598.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,732607.0,2.0,,1967.0,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,47815.0,,,,,,,,,,,,
37,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,23,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,MIT,2014-02-26 02:57:07.000,2023-01-09 04:24:36.915043,2022-11-03 10:02:52,285.0,63.0,511.0,1591.0,2022-11-03 10:05:23,1.3.1,,15202.0,18.0,,,42.0,,,https://anaconda.org/r/r-irkernel,2022-05-31 20:41:46.649,105359.0,1.0,,592.0,,,,,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2023-01-09 04:24:36.915043,48.0,1505527.0,IRkernel,,,,,
38,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-01-11 06:54:41.000000,2023-01-04 16:35:05,301.0,155.0,336.0,1429.0,2022-10-18 19:01:00,2022.10.0,,6744.0,12.0,172.0,172.0,114.0,https://pypi.org/project/jupyter-repo2docker,6744.0,,,,2.0,,,,,,,,,,,,,,,,,
39,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,23,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2022-10-21 10:50:59.000000,2022-08-25 13:37:51,175.0,55.0,167.0,845.0,2022-08-31 09:02:38,2.4.1,,73851.0,17.0,22.0,22.0,30.0,https://pypi.org/project/pythreejs,64536.0,https://anaconda.org/conda-forge/pythreejs,2022-09-06 14:51:41.037,449962.0,2.0,,1715.0,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,3691.0,,,,,,,,,,,,
40,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,23,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-09-13 21:31:21.000000,2022-09-13 21:31:21,82.0,17.0,28.0,757.0,2022-05-27 13:54:28,2.3.1,,83264.0,16.0,1710.0,1710.0,17.0,https://pypi.org/project/watermark,80080.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,238865.0,2.0,,99.0,,,,,,,,,,,,,,,
41,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-01-11 11:27:44.000000,2023-01-11 11:27:13,45.0,38.0,63.0,394.0,,,,91593.0,8.0,1831.0,1831.0,33.0,https://pypi.org/project/nbval,87531.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,280311.0,2.0,,465.0,,,,,,,,,,,,,,,
42,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2023-01-05 19:23:26.000000,2023-01-05 19:23:25,238.0,151.0,186.0,304.0,2022-12-05 11:28:56,7.4.8,677.0,16752596.0,39.0,,,122.0,https://pypi.org/project/jupyter-client,16752557.0,,,,2.0,,,,,,,,,,,,,,,,,
43,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,23,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,BSD-3-Clause,2014-08-24 20:53:45.000,2022-12-12 20:01:25.444000,2022-12-12 16:21:04,80.0,28.0,115.0,299.0,2022-12-12 16:21:25,0.29.4,68.0,22784.0,53.0,664.0,664.0,32.0,https://pypi.org/project/metakernel,14667.0,https://anaconda.org/conda-forge/metakernel,2022-12-12 20:01:25.444,657185.0,1.0,,,,,,,,,,,,,,,,,
44,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-01-09 04:24:55.491612,2023-01-04 06:24:09,2662.0,24.0,775.0,7430.0,,,,985426.0,,,,226.0,,,,,,2.0,,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-01-09 04:24:55.491612,377.0,88688419.0,,,,,,
