,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
10,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,30,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,BSD-3-Clause,2015-04-09 06:58:03.000,2023-08-03 13:20:05.934708,2023-08-03 05:53:18,4038.0,1955.0,2712.0,11392.0,2023-07-31 13:32:18,7.0.1,13646.0,15318403.0,68.0,81.0,81.0,639.0,https://pypi.org/project/notebook,14968961.0,https://anaconda.org/conda-forge/jupyter,2023-06-16 13:17:46.215,3552427.0,1.0,,,,,,,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2023-08-03 13:20:05.934708,1033.0,30430562.0,,,,,,
11,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,30,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-08-01 15:07:54.000000,2023-08-01 09:58:00,141.0,59.0,80.0,216.0,2023-07-31 10:35:35,5.9.2,187.0,17575104.0,26.0,228110.0,228110.0,77.0,https://pypi.org/project/nbformat,17099929.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,17581290.0,1.0,,,11.0,,,,,,,,,,,,,,
12,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-07-30 23:04:16.844000,2023-07-30 20:06:29,367.0,98.0,504.0,6095.0,2023-07-30 20:08:19,1.15.0,,521468.0,100.0,5517.0,5517.0,80.0,https://pypi.org/project/jupytext,497639.0,https://anaconda.org/conda-forge/jupytext,2023-07-30 23:04:16.844,642810.0,1.0,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,6913.0,,,,,,,,,,,
13,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,29,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,BSD-3-Clause,2018-08-23 12:14:24.000,2023-08-03 10:28:46.000000,2023-08-03 10:28:09,351.0,760.0,1940.0,3002.0,2023-07-25 16:39:56,1.2.1,,507613.0,54.0,7802.0,7802.0,133.0,https://pypi.org/project/panel,478944.0,https://anaconda.org/conda-forge/panel,2023-07-25 20:11:18.179,1089434.0,2.0,,,,,,,,,,,,,,,,,
14,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-08-01 13:31:21.000000,2023-07-26 18:25:52,360.0,52.0,2088.0,2464.0,2023-04-30 10:42:55,8.2.4,7.0,1385.0,78.0,488.0,488.0,236.0,https://pypi.org/project/nikola,1385.0,,,,1.0,,10375.0,,,,,,,,,,,,,,,
15,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-08-01 09:48:40.000000,2023-08-01 09:48:37,49.0,34.0,68.0,122.0,2023-05-22 15:04:06,0.8.0,344.0,11655386.0,32.0,116079.0,116079.0,37.0,https://pypi.org/project/nbclient,11401000.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,10683640.0,1.0,,,,,,,,,,,,,,,,,
16,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,28,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-07-27 13:38:57.000000,2023-07-27 13:38:57,443.0,218.0,367.0,3454.0,2023-07-11 13:52:57,0.12.40,,194942.0,62.0,46.0,46.0,62.0,https://pypi.org/project/bqplot,160296.0,https://anaconda.org/conda-forge/bqplot,2023-07-12 07:26:23.351,1194355.0,1.0,,3654.0,,bqplot,https://www.npmjs.com/package/bqplot,4022.0,,,,,,,,,,,
17,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-08-02 16:06:07.000000,2023-04-21 20:49:35,265.0,108.0,42.0,1707.0,,,,180041.0,3.0,4884.0,4884.0,55.0,https://pypi.org/project/ipython-sql,177274.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,232434.0,1.0,,292.0,,,,,,,,,,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-08-01 14:52:46.000000,2023-06-08 14:23:52,380.0,126.0,246.0,5326.0,,,,1053325.0,17.0,5064.0,5064.0,109.0,https://pypi.org/project/papermill,1045344.0,https://anaconda.org/conda-forge/papermill,2023-06-16 16:09:40.383,478897.0,2.0,,,,,,,,,,,,,,,,,
19,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-07-21 17:08:11.000000,2023-07-21 17:08:11,342.0,48.0,475.0,4172.0,2023-07-19 16:44:58,3.3.0,,153669.0,133.0,795.0,795.0,30.0,https://pypi.org/project/dtale,147576.0,https://anaconda.org/conda-forge/dtale,2023-07-19 17:10:42.907,237659.0,2.0,,733.0,,,,,,,,,,,,,,,
20,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-07-03 20:07:54.000000,2023-06-16 01:18:19,212.0,134.0,151.0,1448.0,2023-02-15 19:21:40,0.9.3,,224446.0,28.0,8134.0,8134.0,32.0,https://pypi.org/project/ipympl,208426.0,,,,2.0,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,16020.0,,,,,,,,,,,
21,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,867.0,78.0,81.0,7154.0,2019-07-01 16:35:20,1.0.0,,183527.0,4.0,193.0,193.0,31.0,https://pypi.org/project/facets-overview,183527.0,,,,2.0,,277.0,,,,,,,,,,,,,,,
22,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-08-03 12:32:55.000000,2023-08-03 12:32:53,466.0,267.0,403.0,4860.0,2023-07-31 08:48:21,0.4.3,781.0,212528.0,64.0,10013.0,10013.0,65.0,https://pypi.org/project/voila,204023.0,https://anaconda.org/conda-forge/voila,2023-07-31 09:16:56.014,287063.0,2.0,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,271.0,,,,,,,,,,,
23,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-08-02 01:36:10.000000,2023-07-31 03:23:00,400.0,130.0,296.0,1236.0,2023-04-05 15:31:34,0.20.5,,28718.0,22.0,308.0,308.0,61.0,https://pypi.org/project/sparkmagic,27366.0,https://anaconda.org/conda-forge/sparkmagic,2023-06-16 13:24:44.059,97348.0,1.0,,1291.0,,,,,,,,,,,,,,,
24,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,26,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,159.0,164.0,261.0,1030.0,2019-12-04 15:06:08,1.1.18,,15576.0,19.0,257.0,257.0,33.0,https://pypi.org/project/pixiedust,14524.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,47373.0,1.0,,2157.0,,,,,,,,,,,,,,,
25,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-08-03 06:44:06.000000,2022-10-21 14:50:27,236.0,46.0,27.0,934.0,2022-04-01 20:13:44,0.4.2,99.0,222164.0,11.0,3155.0,3155.0,10.0,https://pypi.org/project/jupyter-dash,222162.0,,,,2.0,,161.0,,,,,,,,,,,,,,,
26,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-08-03 13:32:35.000000,2023-08-01 12:44:01,1844.0,172.0,2124.0,7610.0,,,,214201.0,37.0,2399.0,2399.0,341.0,https://pypi.org/project/jupyterhub,159468.0,https://anaconda.org/conda-forge/jupyterhub,2023-06-09 00:00:05.747,971712.0,1.0,,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-08-01 12:52:10.180599,328.0,4792055.0,,,,,,
27,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-07-18 22:38:39.000000,2023-07-18 22:38:35,533.0,163.0,1522.0,6050.0,2021-01-26 05:18:38,0.28.0,1455136.0,20184.0,66.0,2.0,2.0,177.0,https://pypi.org/project/nteract_on_jupyter,3459.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
28,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,25,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-08-01 21:52:00.000000,2023-04-30 15:45:30,146.0,65.0,237.0,2486.0,2023-04-30 16:02:31,3.2.1,,227551.0,23.0,126.0,126.0,45.0,https://pypi.org/project/nbdime,180307.0,https://anaconda.org/conda-forge/nbdime,2023-06-16 13:24:46.315,895867.0,2.0,,2000.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,36046.0,,,,,,,,,,,
29,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,25,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2023-06-10 07:46:30.000000,2023-06-10 07:46:30,115.0,62.0,34.0,943.0,2023-05-05 07:10:14,0.6.3,,473120.0,6.0,461.0,461.0,23.0,https://pypi.org/project/jupyter_nbextensions_configurator,473120.0,,,,1.0,,525.0,6.0,,,,,,,,,,,,,,
30,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-06-16 16:15:58.169000,2023-04-26 08:52:00,49.0,60.0,131.0,305.0,2022-02-07 15:18:40,1.8.2,,119924.0,31.0,871.0,871.0,12.0,https://pypi.org/project/ipyvuetify,117136.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,136641.0,2.0,widgetti/ipyvuetify,246.0,,,,,,,,,,,,,,,
31,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-08-03 14:07:32.000000,2023-07-29 23:34:37,778.0,85.0,563.0,6526.0,2023-07-20 14:58:15,2.3.2,183.0,6799.0,1.0,11.0,11.0,92.0,https://pypi.org/project/perspective-python,5460.0,,,,1.0,,5700.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1156.0,,,,,,,,,,,
32,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-07-31 15:31:35.000000,2023-05-31 20:49:34,437.0,118.0,704.0,4444.0,2023-02-03 22:33:26,2.3.11,,61710.0,24.0,,,38.0,https://pypi.org/project/nbdev,61710.0,,,,2.0,,1634.0,,,,,,,,,,,,,,,
33,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-06-16 16:08:42.704000,2023-04-07 08:27:12,398.0,154.0,288.0,3570.0,,,,13299.0,9.0,2533.0,2533.0,44.0,https://pypi.org/project/RISE,9108.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,276616.0,2.0,,764.0,,,,,,,,,,,,,,,
34,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,24,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-07-07 18:11:05.000000,2023-07-07 13:05:16,230.0,184.0,131.0,1874.0,,,,70264.0,20.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,63154.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,439732.0,2.0,widgetti/ipyvolume,1007.0,-3.0,ipyvolume,https://www.npmjs.com/package/ipyvolume,1473.0,,,,,,,,,,,
35,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,24,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-07-21 13:51:40.000000,2023-07-21 13:51:37,293.0,233.0,633.0,1211.0,2023-06-16 12:26:21,0.8.4,210.0,7004.0,31.0,466.0,466.0,103.0,https://pypi.org/project/nbgrader,5133.0,https://anaconda.org/conda-forge/nbgrader,2023-06-16 13:21:18.863,147692.0,1.0,,,,,,,,,,,,,,,,,
36,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2023-07-02 15:47:55.854000,2023-07-02 14:29:01,87.0,17.0,28.0,818.0,2023-05-23 15:47:43,2.4.0,,28160.0,17.0,1967.0,1967.0,19.0,https://pypi.org/project/watermark,20120.0,https://anaconda.org/conda-forge/watermark,2023-07-02 15:47:55.854,265333.0,2.0,,123.0,,,,,,,,,,,,,,,
37,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,24,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-06-25 17:12:22.000000,2023-06-25 17:10:39,39.0,19.0,72.0,487.0,2023-06-11 13:28:34,1.5.3,,525326.0,38.0,280.0,280.0,6.0,https://pypi.org/project/itables,525326.0,,,,2.0,,,,,,,,,,,,,,,,,
38,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-08-01 02:43:15.000000,2023-07-26 09:57:41,235.0,135.0,267.0,403.0,2023-06-27 03:53:04,2.7.0,1787.0,16180879.0,100.0,,,512.0,https://pypi.org/project/jupyter_server,15977691.0,https://anaconda.org/conda-forge/jupyter_server,2023-06-27 13:00:55.378,7110047.0,3.0,,,,,,,,,,,,,,,,,
39,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-06-16 13:23:56.494000,2021-01-21 14:02:57,376.0,349.0,4175.0,2766.0,2018-12-04 18:27:21,1.3.0,35.0,17233.0,39.0,,,43.0,https://pypi.org/project/beakerx,6233.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,608295.0,2.0,,1689.0,,beakerx,https://www.npmjs.com/package/beakerx,285.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249178.0,,,,,,
40,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,23,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2023-07-19 05:21:42.000000,2023-06-19 16:00:23,290.0,251.0,1349.0,1647.0,2023-03-29 14:23:28,3.15.0,,3444.0,29.0,47.0,47.0,58.0,https://pypi.org/project/elyra,2398.0,https://anaconda.org/conda-forge/elyra,2023-06-16 19:21:23.887,37675.0,1.0,,,,,,,,,,,,,,,,,
41,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,23,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2023-08-03 13:36:29.000000,2023-07-19 14:27:24,266.0,99.0,463.0,1285.0,2022-12-15 13:25:32,0.41.0,14.0,105414.0,49.0,21.0,21.0,86.0,https://pypi.org/project/jupyterlab-git,97218.0,https://anaconda.org/conda-forge/jupyterlab-git,2023-06-16 16:12:20.095,459027.0,1.0,,,-4.0,,,,,,,,,,,,,,
42,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,23,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,176.0,59.0,173.0,884.0,2022-08-31 09:02:38,2.4.1,,80179.0,18.0,26.0,26.0,30.0,https://pypi.org/project/pythreejs,70220.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,499203.0,2.0,,1723.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,4222.0,,,,,,,,,,,
43,itkwidgets,True,"Interactive Jupyter widgets to visualize images, point sets, and..",https://github.com/InsightSoftwareConsortium/itkwidgets,,widgets,23,InsightSoftwareConsortium/itkwidgets,itkwidgets,,https://github.com/InsightSoftwareConsortium/itkwidgets,Apache-2.0,2018-02-15 01:43:39.000,2023-08-03 12:45:12.000000,2023-08-02 23:40:15,76.0,110.0,144.0,538.0,2023-03-02 22:39:14,0.32.6,85.0,6329.0,50.0,259.0,259.0,7.0,https://pypi.org/project/itkwidgets,5846.0,,,,2.0,,916.0,,itkwidgets,https://www.npmjs.com/package/itkwidgets,482.0,,,,,,,,,,,
44,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-06-16 13:18:53.317000,2023-01-11 11:27:13,46.0,38.0,65.0,408.0,,,,135736.0,8.0,2377.0,2377.0,33.0,https://pypi.org/project/nbval,130969.0,https://anaconda.org/conda-forge/nbval,2023-06-16 13:18:53.317,362332.0,2.0,,465.0,,,,,,,,,,,,,,,
