,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
253,JupyterLab Bytecode,True,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,9,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,BSD-3-Clause,2018-09-29 19:55:49.000,2022-07-20 11:11:29.000000,2020-10-16 21:38:08,6.0,2.0,3.0,59.0,,,,39.0,,,,2.0,,,,,,3.0,,114.0,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,39.0,,,,,,,,,,,,
254,Gruvbox Theme,True,Gruvbox dark theme for Jupyter Lab. Modeled on classic..,https://github.com/Rahlir/theme-gruvbox,,lab-themes,9,Rahlir/theme-gruvbox,,,https://github.com/Rahlir/theme-gruvbox,,2019-05-03 20:34:01.000,2020-04-12 19:23:01.000000,2020-04-12 19:22:55,10.0,,,49.0,,,,193.0,,,,3.0,,,,,,3.0,,44.0,@rahlir/theme-gruvbox,https://www.npmjs.com/package/@rahlir/theme-gruvbox,193.0,,,,,,,,,,,,
255,PPExtensions,True,Set of iPython and Jupyter extensions to improve user..,https://github.com/paypal/PPExtensions,,jupyter-extensions,9,paypal/PPExtensions,ppextensions,,https://github.com/paypal/PPExtensions,,2018-08-17 20:07:23.000,2019-11-22 13:46:43.000000,2018-12-07 00:05:33,27.0,16.0,22.0,48.0,,,,50.0,,1.0,1.0,9.0,https://pypi.org/project/ppextensions,50.0,,,,3.0,,32.0,,,,,,,,,,,,,,,
256,ipyp5,True,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,9,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,BSD-3-Clause,2018-03-06 17:50:12.000,2022-06-22 05:18:52.000000,2020-10-16 21:38:41,5.0,5.0,,33.0,,,,110.0,,1.0,1.0,2.0,https://pypi.org/project/ipyp5,110.0,,,,3.0,,60.0,,,,,,,,,,,,,,,
257,CAS Authenticator,True,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,9,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,GPL-3.0,2017-09-17 19:17:08.000,2022-07-28 16:02:25.000000,2022-07-28 16:01:52,10.0,2.0,10.0,18.0,,,,349.0,,,,4.0,https://pypi.org/project/jhub_cas_authenticator,349.0,,,,3.0,,41.0,,,,,,,,,,,,,,,
258,ipyaggrid,True,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,9,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2019-05-06 04:27:06.000000,2019-05-06 04:27:05,,6.0,,10.0,,,,5631.0,,,,2.0,https://pypi.org/project/ipyaggrid,2974.0,,,,3.0,,47.0,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,2657.0,,,,,,,,,,,,
259,JupyterLab Spark,True,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,9,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,Apache-2.0,2019-04-20 06:31:59.000,2021-09-05 13:13:14.000000,2021-09-05 13:10:26,2.0,2.0,3.0,9.0,2021-09-05 06:59:55,0.4.0,,74.0,3.0,,,2.0,,,,,,3.0,,21.0,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,74.0,,,,,,,,,,,,
260,Hash Authenticator,True,Authenticate users with passwords generated from their..,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,9,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,BSD-3-Clause,2017-08-18 19:18:33.000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14,3.0,,,4.0,,,,57.0,,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,57.0,,,,3.0,,40.0,,,,,,,,,,,,,,,
261,JupyterLab Top Bar,True,JupyterLab Top Bar extension.,https://github.com/jtpio/jupyterlab-topbar,,lab-extensions,9,jtpio/jupyterlab-topbar,,,https://github.com/jtpio/jupyterlab-topbar,BSD-3-Clause,2021-05-31 16:53:55.000,2021-12-10 13:46:30.000000,2021-12-07 08:56:36,2.0,,,3.0,,,,3595.0,,,,4.0,,,,,,3.0,,,jupyterlab-topbar-extension,https://www.npmjs.com/package/jupyterlab-topbar-extension,3595.0,,,,,,,,,,,,
262,JupyterLab,True,JupyterLab computational environment.,,,notebook-environments,9,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,,,2016-06-28 14:07:29.294,2022-10-04 15:18:14.265000,,,,,,,,,1902338.0,271.0,,,,https://pypi.org/project/jupyterlab,1817832.0,https://anaconda.org/conda-forge/jupyterlab,2022-10-04 15:18:14.265,6422492.0,3.0,,,,,,,,,,,,,,,,,
263,Jupyter Black,True,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,BSD-3-Clause,2018-08-10 05:21:02.000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04,20.0,9.0,12.0,407.0,,,,,,,,2.0,,,,,,3.0,,10.0,,,,,,,,,,,,,,,
264,ipyannotate,True,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,8,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,,2018-07-23 19:23:28.000,2022-07-21 07:38:37.000000,2020-09-20 09:38:39,10.0,4.0,,123.0,,,,81.0,,,,3.0,https://pypi.org/project/ipyannotate,20.0,,,,3.0,,27.0,ipyannotate,https://www.npmjs.com/package/ipyannotate,61.0,,,,,,,,,,,,
265,Theme Toggle,True,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,8,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,BSD-3-Clause,2019-07-27 08:45:07.000,2022-07-07 11:06:38.000000,2021-06-16 11:42:31,3.0,2.0,1.0,11.0,,,,1010.0,,2.0,2.0,2.0,,,,,,3.0,,,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,1010.0,,,,,,,,,,,,
266,Keberos Authenticator,True,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,8,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,BSD-3-Clause,2019-04-17 18:01:36.000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24,5.0,3.0,2.0,10.0,,,,36.0,,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,36.0,,,,3.0,,21.0,,,,,,,,,,,,,,,
267,jupyterlab-executor,True,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,8,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,BSD-3-Clause,2020-12-29 15:51:54.000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10,,,1.0,5.0,2021-03-24 21:17:12,2021.1.6,3.0,108.0,3.0,,,2.0,https://pypi.org/project/jupyterlab-executor,78.0,,,,3.0,,,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,30.0,,,,,,,,,,,,
268,Jupter-Notebook-REST-API,True,Run your jupyter notebooks as a REST API endpoint...,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,MIT,2020-03-31 22:48:04.000,2022-08-11 13:45:33.000000,2020-03-31 23:00:06,5.0,,,53.0,,,,,,,,2.0,,,,,,3.0,,2.0,,,,,,,,,,,,,,,
269,Nord Theme,True,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,6,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,,2019-06-11 02:09:21.000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43,1.0,1.0,4.0,24.0,,,,58.0,,,,,,,,,,3.0,,13.0,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,58.0,,,,,,,,,,,,
270,jupyterterminals,True,Jupyter plugin to support inline terminal shells along with..,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,6,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,MIT,2020-03-08 16:36:18.000,2022-06-27 21:32:05.000000,2021-05-17 04:32:02,2.0,,1.0,8.0,,,,,,2.0,2.0,2.0,,,,,,3.0,,47.0,,,,,,,,,,,,,,,
271,ssh_ipykernel,True,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,6,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,MIT,2019-09-01 17:43:26.000,2022-07-20 05:47:05.000000,2021-06-28 15:17:55,1.0,,,8.0,,,,,,,,2.0,,,,,,3.0,,81.0,,,,,,,,,,,,,,,
272,SSH Authenticator,True,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,BSD-3-Clause,2019-09-03 10:20:22.000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07,1.0,,,6.0,,,,,,,,,,,,,,3.0,,4.0,,,,,,,,,,,,,,,
273,nb_black,True,A simple extension for Jupyter Notebook and Jupyter Lab to beautify Python code automatically using Black.,,,magic,6,,nb_black,conda-forge/nb_black,,,2019-05-02 16:13:43.498,2019-11-30 11:30:08.595000,,,,,,,,,28595.0,4.0,,,,https://pypi.org/project/nb_black,26761.0,https://anaconda.org/conda-forge/nb_black,2019-11-30 11:30:08.595,75220.0,3.0,,,,,,,,,,,,,,,,,
274,kernel-relay,True,kernel-relay is a GraphQL service for interfacing with..,https://github.com/nteract/kernel-relay,,kernels,5,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,,2019-02-04 21:12:54.000,2022-06-02 21:07:15.000000,2019-07-10 04:14:14,5.0,10.0,2.0,11.0,,,,,,,,3.0,,,,,,3.0,,12.0,,,,,,,,,,,,,,,
