,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,npm_id,license,npm_url,npm_monthly_downloads,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
131,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,17,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000000,2021-06-16 03:44:17.000000,2021-06-16 03:44:17.000000,32.0,6.0,18.0,46.0,100.0,2018-08-01 22:05:38.000000,0.3,,2871.0,1.0,61.0,61.0,8.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2871.0,,,,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
132,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,17,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000000,2021-05-10 20:32:56.000000,2021-05-10 14:32:04.000000,41.0,17.0,46.0,39.0,269.0,,,,4112.0,,27.0,27.0,16.0,https://pypi.org/project/jupyterhub-nativeauthenticator,4112.0,,,,,,,,2.0,,,BSD-3-Clause,,,,,,,,,
133,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,17,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000000,2021-06-22 17:30:57.000000,2021-06-22 17:30:57.000000,7.0,2.0,1.0,30.0,67.0,2021-01-15 09:49:03.000000,1.5.0,,29158.0,15.0,16.0,16.0,2.0,https://pypi.org/project/ipyvue,27946.0,https://anaconda.org/conda-forge/ipyvue,2021-01-13 12:18:25.912000,27885.0,,,,,3.0,,,MIT,,,,,,,,,
134,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,17,ipydagred3,timkpaine/ipydagred3,,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-06-27 17:45:43.000000,2021-06-27 17:45:42.000000,5.0,5.0,13.0,25.0,,2020-12-31 23:04:43.000000,0.3.0,,124222.0,9.0,7.0,7.0,3.0,https://pypi.org/project/ipydagred3,419.0,,,,,,,,3.0,,@jupyter-widgets/jupyterlab-manager,Apache-2.0,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,123803.0,,,,,,,
135,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,17,ipydatawidgets,vidartf/ipydatawidgets,conda-forge/ipydatawidgets,,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,6.0,3.0,5.0,24.0,266.0,,,,35268.0,6.0,332.0,332.0,5.0,https://pypi.org/project/ipydatawidgets,32762.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,92727.0,,,,,3.0,,,,,,,,,,,,
136,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,16,jupyter_nbextensions_configurator,jupyter-contrib/jupyter_nbextensions_configurator,,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,94.0,47.0,32.0,837.0,488.0,2018-12-29 10:52:13.000000,0.4.1,,224647.0,1.0,,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,224647.0,,,,,,,,3.0,,,,,,,,,,,,
137,clojupyter,True,a Jupyter kernel for Clojure.,https://github.com/clojupyter/clojupyter,,kernels,16,,clojupyter/clojupyter,simplect/clojupyter,simplect/clojupyter,https://github.com/clojupyter/clojupyter,2014-05-09 07:09:06.000000,2021-06-30 20:10:04.000000,2021-01-25 02:00:24.000000,74.0,16.0,68.0,694.0,259.0,,,,94.0,7.0,,,23.0,,,https://anaconda.org/simplect/clojupyter,2020-03-02 14:14:22.302000,2199.0,https://hub.docker.com/r/simplect/clojupyter,2019-04-25 08:25:07.304303,,287.0,3.0,,,MIT,,,,,,,,,
138,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,16,,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20.000000,130.0,57.0,56.0,666.0,90.0,2019-05-06 03:28:50.000000,1.3.0,52043.0,1406.0,5.0,,,4.0,,,,,,,,,,3.0,,,MIT,,,,,,,,,
139,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,16,jupyterlab_latex,jupyterlab/jupyterlab-latex,,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000000,2021-06-15 21:32:46.000000,2021-02-02 21:32:06.000000,51.0,46.0,30.0,483.0,322.0,,,,3388.0,,2.0,2.0,17.0,https://pypi.org/project/jupyterlab_latex,1138.0,,,,,,,,3.0,,@jupyterlab/latex,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/latex,2250.0,,,,,,,
140,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,16,ansible-kernel,ansible/ansible-jupyter-kernel,conda-forge/ansible-kernel,benthomasson/ansible-jupyter-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000000,2021-03-05 18:39:25.000000,2021-03-05 18:39:24.000000,44.0,12.0,29.0,467.0,208.0,,,,2234.0,1.0,8.0,8.0,9.0,https://pypi.org/project/ansible-kernel,148.0,https://anaconda.org/conda-forge/ansible-kernel,2020-01-14 12:34:24.230000,7332.0,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66365.0,3.0,,,Apache-2.0,,,,,,,,,
141,F# Kernel,True,F# for Jupyter Notebooks.,https://github.com/fsprojects/IfSharp,,kernels,16,,fsprojects/IfSharp,,fsprojects/ifsharp,https://github.com/fsprojects/IfSharp,2013-12-03 21:25:01.000000,2020-09-10 16:17:07.000000,2020-09-10 16:17:02.000000,69.0,13.0,126.0,428.0,335.0,2020-03-08 20:03:38.000000,3.0.4,5227.0,64.0,15.0,,,27.0,,,,,,https://hub.docker.com/r/fsprojects/ifsharp,2019-03-26 17:01:42.996172,,562.0,3.0,,,BSD-3-Clause,,,,,,,,,
142,VSCode Jupyter,True,VS Code Jupyter extension.,https://github.com/microsoft/vscode-jupyter,,notebook-environments,16,,microsoft/vscode-jupyter,,,https://github.com/microsoft/vscode-jupyter,2020-09-10 23:39:14.000000,2021-07-01 11:02:36.000000,2021-06-30 23:44:00.000000,61.0,943.0,4382.0,325.0,,2021-06-23 23:12:30.000000,2021.6.9999,,,14.0,,,230.0,,,,,,,,,,3.0,,,MIT,,,,,,,,,
143,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,16,nbqa,nbQA-dev/nbQA,,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000000,2021-06-28 16:52:32.000000,2021-06-25 08:12:49.000000,13.0,19.0,194.0,235.0,522.0,,,,11319.0,,,,12.0,https://pypi.org/project/nbqa,11319.0,,,,,,,,3.0,,,MIT,,,,,,,,,
144,nbinteract,True,Create interactive webpages from Jupyter Notebooks.,https://github.com/SamLau95/nbinteract,,notebook-sharing,16,nbinteract,SamLau95/nbinteract,,,https://github.com/SamLau95/nbinteract,2017-08-31 00:16:20.000000,2021-05-27 07:30:36.000000,2021-04-15 20:39:36.000000,21.0,28.0,41.0,201.0,590.0,,,,1821.0,,1.0,1.0,8.0,https://pypi.org/project/nbinteract,1821.0,,,,,,,,3.0,,,BSD-3-Clause,,,,,,,,,
