,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,license,npm_url,npm_monthly_downloads,trending,go_id,cran_id,updated_github_id,pypi,gem_id,hex_id,bitbucket_id
10,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,30,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-05-11 23:33:54.000000,2021-05-02 18:06:58.000000,281.0,65.0,371.0,4507.0,2167.0,2021-05-02 18:07:59.000000,1.11.2,,236997.0,100.0,1512.0,1512.0,59.0,https://pypi.org/project/jupytext,217594.0,https://anaconda.org/conda-forge/jupytext,2021-05-02 19:53:40.929000,181134.0,1.0,,,,,,jupyterlab-jupytext,MIT,https://www.npmjs.com/package/jupyterlab-jupytext,13366.0,,,,,,,,
11,panel,True,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,30,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-05-20 11:53:23.000000,2021-05-20 11:53:22.000000,175.0,400.0,790.0,1190.0,1377.0,2021-04-15 09:58:42.000000,0.11.3,,136636.0,30.0,1461.0,1461.0,67.0,https://pypi.org/project/panel,129566.0,https://anaconda.org/conda-forge/panel,2021-04-15 10:16:04.506000,219189.0,2.0,,,,,,,BSD-3-Clause,,,1.0,,,,,,,
12,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-05-04 22:34:16.000000,2021-05-04 22:34:10.000000,331.0,30.0,2022.0,2124.0,10219.0,2021-02-13 17:21:54.000000,8.1.3,,1861.0,73.0,369.0,369.0,220.0,https://pypi.org/project/nikola,1861.0,,,,1.0,,,,,,,MIT,,,,,,,,,,
13,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-05-18 16:43:40.000000,2021-05-18 16:43:39.000000,109.0,34.0,63.0,141.0,751.0,2021-04-02 04:40:43.000000,5.1.3,,12259093.0,13.0,107565.0,107565.0,57.0,https://pypi.org/project/nbformat,12176890.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492000,5014414.0,1.0,,,,,,,,,,,,,,,,,
14,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,28,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-05-13 17:17:15.000000,2021-05-12 06:28:31.000000,272.0,156.0,257.0,1119.0,916.0,2021-01-05 16:34:46.000000,0.13.6,,81009.0,59.0,846.0,846.0,64.0,https://pypi.org/project/ipyleaflet,46401.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,673020.0,1.0,,,,,,jupyter-leaflet,MIT,https://www.npmjs.com/package/jupyter-leaflet,23391.0,,,,,,,,
15,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-05-17 19:52:33.000000,2021-05-11 16:26:36.000000,405.0,193.0,335.0,3078.0,3336.0,2021-04-08 11:35:03.000000,0.12.25,,67085.0,49.0,26.0,26.0,51.0,https://pypi.org/project/bqplot,41641.0,https://anaconda.org/conda-forge/bqplot,2021-04-21 14:28:06.059000,614084.0,1.0,,,,,,bqplot,Apache-2.0,https://www.npmjs.com/package/bqplot,15210.0,,,,,,,,
16,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-05-07 14:58:25.000000,2021-05-07 14:58:22.000000,145.0,94.0,96.0,1054.0,305.0,2021-03-22 22:29:34.000000,0.7.0,,118253.0,15.0,1459.0,1459.0,23.0,https://pypi.org/project/ipympl,54183.0,,,,1.0,,,,,,jupyter-matplotlib,BSD-3-Clause,https://www.npmjs.com/package/jupyter-matplotlib,64070.0,,,,,,,,
17,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,26,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-04-26 15:30:49.000000,2021-04-26 15:30:49.000000,932.0,184.0,191.0,8444.0,595.0,,,,32092.0,,2125.0,2125.0,28.0,https://pypi.org/project/jupyterthemes,32092.0,,,,1.0,,,,,,,MIT,,,,,,,,,,
18,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2021-05-06 12:01:08.000000,2021-05-06 12:01:05.000000,805.0,75.0,76.0,6576.0,264.0,2019-07-01 16:35:20.000000,1.0.0,,76842.0,4.0,48.0,48.0,28.0,https://pypi.org/project/facets-overview,76842.0,,,,2.0,,,,,,,Apache-2.0,,,1.0,,,,,,,
19,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,26,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-05-18 00:04:42.000000,2021-05-18 00:04:41.000000,498.0,137.0,1500.0,5536.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1185289.0,23323.0,66.0,,,166.0,https://pypi.org/project/nteract_on_jupyter,3569.0,,,,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
20,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-05-17 10:29:08.000000,2021-04-13 12:27:07.000000,203.0,153.0,123.0,1603.0,929.0,2018-06-11 13:56:17.000000,0.4.5,,26158.0,16.0,485.0,485.0,38.0,https://pypi.org/project/ipyvolume,15861.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451000,285627.0,2.0,,,,,,ipyvolume,MIT,https://www.npmjs.com/package/ipyvolume,4697.0,,,,,,,,
21,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2021-05-02 14:20:52.000000,2021-03-14 13:53:23.000000,215.0,92.0,37.0,1382.0,251.0,,,,36833.0,3.0,1725.0,1725.0,43.0,https://pypi.org/project/ipython-sql,34926.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,108747.0,1.0,,,,,,,MIT,,,,,,,,,,
22,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-05-20 13:30:16.000000,2021-05-12 09:00:30.000000,1503.0,153.0,1794.0,6513.0,,,,,145476.0,20.0,1338.0,1338.0,242.0,https://pypi.org/project/jupyterhub,113143.0,https://anaconda.org/conda-forge/jupyterhub,2021-05-14 20:52:36.475000,383347.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-05-12 15:31:36.519180,285.0,2153373.0,,,,,-3.0,,,,,,,
23,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,25,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-05-07 07:49:38.000000,2021-04-27 07:07:42.000000,306.0,91.0,217.0,4125.0,,,,,365928.0,16.0,1283.0,1283.0,89.0,https://pypi.org/project/papermill,361286.0,https://anaconda.org/conda-forge/papermill,2021-03-11 16:25:12.955000,153200.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
24,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-05-15 05:51:57.000000,2021-05-03 16:05:52.000000,318.0,202.0,283.0,3275.0,889.0,,,,38521.0,46.0,3842.0,3842.0,47.0,https://pypi.org/project/voila,31218.0,https://anaconda.org/conda-forge/voila,2021-04-28 16:36:18.470000,119967.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3434.0,,,,,,,,
25,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,25,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-05-17 15:53:45.000000,2021-04-20 07:27:39.000000,246.0,135.0,290.0,1212.0,2074.0,2021-03-22 08:04:31.000000,2021.03.0,,3769.0,9.0,116.0,116.0,95.0,https://pypi.org/project/jupyter-repo2docker,3769.0,,,,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
26,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41.000000,159.0,163.0,260.0,1010.0,2157.0,2019-12-04 15:06:08.000000,1.1.18,,12668.0,19.0,196.0,196.0,33.0,https://pypi.org/project/pixiedust,11176.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331000,26862.0,1.0,,,,,,,Apache-2.0,,,-1.0,,,,,,,
27,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,25,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-05-18 07:39:21.000000,2021-05-10 05:13:46.000000,174.0,77.0,373.0,870.0,1639.0,2021-05-03 06:30:21.000000,0.30.1,,57037.0,27.0,13.0,13.0,59.0,https://pypi.org/project/jupyterlab-git,54701.0,https://anaconda.org/conda-forge/jupyterlab-git,2021-05-03 09:08:47.801000,67757.0,1.0,,,,,,,BSD-3-Clause,,,-1.0,,,,,,,
28,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,25,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-05-11 20:47:33.000000,2021-03-31 14:20:34.000000,34.0,18.0,243.0,497.0,1174.0,2020-12-10 14:31:28.000000,0.3.7,,78114.0,28.0,59.0,59.0,11.0,,,,,,1.0,,,,,,@jupyterlab/debugger,BSD-3-Clause,https://www.npmjs.com/package/@jupyterlab/debugger,78114.0,,,,,,,,
29,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,25,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2021-05-07 14:19:26.000000,2021-04-27 18:49:29.000000,27.0,18.0,47.0,64.0,195.0,,,,10788273.0,11.0,17251.0,17251.0,19.0,https://pypi.org/project/nbclient,10710212.0,https://anaconda.org/conda-forge/nbclient,2021-02-26 10:44:05.167000,1170918.0,1.0,,,,,,,,,,,,,,,,,
30,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-05-20 11:21:55.000000,2021-05-19 12:30:54.000000,2268.0,52.0,579.0,6253.0,1891.0,,,,111422.0,,,,198.0,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-05-19 13:02:19.744004,299.0,7799546.0,,BSD-3-Clause,,,,,,,,,,
31,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-04-29 15:35:53.000000,2021-04-29 10:13:29.000000,351.0,127.0,279.0,3017.0,737.0,,,,10580.0,9.0,1476.0,1476.0,39.0,https://pypi.org/project/RISE,6697.0,https://anaconda.org/conda-forge/rise,2021-03-11 13:00:21.741000,151456.0,2.0,,,,,,,,,,,,,,,,,
32,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-05-20 11:20:26.000000,2021-04-21 19:16:11.000000,276.0,41.0,243.0,2777.0,1237.0,2021-02-23 21:48:06.000000,1.1.13,,39727.0,13.0,,,58.0,https://pypi.org/project/nbdev,39727.0,,,,2.0,,,,,,,Apache-2.0,,,,,,,,,,
33,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,24,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,2019-07-15 09:34:48.000000,2021-05-19 00:26:01.000000,2021-05-16 16:29:56.000000,179.0,21.0,313.0,2383.0,412.0,2021-05-13 18:00:29.000000,1.46.0,,16565.0,100.0,151.0,151.0,15.0,https://pypi.org/project/dtale,12822.0,https://anaconda.org/conda-forge/dtale,2021-05-13 18:08:02.757000,56159.0,2.0,,,,,,,LGPL-2.1,,,,,,,,,,
34,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-05-19 20:06:25.000000,2021-05-05 21:06:42.000000,322.0,288.0,506.0,2251.0,1240.0,2021-04-04 20:21:43.000000,0.10.2,,16295.0,29.0,,,77.0,https://pypi.org/project/jupyter-book,16295.0,,,,2.0,,,,,,,BSD-3-Clause,,,-5.0,,,,,,,
35,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000000,2021-02-18 18:12:02.241000,2021-02-18 16:55:13.000000,61.0,14.0,26.0,523.0,81.0,2021-02-18 17:08:16.000000,2.2.0,,116046.0,14.0,983.0,983.0,15.0,https://pypi.org/project/watermark,113104.0,https://anaconda.org/conda-forge/watermark,2021-02-18 18:12:02.241000,161849.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
36,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,24,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-05-18 00:04:06.000000,2021-05-18 00:04:06.000000,268.0,25.0,172.0,300.0,866.0,,,,38127.0,11.0,206.0,206.0,94.0,https://pypi.org/project/oauthenticator,37589.0,https://anaconda.org/conda-forge/oauthenticator,2021-04-09 17:37:22.688000,13455.0,1.0,,,,,,,BSD-3-Clause,,,,,,,,,,
37,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-05-19 21:59:25.000000,2021-05-19 20:29:19.000000,113.0,58.0,125.0,230.0,12074.0,2021-05-10 21:19:26.000000,1.7.0,37.0,757676.0,37.0,,,436.0,https://pypi.org/project/jupyter_server,744880.0,https://anaconda.org/conda-forge/jupyter_server,2021-05-13 02:12:44.553000,409438.0,3.0,,,,,,,,,,,,,,,,,
38,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,23,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-05-19 16:12:48.000000,2021-05-14 21:05:52.000000,361.0,53.0,350.0,3369.0,4488.0,,,,4464.0,,188.0,188.0,63.0,https://pypi.org/project/perspective-python,2132.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,Apache-2.0,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2332.0,,,,,,,,
39,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,23,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2021-03-07 23:26:08.000000,2020-04-07 18:56:49.000000,346.0,142.0,123.0,2657.0,405.0,2020-04-07 16:34:17.000000,1.3.1,,72291.0,21.0,1.0,1.0,30.0,https://pypi.org/project/qgrid,62331.0,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336000,298998.0,2.0,,,,,,qgrid,Apache-2.0,https://www.npmjs.com/package/qgrid,2294.0,,,,,,,,
40,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-05-19 18:27:09.000000,2021-04-20 11:27:09.000000,113.0,51.0,213.0,1987.0,1928.0,,,,212422.0,19.0,47.0,47.0,32.0,https://pypi.org/project/nbdime,134905.0,https://anaconda.org/conda-forge/nbdime,2021-04-15 00:58:33.048000,308713.0,2.0,,,,,,nbdime-jupyterlab,,https://www.npmjs.com/package/nbdime-jupyterlab,71693.0,,,,,,,,
41,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-05-18 15:15:06.000000,2021-05-07 07:57:44.000000,756.0,148.0,108.0,1962.0,,,,,66891.0,15.0,1545.0,1545.0,98.0,https://pypi.org/project/ipyparallel,59679.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,439969.0,2.0,,,,,,,,,,,,,,,,,
42,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,23,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-03-19 18:11:30.000000,2021-02-04 03:22:19.000000,332.0,123.0,242.0,976.0,1081.0,2021-01-02 20:41:36.000000,0.18.0,,44700.0,13.0,185.0,185.0,49.0,https://pypi.org/project/sparkmagic,44041.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,29658.0,2.0,,,,,,,,,,,,,,,,,
43,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-05-15 20:17:22.000000,2021-01-22 17:01:16.000000,123.0,27.0,13.0,492.0,119.0,2021-01-22 17:07:52.000000,0.4.0,58.0,25393.0,9.0,398.0,398.0,3.0,https://pypi.org/project/jupyter-dash,25389.0,,,,2.0,,,,,,,MIT,,,,,,,,,,
44,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-05-12 10:06:15.000000,2021-05-08 08:17:21.000000,35.0,28.0,56.0,435.0,336.0,2021-01-20 17:23:41.000000,0.8.2,,9665.0,24.0,96.0,96.0,12.0,https://pypi.org/project/ipycanvas,8587.0,https://anaconda.org/conda-forge/ipycanvas,2021-01-20 17:56:51.201000,21565.0,2.0,,,,,,,BSD-3-Clause,,,,,,,,,,
