,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,license,npm_id,npm_url,npm_monthly_downloads,go_id,cran_id,updated_github_id,gem_id,pypi,hex_id,bitbucket_id
175,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,15,ipytree,QuantStack/ipytree,conda-forge/ipytree,,https://github.com/QuantStack/ipytree,2018-09-15 13:17:27.000000,2021-08-04 02:37:50.000000,2021-07-08 17:34:49.000000,20.0,11.0,12.0,81.0,101.0,,,,8547.0,7.0,,,8.0,https://pypi.org/project/ipytree,7802.0,https://anaconda.org/conda-forge/ipytree,2021-03-03 13:15:38.895000,21615.0,,,,,3.0,,MIT,,,,,,,,,,
176,SystemdSpawner,True,Spawn JupyterHub single-user notebook servers with systemd.,https://github.com/jupyterhub/systemdspawner,,hub-spawners,15,jupyterhub-systemdspawner,jupyterhub/systemdspawner,,,https://github.com/jupyterhub/systemdspawner,2016-09-06 07:20:44.000000,2021-02-22 20:44:43.000000,2020-12-07 14:41:33.000000,35.0,23.0,24.0,68.0,144.0,,,,1426.0,,16.0,16.0,15.0,https://pypi.org/project/jupyterhub-systemdspawner,1426.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
177,niwidgets,True,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,15,niwidgets,nipy/niwidgets,,,https://github.com/nipy/niwidgets,2017-09-11 22:20:27.000000,2021-06-08 19:48:46.000000,2020-03-24 14:27:42.000000,32.0,17.0,17.0,67.0,242.0,,,,125.0,,25.0,25.0,16.0,https://pypi.org/project/niwidgets,125.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
178,JupyterLab Python Files,True,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,15,,jtpio/jupyterlab-python-file,,,https://github.com/jtpio/jupyterlab-python-file,2018-10-17 22:21:21.000000,2021-08-04 00:32:25.000000,2021-06-23 21:10:41.000000,7.0,2.0,7.0,47.0,,2021-06-23 21:13:28.000000,0.5.5,74.0,3201.0,5.0,,,4.0,,,,,,,,,,3.0,,BSD-3-Clause,jupyterlab-python-file,https://www.npmjs.com/package/jupyterlab-python-file,3192.0,,,,,,,
179,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,15,altair_viewer,altair-viz/altair_viewer,,,https://github.com/altair-viz/altair_viewer,2019-12-20 14:32:14.000000,2020-04-01 05:53:02.000000,2020-04-01 05:53:01.000000,4.0,2.0,3.0,46.0,104.0,2020-03-31 12:46:48.000000,0.3.0,,127021.0,2.0,,,2.0,https://pypi.org/project/altair_viewer,127021.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
180,evidently,True,Interactive reports to analyze machine learning models during..,https://github.com/evidentlyai/evidently,,widgets,14,,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2021-08-02 11:48:14.000000,2021-08-02 11:08:43.000000,85.0,17.0,9.0,1088.0,,,,,,6.0,11.0,11.0,4.0,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
181,heat,True,IPython magic command to profile and view your python code as a heat map.,https://github.com/csurfer/pyheatmagic,,magic,14,py-heat-magic,csurfer/pyheatmagic,,,https://github.com/csurfer/pyheatmagic,2017-08-18 20:35:01.000000,2018-04-21 09:16:49.000000,2018-04-21 09:16:37.000000,18.0,2.0,3.0,730.0,32.0,,,,1032.0,,24.0,24.0,3.0,https://pypi.org/project/py-heat-magic,1032.0,,,,,,,,3.0,,MIT,,,,,,,,,,
182,jupyter-tensorboard,True,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,jupyter-tensorboard,lspvic/jupyter_tensorboard,,,https://github.com/lspvic/jupyter_tensorboard,2017-08-22 08:05:13.000000,2021-02-25 23:36:10.000000,2020-02-16 06:42:48.000000,66.0,38.0,28.0,451.0,69.0,,,,3166.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,3166.0,,,,,,,,3.0,,MIT,,,,,,,,,,
183,nbgather,True,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,14,,microsoft/gather,,,https://github.com/microsoft/gather,2018-10-08 23:32:10.000000,2021-08-04 09:09:26.000000,2020-02-14 15:11:45.000000,28.0,10.0,16.0,400.0,343.0,,,,100.0,,,,12.0,,,,,,,,,,3.0,,MIT,nbgather,https://www.npmjs.com/package/nbgather,100.0,,,,,,,
184,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,14,matlab_kernel,calysto/matlab_kernel,,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000000,2020-11-09 20:41:50.000000,2020-11-09 20:41:43.000000,70.0,25.0,100.0,395.0,210.0,2017-10-17 21:39:32.000000,0.15.0,,1250.0,1.0,,,17.0,https://pypi.org/project/matlab_kernel,1250.0,,,,,,,,3.0,,,,,,,,,,,,
185,JupyterLab SQL,True,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,14,jupyterlab_sql,pbugnion/jupyterlab-sql,,,https://github.com/pbugnion/jupyterlab-sql,2019-02-01 09:37:05.000000,2021-06-16 17:36:27.000000,2020-01-04 12:02:35.000000,39.0,37.0,37.0,348.0,634.0,,,,949.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,949.0,,,,,,,,3.0,,MIT,,,,,,,,,,
186,IElixir,True,Jupyter's kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,14,,pprzetacznik/IElixir,,pprzetacznik/ielixir,https://github.com/pprzetacznik/IElixir,2015-07-06 11:39:08.000000,2021-03-20 17:48:12.317861,2021-03-20 17:27:38.000000,37.0,10.0,20.0,324.0,282.0,2020-11-15 17:48:03.000000,0.9.21,,3.0,8.0,,,18.0,,,,,,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,286.0,3.0,,Apache-2.0,,,,,,,,,ielixir,
187,nbopen,True,Open a Jupyter notebook in the best available server.,https://github.com/takluyver/nbopen,,notebook-tools,14,nbopen,takluyver/nbopen,,,https://github.com/takluyver/nbopen,2014-07-09 03:24:47.000000,2018-04-25 07:37:01.000000,2018-04-25 07:36:18.000000,49.0,34.0,25.0,262.0,57.0,,,,2174.0,,,,10.0,https://pypi.org/project/nbopen,2174.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
188,testbook,True,Unit test your Jupyter Notebooks the right way.,https://github.com/nteract/testbook,,notebook-tools,14,,nteract/testbook,,,https://github.com/nteract/testbook,2020-02-26 19:43:22.000000,2021-06-02 19:59:23.000000,2021-06-02 19:59:14.000000,25.0,32.0,44.0,246.0,,,,,,,47.0,47.0,13.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
189,jupyterlab-execute-time,True,Execute Time Plugin for Jupyter Lab.,https://github.com/deshaw/jupyterlab-execute-time,,lab-extensions,14,,deshaw/jupyterlab-execute-time,,,https://github.com/deshaw/jupyterlab-execute-time,2020-04-07 22:27:30.000000,2021-08-04 01:55:13.000000,2021-07-12 22:29:28.000000,16.0,1.0,21.0,153.0,30.0,,,,6354.0,,,,9.0,,,,,,,,,,3.0,,BSD-3-Clause,jupyterlab-execute-time,https://www.npmjs.com/package/jupyterlab-execute-time,6354.0,,,,,,,
190,Kernel Detection,True,An Jupyter plugin to enable the automatic detection of..,https://github.com/Cadair/jupyter_environment_kernels,,kernels,14,environment_kernels,Cadair/jupyter_environment_kernels,,,https://github.com/Cadair/jupyter_environment_kernels,2015-01-06 14:50:00.000000,2018-02-20 00:36:41.000000,2018-02-12 13:00:01.000000,16.0,6.0,22.0,137.0,77.0,2018-02-12 13:01:06.000000,1.1.1,,5656.0,2.0,,,7.0,https://pypi.org/project/environment_kernels,5656.0,,,,,,,,3.0,,BSD-2-Clause,,,,,,,,,,
191,cdsdashboards,True,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,,https://github.com/ideonate/cdsdashboards,2020-04-28 13:51:31.000000,2021-08-05 10:10:35.000000,2021-08-05 10:10:33.000000,23.0,25.0,45.0,119.0,437.0,,,,1335.0,18.0,,,10.0,https://pypi.org/project/cdsdashboards,414.0,https://anaconda.org/conda-forge/cdsdashboards,2021-05-26 14:08:53.213000,11981.0,,,,,3.0,,,,,,,,,,,,
192,JupyterLab HDF5,True,Open and explore HDF5 files in JupyterLab. Can handle very..,https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,,https://github.com/jupyterlab/jupyterlab-hdf5,2018-10-02 18:20:20.000000,2021-08-04 08:10:07.000000,2021-07-12 09:32:02.000000,15.0,12.0,30.0,76.0,299.0,,,,1348.0,,,,5.0,https://pypi.org/project/jupyterlab_hdf,502.0,,,,,,,,3.0,,BSD-3-Clause,@jupyterlab/hdf5,https://www.npmjs.com/package/@jupyterlab/hdf5,846.0,,,,,,,
193,Content Management,True,Jupyter Content Management Extensions.,https://github.com/jupyter-incubator/contentmanagement,,jupyter-extensions,14,jupyter_cms,jupyter-incubator/contentmanagement,conda-forge/jupyter_cms,,https://github.com/jupyter-incubator/contentmanagement,2015-09-21 15:41:02.000000,2020-10-15 16:27:20.124000,2018-06-11 01:51:34.000000,25.0,7.0,20.0,75.0,136.0,,,,1305.0,3.0,,,8.0,https://pypi.org/project/jupyter_cms,183.0,https://anaconda.org/conda-forge/jupyter_cms,2020-10-15 16:27:20.124000,66247.0,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
194,mkdocs-jupyter,True,Use Jupyter Notebook in mkdocs.,https://github.com/danielfrg/mkdocs-jupyter,,notebook-sharing,14,mkdocs-jupyter,danielfrg/mkdocs-jupyter,,,https://github.com/danielfrg/mkdocs-jupyter,2019-12-18 02:11:34.000000,2021-05-08 02:01:23.000000,2021-05-07 13:30:25.000000,9.0,4.0,21.0,72.0,,,,,7379.0,,135.0,135.0,7.0,https://pypi.org/project/mkdocs-jupyter,7379.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
195,JupyterLab Kernelspy,True,A Jupyter Lab extension for inspecting messages to/from..,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,,lab-extensions,14,,jupyterlab-contrib/jupyterlab-kernelspy,,,https://github.com/jupyterlab-contrib/jupyterlab-kernelspy,2018-04-20 16:11:58.000000,2021-08-04 11:51:36.000000,2021-08-04 11:42:44.000000,7.0,2.0,11.0,59.0,91.0,2021-08-04 11:51:37.000000,3.0.4,,298.0,2.0,3.0,3.0,4.0,,,,,,,,,,3.0,3.0,,jupyterlab-kernelspy,https://www.npmjs.com/package/jupyterlab-kernelspy,298.0,,,,,,,
196,JupyterLab Shortcutui,True,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,14,,jupyterlab/jupyterlab-shortcutui,,,https://github.com/jupyterlab/jupyterlab-shortcutui,2018-06-18 22:07:19.000000,2020-01-17 16:59:32.000000,2020-01-17 16:59:32.000000,14.0,7.0,6.0,55.0,191.0,2019-09-05 11:54:07.000000,0.4.0,,566.0,3.0,,,8.0,,,,,,,,,,3.0,,BSD-3-Clause,@jupyterlab/shortcutui,https://www.npmjs.com/package/@jupyterlab/shortcutui,566.0,,,,,,,
197,jupyterlab-sos,True,Jupyterlab extension for SoS Polyglot Notebook and Workflow..,https://github.com/vatlab/jupyterlab-sos,,lab-extensions,14,,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,,https://github.com/vatlab/jupyterlab-sos,2018-03-20 16:07:18.000000,2021-04-16 15:33:43.971000,2021-04-14 22:31:35.000000,,10.0,47.0,47.0,296.0,2019-09-02 19:30:02.000000,0.5.0,,663.0,11.0,4.0,4.0,3.0,,,https://anaconda.org/conda-forge/jupyterlab-sos,2021-04-16 15:33:43.971000,10429.0,,,,,3.0,,BSD-3-Clause,jupyterlab-sos,https://www.npmjs.com/package/jupyterlab-sos,210.0,,,,,,,
198,WrapSpawner,True,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,14,,jupyterhub/wrapspawner,,,https://github.com/jupyterhub/wrapspawner,2016-09-21 21:48:31.000000,2021-07-07 15:51:44.000000,2021-07-07 15:51:44.000000,41.0,15.0,13.0,44.0,31.0,2021-04-13 20:56:56.000000,1.0.0,,,1.0,4.0,4.0,16.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
199,jupyterlab-theme-solarized-dark,True,JupyterLab 2.x Solarized Dark extension.,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,,lab-themes,14,jupyterlab_theme_solarized_dark,AllanChain/jupyterlab-theme-solarized-dark,,,https://github.com/AllanChain/jupyterlab-theme-solarized-dark,2020-04-05 12:18:48.000000,2021-08-04 03:18:04.000000,2021-08-04 03:18:03.000000,3.0,1.0,1.0,41.0,60.0,2020-12-21 09:53:24.000000,1.0.4,,4383.0,7.0,,,2.0,https://pypi.org/project/jupyterlab_theme_solarized_dark,294.0,,,,,,,,2.0,,BSD-3-Clause,jupyterlab-theme-solarized-dark,https://www.npmjs.com/package/jupyterlab-theme-solarized-dark,4089.0,,,,,,,
200,dummyauthenticator,True,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,14,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,,https://github.com/jupyterhub/dummyauthenticator,2016-02-14 21:57:32.000000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00.000000,14.0,5.0,2.0,27.0,7.0,,,,3690.0,,85.0,85.0,,https://pypi.org/project/jupyterhub-dummyauthenticator,3690.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,,,,
201,lgo,True,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,13,,yunabe/lgo,,,https://github.com/yunabe/lgo,2017-10-05 15:29:10.000000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17.000000,102.0,22.0,53.0,2191.0,169.0,,,,,,,,9.0,,,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
202,Bash Kernel,True,A bash kernel for IPython.,https://github.com/takluyver/bash_kernel,,kernels,13,bash_kernel,takluyver/bash_kernel,,,https://github.com/takluyver/bash_kernel,2014-06-27 00:27:25.000000,2020-01-27 10:39:24.000000,2019-07-22 16:06:53.000000,99.0,36.0,53.0,556.0,86.0,2016-04-07 16:41:34.000000,0.4.1,2837.0,5199.0,1.0,,,13.0,https://pypi.org/project/bash_kernel,5155.0,,,,,,,,3.0,,,,,,,,,,,,
203,py_d3,True,D3 block magic for Jupyter notebook.,https://github.com/ResidentMario/py_d3,,magic,13,py_d3,ResidentMario/py_d3,,,https://github.com/ResidentMario/py_d3,2016-08-28 03:38:28.000000,2019-03-17 04:32:12.000000,2019-03-17 04:32:05.000000,35.0,2.0,14.0,432.0,38.0,,,,993.0,,,,3.0,https://pypi.org/project/py_d3,993.0,,,,,,,,3.0,,MIT,,,,,,,,,,
204,JupyterWith,True,declarative and reproducible Jupyter environments - powered by Nix.,https://github.com/tweag/jupyterWith,,notebook-tools,13,,tweag/jupyterWith,,,https://github.com/tweag/jupyterWith,2018-12-18 10:10:58.000000,2021-08-04 23:58:27.000000,2021-07-29 15:24:17.000000,61.0,39.0,38.0,275.0,303.0,,,,,,,,18.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
205,JupyterLab Voyager,True,JupyterLab extension visualize data with Voyager.,https://github.com/altair-viz/jupyterlab_voyager,,lab-renderer,13,,altair-viz/jupyterlab_voyager,,,https://github.com/altair-viz/jupyterlab_voyager,2017-08-26 15:50:13.000000,2021-08-03 22:10:37.000000,2019-08-14 17:21:34.000000,31.0,40.0,20.0,258.0,87.0,,,,97.0,,,,6.0,,,,,,,,,,3.0,,BSD-3-Clause,jupyterlab_voyager,https://www.npmjs.com/package/jupyterlab_voyager,97.0,,,,,,,
206,pynb,True,Jupyter Notebooks as plain Python code with embedded Markdown text.,https://github.com/elehcimd/pynb,,notebook-sharing,13,,elehcimd/pynb,,,https://github.com/elehcimd/pynb,2017-11-14 11:13:22.000000,2020-07-07 15:27:20.000000,2020-07-07 15:27:10.000000,5.0,,8.0,231.0,154.0,,,,,,17.0,17.0,8.0,,,,,,,,,,3.0,,MIT,,,,,,,,,,
207,Collapsible Headings,True,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,,aquirdTurtle/Collapsible_Headings,,,https://github.com/aquirdTurtle/Collapsible_Headings,2019-07-29 01:45:30.000000,2021-08-04 01:48:18.000000,2021-05-22 01:41:35.000000,6.0,6.0,21.0,141.0,98.0,,,,3734.0,,,,6.0,,,,,,,,,,3.0,,BSD-3-Clause,@aquirdturtle/collapsible_headings,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,3734.0,,,,,,,
208,nbgallery,True,Enterprise Jupyter notebook sharing and collaboration app.,https://github.com/nbgallery/nbgallery,,notebook-sharing,13,,nbgallery/nbgallery,,nbgallery/nbgallery,https://github.com/nbgallery/nbgallery,2017-01-10 19:18:40.000000,2021-08-02 17:21:43.000000,2021-08-02 11:11:59.000000,21.0,81.0,234.0,139.0,,,,,2210.0,,,,18.0,,,,,,https://hub.docker.com/r/nbgallery/nbgallery,2021-08-02 11:24:24.855010,3.0,121556.0,3.0,,MIT,,,,,,,,,,
209,JupyterLab Commenting,True,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,,jupyterlab/jupyterlab-commenting,,,https://github.com/jupyterlab/jupyterlab-commenting,2019-01-03 21:55:33.000000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37.000000,21.0,24.0,10.0,82.0,332.0,,,,228.0,,,,10.0,,,,,,,,,,3.0,,BSD-3-Clause,@jupyterlab/commenting-extension,https://www.npmjs.com/package/@jupyterlab/commenting-extension,228.0,,,,,,,
210,ipymaterialui,True,Jupyter Widgets based on React Material UI components.,https://github.com/maartenbreddels/ipymaterialui,,widgets,13,ipymaterialui,maartenbreddels/ipymaterialui,,,https://github.com/maartenbreddels/ipymaterialui,2018-11-23 18:33:20.000000,2021-05-29 12:29:46.000000,2019-10-29 13:53:37.000000,13.0,6.0,3.0,72.0,74.0,2019-08-09 15:57:25.000000,0.1.1,,204.0,1.0,4.0,4.0,3.0,https://pypi.org/project/ipymaterialui,86.0,,,,,,,,3.0,,MIT,jupyter-materialui,https://www.npmjs.com/package/jupyter-materialui,118.0,,,,,,,
211,JupyterLab Quickopen,True,Quickly open a file in JupyterLab by typing part of its..,https://github.com/parente/jupyterlab-quickopen,,lab-extensions,13,jupyterlab-quickopen,parente/jupyterlab-quickopen,,,https://github.com/parente/jupyterlab-quickopen,2018-12-04 01:00:58.000000,2021-08-04 01:40:36.000000,2021-06-12 16:20:12.000000,7.0,,,69.0,42.0,2020-12-31 18:06:25.000000,1.0.0,,879.0,1.0,,,5.0,https://pypi.org/project/jupyterlab-quickopen,530.0,,,,,,,,3.0,,BSD-3-Clause,@parente/jupyterlab-quickopen,https://www.npmjs.com/package/@parente/jupyterlab-quickopen,349.0,,,,,,,
212,ipylab,True,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,13,ipylab,jtpio/ipylab,conda-forge/ipylab,,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-08-04 01:49:01.000000,2021-06-17 18:24:06.000000,4.0,11.0,13.0,65.0,,2021-01-12 20:40:35.000000,0.4.1,,442.0,8.0,,,4.0,https://pypi.org/project/ipylab,158.0,https://anaconda.org/conda-forge/ipylab,2021-01-12 20:58:22.772000,5970.0,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
213,jupyterlab-sparkmonitor,True,JupyterLab extension that enables monitoring launched..,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,13,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,itsjafer/sparkmonitor,https://github.com/itsjafer/jupyterlab-sparkmonitor,2020-03-12 20:59:01.000000,2021-08-04 16:49:58.000000,2021-08-04 16:49:43.000000,13.0,4.0,7.0,56.0,269.0,,,,514.0,,,,9.0,https://pypi.org/project/jupyterlab-sparkmonitor,318.0,,,,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,187.0,3.0,,Apache-2.0,jupyterlab_sparkmonitor,https://www.npmjs.com/package/jupyterlab_sparkmonitor,185.0,,,,,,,
214,JupyterLab Autoversion,True,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,13,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,,,https://github.com/timkpaine/jupyterlab_autoversion,2018-08-23 23:49:52.000000,2021-06-27 17:45:53.000000,2021-06-27 17:45:53.000000,5.0,5.0,23.0,54.0,,2021-01-01 04:15:38.000000,0.3.0,,246.0,7.0,,,4.0,https://pypi.org/project/jupyterlab_autoversion,153.0,,,,,,,,3.0,,Apache-2.0,jupyterlab_autoversion,https://www.npmjs.com/package/jupyterlab_autoversion,93.0,,,,,,,
215,SSH Kernel,True,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,13,sshkernel,NII-cloud-operation/sshkernel,,,https://github.com/NII-cloud-operation/sshkernel,2019-02-12 02:46:14.000000,2020-09-28 08:55:33.000000,2020-09-28 08:54:04.000000,9.0,1.0,6.0,44.0,394.0,,,,167.0,,5.0,5.0,4.0,https://pypi.org/project/sshkernel,167.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
216,Jupyter Helpers,True,A collection of helpers for Jupyter/IPython.,https://github.com/krassowski/jupyter-helpers,,notebook-tools,13,jupyter_helpers,krassowski/jupyter-helpers,,,https://github.com/krassowski/jupyter-helpers,2019-03-17 22:11:35.000000,2021-07-31 11:45:58.000000,2021-07-31 11:45:57.000000,3.0,3.0,2.0,41.0,27.0,2021-02-10 16:36:22.000000,0.2.3-2,,190.0,5.0,,,2.0,https://pypi.org/project/jupyter_helpers,190.0,,,,,,,,3.0,,MIT,,,,,,,,,,
217,JWT Authenticator,True,A Token Authenticator for JupyterHub.,https://github.com/mogthesprog/jwtauthenticator,,hub-auth,13,jupyterhub-jwtauthenticator,mogthesprog/jwtauthenticator,,,https://github.com/mogthesprog/jwtauthenticator,2017-06-21 20:09:58.000000,2021-04-15 07:40:37.000000,2019-02-13 10:57:15.000000,33.0,8.0,8.0,35.0,24.0,,,,230.0,,7.0,7.0,7.0,https://pypi.org/project/jupyterhub-jwtauthenticator,230.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
218,pick,True,Customize your kernels on Launch!.,https://github.com/nteract/pick,,magic,13,pick,nteract/pick,,,https://github.com/nteract/pick,2020-04-08 23:47:09.000000,2021-07-23 05:39:29.000000,2020-11-04 01:10:24.000000,6.0,4.0,5.0,26.0,,,,,38837.0,,,,5.0,https://pypi.org/project/pick,38837.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
219,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,13,jdaviz,spacetelescope/jdaviz,,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-08-05 14:10:05.000000,2021-08-03 22:16:57.000000,22.0,200.0,175.0,21.0,,,,,187.0,,,,21.0,https://pypi.org/project/jdaviz,187.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
220,Null Authenticator,True,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,nullauthenticator,jupyterhub/nullauthenticator,,,https://github.com/jupyterhub/nullauthenticator,2017-08-30 09:12:22.000000,2021-02-09 00:11:20.000000,2021-02-09 00:11:20.000000,8.0,1.0,,6.0,16.0,,,,3094.0,,63.0,63.0,5.0,https://pypi.org/project/nullauthenticator,3094.0,,,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,
221,jupyter-flex,True,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,12,,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2021-07-13 20:23:43.000000,2021-07-13 20:23:37.000000,34.0,6.0,32.0,195.0,,,,,,,28.0,28.0,2.0,,,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
222,Neon Theme,True,"A flat, 80's neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,12,,yeebc/jupyterlab-neon-theme,,,https://github.com/yeebc/jupyterlab-neon-theme,2019-09-27 14:29:10.000000,2021-03-07 04:41:08.000000,2021-03-07 04:40:47.000000,5.0,2.0,10.0,98.0,43.0,,,,1274.0,,1.0,1.0,3.0,,,,,,,,,,2.0,,BSD-3-Clause,@yeebc/jupyterlab_neon_theme,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,1274.0,,,,,,,
223,jupyter-fs,True,A filesystem-like contents manager for multiple backends in Jupyter.,https://github.com/jpmorganchase/jupyter-fs,,lab-extensions,12,jupyter-fs,jpmorganchase/jupyter-fs,,,https://github.com/jpmorganchase/jupyter-fs,2019-09-24 17:44:10.000000,2021-08-04 04:03:25.000000,2021-06-04 01:06:10.000000,21.0,12.0,34.0,96.0,,,,,365.0,,,,8.0,https://pypi.org/project/jupyter-fs,365.0,,,,,,,,3.0,,Apache-2.0,,,,,,,,,,
224,nbcelltests,True,Cell-by-cell testing for production Jupyter notebooks in..,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,12,nbcelltests,jpmorganchase/nbcelltests,,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-08-04 11:49:53.000000,2021-08-04 11:49:52.000000,15.0,30.0,82.0,60.0,,2020-10-05 14:23:28.000000,0.2.3,,138.0,11.0,,,7.0,https://pypi.org/project/nbcelltests,68.0,,,,,,,,3.0,,Apache-2.0,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,70.0,,,,,,,
225,Horizon Theme,True,VSCode Horizon Theme port for JupyterLab.,https://github.com/mohirio/jupyterlab-horizon-theme,,lab-themes,12,,mohirio/jupyterlab-horizon-theme,,,https://github.com/mohirio/jupyterlab-horizon-theme,2019-06-07 08:46:59.000000,2021-06-20 08:20:16.000000,2021-04-11 16:55:54.000000,1.0,,4.0,35.0,25.0,,,,2685.0,,,,,,,,,,,,,,2.0,,BSD-3-Clause,@mohirio/jupyterlab-horizon-theme,https://www.npmjs.com/package/@mohirio/jupyterlab-horizon-theme,2685.0,,,,,,,
