,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
10,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,30,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,MIT,2014-05-07 16:32:10.000,2023-12-12 15:08:04.000000,2023-12-12 15:07:30,340.0,227.0,346.0,1428.0,2023-06-02 07:09:46,0.17.3,,210496.0,68.0,6441.0,6441.0,87.0,https://pypi.org/project/ipyleaflet,131121.0,https://anaconda.org/conda-forge/ipyleaflet,2023-11-27 12:51:40.733,1090630.0,1.0,,1159.0,,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,54012.0,,,,,,
11,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,30,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,BSD-3-Clause,2015-04-09 01:07:29.000,2023-12-05 17:09:52.000000,2023-12-05 17:05:28,143.0,60.0,80.0,227.0,2023-07-31 10:35:35,5.9.2,222.0,17437519.0,26.0,253888.0,253888.0,79.0,https://pypi.org/project/nbformat,16934372.0,https://anaconda.org/conda-forge/nbformat,2023-07-31 14:51:04.971,20628783.0,1.0,,,11.0,,,,,,,,,,,,,,
12,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2023-12-14 00:21:47.000000,2023-12-03 17:19:09,374.0,113.0,530.0,6253.0,2023-12-03 17:21:23,1.16.0,,638701.0,100.0,6386.0,6386.0,83.0,https://pypi.org/project/jupytext,614634.0,https://anaconda.org/conda-forge/jupytext,2023-12-03 21:51:00.119,728715.0,1.0,,,,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,6717.0,,,,,,
13,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,29,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,BSD-3-Clause,2020-01-13 17:29:49.000,2023-12-11 13:19:06.000000,2023-12-11 03:42:24,49.0,34.0,69.0,127.0,2023-11-07 18:01:22,0.9.0,405.0,13424658.0,32.0,138504.0,138504.0,37.0,https://pypi.org/project/nbclient,13139876.0,https://anaconda.org/conda-forge/nbclient,2023-06-16 19:18:04.408,13099360.0,1.0,,,,,,,,,,,,,,,,,
14,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,28,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2023-12-01 05:25:05.000000,2023-11-29 14:09:54,357.0,55.0,498.0,4365.0,2023-11-29 14:29:01,3.8.1,,110020.0,139.0,953.0,953.0,30.0,https://pypi.org/project/dtale,103989.0,https://anaconda.org/conda-forge/dtale,2023-11-29 15:12:38.018,259370.0,1.0,,774.0,,,,,,,,,,,,,,,
15,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,28,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2023-11-06 09:55:37.480000,2023-10-04 07:40:23,445.0,224.0,368.0,3498.0,2023-08-04 08:28:46,0.12.41,,157920.0,63.0,51.0,51.0,64.0,https://pypi.org/project/bqplot,125248.0,https://anaconda.org/conda-forge/bqplot,2023-11-06 09:55:37.480,1245333.0,1.0,,3656.0,,,,,,,bqplot,https://www.npmjs.com/package/bqplot,3711.0,,,,,,
16,nikola,True,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,28,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,MIT,2012-04-14 13:53:22.000,2023-11-14 18:05:35.000000,2023-11-14 18:05:35,368.0,56.0,2094.0,2501.0,2023-04-30 10:42:55,8.2.4,43.0,2025.0,78.0,496.0,496.0,237.0,https://pypi.org/project/nikola,2025.0,,,,2.0,,10383.0,,,,,,,,,,,,,,,
17,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,28,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2023-12-12 01:45:33.000000,2023-04-21 20:49:35,270.0,108.0,43.0,1738.0,,,,128168.0,3.0,5611.0,5611.0,55.0,https://pypi.org/project/ipython-sql,125363.0,https://anaconda.org/conda-forge/ipython-sql,2023-06-16 13:23:09.898,246913.0,1.0,,292.0,,,,,,,,,,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2023-12-06 06:44:18.000000,2023-12-06 06:44:16,389.0,129.0,251.0,5465.0,,,,1394313.0,18.0,5453.0,5453.0,114.0,https://pypi.org/project/papermill,1381599.0,https://anaconda.org/conda-forge/papermill,2023-08-30 21:31:47.332,533994.0,2.0,,,,,,,,,,,,,,,,,
19,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2023-10-02 20:57:42.000000,2023-06-16 01:18:19,215.0,137.0,154.0,1476.0,2023-02-15 19:21:40,0.9.3,,233828.0,28.0,9598.0,9598.0,32.0,https://pypi.org/project/ipympl,219305.0,,,,2.0,,,,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,14523.0,,,,,,
20,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,872.0,78.0,81.0,7212.0,2019-07-01 16:35:20,1.0.0,,165244.0,4.0,205.0,205.0,31.0,https://pypi.org/project/facets-overview,165244.0,,,,2.0,,277.0,,,,,,,,,,,,,,,
21,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,26,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2023-12-13 14:38:58.000000,2023-12-12 03:40:48,881.0,83.0,614.0,7014.0,2023-11-29 21:48:30,2.7.1,1825.0,6963.0,9.0,103.0,103.0,93.0,https://pypi.org/project/perspective-python,5998.0,,,,1.0,,5852.0,,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,600.0,,,,,,
22,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,26,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2023-12-11 10:23:30.000000,2023-12-11 10:23:30,476.0,278.0,424.0,5016.0,2023-10-31 09:04:25,0.5.5,984.0,72103.0,70.0,10588.0,10588.0,68.0,https://pypi.org/project/voila,63782.0,https://anaconda.org/conda-forge/voila,2023-10-31 12:26:37.734,310373.0,2.0,,,,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,327.0,,,,,,
23,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2023-11-30 14:01:02.000000,2023-11-26 14:25:24,410.0,129.0,300.0,1269.0,2023-09-13 15:49:53,0.21.0,,27775.0,23.0,322.0,322.0,64.0,https://pypi.org/project/sparkmagic,24934.0,https://anaconda.org/conda-forge/sparkmagic,2023-09-23 23:23:29.586,110822.0,1.0,,1350.0,,,,,,,,,,,,,,,
24,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,26,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2023-12-10 09:38:45.000000,2023-08-11 17:18:48,236.0,46.0,29.0,938.0,2022-04-01 20:13:44,0.4.2,99.0,132826.0,11.0,3519.0,3519.0,10.0,https://pypi.org/project/jupyter-dash,132824.0,,,,2.0,,162.0,,,,,,,,,,,,,,,
25,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2023-12-14 13:10:00.000000,2023-12-09 14:52:06,1886.0,165.0,2179.0,7760.0,,,,226192.0,38.0,2627.0,2627.0,354.0,https://pypi.org/project/jupyterhub,157205.0,https://anaconda.org/conda-forge/jupyterhub,2023-08-10 13:04:08.285,1033321.0,1.0,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2023-12-09 14:57:26.475631,330.0,4991552.0,,,,,,,,,
26,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2023-10-06 00:41:42.000000,2023-10-06 00:41:38,534.0,164.0,1522.0,6106.0,2021-01-26 05:18:38,0.28.0,1480326.0,17080.0,66.0,2.0,2.0,179.0,https://pypi.org/project/nteract_on_jupyter,813.0,,,,1.0,,10501.0,,,,,,,,,,,,,,,
27,ipywidgets,True,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,25,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,BSD-3-Clause,2015-04-17 20:29:25.000,2023-11-29 08:58:50.000000,2023-09-22 07:25:13,902.0,670.0,1316.0,2957.0,2023-09-13 09:49:35,8.1.1,,11802453.0,52.0,2.0,2.0,212.0,https://pypi.org/project/ipywidgets,11433920.0,https://anaconda.org/conda-forge/ipywidgets,2023-09-13 12:15:46.781,12405640.0,2.0,,,-9.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,50440.0,,,,,,
28,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,25,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2023-11-21 14:11:17.594000,2023-11-21 09:21:22,147.0,68.0,263.0,2542.0,2023-11-21 09:21:51,4.0.1,61.0,352918.0,25.0,132.0,132.0,50.0,https://pypi.org/project/nbdime,286761.0,https://anaconda.org/conda-forge/nbdime,2023-11-21 14:11:17.594,955687.0,2.0,,2132.0,,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,41001.0,,,,,,
29,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,25,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,BSD-3-Clause,2014-09-13 03:27:36.000,2023-12-04 18:34:12.000000,2023-12-04 18:34:04,295.0,248.0,643.0,1233.0,2023-09-05 12:35:02,0.9.1,283.0,9509.0,34.0,505.0,505.0,105.0,https://pypi.org/project/nbgrader,4850.0,https://anaconda.org/conda-forge/nbgrader,2023-09-13 22:27:45.981,153711.0,1.0,,,,,,,,,,,,,,,,,
30,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2023-06-16 16:19:15.930000,2021-02-16 04:46:41,160.0,164.0,261.0,1034.0,2019-12-04 15:06:08,1.1.18,,12654.0,19.0,261.0,261.0,33.0,https://pypi.org/project/pixiedust,11663.0,https://anaconda.org/conda-forge/pixiedust,2023-06-16 16:19:15.930,48562.0,1.0,,2157.0,,,,,,,,,,,,,,,
31,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,25,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,BSD-3-Clause,2019-07-19 18:19:17.000,2022-03-15 11:03:46.000000,2021-03-31 14:20:34,40.0,17.0,245.0,558.0,2020-12-10 14:31:28,0.3.7,,74794.0,28.0,1433.0,1433.0,11.0,,,,,,1.0,,1174.0,,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,74794.0,,,,,,
32,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/widgetti/ipyvuetify,,widgets,25,mariobuikhuizen/ipyvuetify,ipyvuetify,conda-forge/ipyvuetify,https://github.com/widgetti/ipyvuetify,MIT,2019-05-14 17:35:51.000,2023-11-28 13:54:42.000000,2023-11-23 16:32:50,52.0,62.0,136.0,320.0,2022-02-07 15:18:40,1.8.2,,102934.0,31.0,1003.0,1003.0,12.0,https://pypi.org/project/ipyvuetify,100028.0,https://anaconda.org/conda-forge/ipyvuetify,2023-06-16 16:15:58.169,154019.0,2.0,widgetti/ipyvuetify,267.0,,,,,,,,,,,,,,,
33,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2023-12-14 13:52:31.000000,2023-12-14 13:52:22,2790.0,14.0,850.0,8023.0,,,,891772.0,,21.0,21.0,238.0,,,,,,2.0,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2023-10-20 20:03:34.298948,437.0,90069003.0,,,,,,,,,
34,Contrib NBextensions,True,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,24,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,2013-07-13 17:05:16.000,2023-10-11 19:11:18.000000,2022-12-21 19:56:24,780.0,344.0,461.0,5120.0,2022-11-15 17:24:23,0.7.0,,408228.0,2.0,20.0,20.0,136.0,https://pypi.org/project/jupyter_contrib_nbextensions,408228.0,,,,1.0,,2660.0,,,,,,,,,,,,,,,
35,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,Apache-2.0,2019-11-18 17:37:35.000,2023-12-11 19:06:54.000000,2023-11-13 05:45:49,455.0,129.0,713.0,4630.0,2023-10-19 04:39:52,2.3.13,,51170.0,25.0,,,46.0,https://pypi.org/project/nbdev,51170.0,,,,2.0,,1679.0,,,,,,,,,,,,,,,
36,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2023-10-29 13:51:07.000000,2023-10-29 13:51:05,403.0,155.0,294.0,3625.0,,,,12481.0,9.0,2698.0,2698.0,44.0,https://pypi.org/project/RISE,8411.0,https://anaconda.org/conda-forge/rise,2023-06-16 16:08:42.704,284903.0,2.0,,770.0,,,,,,,,,,,,,,,
37,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,24,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2023-11-29 14:26:24.000000,2023-07-07 13:05:16,229.0,184.0,131.0,1889.0,,,,65415.0,20.0,15.0,15.0,45.0,https://pypi.org/project/ipyvolume,58548.0,https://anaconda.org/conda-forge/ipyvolume,2023-06-05 11:50:27.103,452520.0,2.0,widgetti/ipyvolume,1007.0,-3.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,1349.0,,,,,,
38,NBextensions Configurator,True,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,24,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,2016-06-24 22:29:05.000,2023-10-31 14:32:45.000000,2023-09-29 00:14:07,117.0,63.0,35.0,958.0,2023-05-05 07:10:14,0.6.3,,457197.0,6.0,533.0,533.0,24.0,https://pypi.org/project/jupyter_nbextensions_configurator,457197.0,,,,1.0,,527.0,,,,,,,,,,,,,,,
39,jupyter_server,True,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,24,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,BSD-3-Clause,2016-09-21 19:18:45.000,2023-12-07 01:13:51.064000,2023-12-06 21:16:29,249.0,147.0,275.0,431.0,2023-12-06 21:16:45,2.12.1,2498.0,20548547.0,103.0,,,516.0,https://pypi.org/project/jupyter_server,20303092.0,https://anaconda.org/conda-forge/jupyter_server,2023-12-07 01:13:51.064,9569998.0,3.0,,,,,,,,,,,,,,,,,
40,Jupyter Themes,True,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,23,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,MIT,2014-12-10 23:22:23.000,2023-10-18 13:16:38.000000,2023-10-18 13:16:38,1064.0,193.0,202.0,9684.0,,,,38005.0,,21.0,21.0,43.0,https://pypi.org/project/jupyterthemes,38005.0,,,,2.0,,638.0,,,,,,,,,,,,,,,
41,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2023-12-04 02:04:59.000000,2021-01-21 14:02:57,378.0,351.0,4176.0,2780.0,2018-12-04 18:27:21,1.3.0,35.0,21763.0,39.0,,,44.0,https://pypi.org/project/beakerx,11326.0,https://anaconda.org/conda-forge/beakerx,2023-06-16 13:23:56.494,617960.0,2.0,,1689.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,249391.0,beakerx,https://www.npmjs.com/package/beakerx,120.0,,,,,,
42,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,23,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2023-12-13 16:58:43.000000,2023-11-07 09:03:02,328.0,161.0,362.0,1546.0,2022-10-18 19:01:00,2022.10.0,,8011.0,12.0,198.0,198.0,119.0,https://pypi.org/project/jupyter-repo2docker,8011.0,,,,2.0,,,,,,,,,,,,,,,,,
43,itables,True,Interactive Tables in Jupyter.,https://github.com/mwouts/itables,,widgets,23,mwouts/itables,itables,,https://github.com/mwouts/itables,MIT,2019-04-15 22:09:44.000,2023-12-10 12:15:58.000000,2023-12-10 12:14:36,43.0,23.0,79.0,541.0,2023-12-10 12:15:58,1.6.3,,139746.0,43.0,361.0,361.0,6.0,https://pypi.org/project/itables,139746.0,,,,2.0,,,,,,,,,,,,,,,,,
44,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,,2015-04-09 09:40:33.000,2023-11-09 23:47:42.000000,2023-01-11 11:27:13,46.0,39.0,65.0,422.0,,,,107742.0,9.0,2811.0,2811.0,33.0,https://pypi.org/project/nbval,97839.0,https://anaconda.org/conda-forge/nbval,2023-10-11 12:34:56.839,406037.0,2.0,,465.0,,,,,,,,,,,,,,,
