,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,license,updated_github_id,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
24,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,26,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000,2022-04-12 17:53:36.242000,2022-04-12 14:20:02,41.0,27.0,59.0,89.0,,2022-04-12 14:30:33,0.6.0,40.0,9689344.0,20.0,50573.0,50573.0,31.0,https://pypi.org/project/nbclient,9557508.0,https://anaconda.org/conda-forge/nbclient,2022-04-12 17:53:36.242,3427611.0,1.0,,,,,,,,,,,,,,,,,
25,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000,2022-04-14 13:56:45.000000,2022-04-14 13:45:34,2520.0,44.0,692.0,6931.0,2810.0,,,,1054683.0,,,,217.0,,,,,,2.0,BSD-3-Clause,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-04-11 05:59:18.824134,338.0,85429332.0,,,,,,,
26,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,832.0,76.0,76.0,6835.0,264.0,2019-07-01 16:35:20,1.0.0,,183131.0,4.0,112.0,112.0,28.0,https://pypi.org/project/facets-overview,183131.0,,,,2.0,Apache-2.0,,,,,,,,,,4.0,,,,,,
27,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000,2022-04-12 12:53:21.000000,2022-04-11 16:13:10,523.0,151.0,1520.0,5788.0,10501.0,2021-01-26 05:18:38,0.28.0,1324772.0,21476.0,66.0,,,174.0,https://pypi.org/project/nteract_on_jupyter,2818.0,,,,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
28,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,25,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000,2022-04-13 22:13:37.000000,2022-04-13 22:13:34,328.0,89.0,281.0,3198.0,1393.0,2022-03-31 03:49:02,1.2.5,,108187.0,24.0,,,63.0,https://pypi.org/project/nbdev,108187.0,,,,1.0,Apache-2.0,,,,,,,,,,,,,,,,
29,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,25,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000,2022-04-14 07:08:02.000000,2022-04-14 06:44:27,218.0,212.0,1172.0,1302.0,1579.0,2022-03-31 14:10:08,3.7.0,,3915.0,15.0,30.0,30.0,45.0,https://pypi.org/project/elyra,3414.0,https://anaconda.org/conda-forge/elyra,2022-03-31 22:59:37.950,10025.0,1.0,Apache-2.0,,,,,,,,,,,,,,,,
30,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2022-04-13 23:24:16.000000,2022-04-05 14:55:05,375.0,131.0,259.0,1114.0,1165.0,2021-08-27 16:28:41,0.19.1,,44338.0,15.0,234.0,234.0,55.0,https://pypi.org/project/sparkmagic,43618.0,https://anaconda.org/conda-forge/sparkmagic,2022-02-26 15:20:27.907,40355.0,1.0,,,,,,,,,,,,,,,,,
31,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1031.0,2157.0,2019-12-04 15:06:08,1.1.18,,12603.0,19.0,233.0,233.0,33.0,https://pypi.org/project/pixiedust,11385.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,35350.0,1.0,Apache-2.0,,,,,,,,,,,,,,,,
32,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2022-04-14 02:35:58.000000,2022-03-19 19:25:21,444.0,65.0,436.0,4319.0,5121.0,,,,5399.0,,243.0,243.0,68.0,https://pypi.org/project/perspective-python,3117.0,,,,1.0,Apache-2.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2282.0,,,,,,,,,,,,
33,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000,2022-03-28 15:28:41.000000,2022-03-28 15:25:07,376.0,137.0,283.0,3234.0,751.0,,,,13234.0,9.0,1833.0,1833.0,41.0,https://pypi.org/project/RISE,9385.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,192453.0,2.0,,,,,,,,,,,,,,,,,
34,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,24,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000,2022-04-11 16:36:28.000000,2022-04-08 03:50:53,444.0,404.0,634.0,2774.0,1348.0,2022-04-04 03:25:15,0.12.3,,41411.0,36.0,,,105.0,https://pypi.org/project/jupyter-book,41411.0,,,,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
35,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000,2022-04-09 09:04:24.000000,2022-03-29 07:29:12,48.0,38.0,66.0,594.0,409.0,2022-03-08 11:12:56,0.11.0,,13901.0,29.0,472.0,472.0,15.0,https://pypi.org/project/ipycanvas,12385.0,https://anaconda.org/conda-forge/ipycanvas,2022-03-08 11:36:25.725,47016.0,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
36,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-03-13 22:04:03.000000,2022-03-13 22:04:03,215.0,46.0,123.0,3204.0,394.0,2022-01-09 15:20:57,0.7.4,40.0,1133.0,16.0,8.0,8.0,29.0,,,,,,1.0,MIT,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85009.0,,github.com/gopherdata/gophernotes,,,,,
37,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000,2022-04-09 10:33:59.000000,2022-04-09 10:33:57,129.0,60.0,220.0,2205.0,1956.0,,,,317408.0,21.0,71.0,71.0,36.0,https://pypi.org/project/nbdime,246006.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,476724.0,2.0,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,63954.0,,,,,,,,,,,,
38,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,23,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000,2022-04-12 01:37:21.000000,2022-04-12 01:37:20,842.0,47.0,271.0,2176.0,,,,,63875.0,21.0,1890.0,1890.0,109.0,https://pypi.org/project/ipyparallel,55805.0,https://anaconda.org/conda-forge/ipyparallel,2022-04-01 20:58:50.658,581104.0,2.0,,,,,,,,,,,,,,,,,
39,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-04-14 04:17:59.000000,2022-04-14 03:57:46,33.0,61.0,492.0,630.0,9179.0,2022-04-14 03:57:51,1.4.1,2333.0,569.0,100.0,16.0,16.0,32.0,,,,,,2.0,Apache-2.0,,stencila,https://www.npmjs.com/package/stencila,172.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,,
40,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,23,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-29 23:24:03.000000,2022-01-29 23:24:03,77.0,15.0,28.0,608.0,94.0,2022-01-04 01:53:30,2.3.0,,21701.0,15.0,1435.0,1435.0,19.0,https://pypi.org/project/watermark,18664.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,200482.0,2.0,BSD-3-Clause,,,,,,,,,,,,,,,,
41,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000,2022-02-27 21:43:50.000000,2022-01-05 15:51:17,40.0,35.0,61.0,379.0,446.0,,,,104259.0,8.0,1414.0,1414.0,29.0,https://pypi.org/project/nbval,101060.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,191966.0,2.0,,,,,,,,,,,,,,,,,
42,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000,2022-04-13 10:13:24.000000,2022-04-13 10:13:24,219.0,137.0,170.0,269.0,,2022-04-07 08:15:16,7.2.2,192.0,11649806.0,14.0,,,115.0,https://pypi.org/project/jupyter-client,11649782.0,,,,2.0,BSD-3-Clause,,,,,,,,,,6.0,,,,,,
43,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000,2022-04-05 02:28:16.580000,2022-04-04 22:01:53,50.0,53.0,99.0,183.0,703.0,2022-03-28 22:52:15,1.3.1,3.0,1126.0,19.0,64.0,64.0,31.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-04-05 02:28:16.580,28161.0,2.0,BSD-3-Clause,cytoscape/ipycytoscape,,,,,,,,,,,,,,,
44,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-03-31 15:56:58.000000,2021-06-27 18:55:19,149.0,56.0,79.0,174.0,167.0,2018-06-14 12:02:35,1.2.2,,7632.0,3.0,90.0,90.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,7120.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,23584.0,1.0,BSD-3-Clause,,,,,,,,,,,,,,,,
