,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
10,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,27,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,MIT,2018-06-15 05:25:36.000,2022-07-04 07:20:32.000000,2022-07-04 07:20:32,343.0,71.0,458.0,5441.0,,2022-07-03 08:46:27,1.14.0,,374314.0,100.0,3037.0,3037.0,71.0,https://pypi.org/project/jupytext,358676.0,https://anaconda.org/conda-forge/jupytext,2022-07-03 18:12:05.254,347455.0,1.0,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,7742.0,,,,,,,,,,,,
11,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,27,man-group/dtale,dtale,conda-forge/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000,2022-07-11 20:31:55.000000,2022-07-11 20:31:49,284.0,43.0,429.0,3530.0,610.0,2022-06-17 17:53:49,2.6.0,,75454.0,111.0,413.0,413.0,26.0,https://pypi.org/project/dtale,70884.0,https://anaconda.org/conda-forge/dtale,2022-06-17 18:17:38.395,132545.0,1.0,,,,,,,,,,,,,,,,
12,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/widgetti/ipyvolume,,widgets,27,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/widgetti/ipyvolume,MIT,2016-12-21 15:30:13.000,2022-06-08 12:42:54.000000,2022-06-08 12:42:54,219.0,167.0,128.0,1768.0,972.0,2018-06-11 13:56:17,0.4.5,,77613.0,16.0,819.0,819.0,40.0,https://pypi.org/project/ipyvolume,69865.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,367799.0,1.0,widgetti/ipyvolume,ipyvolume,https://www.npmjs.com/package/ipyvolume,2090.0,,,,,,,,,,,,
13,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,MIT,2013-03-20 16:41:10.000,2022-06-12 04:14:24.000000,2022-06-12 04:14:20,243.0,100.0,40.0,1542.0,285.0,,,,135142.0,3.0,3236.0,3236.0,53.0,https://pypi.org/project/ipython-sql,132956.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,155221.0,1.0,,,,,,,,,,,,,,,,
14,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,BSD-3-Clause,2016-07-21 14:38:56.000,2022-07-08 09:35:54.000000,2022-07-07 05:42:06,184.0,112.0,142.0,1306.0,,2022-04-25 11:58:24,0.9.1,,201307.0,26.0,3455.0,3455.0,28.0,https://pypi.org/project/ipympl,174500.0,,,,1.0,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,26807.0,,,,,,,,,,,,
15,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,27,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,BSD-3-Clause,2017-06-20 17:31:00.000,2022-07-14 02:13:54.000000,2022-07-09 05:06:15,223.0,88.0,440.0,1119.0,1777.0,2022-04-26 06:28:08,0.37.1,,112506.0,41.0,14.0,14.0,75.0,https://pypi.org/project/jupyterlab-git,107902.0,https://anaconda.org/conda-forge/jupyterlab-git,2022-04-26 12:22:32.707,198004.0,1.0,,,,,,,,,,,,,,,,
16,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,27,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,MIT,2020-04-26 18:43:59.000,2022-06-28 17:24:24.000000,2022-06-28 17:24:21,206.0,35.0,22.0,778.0,156.0,2022-04-01 20:13:44,0.4.2,77.0,430088.0,11.0,1700.0,1700.0,10.0,https://pypi.org/project/jupyter-dash,430086.0,,,,1.0,,,,,,,,,,,,,,,,
17,Jupyter,True,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,26,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,,2015-04-09 06:58:03.000,2022-07-12 22:51:52.000000,2022-07-12 07:18:11,3726.0,1994.0,2437.0,10127.0,,2022-06-15 01:21:43,6.4.12,8552.0,11126549.0,36.0,9.0,9.0,611.0,https://pypi.org/project/notebook,10781378.0,https://anaconda.org/conda-forge/jupyter,2021-11-18 11:10:17.899,2148392.0,1.0,,,,,-11.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2022-07-11 19:12:47.406627,930.0,27186961.0,,,,,,
18,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,26,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,BSD-3-Clause,2017-07-06 17:17:53.000,2022-07-03 17:57:24.000000,2022-06-28 07:18:54,356.0,104.0,239.0,4783.0,,,,,870039.0,17.0,2277.0,2277.0,101.0,https://pypi.org/project/papermill,864155.0,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,276560.0,2.0,,,,,,,,,,,,,,,,
19,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,26,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,Apache-2.0,2015-09-26 04:02:18.000,2022-07-11 15:14:11.000000,2022-07-05 20:37:15,436.0,209.0,358.0,3319.0,3522.0,2022-01-07 12:38:39,0.12.32,,129726.0,56.0,34.0,34.0,58.0,https://pypi.org/project/bqplot,97716.0,https://anaconda.org/conda-forge/bqplot,2022-02-11 15:47:15.986,996205.0,2.0,,bqplot,https://www.npmjs.com/package/bqplot,18548.0,,,,,,,,,,,,
20,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,,2015-09-21 15:35:25.000,2022-05-20 09:05:22.000000,2022-05-02 22:12:52,379.0,124.0,271.0,1139.0,1212.0,2022-05-02 22:17:21,0.20.0,,29377.0,17.0,238.0,238.0,57.0,https://pypi.org/project/sparkmagic,28580.0,https://anaconda.org/conda-forge/sparkmagic,2022-05-09 18:27:42.421,47080.0,1.0,,,,,,,,,,,,,,,,
21,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,26,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,,2020-01-13 17:29:49.000,2022-07-05 06:47:48.000000,2022-07-05 06:47:44,44.0,27.0,62.0,100.0,,2022-07-01 09:13:33,0.6.6,81.0,10138614.0,25.0,61664.0,61664.0,33.0,https://pypi.org/project/nbclient,9980539.0,https://anaconda.org/conda-forge/nbclient,2022-07-01 15:10:26.686,4583992.0,1.0,,,,,,,,,,,,,,,,
22,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,,2014-06-12 23:22:10.000,2022-07-14 10:23:14.000000,2022-07-14 03:38:36,1660.0,117.0,1999.0,7046.0,,,,,167542.0,32.0,1804.0,1804.0,280.0,https://pypi.org/project/jupyterhub,132169.0,https://anaconda.org/conda-forge/jupyterhub,2022-06-06 18:07:49.815,605089.0,1.0,,,,,,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-07-14 03:53:46.828550,312.0,2638132.0,,,,,,
23,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,25,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,851.0,76.0,76.0,6943.0,264.0,2019-07-01 16:35:20,1.0.0,,224442.0,4.0,122.0,122.0,28.0,https://pypi.org/project/facets-overview,224442.0,,,,2.0,,,,,,,,,,,,,,,,
24,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,BSD-3-Clause,2015-06-15 23:21:49.000,2022-07-08 22:34:31.000000,2022-07-08 22:34:26,524.0,157.0,1520.0,5847.0,10501.0,2021-01-26 05:18:38,0.28.0,1353871.0,21489.0,66.0,,,175.0,https://pypi.org/project/nteract_on_jupyter,3194.0,,,,1.0,,,,,,,,,,,,,,,,
25,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,25,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,,2018-08-21 14:21:42.000,2022-07-14 09:36:55.000000,2022-07-14 09:36:55,409.0,241.0,361.0,4192.0,,2022-03-29 17:16:03,0.3.5,267.0,45441.0,58.0,7005.0,7005.0,60.0,https://pypi.org/project/voila,37922.0,https://anaconda.org/conda-forge/voila,2022-03-29 20:27:37.534,190231.0,1.0,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,3266.0,,,,,,,,,,,,
26,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,BSD-3-Clause,2019-08-17 11:34:22.000,2022-07-10 09:26:58.000000,2022-06-25 01:42:59,100.0,154.0,263.0,1284.0,2391.0,2022-03-21 19:31:19,3.10.1,,4853.0,41.0,188.0,188.0,41.0,,,,,,1.0,jupyter-lsp/jupyterlab-lsp,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,4853.0,,,,,,,,,,,,
27,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,Apache-2.0,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,160.0,164.0,260.0,1027.0,2157.0,2019-12-04 15:06:08,1.1.18,,12576.0,19.0,239.0,239.0,33.0,https://pypi.org/project/pixiedust,11398.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,37715.0,1.0,,,,,,,,,,,,,,,,
28,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,finos/perspective,perspective-python,,https://github.com/finos/perspective,Apache-2.0,2017-11-02 16:27:54.000,2022-07-14 14:06:01.000000,2022-07-14 14:05:59,475.0,71.0,462.0,4713.0,5273.0,,,,4037.0,,263.0,263.0,72.0,https://pypi.org/project/perspective-python,2574.0,,,,1.0,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1463.0,,,,,,,,,,,,
29,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,,2013-08-26 18:55:36.000,2022-06-30 09:25:59.000000,2022-03-28 15:25:07,379.0,139.0,284.0,3303.0,751.0,,,,9276.0,9.0,1915.0,1915.0,41.0,https://pypi.org/project/RISE,5368.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,207162.0,2.0,,,,,,,,,,,,,,,,
30,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,rasbt/watermark,watermark,conda-forge/watermark,https://github.com/rasbt/watermark,BSD-3-Clause,2014-07-30 03:46:33.000,2022-05-30 23:29:14.790000,2022-05-27 13:53:40,80.0,16.0,28.0,649.0,97.0,2022-05-27 13:54:28,2.3.1,,25322.0,16.0,1535.0,1535.0,19.0,https://pypi.org/project/watermark,22251.0,https://anaconda.org/conda-forge/watermark,2022-05-30 23:29:14.790,211934.0,2.0,,,,,,,,,,,,,,,,
31,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,24,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,BSD-3-Clause,2019-07-06 12:55:29.000,2022-07-09 10:36:17.000000,2022-06-22 12:18:37,50.0,42.0,69.0,613.0,438.0,2022-05-03 07:55:27,0.12.0,,32962.0,30.0,660.0,660.0,18.0,https://pypi.org/project/ipycanvas,30929.0,https://anaconda.org/conda-forge/ipycanvas,2022-05-16 17:29:42.213,69155.0,2.0,,,,,,,,,,,,,,,,
32,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,gopherdata/gophernotes,,,https://github.com/gopherdata/gophernotes,MIT,2016-01-22 19:22:16.000,2022-07-08 21:14:08.000000,2022-07-08 21:12:48,221.0,47.0,124.0,3317.0,400.0,2022-05-31 17:34:28,0.7.5,40.0,1097.0,17.0,8.0,8.0,29.0,,,,,,1.0,,,,,,gopherdata/gophernotes,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,85583.0,github.com/gopherdata/gophernotes,,,,,
33,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,23,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,BSD-3-Clause,2018-06-14 01:55:51.000,2022-07-14 02:09:15.000000,2022-07-14 02:09:14,486.0,436.0,654.0,2957.0,1373.0,2022-06-03 14:09:27,0.13,,43035.0,37.0,,,110.0,https://pypi.org/project/jupyter-book,43035.0,,,,2.0,,,,,,,,,,,,,,,,
34,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,,2015-11-16 09:25:53.000,2022-07-05 16:29:00.000000,2022-07-05 16:29:00,131.0,63.0,221.0,2251.0,1965.0,,,,303434.0,21.0,75.0,75.0,40.0,https://pypi.org/project/nbdime,217370.0,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,567417.0,2.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,77596.0,,,,,,,,,,,,
35,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,stencila/stencila,,,https://github.com/stencila/stencila,Apache-2.0,2012-05-31 02:43:31.000,2022-07-14 11:39:59.000000,2022-07-11 04:46:01,34.0,64.0,496.0,644.0,9526.0,2022-07-11 04:46:05,1.13.2,3149.0,493.0,100.0,17.0,17.0,34.0,,,,,,2.0,,stencila,https://www.npmjs.com/package/stencila,97.0,,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,,,,,,
36,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,BSD-3-Clause,2015-04-09 06:57:29.000,2022-07-11 22:38:28.000000,2022-07-11 22:38:26,228.0,141.0,181.0,280.0,,2022-06-08 20:05:27,7.3.4,307.0,13786696.0,19.0,,,118.0,https://pypi.org/project/jupyter-client,13786669.0,,,,2.0,,,,,6.0,,,,,,,,,,,
37,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,23,maartenbreddels/ipywebrtc,ipywebrtc,conda-forge/ipywebrtc,https://github.com/maartenbreddels/ipywebrtc,MIT,2017-08-10 18:07:51.000,2022-06-22 05:20:15.000000,2021-03-29 11:25:59,33.0,31.0,20.0,209.0,209.0,,,,74487.0,8.0,548.0,548.0,9.0,https://pypi.org/project/ipywebrtc,69707.0,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,258215.0,2.0,,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,404.0,,,,,,,,,,,,
38,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,QuantStack/ipycytoscape,,conda-forge/ipycytoscape,https://github.com/cytoscape/ipycytoscape,BSD-3-Clause,2020-02-05 13:46:52.000,2022-07-04 18:45:51.000000,2022-05-20 15:19:36,53.0,58.0,99.0,197.0,709.0,2022-03-28 22:52:15,1.3.1,3.0,1434.0,19.0,75.0,75.0,32.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-04-05 02:28:16.580,40158.0,2.0,cytoscape/ipycytoscape,,,,,,,,,,,,,,,
39,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,22,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,BSD-3-Clause,2015-07-15 15:30:00.000,2022-07-11 19:22:58.465437,2022-07-11 17:59:24,2582.0,39.0,718.0,7097.0,,,,,1022061.0,,,,221.0,,,,,,2.0,,,,,,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2022-07-11 19:22:58.465437,350.0,85853158.0,,,,,,
40,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,22,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,Apache-2.0,2013-12-03 14:16:36.000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57,371.0,349.0,4174.0,2668.0,1689.0,2018-12-04 18:27:21,1.3.0,31.0,24901.0,39.0,,,43.0,https://pypi.org/project/beakerx,13000.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,523025.0,2.0,,beakerx,https://www.npmjs.com/package/beakerx,469.0,,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,23.0,248788.0,,,,,,
41,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,BSD-3-Clause,2012-08-05 11:42:33.000,2022-07-11 22:16:47.000000,2022-03-15 12:00:47,491.0,160.0,403.0,2027.0,1409.0,,,,23330.0,,7.0,7.0,89.0,,,,,,2.0,,,,,,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2022-03-15 12:02:39.244788,29.0,2776276.0,,,,,,
42,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra-ai/elyra,elyra,conda-forge/elyra,https://github.com/elyra-ai/elyra,Apache-2.0,2019-10-22 21:37:58.000,2022-07-13 21:42:22.000000,2022-07-12 03:08:29,245.0,217.0,1236.0,1394.0,,2022-07-07 22:40:12,3.10.0,,4424.0,20.0,32.0,32.0,51.0,https://pypi.org/project/elyra,3798.0,https://anaconda.org/conda-forge/elyra,2022-07-08 18:11:54.915,14413.0,1.0,,,,,,,,,,,,,,,,
43,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,BSD-3-Clause,2017-05-09 08:36:30.000,2022-07-08 18:52:30.000000,2022-07-08 18:52:29,294.0,148.0,323.0,1361.0,,2022-02-06 14:43:19,2022.02.0,,4970.0,11.0,159.0,159.0,111.0,https://pypi.org/project/jupyter-repo2docker,4970.0,,,,2.0,,,,,,,,,,,,,,,,
44,nbconvert,True,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,22,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,,2015-04-09 06:58:23.000,2022-07-13 14:49:11.000000,2022-06-27 21:40:27,477.0,409.0,585.0,1338.0,,2022-04-11 09:11:31,6.5,,11093792.0,32.0,,,246.0,https://pypi.org/project/nbconvert,10995822.0,https://anaconda.org/conda-forge/nbconvert,2022-04-11 11:35:00.503,7347822.0,2.0,,,,,-8.0,,,,,,,,,,,
