,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,license,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,go_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
95,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,nicolaskruchten/jupyter_pivottablejs,pivottablejs,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,64.0,17.0,40.0,464.0,32.0,2018-01-15 18:11:51,0.9.0,,11600.0,8.0,235.0,235.0,3.0,https://pypi.org/project/pivottablejs,11600.0,,,,3.0,,,,,,,,,,,,,,,,,
96,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,19,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,2020-12-07 16:37:07.000,2022-05-04 08:02:28.000000,2022-05-04 08:02:27,42.0,4.0,106.0,238.0,,2022-05-04 07:37:18,0.3.21,751.0,205.0,50.0,69.0,69.0,17.0,https://pypi.org/project/jupyterlab-classic,161.0,,,,3.0,jupyterlab/retrolab,BSD-3-Clause,,,,,,,,,,,,,,,
97,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,19,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,29.0,2.0,68.0,219.0,372.0,2022-04-10 08:38:48,2.8.0,65899.0,1136.0,32.0,,,18.0,,,,,,2.0,,MIT,,,,,,,,,,,,,,,
98,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,19,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,27.0,17.0,18.0,162.0,188.0,2017-03-05 04:26:44,0.2.0,,9447.0,8.0,81.0,81.0,6.0,https://pypi.org/project/spylon-kernel,8074.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,86515.0,2.0,vericast/spylon-kernel,,,,,,,,,,,,,,,,
99,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,19,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,2017-03-04 19:38:49.000,2022-05-17 15:29:35.000000,2022-05-17 15:29:34,42.0,10.0,28.0,56.0,,2022-03-25 00:00:08,0.12.0,10.0,243468.0,30.0,,,28.0,https://pypi.org/project/jupyter-packaging,233669.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-03-25 03:27:55.931,235193.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
100,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,19,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000,2022-05-06 22:45:34.000000,2022-05-06 22:41:11,5.0,3.0,16.0,35.0,,2022-05-06 22:45:47,0.3.6,,104903.0,15.0,11.0,11.0,3.0,https://pypi.org/project/ipydagred3,421.0,,,,3.0,,Apache-2.0,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,104482.0,,,,,,,,,,,,
101,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,18,ml-tooling/ml-workspace,,,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000,2022-02-03 21:26:52.000000,2021-11-22 20:42:15,312.0,5.0,77.0,2576.0,,2021-07-13 22:12:59,0.13.2,,14020.0,4.0,,,11.0,,,,,,3.0,,Apache-2.0,,,,mltooling/ml-workspace,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,21.0,504743.0,,,,,,,
102,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000,2022-05-10 05:00:58.000000,2022-05-10 05:00:58,310.0,176.0,446.0,2126.0,2654.0,,,,,1.0,6.0,6.0,83.0,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,binderhub,,,
103,notedown,True,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,18,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000,2021-10-18 21:21:21.000000,2017-11-16 19:29:56,91.0,39.0,29.0,820.0,264.0,,,,5197.0,1.0,177.0,177.0,7.0,https://pypi.org/project/notedown,4489.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567,33289.0,3.0,,BSD-2-Clause,,,,,,,,,,,,,,,
104,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,SciRuby/iruby,,,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000,2022-03-22 23:51:47.000000,2022-02-17 09:42:09,18.0,44.0,140.0,705.0,713.0,2021-08-17 16:20:34,0.7.4,15.0,19.0,10.0,158.0,158.0,44.0,,,,,,2.0,,MIT,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1634.0,,,,,iruby,,
105,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,18,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000,2022-05-19 01:28:14.000000,2022-05-01 16:53:22,43.0,20.0,129.0,540.0,384.0,,,,36558.0,,,,31.0,https://pypi.org/project/jupyterlab_code_formatter,30047.0,,,,2.0,,MIT,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,6511.0,,,,,,,,,,,,
106,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000,2022-04-24 18:21:26.000000,2022-04-12 21:28:47,58.0,27.0,55.0,516.0,430.0,2021-09-15 15:34:35,3.1.0,,3996.0,1.0,2.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,2614.0,,,,2.0,,BSD-3-Clause,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1382.0,,,,,,,,,,,,
107,nb_conda_kernels,True,Package for managing conda environment-based kernels inside of Jupyter.,https://github.com/Anaconda-Platform/nb_conda_kernels,,kernels,18,Anaconda-Platform/nb_conda_kernels,,conda-forge/nb_conda_kernels,https://github.com/Anaconda-Platform/nb_conda_kernels,2015-12-10 16:11:42.000,2022-02-14 03:58:59.101000,2020-11-30 15:55:07,55.0,34.0,98.0,449.0,335.0,2020-09-05 22:35:32,2.3.0,,8517.0,11.0,,,14.0,,,https://anaconda.org/conda-forge/nb_conda_kernels,2022-02-14 03:58:59.101,604767.0,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
108,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,18,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter-server/kernel_gateway,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,112.0,14.0,162.0,384.0,561.0,2021-08-25 00:19:46,2.5.1,104.0,9113.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,9111.0,,,,2.0,jupyter-server/kernel_gateway,,,,,,,,,,,,,,,,
109,tributary,True,Streaming reactive and dataflow graphs in Python.,https://github.com/timkpaine/tributary,,widgets,18,timkpaine/tributary,tributary,conda-forge/tributary,https://github.com/timkpaine/tributary,2018-09-08 02:58:57.000,2022-05-17 02:09:09.609000,2022-04-30 03:18:01,32.0,9.0,73.0,367.0,,2022-05-11 00:36:32,0.2.0,,856.0,13.0,22.0,22.0,7.0,https://pypi.org/project/tributary,151.0,https://anaconda.org/conda-forge/tributary,2022-05-17 02:09:09.609,16225.0,3.0,,Apache-2.0,,,,,,,,,,,,,,,
110,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000,2022-05-01 03:38:16.000000,2022-05-01 03:38:15,55.0,12.0,82.0,330.0,579.0,,,,12546.0,27.0,,,11.0,https://pypi.org/project/vega,5797.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,479234.0,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
111,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000,2022-04-09 01:30:39.000000,2021-12-10 09:26:11,86.0,21.0,36.0,323.0,228.0,2021-11-27 17:02:34,3.0.1,,2975.0,6.0,2.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,1166.0,,,,2.0,,BSD-3-Clause,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1809.0,,,,,,,,,,,,
112,JupyterLab Templates,True,Support for jupyter notebook templates in jupyterlab.,https://github.com/jpmorganchase/jupyterlab_templates,,lab-extensions,18,jpmorganchase/jupyterlab_templates,jupyterlab_templates,,https://github.com/jpmorganchase/jupyterlab_templates,2018-03-17 21:38:11.000,2022-04-09 13:35:22.000000,2022-04-09 13:35:21,50.0,8.0,70.0,299.0,,2021-03-28 03:19:03,0.3.1,,11159.0,13.0,4.0,4.0,14.0,https://pypi.org/project/jupyterlab_templates,7822.0,,,,2.0,,Apache-2.0,jupyterlab_templates,https://www.npmjs.com/package/jupyterlab_templates,3337.0,,,,,,,,,,,,
113,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,2016-09-26 19:01:37.000,2022-05-16 19:14:25.000000,2022-05-16 19:13:34,49.0,37.0,90.0,261.0,,2022-01-08 01:09:14,5.2.0,,24000.0,16.0,,,19.0,https://pypi.org/project/dask-labextension,6282.0,https://anaconda.org/conda-forge/dask-labextension,2022-01-08 15:40:51.016,533083.0,2.0,,BSD-3-Clause,dask-labextension,https://www.npmjs.com/package/dask-labextension,2488.0,,,,,,,,,,,,
114,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,18,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,24.0,23.0,25.0,240.0,,,,,34072.0,,123.0,123.0,11.0,https://pypi.org/project/nteract-scrapbook,34072.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
115,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,18,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000,2022-04-09 05:41:03.000000,2022-02-15 08:27:46,29.0,19.0,20.0,238.0,,2021-02-04 22:39:49,0.8.0,,7162.0,2.0,37.0,37.0,7.0,,,,,,2.0,,BSD-3-Clause,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,7162.0,,,,,,,,,,,,
116,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,18,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,49.0,15.0,7.0,164.0,215.0,2018-05-29 18:46:14,0.0.9,2401.0,1490.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,1434.0,,,,2.0,,Apache-2.0,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,915.0,,,,,,,
117,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,18,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,2019-01-21 04:39:42.000,2022-04-09 06:02:36.000000,2021-08-26 08:02:18,21.0,7.0,16.0,143.0,111.0,,,,1566.0,,301.0,301.0,7.0,,,,,,1.0,,BSD-3-Clause,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,1566.0,,,,,,,,,,,,
118,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,18,jupyterhub/ltiauthenticator,jupyterhub-ltiauthenticator,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000,2022-05-10 10:44:00.000000,2022-05-10 10:44:00,40.0,5.0,26.0,53.0,,2021-11-15 20:10:09,1.3.0,,2625.0,6.0,75.0,75.0,13.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2625.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
119,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,18,jupyterhub/nativeauthenticator,jupyterhub-nativeauthenticator,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000,2022-05-17 12:21:20.000000,2022-05-17 12:21:20,50.0,22.0,69.0,48.0,,2021-10-19 17:24:48,1.0.5,,4706.0,3.0,37.0,37.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,4706.0,,,,2.0,,BSD-3-Clause,,,,,,,,,,,,,,,
120,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,18,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,2019-08-11 10:10:05.000,2022-03-23 09:15:56.000000,2021-12-10 13:35:55,11.0,3.0,4.0,39.0,86.0,2021-11-19 19:10:31,1.7.0,,46006.0,18.0,16.0,16.0,3.0,https://pypi.org/project/ipyvue,44613.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,45979.0,3.0,widgetti/ipyvue,MIT,,,,,,,,,,,,,,,
121,ipydatawidgets,True,A set of widgets to help facilitate reuse of large datasets..,https://github.com/vidartf/ipydatawidgets,,widgets,18,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000,2022-05-19 10:50:19.000000,2022-05-19 10:50:15,7.0,3.0,6.0,28.0,287.0,,,,53354.0,6.0,493.0,493.0,5.0,https://pypi.org/project/ipydatawidgets,50274.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012,144792.0,3.0,,,,,,,,,,,,,,,,,
122,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,17,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000,2022-05-18 11:15:03.000000,2022-05-18 11:15:03,847.0,53.0,277.0,2190.0,,,,,59057.0,22.0,,,110.0,https://pypi.org/project/ipyparallel,50830.0,https://anaconda.org/conda-forge/ipyparallel,2022-05-10 12:00:39.038,600612.0,3.0,,,,,,,,,,,,,,,,,
123,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,2017-12-02 21:16:38.000,2022-04-08 23:05:35.000000,2019-07-16 04:37:36,74.0,55.0,42.0,910.0,60.0,2019-07-16 04:33:54,0.11.0,,476.0,14.0,3.0,3.0,8.0,,,,,,2.0,,MIT,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,476.0,,,,,,,,,,,,
124,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,2017-10-08 04:42:46.000,2020-09-28 07:59:11.000000,2019-12-08 22:22:20,150.0,66.0,57.0,780.0,90.0,2019-05-06 03:28:50,1.3.0,80959.0,1722.0,5.0,,,4.0,,,,,,3.0,,MIT,,,,,,,,,,,,,,,
125,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter-server/enterprise_gateway,,kernels,17,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter-server/enterprise_gateway,2017-04-21 16:05:14.000,2022-05-18 19:25:53.000000,2022-05-18 19:25:53,165.0,70.0,442.0,506.0,,2022-01-27 22:17:10,2.6.0,16643.0,1650.0,29.0,,,95.0,https://pypi.org/project/jupyter_enterprise_gateway,1348.0,,,,3.0,jupyter-server/enterprise_gateway,,,,,,,,,,,,,,,,
126,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,17,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,2020-07-11 15:30:54.000,2022-05-17 10:57:25.000000,2022-04-25 21:20:30,30.0,4.0,244.0,488.0,608.0,,,,31680.0,,,,18.0,https://pypi.org/project/nbqa,31680.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
127,Ansible Kernel,True,Jupyter Notebook Kernel for running Ansible Tasks and..,https://github.com/ansible/ansible-jupyter-kernel,,kernels,17,ansible/ansible-jupyter-kernel,ansible-kernel,conda-forge/ansible-kernel,https://github.com/ansible/ansible-jupyter-kernel,2018-06-26 14:28:02.000,2022-02-12 03:05:54.538000,2022-02-11 15:18:23,52.0,15.0,29.0,486.0,212.0,,,,1770.0,2.0,8.0,8.0,10.0,https://pypi.org/project/ansible-kernel,84.0,https://anaconda.org/conda-forge/ansible-kernel,2022-02-12 03:05:54.538,9558.0,3.0,,Apache-2.0,,,,benthomasson/ansible-jupyter-kernel,https://hub.docker.com/r/benthomasson/ansible-jupyter-kernel,2018-12-12 18:42:31.528778,2.0,66424.0,,,,,,,
128,GPU Dashboards,True,A JupyterLab extension for displaying dashboards of GPU..,https://github.com/rapidsai/jupyterlab-nvdashboard,,lab-extensions,17,rapidsai/jupyterlab-nvdashboard,jupyterlab-nvdashboard,,https://github.com/rapidsai/jupyterlab-nvdashboard,2019-08-12 15:22:10.000,2022-05-10 19:38:58.000000,2022-05-10 19:38:36,54.0,23.0,30.0,463.0,,2022-05-10 19:35:57,0.7.0,,5085.0,3.0,,,16.0,https://pypi.org/project/jupyterlab-nvdashboard,2648.0,,,,2.0,,BSD-3-Clause,jupyterlab-nvdashboard,https://www.npmjs.com/package/jupyterlab-nvdashboard,2437.0,,,,,,,,,,,,
129,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,2017-06-08 16:59:07.000,2022-04-09 06:58:48.000000,2022-04-09 06:58:38,64.0,29.0,71.0,436.0,552.0,,,,1474.0,,1.0,1.0,25.0,,,,,,3.0,,BSD-3-Clause,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,1474.0,,,,,,,,,,,,
130,Matlab Kernel,True,Jupyter Kernel for Matlab.,https://github.com/Calysto/matlab_kernel,,kernels,17,calysto/matlab_kernel,matlab_kernel,,https://github.com/Calysto/matlab_kernel,2015-01-31 12:51:06.000,2022-05-09 10:21:04.000000,2022-05-09 10:21:01,73.0,25.0,103.0,428.0,216.0,2022-05-09 10:21:42,0.17.1,,1488.0,3.0,,,18.0,https://pypi.org/project/matlab_kernel,1488.0,,,,3.0,,,,,,,,,,,,,,,,,
131,commuter,True,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,17,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000,2022-04-28 20:50:09.000000,2022-04-28 20:49:58,64.0,51.0,39.0,421.0,640.0,,,,396.0,,3.0,3.0,27.0,,,,,,3.0,,BSD-3-Clause,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,396.0,,,,,,,,,,,,
132,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,2016-12-17 01:40:45.000,2022-04-28 22:46:33.000000,2022-04-28 22:45:01,69.0,32.0,65.0,361.0,515.0,2018-02-05 18:54:22,0.11.1,,1022.0,12.0,2.0,2.0,16.0,,,,,,2.0,,BSD-3-Clause,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,1022.0,,,,,,,,,,,,
133,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,executablebooks/thebe,,,https://github.com/executablebooks/thebe,2017-03-14 12:17:22.000,2022-05-02 08:08:05.000000,2021-11-19 12:06:20,56.0,57.0,87.0,286.0,676.0,2021-10-26 10:04:08,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
134,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,17,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,2019-03-29 15:02:35.000,2022-04-04 07:10:01.000000,2022-04-04 07:10:01,20.0,3.0,9.0,280.0,58.0,,,,5533.0,,47.0,47.0,4.0,https://pypi.org/project/treon,5533.0,,,,3.0,,MIT,,,,,,,,,,,,,,,
135,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,49.0,15.0,11.0,231.0,220.0,2020-02-03 15:59:07,1.0.0,1803.0,1312.0,8.0,,,7.0,,,,,,3.0,,Apache-2.0,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,43969.0,,,,,,,
136,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,17,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,2018-08-02 05:15:23.000,2022-04-09 13:23:25.000000,2022-04-09 13:23:24,23.0,14.0,38.0,217.0,608.0,2021-09-03 07:26:55,npm@3.0.2,2.0,934.0,27.0,1.0,1.0,24.0,,,https://anaconda.org/conda-forge/mamba_gator,2021-09-03 12:29:39.360,13780.0,3.0,,BSD-3-Clause,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,169.0,,,,,,,,,,,,
137,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,2018-03-26 09:23:58.000,2022-04-16 04:30:33.000000,2021-07-04 21:12:58,36.0,20.0,10.0,201.0,69.0,2021-03-11 01:34:17,0.5.1,,4122.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,3560.0,,,,2.0,,BSD-3-Clause,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,562.0,,,,,,,,,,,,
138,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,17,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,2016-04-01 16:19:50.000,2022-02-16 18:42:50.000000,2021-09-21 14:53:24,72.0,3.0,53.0,185.0,213.0,2021-07-14 17:27:18,2.4.11,,1216.0,14.0,,,7.0,https://pypi.org/project/sas_kernel,1216.0,,,,3.0,,Apache-2.0,,,,,,,,,,,,,,,
139,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,42.0,,80.0,176.0,404.0,2017-06-02 21:19:27,0.5.0,84.0,1252.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,76324.0,3.0,,Apache-2.0,,,,,,,,,,,,,,,
140,JupyterLab Data Explorer,True,First class datasets in JupyterLab.,https://github.com/jupyterlab/jupyterlab-data-explorer,,lab-extensions,17,jupyterlab/jupyterlab-data-explorer,,,https://github.com/jupyterlab/jupyterlab-data-explorer,2019-01-03 21:57:42.000,2022-05-19 06:12:35.000000,2020-05-24 13:16:16,34.0,57.0,34.0,168.0,426.0,,,,160.0,,10.0,10.0,9.0,,,,,,2.0,,BSD-3-Clause,@jupyterlab/dataregistry-extension,https://www.npmjs.com/package/@jupyterlab/dataregistry-extension,160.0,,,,,,,,,,,,
141,igv.js widget,True,Extension for Jupyter Notebook which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,17,igvteam/igv-jupyter,igv-jupyter,,https://github.com/g2nb/igv-jupyter,2016-07-21 18:44:38.000,2022-05-03 20:07:32.000000,2022-04-28 19:24:12,15.0,,41.0,148.0,137.0,2022-02-07 18:33:52,1.0.0,,372.0,9.0,10.0,10.0,5.0,https://pypi.org/project/igv-jupyter,372.0,,,,3.0,g2nb/igv-jupyter,MIT,,,,,,,,,,,,,,,
142,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,17,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,2016-12-09 06:26:18.000,2022-03-29 01:55:15.000000,2021-12-22 18:40:06,62.0,25.0,43.0,89.0,219.0,,,,2461.0,,37.0,37.0,19.0,https://pypi.org/project/jupyter-rsession-proxy,2461.0,,,,3.0,,BSD-3-Clause,,,,,,,,,,,,,,,
