,name,show,description,homepage,resource,category,projectrank,github_id,pypi_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,updated_github_id,commit_count,npm_id,npm_url,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
94,gator,True,Conda environment and package management extension from within Jupyter.,https://github.com/mamba-org/gator,,jupyter-extensions,19,mamba-org/gator,,conda-forge/mamba_gator,https://github.com/mamba-org/gator,BSD-3-Clause,2018-08-02 05:15:23.000,2022-11-17 08:46:13.000000,2022-11-17 08:46:13,23.0,14.0,39.0,228.0,2022-07-25 13:09:54,npm@3.1.0,2.0,1098.0,29.0,1.0,1.0,25.0,,,https://anaconda.org/conda-forge/mamba_gator,2022-07-26 15:26:35.721,22102.0,2.0,,616.0,@mamba-org/gator-lab,https://www.npmjs.com/package/@mamba-org/gator-lab,178.0,,,,,,,,,,,,
95,bookstore,True,Notebook storage and publishing workflows for the masses.,https://github.com/nteract/bookstore,,notebook-sharing,19,nteract/bookstore,bookstore,,https://github.com/nteract/bookstore,BSD-3-Clause,2018-10-16 18:54:00.000,2021-08-26 18:26:16.000000,2019-12-09 16:52:07,19.0,34.0,39.0,187.0,2019-12-03 17:50:40,2.5.0,,33979.0,6.0,12.0,12.0,7.0,https://pypi.org/project/bookstore,33979.0,,,,3.0,,619.0,,,,,,,,,,,,,,,
96,ipytree,True,A Tree Widget using Jupyter-widgets protocol and jsTree.,https://github.com/QuantStack/ipytree,,widgets,19,QuantStack/ipytree,ipytree,conda-forge/ipytree,https://github.com/QuantStack/ipytree,MIT,2018-09-15 13:17:27.000,2022-11-14 01:36:38.000000,2022-08-23 15:09:07,26.0,17.0,17.0,98.0,2022-08-24 12:33:17,0.2.2,,81250.0,8.0,,,8.0,https://pypi.org/project/ipytree,80040.0,https://anaconda.org/conda-forge/ipytree,2022-08-23 16:41:28.248,53275.0,3.0,,107.0,,,,,,,,,,,,,,,
97,jupyter-packaging,True,Tools to help build and install Jupyter Python packages.,https://github.com/jupyter/jupyter-packaging,,components,19,jupyter/jupyter-packaging,jupyter-packaging,conda-forge/jupyter-packaging,https://github.com/jupyter/jupyter-packaging,BSD-3-Clause,2017-03-04 19:38:49.000,2022-11-15 00:42:38.000000,2022-11-15 00:42:37,46.0,9.0,30.0,59.0,2022-08-25 15:31:47,0.12.3,35.0,321615.0,32.0,,,30.0,https://pypi.org/project/jupyter-packaging,309405.0,https://anaconda.org/conda-forge/jupyter-packaging,2022-08-25 23:51:15.963,366272.0,3.0,,,,,,,,,,,,,,,,,
98,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/widgetti/ipyvue,,widgets,19,mariobuikhuizen/ipyvue,ipyvue,conda-forge/ipyvue,https://github.com/widgetti/ipyvue,MIT,2019-08-11 10:10:05.000,2022-09-26 08:51:09.246000,2022-09-22 15:26:02,11.0,2.0,5.0,44.0,2021-11-19 19:10:31,1.7.0,,127200.0,19.0,20.0,20.0,3.0,https://pypi.org/project/ipyvue,125607.0,https://anaconda.org/conda-forge/ipyvue,2022-09-26 08:51:09.246,62127.0,3.0,widgetti/ipyvue,89.0,,,,,,,,,,,,,,,
99,ipydagred3,True,ipywidgets library for drawing directed acyclic graphs in..,https://github.com/timkpaine/ipydagred3,,widgets,19,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,Apache-2.0,2020-02-29 23:01:15.000,2022-11-16 16:18:00.000000,2022-11-16 16:17:59,5.0,3.0,16.0,43.0,2022-09-23 17:10:56,0.3.7,,69881.0,16.0,13.0,13.0,3.0,https://pypi.org/project/ipydagred3,125.0,,,,3.0,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,69756.0,,,,,,,,,,,,
100,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,MIT,2013-03-05 18:20:21.000,2022-10-19 19:29:48.000000,2022-09-02 11:55:02,385.0,108.0,690.0,2533.0,2022-04-11 14:26:39,1.23.3,,,42.0,,,102.0,,,,,,2.0,,706.0,,,,,,,,,,,,,,,
101,IHaskell,True,A Haskell kernel for IPython.,https://github.com/IHaskell/IHaskell,,kernels,18,gibiansky/IHaskell,,,https://github.com/IHaskell/IHaskell,MIT,2013-08-26 07:16:09.000,2022-11-14 12:15:55.000000,2022-11-13 20:27:10,246.0,37.0,715.0,2422.0,2015-03-26 05:06:25,0.6,,27.0,1.0,,,111.0,,,,,,2.0,IHaskell/IHaskell,2151.0,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,27.0,,,,,,,,,,,,
102,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,18,jupyter-xeus/xeus-cling,,conda-forge/xeus-cling,https://github.com/jupyter-xeus/xeus-cling,BSD-3-Clause,2017-04-20 15:35:44.000,2022-11-02 23:45:57.000000,2022-11-02 23:37:12,253.0,138.0,118.0,2418.0,,,,3614.0,16.0,,,22.0,,,https://anaconda.org/conda-forge/xeus-cling,2022-11-02 18:56:54.904,169888.0,2.0,,,,,,,,,,,,,,,,,
103,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,18,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2022-11-17 05:34:07.000000,2022-11-09 15:36:53,896.0,51.0,285.0,2305.0,,,,253727.0,24.0,,,112.0,https://pypi.org/project/ipyparallel,244565.0,https://anaconda.org/conda-forge/ipyparallel,2022-06-21 14:24:53.709,723833.0,2.0,,,,,,,,,,,,,,,,,
104,gmaps,True,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,18,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000,2022-04-15 13:31:22.000000,2019-07-22 06:22:45,145.0,69.0,137.0,746.0,2016-01-02 19:06:03,0.2,,12119.0,20.0,1.0,1.0,16.0,https://pypi.org/project/gmaps,6214.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940,281772.0,3.0,,1380.0,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,1636.0,,,,,,,,,,,,
105,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,18,SciRuby/iruby,,,https://github.com/SciRuby/iruby,MIT,2015-03-03 18:05:50.000,2022-10-19 00:01:06.000000,2022-10-19 00:01:06,20.0,44.0,142.0,734.0,2021-08-17 16:20:34,0.7.4,15.0,19.0,10.0,169.0,169.0,45.0,,,,,,2.0,,717.0,,,,rubydata/datascience-notebook,https://hub.docker.com/r/rubydata/datascience-notebook,2022-08-31 17:32:38.909630,3.0,1750.0,,,,iruby,,,
106,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,18,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,BSD-3-Clause,2018-03-12 15:55:19.000,2022-07-07 04:18:47.000000,2021-08-10 23:33:21,104.0,64.0,51.0,722.0,2018-04-16 17:16:10,0.2.0,,94278.0,1.0,,,14.0,,,,,,2.0,,523.0,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,94278.0,,,,,,,,,,,,
107,nbQA,True,Run any standard Python code quality tool on a Jupyter Notebook.,https://github.com/nbQA-dev/nbQA,,notebook-tools,18,nbQA-dev/nbQA,nbqa,,https://github.com/nbQA-dev/nbQA,MIT,2020-07-11 15:30:54.000,2022-11-15 17:14:44.000000,2022-11-14 19:59:31,37.0,2.0,261.0,625.0,,,,35237.0,,,,22.0,https://pypi.org/project/nbqa,35237.0,,,,2.0,,628.0,,,,,,,,,,,,,,,
108,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,18,jupyterlab/jupyterlab-latex,jupyterlab_latex,,https://github.com/jupyterlab/jupyterlab-latex,BSD-3-Clause,2017-10-24 02:12:37.000,2022-11-15 22:17:30.000000,2022-08-18 09:17:14,59.0,29.0,55.0,535.0,2021-09-15 15:34:35,3.1.0,,4076.0,1.0,2.0,2.0,22.0,https://pypi.org/project/jupyterlab_latex,2935.0,,,,2.0,,436.0,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1141.0,,,,,,,,,,,,
109,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,18,calysto/octave_kernel,octave_kernel,,https://github.com/Calysto/octave_kernel,BSD-3-Clause,2014-07-31 01:59:06.000,2022-08-21 18:36:02.000000,2022-08-21 18:36:02,61.0,30.0,143.0,412.0,2022-03-31 08:36:27,0.34.2,53.0,8265.0,6.0,,,18.0,https://pypi.org/project/octave_kernel,8265.0,,,,2.0,,415.0,,,,,,,,,,,,,,,
110,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,18,jupyterlab/jupyterlab-github,jupyterlab-github,,https://github.com/jupyterlab/jupyterlab-github,BSD-3-Clause,2017-10-15 17:18:11.000,2022-11-16 05:30:10.000000,2022-09-05 14:24:06,88.0,20.0,37.0,339.0,2021-11-27 17:02:34,3.0.1,,4642.0,6.0,2.0,2.0,16.0,https://pypi.org/project/jupyterlab-github,996.0,,,,2.0,,238.0,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,3646.0,,,,,,,,,,,,
111,vega,True,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,18,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-11-01 01:27:52.000000,2022-10-01 01:45:40,56.0,13.0,82.0,334.0,,,,16026.0,27.0,,,11.0,https://pypi.org/project/vega,9304.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,517640.0,3.0,,600.0,,,,,,,,,,,,,,,
112,dask-labextension,True,JupyterLab extension for Dask.,https://github.com/dask/dask-labextension,,lab-extensions,18,dask/dask-labextension,dask-labextension,conda-forge/dask-labextension,https://github.com/dask/dask-labextension,BSD-3-Clause,2016-09-26 19:01:37.000,2022-11-17 07:14:10.000000,2022-11-02 00:22:40,53.0,39.0,96.0,279.0,2022-11-02 00:31:35,6.0.0,,33862.0,18.0,,,20.0,https://pypi.org/project/dask-labextension,13054.0,https://anaconda.org/conda-forge/dask-labextension,2022-11-02 09:51:07.642,784865.0,2.0,,,dask-labextension,https://www.npmjs.com/package/dask-labextension,1665.0,,,,,,,,,,,,
113,Spylon Kernel,True,Jupyter kernel for scala and spark.,https://github.com/vericast/spylon-kernel,,kernels,18,Valassis-Digital-Media/spylon-kernel,spylon-kernel,conda-forge/spylon-kernel,https://github.com/vericast/spylon-kernel,,2016-11-21 02:23:14.000,2021-06-10 08:02:43.000000,2018-09-20 15:43:57,29.0,18.0,18.0,168.0,2017-03-05 04:26:44,0.2.0,,4271.0,8.0,98.0,98.0,6.0,https://pypi.org/project/spylon-kernel,2780.0,https://anaconda.org/conda-forge/spylon-kernel,2018-10-05 21:02:27.447,102946.0,2.0,vericast/spylon-kernel,188.0,,,,,,,,,,,,,,,
114,Darcula Theme,True,A handsome Darcula theme for Jupyterlab. The first jlab theme to include dark scrollbars.,https://github.com/telamonian/theme-darcula,,lab-themes,18,telamonian/theme-darcula,,,https://github.com/telamonian/theme-darcula,BSD-3-Clause,2019-01-21 04:39:42.000,2022-11-16 03:48:37.000000,2022-07-20 12:02:54,24.0,7.0,16.0,162.0,,,,993.0,,806.0,806.0,7.0,,,,,,1.0,,113.0,@telamonian/theme-darcula,https://www.npmjs.com/package/@telamonian/theme-darcula,993.0,,,,,,,,,,,,
115,Rsession Proxy,True,Jupyter extensions for running an RStudio rsession proxy.,https://github.com/jupyterhub/jupyter-rsession-proxy,,jupyter-extensions,18,jupyterhub/jupyter-rsession-proxy,jupyter-rsession-proxy,,https://github.com/jupyterhub/jupyter-rsession-proxy,BSD-3-Clause,2016-12-09 06:26:18.000,2022-10-11 09:36:11.000000,2022-09-24 00:33:01,69.0,28.0,47.0,97.0,,,,5078.0,,42.0,42.0,21.0,https://pypi.org/project/jupyter-rsession-proxy,5078.0,,,,3.0,,231.0,,,,,,,,,,,,,,,
116,Altair Viewer,True,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,18,altair-viz/altair_viewer,altair_viewer,,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2022-09-30 17:46:37.000000,2022-01-14 00:49:56,8.0,3.0,4.0,55.0,2021-11-06 14:18:45,0.4.0,,654065.0,3.0,,,3.0,https://pypi.org/project/altair_viewer,654065.0,,,,3.0,,117.0,,,,,,,,,,,,,,,
117,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,17,8080labs/pyforest,pyforest,,https://github.com/8080labs/pyforest,MIT,2019-08-12 07:35:46.000,2022-03-21 19:03:41.000000,2021-06-14 15:04:41,181.0,9.0,14.0,998.0,2019-09-02 14:01:33,0.1.2,,8033.0,1.0,,,13.0,https://pypi.org/project/pyforest,8033.0,,,,3.0,,196.0,,,,,,,,,,,,,,,
118,JupyterLab Vim,True,Vim notebook cell bindings for JupyterLab.,https://github.com/jwkvam/jupyterlab-vim,,lab-extensions,17,jwkvam/jupyterlab-vim,,,https://github.com/jwkvam/jupyterlab-vim,MIT,2017-12-02 21:16:38.000,2022-11-10 22:08:26.000000,2019-07-16 04:37:36,73.0,57.0,42.0,929.0,2019-07-16 04:33:54,0.11.0,,462.0,14.0,3.0,3.0,8.0,,,,,,2.0,,60.0,jupyterlab_vim,https://www.npmjs.com/package/jupyterlab_vim,462.0,,,,,,,,,,,,
119,IJava,True,A Jupyter kernel for executing Java code.,https://github.com/SpencerPark/IJava,,kernels,17,SpencerPark/IJava,,,https://github.com/SpencerPark/IJava,MIT,2017-10-08 04:42:46.000,2022-05-25 03:24:04.000000,2019-12-08 22:22:20,165.0,69.0,57.0,853.0,2019-05-06 03:28:50,1.3.0,103109.0,1945.0,5.0,,,4.0,,,,,,2.0,,90.0,,,,,,,,,,,,,,,
120,Code Formatter,True,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,17,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,MIT,2018-08-12 20:50:17.000,2022-08-13 00:57:17.000000,2022-08-11 18:59:13,49.0,26.0,138.0,625.0,,,,56820.0,,,,37.0,https://pypi.org/project/jupyterlab_code_formatter,54054.0,,,,2.0,,428.0,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2766.0,,,,,,,,,,,,
121,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter-server/enterprise_gateway,,kernels,17,jupyter/enterprise_gateway,jupyter_enterprise_gateway,,https://github.com/jupyter-server/enterprise_gateway,,2017-04-21 16:05:14.000,2022-11-15 16:13:56.000000,2022-11-15 16:13:56,184.0,55.0,480.0,535.0,2022-10-27 21:53:36,3.0.0,22837.0,2007.0,33.0,,,107.0,https://pypi.org/project/jupyter_enterprise_gateway,1633.0,,,,2.0,jupyter-server/enterprise_gateway,,,,,,,,,,,,,,,,
122,JupyterLab Renderers,True,Renderers and renderer extensions for JupyterLab.,https://github.com/jupyterlab/jupyter-renderers,,lab-renderer,17,jupyterlab/jupyter-renderers,,,https://github.com/jupyterlab/jupyter-renderers,BSD-3-Clause,2017-06-08 16:59:07.000,2022-11-17 09:03:42.000000,2022-11-17 09:03:32,68.0,32.0,72.0,448.0,,,,1530.0,,1.0,1.0,27.0,,,,,,3.0,,593.0,@jupyterlab/geojson-extension,https://www.npmjs.com/package/@jupyterlab/geojson-extension,1530.0,,,,,,,,,,,,
123,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,17,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,BSD-3-Clause,2015-11-21 07:02:52.000,2022-11-17 08:52:34.000000,2022-11-11 05:23:36,257.0,53.0,247.0,439.0,,,,43012.0,,,,76.0,https://pypi.org/project/jupyterhub-kubespawner,43012.0,,,,2.0,,,,,,,,,,,-3.0,,,,,,
124,Kernel Gateway,True,Jupyter Kernel Gateway.,https://github.com/jupyter-server/kernel_gateway,,kernels,17,jupyter/kernel_gateway,jupyter-kernel-gateway,,https://github.com/jupyter-server/kernel_gateway,,2015-09-21 15:34:11.000,2022-03-12 12:39:32.000000,2022-03-12 12:39:32,116.0,14.0,162.0,412.0,2021-08-25 00:19:46,2.5.1,105.0,31532.0,9.0,,,44.0,https://pypi.org/project/jupyter-kernel-gateway,31530.0,,,,2.0,jupyter-server/kernel_gateway,561.0,,,,,,,,,,,,,,,
125,JupyterLab Google Drive,True,Cloud storage for JupyterLab using Google Drive.,https://github.com/jupyterlab/jupyterlab-google-drive,,lab-extensions,17,jupyterlab/jupyterlab-google-drive,,,https://github.com/jupyterlab/jupyterlab-google-drive,BSD-3-Clause,2016-12-17 01:40:45.000,2022-07-20 08:58:08.000000,2022-04-28 22:45:01,73.0,33.0,65.0,377.0,2018-02-05 18:54:22,0.11.1,,1600.0,12.0,2.0,2.0,16.0,,,,,,2.0,,515.0,@jupyterlab/google-drive,https://www.npmjs.com/package/@jupyterlab/google-drive,1600.0,,,,,,,,,,,,
126,ThebeLab,True,ThebeLab: turning static HTML pages into live documents.,https://github.com/executablebooks/thebe,,notebook-sharing,17,executablebooks/thebe,,,https://github.com/executablebooks/thebe,BSD-3-Clause,2017-03-14 12:17:22.000,2022-11-17 09:48:31.000000,2021-11-19 12:06:20,58.0,65.0,87.0,303.0,2021-10-26 10:04:08,0.8.2,,,5.0,5.0,5.0,26.0,,,,,,3.0,,676.0,,,,,,,,,,,,,,,
127,treon,True,Easy to use test framework for Jupyter Notebooks.,https://github.com/ReviewNB/treon,,notebook-tools,17,ReviewNB/treon,treon,,https://github.com/ReviewNB/treon,MIT,2019-03-29 15:02:35.000,2022-08-04 11:15:43.000000,2022-08-04 11:15:04,21.0,3.0,10.0,284.0,,,,5410.0,,60.0,60.0,5.0,https://pypi.org/project/treon,5410.0,,,,3.0,,66.0,,,,,,,,,,,,,,,
128,ML Hub,True,Multi-user development platform for machine learning teams. Simple to..,https://github.com/ml-tooling/ml-hub,,notebook-environments,17,ml-tooling/ml-hub,,,https://github.com/ml-tooling/ml-hub,Apache-2.0,2019-06-26 15:05:50.000,2021-12-23 13:12:29.000000,2021-12-23 13:12:29,57.0,15.0,11.0,259.0,2020-02-03 15:59:07,1.0.0,1955.0,1133.0,8.0,,,7.0,,,,,,3.0,,220.0,,,,mltooling/ml-hub,https://hub.docker.com/r/mltooling/ml-hub,2020-02-18 09:26:53.302538,5.0,44372.0,,,,,,,
129,scrapbook,True,A library for recording and reading data in notebooks.,https://github.com/nteract/scrapbook,,notebook-sharing,17,nteract/scrapbook,nteract-scrapbook,,https://github.com/nteract/scrapbook,BSD-3-Clause,2018-10-22 04:17:04.000,2022-04-13 16:57:46.000000,2022-04-13 16:57:42,26.0,23.0,25.0,252.0,,,,22738.0,,171.0,171.0,11.0,https://pypi.org/project/nteract-scrapbook,22738.0,,,,3.0,,,,,,,,,,,,,,,,,
130,jupyterlab-classic,True,The next-gen old-school notebook UI.,https://github.com/jupyterlab/retrolab,,notebook-environments,17,jtpio/jupyterlab-classic,jupyterlab-classic,,https://github.com/jupyterlab/retrolab,BSD-3-Clause,2020-12-07 16:37:07.000,2022-10-04 08:27:20.000000,2022-10-04 08:27:20,45.0,3.0,107.0,250.0,2022-05-04 07:37:18,0.3.21,818.0,55.0,50.0,87.0,87.0,17.0,https://pypi.org/project/jupyterlab-classic,20.0,,,,3.0,jupyterlab/retrolab,,,,,,,,,,,,,,,,
131,ipytest,True,Pytest in IPython notebooks.,https://github.com/chmp/ipytest,,notebook-tools,17,chmp/ipytest,ipytest,,https://github.com/chmp/ipytest,MIT,2016-02-07 20:24:41.000,2022-11-05 18:17:38.000000,2022-11-05 17:34:46,20.0,1.0,51.0,239.0,2022-11-05 17:38:31,0.13.0,,30755.0,17.0,,,4.0,https://pypi.org/project/ipytest,30755.0,,,,3.0,,,,,,,,,,,-3.0,,,,,,
132,HTTP-over-WebSocket,True,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,17,googlecolab/jupyter_http_over_ws,jupyter_http_over_ws,,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2022-11-09 21:06:35.000000,2021-08-30 21:48:24,39.0,21.0,8.0,234.0,,,,67752.0,,,,3.0,https://pypi.org/project/jupyter_http_over_ws,67752.0,,,,3.0,,29.0,,,,,,,,,,,,,,,
133,OCaml Kernel,True,An OCaml kernel for Jupyter (IPython) notebook.,https://github.com/akabe/ocaml-jupyter,,kernels,17,akabe/ocaml-jupyter,,,https://github.com/akabe/ocaml-jupyter,MIT,2017-07-14 14:15:05.000,2022-04-10 08:21:20.000000,2022-04-10 07:57:57,31.0,5.0,68.0,232.0,2022-04-10 08:38:48,2.8.0,75231.0,1175.0,32.0,,,20.0,,,,,,2.0,,372.0,,,,,,,,,,,,,,,
134,JupyterLab SideCar,True,A sidecar output widget for JupyterLab.,https://github.com/jupyter-widgets/jupyterlab-sidecar,,lab-extensions,17,jupyter-widgets/jupyterlab-sidecar,sidecar,,https://github.com/jupyter-widgets/jupyterlab-sidecar,BSD-3-Clause,2018-03-26 09:23:58.000,2022-11-15 22:16:26.000000,2021-07-04 21:12:58,39.0,22.0,10.0,206.0,2021-03-11 01:34:17,0.5.1,,4039.0,1.0,3.0,3.0,13.0,https://pypi.org/project/sidecar,3702.0,,,,2.0,,69.0,@jupyter-widgets/jupyterlab-sidecar,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-sidecar,337.0,,,,,,,,,,,,
135,SAS Kernel,True,A Jupyter kernel for SAS. This opens up all the data manipulation..,https://github.com/sassoftware/sas_kernel,,kernels,17,sassoftware/sas_kernel,sas_kernel,,https://github.com/sassoftware/sas_kernel,Apache-2.0,2016-04-01 16:19:50.000,2022-06-01 15:55:57.000000,2022-06-01 15:55:57,74.0,3.0,54.0,191.0,2021-07-14 17:27:18,2.4.11,,2149.0,14.0,,,9.0,https://pypi.org/project/sas_kernel,2149.0,,,,2.0,,213.0,,,,,,,,,,,,,,,
136,SciJava Kernel,True,Write SciJava scripts in Jupyter notebook!.,https://github.com/scijava/scijava-jupyter-kernel,,kernels,17,scijava/scijava-jupyter-kernel,,conda-forge/scijava-jupyter-kernel,https://github.com/scijava/scijava-jupyter-kernel,Apache-2.0,2017-01-31 01:16:24.000,2022-02-03 17:25:47.000000,2022-02-03 17:25:03,41.0,,80.0,175.0,2017-06-02 21:19:27,0.5.0,88.0,1271.0,15.0,,,9.0,,,https://anaconda.org/conda-forge/scijava-jupyter-kernel,2018-03-03 15:23:41.430,85129.0,2.0,,404.0,,,,,,,,,,,,,,,
137,Spark Monitor,True,Monitor Apache Spark from Jupyter Notebook.,https://github.com/krishnan-r/sparkmonitor,,jupyter-extensions,17,krishnan-r/sparkmonitor,sparkmonitor,,https://github.com/krishnan-r/sparkmonitor,Apache-2.0,2017-05-31 09:13:01.000,2022-05-16 18:45:37.000000,2022-05-16 18:45:37,49.0,15.0,7.0,169.0,2018-05-29 18:46:14,0.0.9,2417.0,4510.0,9.0,,,3.0,https://pypi.org/project/sparkmonitor,4459.0,,,,3.0,,215.0,,,,krishnanr/sparkmonitor,https://hub.docker.com/r/krishnanr/sparkmonitor,2019-10-04 06:28:22.959295,,928.0,,,,,,,
138,JupyterLab Spellchecker,True,Spellchecker for JupyterLab notebook markdown cells..,https://github.com/jupyterlab-contrib/spellchecker,,lab-extensions,17,ijmbarr/jupyterlab_spellchecker,,,https://github.com/jupyterlab-contrib/spellchecker,BSD-3-Clause,2018-04-02 07:47:30.000,2022-11-13 12:48:25.000000,2022-11-13 12:29:58,17.0,16.0,33.0,161.0,2021-10-08 10:06:16,0.7.2,,1429.0,7.0,1.0,1.0,6.0,,,,,,2.0,jupyterlab-contrib/spellchecker,168.0,@ijmbarr/jupyterlab_spellchecker,https://www.npmjs.com/package/@ijmbarr/jupyterlab_spellchecker,1429.0,,,,,,,,,,,,
139,jdaviz,True,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,17,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,BSD-3-Clause,2019-05-07 17:54:06.000,2022-11-17 13:59:10.000000,2022-11-16 17:04:21,42.0,277.0,489.0,81.0,2022-10-26 19:23:37,3.1.0,,1274.0,17.0,,,31.0,https://pypi.org/project/jdaviz,1274.0,,,,3.0,,,,,,,,,,,,,,,,,
140,ipyregulartable,True,"High performance, editable, stylable datagrids in jupyter..",https://github.com/jpmorganchase/ipyregulartable,,widgets,17,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,Apache-2.0,2020-06-15 21:45:08.000,2022-11-16 18:53:23.000000,2022-11-16 18:53:22,14.0,10.0,15.0,73.0,,,,69919.0,6.0,11.0,11.0,5.0,https://pypi.org/project/ipyregulartable,163.0,,,,3.0,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,69756.0,,,,,,,,,,,,
141,sphinxcontrib.jupyter,True,A Sphinx Extension for Generating Jupyter Notebooks.,https://github.com/QuantEcon/sphinxcontrib-jupyter,,notebook-tools,17,QuantEcon/sphinxcontrib-jupyter,sphinxcontrib-jupyter,,https://github.com/QuantEcon/sphinxcontrib-jupyter,BSD-3-Clause,2017-10-12 04:04:05.000,2022-02-09 08:46:28.000000,2020-06-18 03:28:01,23.0,88.0,93.0,72.0,2020-06-18 03:30:24,0.5.10,,757.0,17.0,26.0,26.0,13.0,https://pypi.org/project/sphinxcontrib-jupyter,757.0,,,,3.0,,269.0,,,,,,,,,,,,,,,
142,ipyscales,True,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,17,vidartf/ipyscales,ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2022-10-12 13:17:36.580000,2022-09-01 10:51:55,3.0,2.0,4.0,13.0,,,,1168.0,8.0,53.0,53.0,4.0,https://pypi.org/project/ipyscales,125.0,https://anaconda.org/conda-forge/ipyscales,2022-10-12 13:17:36.580,55294.0,3.0,,178.0,,,,,,,,,,,,,,,
