,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
46,LDAP Authenticator,True,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,23,jupyterhub-ldapauthenticator,jupyterhub/ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000,2022-01-27 10:10:12.000000,2021-06-27 18:55:19,148.0,55.0,77.0,170.0,167.0,2018-06-14 12:02:35,1.2.2,,8773.0,3.0,86.0,86.0,30.0,https://pypi.org/project/jupyterhub-ldapauthenticator,8242.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507,22870.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
47,nbviewer,True,nbconvert as a web service: Render Jupyter Notebooks as static web..,https://github.com/jupyter/nbviewer,,notebook-sharing,22,,jupyter/nbviewer,,jupyter/nbviewer,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000,2022-01-24 21:51:11.000000,2021-09-10 14:27:08,485.0,158.0,401.0,1995.0,1391.0,,,,22348.0,,7.0,7.0,86.0,,,,,,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,27.0,2525421.0,2.0,BSD-3-Clause,,,,,,,,,,,
48,IRkernel,True,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,22,,IRkernel/IRkernel,r/r-irkernel,jupyter/r-notebook,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000,2022-01-24 18:47:28.399064,2022-01-04 12:48:23,285.0,55.0,501.0,1492.0,588.0,2022-01-03 22:04:04,1.3,,12992.0,17.0,,,40.0,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173,54894.0,https://hub.docker.com/r/jupyter/r-notebook,2022-01-24 18:47:28.399064,42.0,1169944.0,1.0,MIT,,,,,,,IRkernel,,,,
49,repo2docker,True,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,22,jupyter-repo2docker,jupyterhub/repo2docker,,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000,2022-01-27 13:01:58.000000,2022-01-27 08:42:53,275.0,140.0,312.0,1302.0,,2021-08-24 17:28:11,2021.08.0,,4143.0,10.0,137.0,137.0,104.0,https://pypi.org/project/jupyter-repo2docker,4143.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
50,elyra,True,Elyra extends JupyterLab Notebooks with an AI centric approach.,https://github.com/elyra-ai/elyra,,lab-extensions,22,elyra,elyra-ai/elyra,conda-forge/elyra,,https://github.com/elyra-ai/elyra,2019-10-22 21:37:58.000,2022-01-26 21:14:27.000000,2022-01-26 17:40:28,199.0,222.0,1059.0,1207.0,1456.0,,,,544.0,12.0,28.0,28.0,40.0,https://pypi.org/project/elyra,,https://anaconda.org/conda-forge/elyra,2021-04-27 19:22:26.105,9252.0,,,,,1.0,Apache-2.0,,,,,,,,,,,
51,JupyterLab TOC,True,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,22,,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000,2022-01-22 04:28:12.000000,2021-08-10 23:33:21,101.0,64.0,51.0,713.0,523.0,2018-04-16 17:16:10,0.2.0,,95922.0,1.0,172.0,172.0,14.0,,,,,,,,,,1.0,BSD-3-Clause,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,95922.0,,,,,,,,
52,OAuthenticator,True,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,22,oauthenticator,jupyterhub/oauthenticator,conda-forge/oauthenticator,,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000,2022-01-14 08:40:34.000000,2022-01-12 14:28:18,295.0,28.0,185.0,330.0,,,,,36489.0,12.0,245.0,245.0,104.0,https://pypi.org/project/oauthenticator,35897.0,https://anaconda.org/conda-forge/oauthenticator,2021-07-19 15:40:38.273,19544.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
53,Metakernel,True,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,22,metakernel,Calysto/metakernel,conda-forge/metakernel,,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000,2021-12-02 15:51:29.961000,2021-12-02 13:02:55,73.0,25.0,113.0,269.0,1112.0,2021-12-02 13:04:26,0.28.2,21.0,25929.0,48.0,,,29.0,https://pypi.org/project/metakernel,18189.0,https://anaconda.org/conda-forge/metakernel,2021-12-02 15:51:29.961,533409.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
54,sos,True,SoS workflow system for daily data analysis.,https://github.com/vatlab/sos,,notebook-environments,22,,vatlab/SOS,,,https://github.com/vatlab/sos,2016-02-13 00:46:46.000,2022-01-05 19:27:44.000000,2022-01-05 19:27:44,28.0,58.0,1355.0,215.0,7500.0,2019-05-21 01:06:30,0.9.11,,,51.0,1649.0,1649.0,33.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,,,
55,ipyparallel,True,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,21,ipyparallel,ipython/ipyparallel,conda-forge/ipyparallel,,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000,2022-01-27 12:03:43.000000,2022-01-27 12:03:07,821.0,48.0,266.0,2145.0,,,,,8005.0,19.0,1793.0,1793.0,105.0,https://pypi.org/project/ipyparallel,,https://anaconda.org/conda-forge/ipyparallel,2021-12-23 14:25:42.627,552347.0,,,,,2.0,,,,,,,,,,,,
56,IJavascript,True,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,21,,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000,2022-01-24 13:30:29.000000,2022-01-24 13:30:28,141.0,45.0,175.0,1748.0,331.0,2021-11-15 23:43:33,5.2.1,,3621.0,33.0,55.0,55.0,15.0,,,,,,,,,,2.0,,ijavascript,https://www.npmjs.com/package/ijavascript,3621.0,,,,,,,,
57,nbgrader,True,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,21,nbgrader,jupyter/nbgrader,conda-forge/nbgrader,,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000,2022-01-27 05:13:36.000000,2021-10-03 10:13:29,266.0,201.0,580.0,1060.0,3017.0,2021-05-08 15:44:14,0.6.2,,4033.0,19.0,,,84.0,https://pypi.org/project/nbgrader,2287.0,https://anaconda.org/conda-forge/nbgrader,2021-09-25 00:23:03.383,104787.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
58,pythreejs,True,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,21,pythreejs,jupyter-widgets/pythreejs,conda-forge/pythreejs,,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000,2021-12-06 21:48:19.000000,2021-12-06 21:48:19,161.0,67.0,144.0,785.0,1667.0,,,,40810.0,15.0,19.0,19.0,29.0,https://pypi.org/project/pythreejs,30609.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,361539.0,,,,,2.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,4885.0,,,,,,,,
59,JupyterLab Debugger,True,"A visual debugger for Jupyter notebooks, consoles, and..",https://github.com/jupyterlab/debugger,,lab-extensions,21,,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000,2022-01-15 06:45:20.000000,2021-03-31 14:20:34,36.0,17.0,245.0,539.0,1174.0,2020-12-10 14:31:28,0.3.7,,80366.0,28.0,,,11.0,,,,,,,,,,2.0,BSD-3-Clause,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,80366.0,,,,,,,,
60,KubeSpawner,True,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,21,jupyterhub-kubespawner,jupyterhub/kubespawner,,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000,2022-01-25 20:23:08.000000,2022-01-05 23:34:17,228.0,51.0,217.0,394.0,,,,,110911.0,,102.0,102.0,66.0,https://pypi.org/project/jupyterhub-kubespawner,110911.0,,,,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
61,Appmode,True,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,appmode,oschuett/appmode,conda-forge/appmode,,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000,2021-11-16 11:28:50.190000,2021-04-26 19:20:06,65.0,3.0,49.0,385.0,96.0,2020-06-09 08:17:47,0.8.0,,5451.0,8.0,292.0,292.0,8.0,https://pypi.org/project/appmode,2530.0,https://anaconda.org/conda-forge/appmode,2021-11-16 11:28:50.190,146085.0,,,,,1.0,MIT,,,,,,,,,,,
62,nbgitpuller,True,Jupyter server extension to sync a git repository one-way to a..,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,21,nbgitpuller,jupyterhub/nbgitpuller,conda-forge/nbgitpuller,,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000,2022-01-27 11:56:14.000000,2022-01-27 11:56:14,52.0,48.0,73.0,150.0,,,,,8274.0,10.0,425.0,425.0,24.0,https://pypi.org/project/nbgitpuller,7366.0,https://anaconda.org/conda-forge/nbgitpuller,2021-09-03 01:35:54.657,28151.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
63,Knowledge Repo,True,A next-generation curated knowledge sharing platform for..,https://github.com/airbnb/knowledge-repo,,notebook-sharing,20,knowledge-repo,airbnb/knowledge-repo,,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000,2022-01-22 00:07:41.000000,2021-09-01 00:27:04,631.0,118.0,166.0,4998.0,587.0,2021-01-20 07:24:58,0.9.0,,424.0,30.0,,,60.0,https://pypi.org/project/knowledge-repo,424.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
64,qgrid,True,"An interactive grid for sorting, filtering, and editing DataFrames..",https://github.com/quantopian/qgrid,,widgets,20,qgrid,quantopian/qgrid,conda-forge/qgrid,,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000,2021-06-25 03:13:35.000000,2020-04-07 18:56:49,370.0,147.0,125.0,2805.0,405.0,2020-04-07 16:34:17,1.3.1,,7862.0,21.0,,,30.0,https://pypi.org/project/qgrid,,https://anaconda.org/conda-forge/qgrid,2021-03-04 10:14:48.336,330041.0,,,,,2.0,Apache-2.0,qgrid,https://www.npmjs.com/package/qgrid,840.0,,,,,,,,
65,Jupyter Book,True,"Build interactive, publication-quality documents from Jupyter..",https://github.com/executablebooks/jupyter-book,,notebook-sharing,20,jupyter-book,executablebooks/jupyter-book,,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000,2022-01-25 18:59:59.000000,2022-01-25 18:59:59,412.0,387.0,603.0,2638.0,1320.0,2021-11-19 04:25:23,0.12.1,,,34.0,,,100.0,https://pypi.org/project/jupyter-book,,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
66,Apache Toree,True,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,20,toree,apache/incubator-toree,,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000,2021-11-26 12:36:11.000000,2021-09-07 03:54:38,212.0,,,687.0,1146.0,,,,8516.0,,,,102.0,https://pypi.org/project/toree,8516.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
67,DockerSpawner,True,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,20,dockerspawner,jupyterhub/dockerspawner,conda-forge/dockerspawner,,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000,2021-12-17 06:28:54.000000,2021-11-27 18:36:06,266.0,13.0,235.0,409.0,,,,,6465.0,4.0,111.0,111.0,62.0,https://pypi.org/project/dockerspawner,6199.0,https://anaconda.org/conda-forge/dockerspawner,2021-08-17 09:21:01.475,10129.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
68,Octave Kernel,True,An Octave kernel for IPython.,https://github.com/Calysto/octave_kernel,,kernels,20,octave_kernel,calysto/octave_kernel,,,https://github.com/Calysto/octave_kernel,2014-07-31 01:59:06.000,2022-01-04 01:26:18.000000,2022-01-04 01:26:12,57.0,25.0,140.0,389.0,389.0,2022-01-04 01:27:35,0.34.0,15.0,9469.0,4.0,,,17.0,https://pypi.org/project/octave_kernel,9469.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
69,Resource Usage,True,Jupyter Notebook Extension for monitoring your own Resource..,https://github.com/jupyter-server/jupyter-resource-usage,,jupyter-extensions,20,jupyter-resource-usage,jupyter-server/jupyter-resource-usage,conda-forge/nbresuse,,https://github.com/jupyter-server/jupyter-resource-usage,2016-04-22 07:01:34.000,2022-01-22 09:56:32.000000,2021-12-06 09:55:23,65.0,28.0,27.0,294.0,183.0,2021-12-06 09:34:12,0.6.1,12.0,35721.0,5.0,,,20.0,https://pypi.org/project/jupyter-resource-usage,14276.0,https://anaconda.org/conda-forge/nbresuse,2020-11-23 11:22:25.946,471806.0,,,,,2.0,BSD-2-Clause,,,,,,,,,,,
70,ipyvuetify,True,Jupyter widgets based on vuetify UI components.,https://github.com/mariobuikhuizen/ipyvuetify,,widgets,20,ipyvuetify,mariobuikhuizen/ipyvuetify,conda-forge/ipyvuetify,,https://github.com/mariobuikhuizen/ipyvuetify,2019-05-14 17:35:51.000,2022-01-26 15:32:47.000000,2022-01-26 15:32:47,39.0,34.0,118.0,240.0,207.0,2021-06-15 13:48:33,1.7.0,,40165.0,27.0,4.0,4.0,10.0,https://pypi.org/project/ipyvuetify,37901.0,https://anaconda.org/conda-forge/ipyvuetify,2021-08-06 15:11:56.646,67942.0,,,,,2.0,MIT,,,,,,,,,,,
71,ipywebrtc,True,WebRTC for Jupyter notebook/lab.,https://github.com/maartenbreddels/ipywebrtc,,widgets,20,ipywebrtc,maartenbreddels/ipywebrtc,conda-forge/ipywebrtc,,https://github.com/maartenbreddels/ipywebrtc,2017-08-10 18:07:51.000,2021-03-29 11:48:21.469000,2021-03-29 11:25:59,30.0,28.0,20.0,201.0,209.0,,,,4768.0,8.0,415.0,415.0,9.0,https://pypi.org/project/ipywebrtc,,https://anaconda.org/conda-forge/ipywebrtc,2021-03-29 11:48:21.469,230470.0,,,,,2.0,MIT,jupyter-webrtc,https://www.npmjs.com/package/jupyter-webrtc,420.0,,,,,,,,
72,Jupyter Sphinx,True,Sphinx extension for rendering of Jupyter interactive widgets.,https://github.com/jupyter/jupyter-sphinx,,notebook-tools,20,jupyter_sphinx,jupyter/jupyter-sphinx,,,https://github.com/jupyter/jupyter-sphinx,2016-11-15 18:36:37.000,2021-12-20 09:52:04.000000,2021-12-20 09:52:04,46.0,38.0,77.0,136.0,353.0,2020-09-21 17:37:11,0.3.2,,70191.0,3.0,,,24.0,https://pypi.org/project/jupyter_sphinx,70191.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
73,Hydrogen,True,"Run code interactively, inspect data, and plot. All the power of Jupyter..",https://github.com/nteract/hydrogen,,notebook-environments,19,,nteract/hydrogen,,,https://github.com/nteract/hydrogen,2015-05-11 01:16:55.000,2021-12-15 22:55:15.000000,2021-10-16 10:59:33,305.0,153.0,1094.0,3767.0,2359.0,2021-06-02 09:44:54,2.16.3,,,90.0,,,88.0,,,,,,,,,,3.0,MIT,,,,,,,,,,,
74,ML Workspace,True,All-in-one web-based IDE specialized for machine learning and..,https://github.com/ml-tooling/ml-workspace,,notebook-environments,19,,ml-tooling/ml-workspace,,mltooling/ml-workspace,https://github.com/ml-tooling/ml-workspace,2019-05-27 16:55:15.000,2021-11-22 20:42:15.000000,2021-11-22 20:42:15,302.0,7.0,70.0,2414.0,,2021-07-13 22:12:59,0.13.2,,15636.0,4.0,,,10.0,,,,,,https://hub.docker.com/r/mltooling/ml-workspace,2021-07-13 16:32:15.225256,20.0,500369.0,3.0,Apache-2.0,,,,,,,,,,,
75,xeus-cling,True,Jupyter kernel for the C++ programming language.,https://github.com/jupyter-xeus/xeus-cling,,kernels,19,,jupyter-xeus/xeus-cling,conda-forge/xeus-cling,,https://github.com/jupyter-xeus/xeus-cling,2017-04-20 15:35:44.000,2022-01-17 13:34:34.000000,2022-01-17 13:34:34,217.0,124.0,113.0,2063.0,472.0,,,,3615.0,15.0,,,20.0,,,https://anaconda.org/conda-forge/xeus-cling,2022-01-03 09:56:29.611,133783.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
76,docker-python,True,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,19,,kaggle/docker-python,,kaggle/python,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000,2022-01-25 23:36:15.685834,2022-01-25 19:26:17,770.0,12.0,269.0,2035.0,,2022-01-25 23:08:06,d471f720259244cbdb26178a5d2eeaf15ef8a23c9dccef1760b52c9b10feea21,,2374.0,59.0,,,144.0,,,,,,https://hub.docker.com/r/kaggle/python,2022-01-25 23:36:15.685834,158.0,192301.0,3.0,Apache-2.0,,,,,,,,,,,
77,almond,True,A Scala kernel for Jupyter.,https://github.com/almond-sh/almond,,kernels,19,,almond-sh/almond,,almondsh/almond,https://github.com/almond-sh/almond,2015-03-10 22:48:50.000,2022-01-24 01:05:01.000000,2021-09-01 14:23:22,210.0,97.0,192.0,1419.0,989.0,,,1157.0,191.0,37.0,,,35.0,,,,,,https://hub.docker.com/r/almondsh/almond,2021-08-26 20:33:34.010515,6.0,13374.0,2.0,BSD-3-Clause,,,,,,,,,,,
78,IRuby,True,Official gem repository: Ruby kernel for Jupyter/IPython Notebook.,https://github.com/SciRuby/iruby,,kernels,19,,SciRuby/iruby,,rubydata/datascience-notebook,https://github.com/SciRuby/iruby,2015-03-03 18:05:50.000,2021-11-12 01:33:42.000000,2021-11-12 01:33:42,11.0,45.0,138.0,676.0,696.0,2021-08-17 16:20:34,0.7.4,15.0,18.0,10.0,151.0,151.0,44.0,,,,,,https://hub.docker.com/r/rubydata/datascience-notebook,2021-09-28 04:43:56.581044,3.0,1556.0,2.0,MIT,,,,,,,,iruby,,,
79,What-If Tool,True,Source code/webpage/demos for the What-If Tool.,https://github.com/PAIR-code/what-if-tool,,widgets,19,witwidget,PAIR-code/what-if-tool,,,https://github.com/PAIR-code/what-if-tool,2018-09-07 20:26:10.000,2022-01-14 02:13:30.000000,2022-01-05 20:19:46,119.0,50.0,47.0,629.0,328.0,2021-10-12 17:36:36,1.8.1,,3355.0,3.0,,,20.0,https://pypi.org/project/witwidget,,,,,,,,,2.0,Apache-2.0,wit-widget,https://www.npmjs.com/package/wit-widget,3355.0,,,,,,,,
80,JupyterLab Drawio,True,A standalone embedding of the FOSS drawio / mxgraph package..,https://github.com/QuantStack/jupyterlab-drawio,,lab-renderer,19,,QuantStack/jupyterlab-drawio,,,https://github.com/QuantStack/jupyterlab-drawio,2018-01-31 16:38:30.000,2022-01-22 02:09:55.000000,2021-06-29 12:29:51,57.0,39.0,25.0,517.0,101.0,,,,4087.0,,191.0,191.0,15.0,,,,,,,,,,1.0,BSD-3-Clause,jupyterlab-drawio,https://www.npmjs.com/package/jupyterlab-drawio,4087.0,,,,,,,,
81,JupyterLab Latex,True,JupyterLab extension for live editing of LaTeX documents.,https://github.com/jupyterlab/jupyterlab-latex,,lab-renderer,19,jupyterlab_latex,jupyterlab/jupyterlab-latex,,,https://github.com/jupyterlab/jupyterlab-latex,2017-10-24 02:12:37.000,2022-01-27 01:01:04.000000,2021-09-28 17:02:12,57.0,28.0,54.0,514.0,413.0,2021-09-15 15:34:35,3.1.0,,2901.0,1.0,2.0,2.0,21.0,https://pypi.org/project/jupyterlab_latex,1168.0,,,,,,,,1.0,BSD-3-Clause,@jupyterlab/latex,https://www.npmjs.com/package/@jupyterlab/latex,1733.0,,,,,,,,
82,Enterprise Gateway,True,"A lightweight, multi-tenant, scalable and secure gateway..",https://github.com/jupyter/enterprise_gateway,,kernels,19,jupyter_enterprise_gateway,jupyter/enterprise_gateway,,,https://github.com/jupyter/enterprise_gateway,2017-04-21 16:05:14.000,2022-01-27 01:50:47.000000,2022-01-27 01:50:47,152.0,64.0,434.0,481.0,1116.0,2021-12-09 23:07:29,2.5.2,13072.0,256.0,28.0,,,88.0,https://pypi.org/project/jupyter_enterprise_gateway,,,,,,,,,2.0,,,,,,,,,,,,
83,pivottablejs,True,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook,..",https://github.com/nicolaskruchten/jupyter_pivottablejs,,widgets,19,pivottablejs,nicolaskruchten/jupyter_pivottablejs,,,https://github.com/nicolaskruchten/jupyter_pivottablejs,2015-09-09 13:39:18.000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25,61.0,17.0,40.0,455.0,32.0,2018-01-15 18:11:51,0.9.0,,11968.0,8.0,214.0,214.0,3.0,https://pypi.org/project/pivottablejs,11968.0,,,,,,,,2.0,,,,,4.0,,,,,,,
84,JupyterLab Dash,True,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,19,jupyterlab-dash,plotly/jupyterlab-dash,,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000,2020-05-19 14:20:53.000000,2020-05-19 11:44:34,56.0,20.0,8.0,353.0,41.0,,,,11478.0,2.0,187.0,187.0,7.0,https://pypi.org/project/jupyterlab-dash,,,,,,,,,1.0,MIT,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,11478.0,,,,,,,,
85,JupyterLab GitHub,True,GitHub integration for JupyterLab.,https://github.com/jupyterlab/jupyterlab-github,,lab-extensions,19,jupyterlab-github,jupyterlab/jupyterlab-github,,,https://github.com/jupyterlab/jupyterlab-github,2017-10-15 17:18:11.000,2022-01-22 07:38:11.000000,2021-12-10 09:26:11,79.0,21.0,36.0,314.0,228.0,2021-11-27 17:02:34,3.0.1,,1524.0,6.0,2.0,2.0,15.0,https://pypi.org/project/jupyterlab-github,,,,,,,,,2.0,BSD-3-Clause,@jupyterlab/github,https://www.npmjs.com/package/@jupyterlab/github,1524.0,,,,,,,,
86,JupyterLab System Monitor,True,JupyterLab extension to display system metrics.,https://github.com/jtpio/jupyterlab-system-monitor,,lab-extensions,19,,jtpio/jupyterlab-system-monitor,,,https://github.com/jtpio/jupyterlab-system-monitor,2019-07-13 12:31:51.000,2021-11-02 13:32:27.000000,2021-11-02 13:32:27,26.0,17.0,19.0,223.0,,2021-02-04 22:39:49,0.8.0,,8548.0,2.0,27.0,27.0,6.0,,,,,,,,,,2.0,BSD-3-Clause,jupyterlab-system-monitor,https://www.npmjs.com/package/jupyterlab-system-monitor,8548.0,,,,,,,,
87,BatchSpawner,True,Custom Spawner for Jupyterhub to start servers in batch scheduled..,https://github.com/jupyterhub/batchspawner,,hub-spawners,19,batchspawner,jupyterhub/batchspawner,,,https://github.com/jupyterhub/batchspawner,2015-10-27 03:53:10.000,2022-01-18 11:19:46.000000,2021-05-05 12:02:36,92.0,44.0,70.0,129.0,327.0,2021-04-07 15:14:35,1.1.0,,822.0,9.0,11.0,11.0,38.0,https://pypi.org/project/batchspawner,822.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
88,LTI Authenticator,True,A JupyterHub authenticator for LTI.,https://github.com/jupyterhub/ltiauthenticator,,hub-auth,19,jupyterhub-ltiauthenticator,jupyterhub/ltiauthenticator,,,https://github.com/jupyterhub/ltiauthenticator,2017-12-15 02:54:15.000,2022-01-04 04:00:17.000000,2022-01-04 04:00:15,37.0,5.0,26.0,49.0,,2021-11-15 20:10:09,1.3.0,,2974.0,6.0,71.0,71.0,12.0,https://pypi.org/project/jupyterhub-ltiauthenticator,2974.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
89,Native Authenticator,True,JupyterHub-native user authenticator.,https://github.com/jupyterhub/nativeauthenticator,,hub-auth,19,jupyterhub-nativeauthenticator,jupyterhub/nativeauthenticator,,,https://github.com/jupyterhub/nativeauthenticator,2018-12-03 17:38:18.000,2022-01-03 21:06:27.000000,2021-12-30 13:14:05,48.0,21.0,68.0,47.0,,2021-10-19 17:24:48,1.0.5,,4497.0,3.0,34.0,34.0,21.0,https://pypi.org/project/jupyterhub-nativeauthenticator,4497.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
90,ipyvue,True,Jupyter widgets base for Vue libraries.,https://github.com/mariobuikhuizen/ipyvue,,widgets,19,ipyvue,mariobuikhuizen/ipyvue,conda-forge/ipyvue,,https://github.com/mariobuikhuizen/ipyvue,2019-08-11 10:10:05.000,2021-12-16 15:36:49.000000,2021-12-10 13:35:55,11.0,2.0,4.0,36.0,86.0,2021-11-19 19:10:31,1.7.0,,39216.0,18.0,16.0,16.0,3.0,https://pypi.org/project/ipyvue,37795.0,https://anaconda.org/conda-forge/ipyvue,2021-10-28 12:53:01.039,41224.0,,,,,2.0,MIT,,,,,,,,,,,
91,IJulia.jl,True,Julia kernel for Jupyter.,https://github.com/JuliaLang/IJulia.jl,,kernels,18,,JuliaLang/IJulia.jl,,,https://github.com/JuliaLang/IJulia.jl,2013-03-05 18:20:21.000,2021-12-17 07:34:26.000000,2021-10-27 14:05:51,370.0,95.0,682.0,2399.0,702.0,2021-02-24 00:04:46,1.23.2,,,41.0,,,100.0,,,,,,,,,,2.0,MIT,,,,,,,,,,,
92,BinderHub,True,"Run your code in the cloud, with technology so advanced, it feels..",https://github.com/jupyterhub/binderhub,,notebook-sharing,18,,jupyterhub/binderhub,,,https://github.com/jupyterhub/binderhub,2017-04-26 00:28:26.000,2022-01-26 09:13:04.000000,2022-01-26 09:13:03,297.0,170.0,443.0,2071.0,2601.0,,,,,1.0,6.0,6.0,82.0,,,,,,,,,,3.0,BSD-3-Clause,,,,,,,,,binderhub,,
93,pyforest,True,pyforest - feel the bliss of automated imports.,https://github.com/8080labs/pyforest,,jupyter-extensions,18,pyforest,8080labs/pyforest,,,https://github.com/8080labs/pyforest,2019-08-12 07:35:46.000,2021-07-12 20:54:11.000000,2021-06-14 15:04:41,174.0,8.0,14.0,944.0,196.0,2019-09-02 14:01:33,0.1.2,,9475.0,1.0,,,13.0,https://pypi.org/project/pyforest,9475.0,,,,,,,,2.0,MIT,,,,,,,,,,,
94,Variable Inspector,True,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,18,,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000,2021-10-19 16:52:12.000000,2021-10-19 16:52:05,76.0,38.0,114.0,881.0,165.0,2021-04-10 11:39:23,3.0.7,,7225.0,6.0,3.0,3.0,17.0,,,,,,,,,,2.0,BSD-3-Clause,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,7225.0,,,,,,,,
