,name,show,description,homepage,resource,category,projectrank,pypi_id,github_id,conda_id,dockerhub_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,license,npm_id,npm_url,npm_monthly_downloads,trending,updated_github_id,go_id,cran_id,gem_id,pypi,hex_id,bitbucket_id
10,ipyleaflet,True,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,29,ipyleaflet,jupyter-widgets/ipyleaflet,conda-forge/ipyleaflet,,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000,2022-01-22 10:36:35.000000,2022-01-20 16:24:54,298.0,175.0,288.0,1214.0,991.0,2021-12-06 12:32:04,0.15.0,,93875.0,61.0,1406.0,1406.0,74.0,https://pypi.org/project/ipyleaflet,45322.0,https://anaconda.org/conda-forge/ipyleaflet,2021-12-09 18:45:12.043,787390.0,,,,,1.0,MIT,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,36974.0,,,,,,,,
11,jupyter-matplotlib,True,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,29,ipympl,matplotlib/ipympl,,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000,2022-01-22 06:52:56.000000,2022-01-20 10:00:33,174.0,99.0,131.0,1213.0,434.0,2022-01-20 10:01:49,0.8.7,,113537.0,23.0,2432.0,2432.0,26.0,https://pypi.org/project/ipympl,69832.0,,,,,,,,1.0,BSD-3-Clause,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,43705.0,,,,,,,,
12,qtconsole,True,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,29,qtconsole,jupyter/qtconsole,conda-forge/qtconsole,,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000,2022-01-08 18:46:46.000000,2022-01-08 18:46:46,162.0,99.0,195.0,296.0,1818.0,,,,32840.0,31.0,92188.0,92188.0,112.0,https://pypi.org/project/qtconsole,,https://anaconda.org/conda-forge/qtconsole,2021-12-30 15:08:07.413,2233137.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
13,nbformat,True,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,29,nbformat,jupyter/nbformat,conda-forge/nbformat,,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000,2022-01-24 18:38:27.000000,2022-01-24 18:38:26,119.0,46.0,65.0,159.0,763.0,2021-04-02 04:40:43,5.1.3,,15374611.0,13.0,138248.0,138248.0,61.0,https://pypi.org/project/nbformat,15273233.0,https://anaconda.org/conda-forge/nbformat,2021-04-02 17:08:52.492,6995117.0,,,,,1.0,,,,,,,,,,,,
14,nbclient,True,A client library for executing notebooks. Formally nbconvert's..,https://github.com/jupyter/nbclient,,notebook-tools,28,nbclient,jupyter/nbclient,conda-forge/nbclient,,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000,2022-01-25 23:36:49.000000,2022-01-17 10:47:00,39.0,22.0,55.0,84.0,257.0,2022-01-13 20:36:33,0.5.10,16.0,14603966.0,16.0,41459.0,41459.0,29.0,https://pypi.org/project/nbclient,14489510.0,https://anaconda.org/conda-forge/nbclient,2022-01-14 07:18:53.194,2632434.0,,,,,1.0,,,,,,,,,,,,
15,bqplot,True,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,27,bqplot,bqplot/bqplot,conda-forge/bqplot,,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000,2022-01-27 01:38:38.000000,2022-01-20 13:35:16,429.0,201.0,354.0,3227.0,3456.0,2022-01-07 12:38:39,0.12.32,,84631.0,55.0,29.0,29.0,55.0,https://pypi.org/project/bqplot,52289.0,https://anaconda.org/conda-forge/bqplot,2022-01-07 13:02:09.921,916459.0,,,,,2.0,Apache-2.0,bqplot,https://www.npmjs.com/package/bqplot,18865.0,,,,,,,,
16,ipython-sql,True,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,27,ipython-sql,catherinedevlin/ipython-sql,conda-forge/ipython-sql,,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000,2022-01-26 02:39:28.000000,2021-06-29 17:43:55,227.0,99.0,37.0,1479.0,253.0,,,,77959.0,3.0,2639.0,2639.0,44.0,https://pypi.org/project/ipython-sql,75917.0,https://anaconda.org/conda-forge/ipython-sql,2021-11-13 15:23:35.182,132780.0,,,,,1.0,MIT,,,,,,,,,,,
17,facets-overview,True,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,26,facets-overview,pair-code/facets,,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,822.0,76.0,76.0,6764.0,264.0,2019-07-01 16:35:20,1.0.0,,135122.0,4.0,99.0,99.0,28.0,https://pypi.org/project/facets-overview,135122.0,,,,,,,,2.0,Apache-2.0,,,,5.0,,,,,,,
18,Jupytext,True,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,26,jupytext,mwouts/jupytext,conda-forge/jupytext,,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000,2022-01-25 15:09:53.000000,2022-01-11 08:23:50,314.0,59.0,432.0,5162.0,,2022-01-11 08:24:48,1.13.6,,16746.0,100.0,2328.0,2328.0,67.0,https://pypi.org/project/jupytext,,https://anaconda.org/conda-forge/jupytext,2022-01-11 15:40:25.503,261613.0,,,,,1.0,MIT,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,9862.0,,,,,,,,
19,ipyvolume,True,3d plotting for Python in the Jupyter notebook based on IPython..,https://github.com/maartenbreddels/ipyvolume,,widgets,26,ipyvolume,maartenbreddels/ipyvolume,conda-forge/ipyvolume,,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000,2021-11-04 16:00:54.000000,2021-11-01 12:36:42,208.0,162.0,127.0,1704.0,970.0,2018-06-11 13:56:17,0.4.5,,30789.0,16.0,666.0,666.0,39.0,https://pypi.org/project/ipyvolume,23023.0,https://anaconda.org/conda-forge/ipyvolume,2021-04-20 13:21:49.451,337314.0,,,,,2.0,MIT,ipyvolume,https://www.npmjs.com/package/ipyvolume,2049.0,,,,,,,,
20,JupyterHub,True,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,25,jupyterhub,jupyterhub/jupyterhub,conda-forge/jupyterhub,jupyterhub/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000,2022-01-27 13:06:52.000000,2022-01-25 13:36:41,1589.0,174.0,1880.0,6852.0,,,,,223819.0,27.0,1609.0,1609.0,265.0,https://pypi.org/project/jupyterhub,189441.0,https://anaconda.org/conda-forge/jupyterhub,2022-01-25 15:31:44.838,489541.0,https://hub.docker.com/r/jupyterhub/jupyterhub,2022-01-25 14:11:43.519257,301.0,2473319.0,2.0,,,,,,,,,,,,
21,Docker Stacks,True,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,25,,jupyter/docker-stacks,,jupyter/scipy-notebook,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000,2022-01-27 13:14:47.000000,2022-01-24 16:14:11,2470.0,58.0,659.0,6795.0,2499.0,,,,1047097.0,,,,212.0,,,,,,https://hub.docker.com/r/jupyter/scipy-notebook,2022-01-24 19:05:37.931089,331.0,81673603.0,2.0,BSD-3-Clause,,,,,,,,,,,
22,nteract,True,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,25,nteract_on_jupyter,nteract/nteract,,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000,2022-01-24 16:45:48.000000,2022-01-24 16:45:47,517.0,149.0,1519.0,5739.0,10501.0,2021-01-26 05:18:38,0.28.0,1297647.0,22089.0,66.0,,,174.0,https://pypi.org/project/nteract_on_jupyter,3006.0,,,,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
23,D-Tale,True,Visualizer for Pandas Data Structures.,https://github.com/man-group/dtale,,widgets,25,dtale,man-group/dtale,conda-forge/dtale,,https://github.com/man-group/dtale,2019-07-15 09:34:48.000,2022-01-27 01:39:22.000000,2022-01-27 01:39:22,224.0,44.0,399.0,2950.0,557.0,2021-11-16 03:33:21,1.61.0,,56311.0,103.0,281.0,281.0,19.0,https://pypi.org/project/dtale,51803.0,https://anaconda.org/conda-forge/dtale,2021-11-18 04:41:08.411,103684.0,,,,,2.0,LGPL-2.1,,,,,,,,,,,
24,JupyterLab LSP,True,Coding assistance for JupyterLab (code navigation + hover..,https://github.com/jupyter-lsp/jupyterlab-lsp,,lab-extensions,25,,krassowski/jupyterlab-lsp,,,https://github.com/jupyter-lsp/jupyterlab-lsp,2019-08-17 11:34:22.000,2022-01-22 12:26:09.000000,2022-01-22 12:26:09,84.0,128.0,256.0,1163.0,2329.0,2022-01-01 02:38:14,3.10.0,,6944.0,40.0,112.0,112.0,38.0,,,,,,,,,,1.0,BSD-3-Clause,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,6944.0,,jupyter-lsp/jupyterlab-lsp,,,,,,
25,sparkmagic,True,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,25,sparkmagic,jupyter-incubator/sparkmagic,conda-forge/sparkmagic,,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000,2021-12-16 20:46:07.000000,2021-09-09 18:47:00,366.0,128.0,257.0,1087.0,1163.0,2021-08-27 16:28:41,0.19.1,,39540.0,15.0,225.0,225.0,54.0,https://pypi.org/project/sparkmagic,38820.0,https://anaconda.org/conda-forge/sparkmagic,2021-08-17 12:12:12.530,38202.0,,,,,1.0,,,,,,,,,,,,
26,PixieDust,True,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,25,pixiedust,pixiedust/pixiedust,conda-forge/pixiedust,,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000,2021-02-16 04:46:42.000000,2021-02-16 04:46:41,158.0,164.0,260.0,1031.0,2157.0,2019-12-04 15:06:08,1.1.18,,17492.0,19.0,226.0,226.0,33.0,https://pypi.org/project/pixiedust,16160.0,https://anaconda.org/conda-forge/pixiedust,2021-02-06 13:20:07.331,34635.0,,,,,1.0,Apache-2.0,,,,,,,,,,,
27,IPython Kernel,True,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,25,ipykernel,ipython/ipykernel,ipykernel,,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000,2022-01-26 09:00:30.000000,2022-01-26 09:00:30,280.0,194.0,183.0,446.0,,2022-01-13 15:22:36,6.7.0,212.0,3266.0,29.0,150375.0,150375.0,148.0,https://pypi.org/project/ipykernel,,https://anaconda.org/anaconda/ipykernel,2022-01-20 12:21:12.773,239764.0,,,,,1.0,,,,,-4.0,,,,,,,
28,Perspective,True,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,24,perspective-python,finos/perspective,,,https://github.com/finos/perspective,2017-11-02 16:27:54.000,2022-01-20 02:46:07.000000,2022-01-18 18:57:20,428.0,62.0,422.0,4172.0,4997.0,,,,1896.0,,223.0,223.0,65.0,https://pypi.org/project/perspective-python,,,,,,,,,1.0,Apache-2.0,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,1896.0,,,,,,,,
29,Voila,True,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,24,voila,voila-dashboards/voila,conda-forge/voila,,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000,2022-01-27 14:05:38.000000,2022-01-27 14:05:36,370.0,229.0,331.0,3885.0,,2021-12-09 16:36:43,0.3.0,141.0,7068.0,53.0,5835.0,5835.0,56.0,https://pypi.org/project/voila,,https://anaconda.org/conda-forge/voila,2021-12-22 15:34:44.031,160259.0,,,,,2.0,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2924.0,,,,,,,,
30,RISE,True,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,24,RISE,damianavila/RISE,conda-forge/rise,,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000,2021-12-23 15:55:32.000000,2021-11-26 23:05:35,369.0,135.0,280.0,3178.0,739.0,,,,13760.0,9.0,1751.0,1751.0,40.0,https://pypi.org/project/RISE,9801.0,https://anaconda.org/conda-forge/rise,2021-11-16 18:12:02.058,186084.0,,,,,2.0,,,,,,,,,,,,
31,nbdev,True,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,nbdev,fastai/nbdev,,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000,2022-01-26 23:07:05.000000,2022-01-26 23:07:05,318.0,79.0,272.0,3111.0,1294.0,2021-10-29 23:19:34,1.1.23,,47364.0,18.0,,,62.0,https://pypi.org/project/nbdev,47364.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
32,JupyterLab Git,True,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,24,jupyterlab-git,jupyterlab/jupyterlab-git,conda-forge/jupyterlab-git,,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000,2022-01-23 19:20:42.000000,2022-01-23 19:20:41,199.0,83.0,419.0,1029.0,1738.0,2022-01-14 16:35:03,0.34.2,,3175.0,37.0,14.0,14.0,69.0,https://pypi.org/project/jupyterlab-git,,https://anaconda.org/conda-forge/jupyterlab-git,2022-01-14 18:45:44.379,117488.0,,,,,1.0,BSD-3-Clause,,,,,,,,,,,
33,watermark,True,"An IPython magic extension for printing date and time stamps, version..",https://github.com/rasbt/watermark,,magic,24,watermark,rasbt/watermark,conda-forge/watermark,,https://github.com/rasbt/watermark,2014-07-30 03:46:33.000,2022-01-24 09:27:24.000000,2022-01-24 09:27:16,73.0,15.0,28.0,593.0,92.0,2022-01-04 01:53:30,2.3.0,,32528.0,15.0,1330.0,1330.0,18.0,https://pypi.org/project/watermark,29456.0,https://anaconda.org/conda-forge/watermark,2022-01-04 05:10:16.030,193591.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
34,papermill,True,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,23,papermill,nteract/papermill,conda-forge/papermill,,https://github.com/nteract/papermill,2017-07-06 17:17:53.000,2022-01-26 15:15:46.000000,2022-01-24 15:25:03,341.0,97.0,233.0,4523.0,,,,,5340.0,17.0,1869.0,1869.0,98.0,https://pypi.org/project/papermill,,https://anaconda.org/conda-forge/papermill,2022-01-23 14:55:30.846,218942.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
35,gophernotes,True,The Go kernel for Jupyter notebooks and nteract.,https://github.com/gopherdata/gophernotes,,kernels,23,,gopherdata/gophernotes,,gopherdata/gophernotes,https://github.com/gopherdata/gophernotes,2016-01-22 19:22:16.000,2022-01-26 09:01:53.000000,2022-01-26 09:01:53,212.0,44.0,122.0,3153.0,392.0,2022-01-09 15:20:57,0.7.4,40.0,1174.0,16.0,7.0,7.0,28.0,,,,,,https://hub.docker.com/r/gopherdata/gophernotes,2018-12-22 19:00:35.934804,7.0,84589.0,1.0,MIT,,,,,,github.com/gopherdata/gophernotes,,,,,
36,BeakerX,True,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,23,beakerx,twosigma/beakerx,conda-forge/beakerx,beakerx/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000,2021-11-18 19:15:17.218000,2021-01-21 14:02:57,369.0,343.0,4174.0,2624.0,1689.0,2018-12-04 18:27:21,1.3.0,31.0,17594.0,39.0,,,43.0,https://pypi.org/project/beakerx,5391.0,https://anaconda.org/conda-forge/beakerx,2021-11-18 19:15:17.218,483824.0,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,22.0,244600.0,2.0,Apache-2.0,beakerx,https://www.npmjs.com/package/beakerx,378.0,,,,,,,,
37,nbdime,True,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,23,nbdime,jupyter/nbdime,conda-forge/nbdime,,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000,2021-11-03 11:51:17.000000,2021-11-03 11:51:16,122.0,60.0,218.0,2158.0,1952.0,,,,63136.0,21.0,63.0,63.0,34.0,https://pypi.org/project/nbdime,,https://anaconda.org/conda-forge/nbdime,2021-10-26 17:29:52.628,433261.0,,,,,2.0,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,56034.0,,,,,,,,
38,DataLab,True,Interactive tools and developer experiences for Big Data on..,https://github.com/googledatalab/datalab,,notebook-environments,23,datalab,googledatalab/datalab,,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000,2021-08-16 19:04:35.000000,2021-08-16 17:52:48,244.0,224.0,667.0,967.0,2054.0,2021-08-16 19:04:35,1.2.20210816,,116154.0,19.0,,,52.0,https://pypi.org/project/datalab,116154.0,,,,,,,,2.0,Apache-2.0,,,,,,,,,,,
39,jupyter-dash,True,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,23,jupyter-dash,plotly/jupyter-dash,,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000,2021-10-18 20:50:37.000000,2021-01-22 17:01:16,172.0,34.0,15.0,668.0,119.0,2021-01-22 17:07:52,0.4.0,65.0,42581.0,9.0,1172.0,1172.0,3.0,https://pypi.org/project/jupyter-dash,42578.0,,,,,,,,2.0,MIT,,,,,,,,,,,
40,Stencila,True,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,23,,stencila/stencila,,stencila/cloud,https://github.com/stencila/stencila,2012-05-31 02:43:31.000,2022-01-27 02:32:31.000000,2022-01-27 02:18:05,33.0,57.0,491.0,620.0,8715.0,2022-01-27 02:18:11,1.0.0,1161.0,444.0,100.0,16.0,16.0,32.0,,,,,,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16459.0,2.0,Apache-2.0,stencila,https://www.npmjs.com/package/stencila,138.0,,,,,,,,
41,Mapbox GL,True,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,https://github.com/mapbox/mapboxgl-jupyter,,widgets,23,mapboxgl,mapbox/mapboxgl-jupyter,,,https://github.com/mapbox/mapboxgl-jupyter,2017-08-08 15:10:51.000,2022-01-11 05:18:07.000000,2021-04-19 05:00:36,127.0,32.0,67.0,596.0,221.0,2019-06-03 21:24:10,0.10.2,,15408.0,14.0,123.0,123.0,21.0,https://pypi.org/project/mapboxgl,15408.0,,,,,,,,2.0,MIT,,,,4.0,,,,,,,
42,ipycanvas,True,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,23,ipycanvas,martinRenou/ipycanvas,conda-forge/ipycanvas,,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000,2022-01-25 18:29:15.000000,2022-01-25 18:29:13,40.0,37.0,64.0,520.0,387.0,2021-12-01 08:33:39,0.10.2,,1318.0,28.0,364.0,364.0,14.0,https://pypi.org/project/ipycanvas,,https://anaconda.org/conda-forge/ipycanvas,2021-12-01 13:09:01.830,36917.0,,,,,2.0,BSD-3-Clause,,,,,,,,,,,
43,nbval,True,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,23,nbval,computationalmodelling/nbval,conda-forge/nbval,,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000,2022-01-05 15:51:17.000000,2022-01-05 15:51:17,39.0,34.0,61.0,368.0,446.0,,,,95588.0,8.0,1277.0,1277.0,29.0,https://pypi.org/project/nbval,92439.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985,179535.0,,,,,2.0,,,,,,,,,,,,
44,Jupyter Client,True,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,23,jupyter-client,jupyter/jupyter_client,,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000,2022-01-21 23:14:57.000000,2022-01-21 23:14:52,213.0,129.0,167.0,257.0,,2022-01-21 23:15:35,7.1.2,133.0,15162678.0,11.0,,,112.0,https://pypi.org/project/jupyter-client,15162652.0,,,,,,,,2.0,BSD-3-Clause,,,,6.0,,,,,,,
45,ipycytoscape,True,A Cytoscape Jupyter widget.,https://github.com/cytoscape/ipycytoscape,,widgets,23,,QuantStack/ipycytoscape,conda-forge/ipycytoscape,,https://github.com/cytoscape/ipycytoscape,2020-02-05 13:46:52.000,2022-01-20 06:18:52.000000,2022-01-20 06:18:52,47.0,54.0,93.0,175.0,659.0,2021-11-27 02:44:57,1.3.0,3.0,1205.0,18.0,56.0,56.0,29.0,,,https://anaconda.org/conda-forge/ipycytoscape,2022-01-18 19:08:24.277,26531.0,,,,,2.0,BSD-3-Clause,,,,,cytoscape/ipycytoscape,,,,,,
